cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_hogares_;2001_vehículo_automotor_tiene;2001_vehículo_automotor_no_tiene;2001_bicicleta_tiene;2001_bicicleta_no_tiene;2001_motocicleta_o_cuatratrack_tiene;2001_motocicleta_o_cuatratrack_no_tiene;2012_total_hogares;2012_vehículo_automotor_tiene;2012_vehículo_automotor_no_tiene;2012_bicicleta_tiene;2012_bicicleta_no_tiene;2012_motocicleta_o_cuatratrack_tiene;2012_motocicleta_o_cuatratrack_no_tiene;2012_carreta_o_carreton_tiene;2012_carreta_o_carreton_no_tiene;2012_deslizador_balsa_canoa_o_bote_tiene;2012_deslizador_balsa_canoa_o_bote_no_tiene;2024_total_hogares_;2024_vehículo_automotor_tiene;2024_vehículo_automotor_no_tiene;2024_vehículo_automotor_sin_especificar;2024_bicicleta_tiene;2024_bicicleta_no_tiene;2024_bicicleta_sin_especificar;2024_motocicleta_o_cuatratrack_tiene;2024_motocicleta_o_cuatratrack_no_tiene;2024_motocicleta_o_cuatratrack_sin_especificar;2024_carreta_o_carreton_tiene;2024_carreta_o_carreton_no_tiene;2024_carreta_o_carreton_sin_especificar;2024_deslizador_balsa_canoa_o_bote_tiene;2024_deslizador_balsa_canoa_o_bote_no_tiene;2024_deslizador_balsa_canoa_o_bote_sin_especificar
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3045;1022;Municipio/TIOC;Tarija;Méndez;El Puente;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3046;1023;Municipio/TIOC;Tarija;Méndez;El Puente;Rural;2,400;148;2,252;1,210;1,190;45;2,355;3,253;517;2,736;1,322;1,931;329;2,924;13;3,240;5;3,248;3,240;869;2,252;119;1,270;1,852;118;931;2,190;119;110;3,011;119;26;3,095;119
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3047;1024;Provincia;Tarija;O'Connor;;O'Connor;3,787;238;3,549;874;2,913;28;3,759;5,415;782;4,633;1,150;4,265;405;5,010;147;5,268;64;5,351;6,216;1,237;4,731;248;1,297;4,672;247;1,665;4,303;248;179;5,788;249;132;5,835;249
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3048;1025;Provincia;Tarija;O'Connor;;Urbana;569;84;485;241;328;17;552;1,154;274;880;309;845;97;1,057;12;1,142;3;1,151;1,292;389;863;40;447;805;40;336;916;40;24;1,227;41;14;1,237;41
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3049;1026;Provincia;Tarija;O'Connor;;Rural;3,218;154;3,064;633;2,585;11;3,207;4,261;508;3,753;841;3,420;308;3,953;135;4,126;61;4,200;4,924;848;3,868;208;850;3,867;207;1,329;3,387;208;155;4,561;208;118;4,598;208
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3050;1027;Municipio/TIOC;Tarija;O'Connor;Entre Ríos;Entre Ríos;3,787;238;3,549;874;2,913;28;3,759;5,415;782;4,633;1,150;4,265;405;5,010;147;5,268;64;5,351;6,216;1,237;4,731;248;1,297;4,672;247;1,665;4,303;248;179;5,788;249;132;5,835;249
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3051;1028;Municipio/TIOC;Tarija;O'Connor;Entre Ríos;Urbana;569;84;485;241;328;17;552;1,154;274;880;309;845;97;1,057;12;1,142;3;1,151;1,292;389;863;40;447;805;40;336;916;40;24;1,227;41;14;1,237;41
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3052;1029;Municipio/TIOC;Tarija;O'Connor;Entre Ríos;Rural;3,218;154;3,064;633;2,585;11;3,207;4,261;508;3,753;841;3,420;308;3,953;135;4,126;61;4,200;4,924;848;3,868;208;850;3,867;207;1,329;3,387;208;155;4,561;208;118;4,598;208
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3053;1030;Departamento;Santa Cruz;;;Santa Cruz;428,653;78,943;349,710;179,512;249,141;21,112;407,541;644,854;178,074;466,780;180,595;464,259;104,311;540,543;15,054;629,800;2,870;641,984;877,257;273,250;563,895;40,112;337,161;500,369;39,727;256,201;581,043;40,013;19,316;817,764;40,177;10,757;826,286;40,214
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3054;1031;Departamento;Santa Cruz;;;Urbana;334,458;71,322;263,136;135,553;198,905;17,596;316,862;529,389;159,453;369,936;148,403;380,986;74,410;454,979;4,075;525,314;1,735;527,654;718,856;240,222;447,122;31,512;303,170;384,378;31,308;189,240;498,156;31,460;5,345;681,953;31,558;8,496;678,776;31,584
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3055;1032;Departamento;Santa Cruz;;;Rural;94,195;7,621;86,574;43,959;50,236;3,516;90,679;115,465;18,621;96,844;32,192;83,273;29,901;85,564;10,979;104,486;1,135;114,330;158,401;33,028;116,773;8,600;33,991;115,991;8,419;66,961;82,887;8,553;13,971;135,811;8,619;2,261;147,510;8,630
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3056;1033;Provincia;Santa Cruz;Andrés Ibáñez;;Andrés Ibáñez;277,223;61,011;216,212;105,995;171,228;10,465;266,758;410,289;132,936;277,353;117,646;292,643;33,426;376,863;4,436;405,853;1,249;409,040;544,512;196,731;324,526;23,255;246,376;275,031;23,105;103,731;417,566;23,215;3,870;517,354;23,288;6,351;514,850;23,311
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3057;1034;Provincia;Santa Cruz;Andrés Ibáñez;;Urbana;260,442;59,226;201,216;98,952;161,490;10,078;250,364;392,949;129,402;263,547;112,108;280,841;30,465;362,484;2,706;390,243;1,151;391,798;526,832;192,410;311,951;22,471;240,972;263,529;22,331;97,255;407,142;22,435;3,116;501,214;22,502;6,163;498,145;22,524
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3058;1035;Provincia;Santa Cruz;Andrés Ibáñez;;Rural;16,781;1,785;14,996;7,043;9,738;387;16,394;17,340;3,534;13,806;5,538;11,802;2,961;14,379;1,730;15,610;98;17,242;17,680;4,321;12,575;784;5,404;11,502;774;6,476;10,424;780;754;16,140;786;188;16,705;787
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3059;1036;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Santa Cruz de la Sierra;251,342;57,719;193,623;94,169;157,173;9,703;241,639;360,441;119,724;240,717;100,965;259,476;25,073;335,368;2,598;357,843;1,030;359,411;453,158;167,681;266,034;19,443;208,231;225,612;19,315;77,480;356,270;19,408;2,868;430,823;19,467;5,318;428,352;19,488
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3060;1037;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Urbana;247,710;57,321;190,389;92,849;154,861;9,606;238,104;357,586;119,113;238,473;100,043;257,543;24,588;332,998;2,207;355,379;1,018;356,568;450,791;167,232;264,248;19,311;207,617;223,990;19,184;76,817;354,697;19,277;2,412;429,044;19,335;5,299;426,136;19,356
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3061;1038;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Rural;3,632;398;3,234;1,320;2,312;97;3,535;2,855;611;2,244;922;1,933;485;2,370;391;2,464;12;2,843;2,367;449;1,786;132;614;1,622;131;663;1,573;131;456;1,779;132;19;2,216;132
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3062;1039;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Cotoca;7,197;882;6,315;3,540;3,657;308;6,889;12,677;2,904;9,773;4,527;8,150;2,795;9,882;439;12,238;61;12,616;27,833;6,754;19,641;1,438;11,188;15,219;1,426;9,633;16,764;1,436;361;26,029;1,443;319;26,069;1,445
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3063;1040;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Urbana;3,346;458;2,888;1,769;1,577;186;3,160;7,746;1,795;5,951;2,614;5,132;1,799;5,947;156;7,590;43;7,703;23,514;5,931;16,404;1,179;9,646;12,695;1,173;7,853;14,482;1,179;273;22,058;1,183;271;22,058;1,185
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3064;1041;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Rural;3,851;424;3,427;1,771;2,080;122;3,729;4,931;1,109;3,822;1,913;3,018;996;3,935;283;4,648;18;4,913;4,319;823;3,237;259;1,542;2,524;253;1,780;2,282;257;88;3,971;260;48;4,011;260
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3065;1042;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Porongo;2,360;199;2,161;644;1,716;50;2,310;3,622;1,090;2,532;1,015;2,607;653;2,969;290;3,332;25;3,597;6,642;3,440;2,925;277;3,167;3,200;275;2,331;4,035;276;82;6,283;277;91;6,274;277
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3066;1043;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Urbana;;;;;;;;958;649;309;491;467;186;772;23;935;9;949;3,074;2,271;700;103;2,020;951;103;946;2,025;103;11;2,960;103;41;2,930;103
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3067;1044;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Rural;2,360;199;2,161;644;1,716;50;2,310;2,664;441;2,223;524;2,140;467;2,197;267;2,397;16;2,648;3,568;1,169;2,225;174;1,147;2,249;172;1,385;2,010;173;71;3,323;174;50;3,344;174
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3068;1045;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;La Guardia;8,195;1,160;7,035;3,605;4,590;202;7,993;21,314;6,341;14,973;6,948;14,366;2,387;18,927;922;20,392;110;21,204;40,267;14,120;24,636;1,511;17,653;21,107;1,507;8,739;30,018;1,510;375;38,379;1,513;459;38,294;1,514
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3069;1046;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Urbana;5,294;820;4,474;2,285;3,009;138;5,156;18,957;5,891;13,066;6,319;12,638;2,107;16,850;250;18,707;65;18,892;37,921;13,509;22,978;1,434;17,022;19,469;1,430;7,910;28,578;1,433;308;36,177;1,436;423;36,062;1,436
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3070;1047;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Rural;2,901;340;2,561;1,320;1,581;64;2,837;2,357;450;1,907;629;1,728;280;2,077;672;1,685;45;2,312;2,346;611;1,658;77;631;1,638;77;829;1,440;77;67;2,202;77;36;2,232;78
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3071;1048;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;El Torno;8,129;1,051;7,078;4,037;4,092;202;7,927;12,235;2,877;9,358;4,191;8,044;2,518;9,717;187;12,048;23;12,212;16,612;4,736;11,290;586;6,137;9,893;582;5,548;10,479;585;184;15,840;588;164;15,861;587
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3072;1049;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Urbana;4,092;627;3,465;2,049;2,043;148;3,944;7,702;1,954;5,748;2,641;5,061;1,785;5,917;70;7,632;16;7,686;11,532;3,467;7,621;444;4,667;6,424;441;3,729;7,360;443;112;10,975;445;129;10,959;444
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3073;1050;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Rural;4,037;424;3,613;1,988;2,049;54;3,983;4,533;923;3,610;1,550;2,983;733;3,800;117;4,416;7;4,526;5,080;1,269;3,669;142;1,470;3,469;141;1,819;3,119;142;72;4,865;143;35;4,902;143
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3074;1051;Provincia;Santa Cruz;Warnes;;Warnes;11,198;1,462;9,736;5,796;5,402;779;10,419;25,778;5,185;20,593;7,405;18,373;6,414;19,364;440;25,338;97;25,681;43,493;9,556;31,933;2,004;16,774;24,730;1,989;17,631;23,860;2,002;493;40,992;2,008;475;41,011;2,007
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3075;1052;Provincia;Santa Cruz;Warnes;;Urbana;4,964;831;4,133;2,611;2,353;441;4,523;20,750;4,395;16,355;5,932;14,818;4,767;15,983;160;20,590;67;20,683;37,618;8,588;27,410;1,620;14,979;21,028;1,611;14,457;21,541;1,620;381;35,613;1,624;406;35,588;1,624
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3076;1053;Provincia;Santa Cruz;Warnes;;Rural;6,234;631;5,603;3,185;3,049;338;5,896;5,028;790;4,238;1,473;3,555;1,647;3,381;280;4,748;30;4,998;5,875;968;4,523;384;1,795;3,702;378;3,174;2,319;382;112;5,379;384;69;5,423;383
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3077;1054;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Warnes;8,946;1,081;7,865;4,449;4,497;587;8,359;23,218;4,681;18,537;6,613;16,605;5,293;17,925;313;22,905;63;23,155;40,597;8,918;29,795;1,884;15,779;22,948;1,870;15,839;22,876;1,882;434;38,276;1,887;427;38,283;1,887
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3078;1055;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Urbana;4,190;669;3,521;2,135;2,055;351;3,839;19,509;4,124;15,385;5,596;13,913;4,173;15,336;143;19,366;51;19,458;36,182;8,247;26,364;1,571;14,473;20,146;1,563;13,574;21,037;1,571;368;34,239;1,575;385;34,222;1,575
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3079;1056;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Rural;4,756;412;4,344;2,314;2,442;236;4,520;3,709;557;3,152;1,017;2,692;1,120;2,589;170;3,539;12;3,697;4,415;671;3,431;313;1,306;2,802;307;2,265;1,839;311;66;4,037;312;42;4,061;312
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3080;1057;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Okinawa Uno;2,252;381;1,871;1,347;905;192;2,060;2,560;504;2,056;792;1,768;1,121;1,439;127;2,433;34;2,526;2,896;638;2,138;120;995;1,782;119;1,792;984;120;59;2,716;121;48;2,728;120
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3081;1058;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Urbana;774;162;612;476;298;90;684;1,241;271;970;336;905;594;647;17;1,224;16;1,225;1,436;341;1,046;49;506;882;48;883;504;49;13;1,374;49;21;1,366;49
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3082;1059;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Rural;1,478;219;1,259;871;607;102;1,376;1,319;233;1,086;456;863;527;792;110;1,209;18;1,301;1,460;297;1,092;71;489;900;71;909;480;71;46;1,342;72;27;1,362;71
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3083;1060;Provincia;Santa Cruz;Velasco;;Velasco;9,702;712;8,990;4,826;4,876;758;8,944;14,546;1,617;12,929;4,439;10,107;4,758;9,788;1,049;13,497;110;14,436;25,104;3,441;20,069;1,594;4,729;18,811;1,564;12,238;11,277;1,589;1,795;21,713;1,596;253;23,254;1,597
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3084;1061;Provincia;Santa Cruz;Velasco;;Urbana;4,533;565;3,968;2,299;2,234;628;3,905;6,674;1,079;5,595;1,719;4,955;2,683;3,991;117;6,557;28;6,646;10,963;1,986;8,358;619;2,493;7,855;615;6,263;4,083;617;194;10,151;618;116;10,227;620
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3085;1062;Provincia;Santa Cruz;Velasco;;Rural;5,169;147;5,022;2,527;2,642;130;5,039;7,872;538;7,334;2,720;5,152;2,075;5,797;932;6,940;82;7,790;14,141;1,455;11,711;975;2,236;10,956;949;5,975;7,194;972;1,601;11,562;978;137;13,027;977
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3086;1063;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;San Ignacio;7,098;567;6,531;3,537;3,561;599;6,499;10,825;1,255;9,570;3,461;7,364;3,461;7,364;944;9,881;89;10,736;17,760;2,585;14,048;1,127;3,614;13,034;1,112;9,053;7,585;1,122;1,360;15,274;1,126;205;16,428;1,127
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3087;1064;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Urbana;3,385;454;2,931;1,700;1,685;496;2,889;4,874;838;4,036;1,303;3,571;2,005;2,869;96;4,778;24;4,850;8,746;1,672;6,562;512;2,015;6,221;510;5,029;3,207;510;157;8,078;511;100;8,134;512
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3088;1065;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Rural;3,713;113;3,600;1,837;1,876;103;3,610;5,951;417;5,534;2,158;3,793;1,456;4,495;848;5,103;65;5,886;9,014;913;7,486;615;1,599;6,813;602;4,024;4,378;612;1,203;7,196;615;105;8,294;615
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3089;1066;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;San Miguel;1,873;89;1,784;1,004;869;98;1,775;2,582;167;2,415;723;1,859;922;1,660;66;2,516;7;2,575;4,447;450;3,674;323;683;3,453;311;2,012;2,112;323;305;3,817;325;30;4,091;326
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3090;1067;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;Urbana;821;70;751;453;368;88;733;1,177;126;1,051;280;897;467;710;11;1,166;1;1,176;1,456;175;1,219;62;328;1,066;62;835;559;62;26;1,368;62;11;1,382;63
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3091;1068;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;Rural;1,052;19;1,033;551;501;10;1,042;1,405;41;1,364;443;962;455;950;55;1,350;6;1,399;2,991;275;2,455;261;355;2,387;249;1,177;1,553;261;279;2,449;263;19;2,709;263
