cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_total_hogares_;numero_de_viviendas_refrigerador_o_congelador_tiene;numero_de_viviendas_refrigerador_o_congelador_no_tiene;numero_de_viviendas_refrigerador_o_congelador_sin_especificar;numero_de_viviendas_microondas_tiene;numero_de_viviendas_microondas_no_tiene;numero_de_viviendas_microondas_sin_especificar;numero_de_viviendas_calefon_o_termotanque_tiene;numero_de_viviendas_calefon_o_termotanque_no_tiene;numero_de_viviendas_calefon_o_termotanque_sin_especificar;numero_de_viviendas_aire_acondicionado_tiene;numero_de_viviendas_aire_acondicionado_no_tiene;numero_de_viviendas_aire_acondicionado_sin_especificar;numero_de_viviendas_lavadora_de_ropa_tiene;numero_de_viviendas_lavadora_de_ropa_no_tiene;numero_de_viviendas_lavadora_de_ropa_sin_especificar
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3077;1054;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Warnes;40,597;28,975;9,732;1,890;6,756;31,951;1,890;976;37,731;1,890;4,874;33,832;1,891;10,921;27,784;1,892
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3078;1055;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Urbana;36,182;26,289;8,315;1,578;6,292;28,312;1,578;893;33,711;1,578;4,590;30,014;1,578;10,259;24,343;1,580
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3079;1056;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Rural;4,415;2,686;1,417;312;464;3,639;312;83;4,020;312;284;3,818;313;662;3,441;312
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3080;1057;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Okinawa Uno;2,896;2,105;671;120;510;2,266;120;162;2,614;120;378;2,398;120;876;1,900;120
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3081;1058;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Urbana;1,436;1,116;271;49;309;1,078;49;90;1,297;49;246;1,141;49;573;814;49
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3082;1059;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Rural;1,460;989;400;71;201;1,188;71;72;1,317;71;132;1,257;71;303;1,086;71
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3083;1060;Provincia;Santa Cruz;Velasco;;Velasco;25,104;9,114;14,391;1,599;1,342;22,164;1,598;601;22,903;1,600;1,228;22,275;1,601;3,122;20,380;1,602
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3084;1061;Provincia;Santa Cruz;Velasco;;Urbana;10,963;6,515;3,828;620;1,160;9,184;619;297;10,046;620;1,101;9,242;620;2,709;7,635;619
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3085;1062;Provincia;Santa Cruz;Velasco;;Rural;14,141;2,599;10,563;979;182;12,980;979;304;12,857;980;127;13,033;981;413;12,745;983
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3086;1063;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;San Ignacio;17,760;7,232;9,401;1,127;1,065;15,568;1,127;411;16,221;1,128;1,000;15,632;1,128;2,569;14,062;1,129
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3087;1064;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Urbana;8,746;5,143;3,091;512;915;7,319;512;238;7,996;512;892;7,342;512;2,226;6,009;511
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3088;1065;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Rural;9,014;2,089;6,310;615;150;8,249;615;173;8,225;616;108;8,290;616;343;8,053;618
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3089;1066;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;San Miguel;4,447;1,292;2,827;328;167;3,953;327;148;3,972;327;131;3,989;327;364;3,755;328
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3090;1067;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;Urbana;1,456;936;457;63;154;1,240;62;42;1,352;62;122;1,272;62;328;1,066;62
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3091;1068;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;Rural;2,991;356;2,370;265;13;2,713;265;106;2,620;265;9;2,717;265;36;2,689;266
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3092;1069;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;San Rafael;2,897;590;2,163;144;110;2,643;144;42;2,710;145;97;2,654;146;189;2,563;145
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3093;1070;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;Urbana;761;436;280;45;91;625;45;17;698;46;87;628;46;155;560;46
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3094;1071;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;Rural;2,136;154;1,883;99;19;2,018;99;25;2,012;99;10;2,026;100;34;2,003;99
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3095;1072;Provincia;Santa Cruz;Ichilo;;Ichilo;32,331;17,038;13,922;1,371;2,515;28,445;1,371;714;30,249;1,368;2,253;28,708;1,370;5,506;25,456;1,369
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3096;1073;Provincia;Santa Cruz;Ichilo;;Urbana;16,853;12,035;4,138;680;1,981;14,192;680;465;15,708;680;1,836;14,336;681;4,453;11,720;680
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3097;1074;Provincia;Santa Cruz;Ichilo;;Rural;15,478;5,003;9,784;691;534;14,253;691;249;14,541;688;417;14,372;689;1,053;13,736;689
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3098;1075;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Buena Vista;3,776;2,509;1,057;210;426;3,140;210;100;3,466;210;296;3,270;210;792;2,774;210
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3099;1076;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Urbana;1,435;1,077;305;53;238;1,144;53;35;1,347;53;174;1,208;53;464;918;53
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3100;1077;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Rural;2,341;1,432;752;157;188;1,996;157;65;2,119;157;122;2,062;157;328;1,856;157
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3101;1078;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;San Carlos;5,523;3,329;1,903;291;455;4,778;290;96;5,137;290;368;4,864;291;1,068;4,163;292
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3102;1079;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Urbana;3,491;2,438;890;163;358;2,971;162;72;3,257;162;297;3,031;163;890;2,438;163
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3103;1080;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Rural;2,032;891;1,013;128;97;1,807;128;24;1,880;128;71;1,833;128;178;1,725;129
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3104;1081;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Yapacaní;20,075;9,553;9,780;742;1,255;18,078;742;354;18,982;739;1,234;18,101;740;2,989;16,346;740
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3105;1082;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Urbana;10,463;7,454;2,604;405;1,086;8,972;405;251;9,807;405;1,088;8,970;405;2,586;7,472;405
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3106;1083;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Rural;9,612;2,099;7,176;337;169;9,106;337;103;9,175;334;146;9,131;335;403;8,874;335
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3107;1084;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;San Juan;2,957;1,647;1,182;128;379;2,449;129;164;2,664;129;355;2,473;129;657;2,173;127
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3108;1085;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Urbana;1,464;1,066;339;59;299;1,105;60;107;1,297;60;277;1,127;60;513;892;59
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3109;1086;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Rural;1,493;581;843;69;80;1,344;69;57;1,367;69;78;1,346;69;144;1,281;68
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3110;1087;Provincia;Santa Cruz;Chiquitos;;Chiquitos;29,925;11,109;17,402;1,414;2,333;26,179;1,413;2,132;26,378;1,415;2,782;25,731;1,412;5,121;23,391;1,413
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3111;1088;Provincia;Santa Cruz;Chiquitos;;Urbana;11,099;7,254;3,296;549;1,346;9,204;549;255;10,295;549;1,595;8,957;547;3,066;7,485;548
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3112;1089;Provincia;Santa Cruz;Chiquitos;;Rural;18,826;3,855;14,106;865;987;16,975;864;1,877;16,083;866;1,187;16,774;865;2,055;15,906;865
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3113;1090;Municipio/TIOC;Santa Cruz;Chiquitos;San José;San José;11,607;2,918;8,143;546;534;10,527;546;428;10,631;548;613;10,449;545;1,171;9,889;547
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3114;1091;Municipio/TIOC;Santa Cruz;Chiquitos;San José;Urbana;3,535;2,175;1,181;179;417;2,939;179;83;3,273;179;457;2,901;177;851;2,505;179
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3115;1092;Municipio/TIOC;Santa Cruz;Chiquitos;San José;Rural;8,072;743;6,962;367;117;7,588;367;345;7,358;369;156;7,548;368;320;7,384;368
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3116;1093;Municipio/TIOC;Santa Cruz;Chiquitos;Pailón;Pailón;12,970;5,237;7,141;592;1,281;11,098;591;1,581;10,798;591;1,490;10,889;591;2,615;9,764;591
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3117;1094;Municipio/TIOC;Santa Cruz;Chiquitos;Pailón;Urbana;4,296;2,887;1,183;226;518;3,552;226;105;3,965;226;567;3,503;226;1,128;2,942;226
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3118;1095;Municipio/TIOC;Santa Cruz;Chiquitos;Pailón;Rural;8,674;2,350;5,958;366;763;7,546;365;1,476;6,833;365;923;7,386;365;1,487;6,822;365
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3119;1096;Municipio/TIOC;Santa Cruz;Chiquitos;Roboré;Roboré;5,348;2,954;2,118;276;518;4,554;276;123;4,949;276;679;4,393;276;1,335;3,738;275
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3120;1097;Municipio/TIOC;Santa Cruz;Chiquitos;Roboré;Urbana;3,268;2,192;932;144;411;2,713;144;67;3,057;144;571;2,553;144;1,087;2,038;143
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3121;1098;Municipio/TIOC;Santa Cruz;Chiquitos;Roboré;Rural;2,080;762;1,186;132;107;1,841;132;56;1,892;132;108;1,840;132;248;1,700;132
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3122;1099;Provincia;Santa Cruz;Sara;;Sara;12,935;7,792;4,481;662;1,738;10,536;661;274;12,000;661;1,516;10,757;662;3,117;9,156;662
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3123;1100;Provincia;Santa Cruz;Sara;;Urbana;6,698;5,046;1,295;357;1,380;4,961;357;180;6,161;357;1,254;5,086;358;2,419;3,921;358
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3124;1101;Provincia;Santa Cruz;Sara;;Rural;6,237;2,746;3,186;305;358;5,575;304;94;5,839;304;262;5,671;304;698;5,235;304
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3125;1102;Municipio/TIOC;Santa Cruz;Sara;Portachuelo;Portachuelo;5,445;3,942;1,184;319;1,031;4,096;318;142;4,985;318;1,083;4,043;319;1,852;3,274;319
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3126;1103;Municipio/TIOC;Santa Cruz;Sara;Portachuelo;Urbana;4,186;3,220;718;248;948;2,990;248;123;3,815;248;1,012;2,925;249;1,693;2,244;249
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3127;1104;Municipio/TIOC;Santa Cruz;Sara;Portachuelo;Rural;1,259;722;466;71;83;1,106;70;19;1,170;70;71;1,118;70;159;1,030;70
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3128;1105;Municipio/TIOC;Santa Cruz;Sara;Santa Rosa;Santa Rosa;5,957;2,778;2,922;257;400;5,300;257;90;5,610;257;274;5,426;257;790;4,910;257
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3129;1106;Municipio/TIOC;Santa Cruz;Sara;Santa Rosa;Urbana;1,288;917;310;61;156;1,071;61;24;1,203;61;102;1,125;61;288;939;61
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3130;1107;Municipio/TIOC;Santa Cruz;Sara;Santa Rosa;Rural;4,669;1,861;2,612;196;244;4,229;196;66;4,407;196;172;4,301;196;502;3,971;196
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3131;1108;Municipio/TIOC;Santa Cruz;Sara;Colpa Bélgica;Colpa Bélgica;1,533;1,072;375;86;307;1,140;86;42;1,405;86;159;1,288;86;475;972;86
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3132;1109;Municipio/TIOC;Santa Cruz;Sara;Colpa Bélgica;Urbana;1,224;909;267;48;276;900;48;33;1,143;48;140;1,036;48;438;738;48
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3133;1110;Municipio/TIOC;Santa Cruz;Sara;Colpa Bélgica;Rural;309;163;108;38;31;240;38;9;262;38;19;252;38;37;234;38
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3134;1111;Provincia;Santa Cruz;Cordillera;;Cordillera;34,985;15,542;17,299;2,144;2,742;30,096;2,147;1,267;31,569;2,149;1,733;31,103;2,149;5,647;27,193;2,145
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3135;1112;Provincia;Santa Cruz;Cordillera;;Urbana;12,872;9,314;3,040;518;2,106;10,248;518;646;11,707;519;1,433;10,920;519;4,502;7,852;518
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3136;1113;Provincia;Santa Cruz;Cordillera;;Rural;22,113;6,228;14,259;1,626;636;19,848;1,629;621;19,862;1,630;300;20,183;1,630;1,145;19,341;1,627
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3137;1114;Municipio/TIOC;Santa Cruz;Cordillera;Lagunillas;Lagunillas;1,569;721;741;107;98;1,364;107;33;1,429;107;31;1,431;107;164;1,298;107
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3138;1115;Municipio/TIOC;Santa Cruz;Cordillera;Lagunillas;Urbana;;;;;;;;;;;;;;;;
