cuadro;no;nivel;departamento;provincia;municipio_tioc;area;total_incritos_en_servicio_de_registro_civil;total_incritos_en_servicio_de_registro_civil_tiene;total_incritos_en_servicio_de_registro_civil_no_tiene;total_incritos_en_servicio_de_registro_civil_sin_especificar;total_tenencia_de_cedula_de_identidad_total;total_tenencia_de_cedula_de_identidad_tiene;total_tenencia_de_cedula_de_identidad_no_tiene;total_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;total_tenencia_de_cedula_de_identidad_sin_especificar;"total_inscritos_en_servicio_de_registro_civil_
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"total_tenencia_de_cedula_de_identidad
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";hombres_incritos_en_servicio_de_registro_civil_total;hombres_incritos_en_servicio_de_registro_civil_tiene;hombres_incritos_en_servicio_de_registro_civil_no_tiene;hombres_incritos_en_servicio_de_registro_civil_sin_especificar;hombres_tenencia_de_cedula_de_identidad_total;hombres_tenencia_de_cedula_de_identidad_tiene;hombres_tenencia_de_cedula_de_identidad_no_tiene;hombres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;hombres_tenencia_de_cedula_de_identidad_sin_especificar;"hombres_inscritos_en_servicio_de_registro_civil_
()_tiene";"hombres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"hombres_tenencia_de_cedula_de_identidad
()_tiene";"hombres_tenencia_de_cedula_de_identidad
()_no_tiene";mujeres_incritos_en_servicio_de_registro_civil_total;mujeres_incritos_en_servicio_de_registro_civil_tiene;mujeres_incritos_en_servicio_de_registro_civil_no_tiene;mujeres_incritos_en_servicio_de_registro_civil_sin_especificar;mujeres_tenencia_de_cedula_de_identidad_total;mujeres_tenencia_de_cedula_de_identidad_tiene;mujeres_tenencia_de_cedula_de_identidad_no_tiene;mujeres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;mujeres_tenencia_de_cedula_de_identidad_sin_especificar;"mujeres_inscritos_en_servicio_de_registro_civil_
()_tiene";"mujeres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_no_tiene"
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3012;989;Municipio/TIOC;Tarija;Arce;Padcaya;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3013;990;Municipio/TIOC;Tarija;Arce;Padcaya;Rural;17,817;17,623;163;31;17,817;17,582;151;51;33;99.1;0.9;99.2;0.8;9,173;9,072;83;18;9,173;9,056;81;16;20;99.1;0.9;99.1;0.9;8,644;8,551;80;13;8,644;8,526;70;35;13;99.1;0.9;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3014;991;Municipio/TIOC;Tarija;Arce;Bermejo;Bermejo;36,970;36,380;507;83;36,970;36,261;455;150;104;98.6;1.4;98.8;1.2;18,312;17,987;285;40;18,312;17,928;254;81;49;98.4;1.6;98.6;1.4;18,658;18,393;222;43;18,658;18,333;201;69;55;98.8;1.2;98.9;1.1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3015;992;Municipio/TIOC;Tarija;Arce;Bermejo;Urbana;32,913;32,385;459;69;32,913;32,278;409;136;90;98.6;1.4;98.8;1.2;16,189;15,899;257;33;16,189;15,846;226;75;42;98.4;1.6;98.6;1.4;16,724;16,486;202;36;16,724;16,432;183;61;48;98.8;1.2;98.9;1.1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3016;993;Municipio/TIOC;Tarija;Arce;Bermejo;Rural;4,057;3,995;48;14;4,057;3,983;46;14;14;98.8;1.2;98.9;1.1;2,123;2,088;28;7;2,123;2,082;28;6;7;98.7;1.3;98.7;1.3;1,934;1,907;20;7;1,934;1,901;18;8;7;99.0;1.0;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3017;994;Provincia;Tarija;Gran Chaco;;Gran Chaco;159,264;156,580;2,050;634;159,264;155,886;1,535;1,130;713;98.7;1.3;99.0;1.0;80,339;78,880;1,124;335;80,339;78,488;859;608;384;98.6;1.4;98.9;1.1;78,925;77,700;926;299;78,925;77,398;676;522;329;98.8;1.2;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3018;995;Provincia;Tarija;Gran Chaco;;Urbana;109,484;108,119;1,002;363;109,484;107,837;903;327;417;99.1;0.9;99.2;0.8;53,863;53,087;578;198;53,863;52,924;523;193;223;98.9;1.1;99.0;1.0;55,621;55,032;424;165;55,621;54,913;380;134;194;99.2;0.8;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3019;996;Provincia;Tarija;Gran Chaco;;Rural;49,780;48,461;1,048;271;49,780;48,049;632;803;296;97.9;2.1;98.7;1.3;26,476;25,793;546;137;26,476;25,564;336;415;161;97.9;2.1;98.7;1.3;23,304;22,668;502;134;23,304;22,485;296;388;135;97.8;2.2;98.7;1.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3020;997;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;Yacuiba;97,634;95,897;1,365;372;97,634;95,401;1,134;678;421;98.6;1.4;98.8;1.2;48,721;47,772;750;199;48,721;47,494;633;365;229;98.5;1.5;98.7;1.3;48,913;48,125;615;173;48,913;47,907;501;313;192;98.7;1.3;99.0;1.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3021;998;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;Urbana;72,246;71,182;828;236;72,246;70,987;743;247;269;98.9;1.1;99.0;1.0;35,540;34,924;482;134;35,540;34,815;429;146;150;98.6;1.4;98.8;1.2;36,706;36,258;346;102;36,706;36,172;314;101;119;99.1;0.9;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3022;999;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;Rural;25,388;24,715;537;136;25,388;24,414;391;431;152;97.9;2.1;98.5;1.5;13,181;12,848;268;65;13,181;12,679;204;219;79;98.0;2.0;98.4;1.6;12,207;11,867;269;71;12,207;11,735;187;212;73;97.8;2.2;98.5;1.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3023;1000;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;Caraparí;15,559;15,442;89;28;15,559;15,410;94;27;28;99.4;0.6;99.4;0.6;8,061;7,996;54;11;8,061;7,979;56;16;10;99.3;0.7;99.3;0.7;7,498;7,446;35;17;7,498;7,431;38;11;18;99.5;0.5;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3024;1001;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;Urbana;4,010;3,983;15;12;4,010;3,980;10;9;11;99.6;0.4;99.7;0.3;1,952;1,937;8;7;1,952;1,936;6;4;6;99.6;0.4;99.7;0.3;2,058;2,046;7;5;2,058;2,044;4;5;5;99.7;0.3;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3025;1002;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;Rural;11,549;11,459;74;16;11,549;11,430;84;18;17;99.4;0.6;99.3;0.7;6,109;6,059;46;4;6,109;6,043;50;12;4;99.2;0.8;99.2;0.8;5,440;5,400;28;12;5,440;5,387;34;6;13;99.5;0.5;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3026;1003;Municipio/TIOC;Tarija;Gran Chaco;Villa Montes;Villa Montes;46,071;45,241;596;234;46,071;45,075;307;425;264;98.7;1.3;99.3;0.7;23,557;23,112;320;125;23,557;23,015;170;227;145;98.6;1.4;99.3;0.7;22,514;22,129;276;109;22,514;22,060;137;198;119;98.8;1.2;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3027;1004;Municipio/TIOC;Tarija;Gran Chaco;Villa Montes;Urbana;33,228;32,954;159;115;33,228;32,870;150;71;137;99.5;0.5;99.5;0.5;16,371;16,226;88;57;16,371;16,173;88;43;67;99.5;0.5;99.5;0.5;16,857;16,728;71;58;16,857;16,697;62;28;70;99.6;0.4;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3028;1005;Municipio/TIOC;Tarija;Gran Chaco;Villa Montes;Rural;12,843;12,287;437;119;12,843;12,205;157;354;127;96.6;3.4;98.8;1.2;7,186;6,886;232;68;7,186;6,842;82;184;78;96.7;3.3;98.8;1.2;5,657;5,401;205;51;5,657;5,363;75;170;49;96.3;3.7;98.7;1.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3029;1006;Provincia;Tarija;Avilez;;Avilez;20,677;20,464;161;52;20,677;20,431;142;44;60;99.2;0.8;99.3;0.7;10,151;10,040;88;23;10,151;10,022;79;23;27;99.1;0.9;99.2;0.8;10,526;10,424;73;29;10,526;10,409;63;21;33;99.3;0.7;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3030;1007;Provincia;Tarija;Avilez;;Urbana;2,465;2,440;19;6;2,465;2,439;14;6;6;99.2;0.8;99.4;0.6;1,194;1,178;13;3;1,194;1,178;9;4;3;98.9;1.1;99.2;0.8;1,271;1,262;6;3;1,271;1,261;5;2;3;99.5;0.5;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3031;1008;Provincia;Tarija;Avilez;;Rural;18,212;18,024;142;46;18,212;17,992;128;38;54;99.2;0.8;99.3;0.7;8,957;8,862;75;20;8,957;8,844;70;19;24;99.2;0.8;99.2;0.8;9,255;9,162;67;26;9,255;9,148;58;19;30;99.3;0.7;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3032;1009;Municipio/TIOC;Tarija;Avilez;Uriondo;Uriondo;15,923;15,764;119;40;15,923;15,737;102;38;46;99.3;0.7;99.4;0.6;7,813;7,730;64;19;7,813;7,714;61;18;20;99.2;0.8;99.2;0.8;8,110;8,034;55;21;8,110;8,023;41;20;26;99.3;0.7;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3033;1010;Municipio/TIOC;Tarija;Avilez;Uriondo;Urbana;2,465;2,440;19;6;2,465;2,439;14;6;6;99.2;0.8;99.4;0.6;1,194;1,178;13;3;1,194;1,178;9;4;3;98.9;1.1;99.2;0.8;1,271;1,262;6;3;1,271;1,261;5;2;3;99.5;0.5;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3034;1011;Municipio/TIOC;Tarija;Avilez;Uriondo;Rural;13,458;13,324;100;34;13,458;13,298;88;32;40;99.3;0.7;99.3;0.7;6,619;6,552;51;16;6,619;6,536;52;14;17;99.2;0.8;99.2;0.8;6,839;6,772;49;18;6,839;6,762;36;18;23;99.3;0.7;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3035;1012;Municipio/TIOC;Tarija;Avilez;Yunchará;Yunchará;4,754;4,700;42;12;4,754;4,694;40;6;14;99.1;0.9;99.2;0.8;2,338;2,310;24;4;2,338;2,308;18;5;7;99.0;1.0;99.2;0.8;2,416;2,390;18;8;2,416;2,386;22;1;7;99.3;0.7;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3036;1013;Municipio/TIOC;Tarija;Avilez;Yunchará;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3037;1014;Municipio/TIOC;Tarija;Avilez;Yunchará;Rural;4,754;4,700;42;12;4,754;4,694;40;6;14;99.1;0.9;99.2;0.8;2,338;2,310;24;4;2,338;2,308;18;5;7;99.0;1.0;99.2;0.8;2,416;2,390;18;8;2,416;2,386;22;1;7;99.3;0.7;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3038;1015;Provincia;Tarija;Méndez;;Méndez;39,869;39,480;302;87;39,869;39,378;228;159;104;99.2;0.8;99.4;0.6;19,645;19,463;140;42;19,645;19,407;108;75;55;99.3;0.7;99.4;0.6;20,224;20,017;162;45;20,224;19,971;120;84;49;99.2;0.8;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3039;1016;Provincia;Tarija;Méndez;;Urbana;6,038;5,979;47;12;6,038;5,965;32;24;17;99.2;0.8;99.5;0.5;2,929;2,904;20;5;2,929;2,896;16;8;9;99.3;0.7;99.5;0.5;3,109;3,075;27;7;3,109;3,069;16;16;8;99.1;0.9;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3040;1017;Provincia;Tarija;Méndez;;Rural;33,831;33,501;255;75;33,831;33,413;196;135;87;99.2;0.8;99.4;0.6;16,716;16,559;120;37;16,716;16,511;92;67;46;99.3;0.7;99.4;0.6;17,115;16,942;135;38;17,115;16,902;104;68;41;99.2;0.8;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3041;1018;Municipio/TIOC;Tarija;Méndez;San Lorenzo;San Lorenzo;30,346;30,011;268;67;30,346;29,924;202;142;78;99.1;0.9;99.3;0.7;14,954;14,795;124;35;14,954;14,747;95;68;44;99.2;0.8;99.4;0.6;15,392;15,216;144;32;15,392;15,177;107;74;34;99.1;0.9;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3042;1019;Municipio/TIOC;Tarija;Méndez;San Lorenzo;Urbana;6,038;5,979;47;12;6,038;5,965;32;24;17;99.2;0.8;99.5;0.5;2,929;2,904;20;5;2,929;2,896;16;8;9;99.3;0.7;99.5;0.5;3,109;3,075;27;7;3,109;3,069;16;16;8;99.1;0.9;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3043;1020;Municipio/TIOC;Tarija;Méndez;San Lorenzo;Rural;24,308;24,032;221;55;24,308;23,959;170;118;61;99.1;0.9;99.3;0.7;12,025;11,891;104;30;12,025;11,851;79;60;35;99.1;0.9;99.3;0.7;12,283;12,141;117;25;12,283;12,108;91;58;26;99.0;1.0;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3044;1021;Municipio/TIOC;Tarija;Méndez;El Puente;El Puente;9,523;9,469;34;20;9,523;9,454;26;17;26;99.6;0.4;99.7;0.3;4,691;4,668;16;7;4,691;4,660;13;7;11;99.7;0.3;99.7;0.3;4,832;4,801;18;13;4,832;4,794;13;10;15;99.6;0.4;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3045;1022;Municipio/TIOC;Tarija;Méndez;El Puente;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3046;1023;Municipio/TIOC;Tarija;Méndez;El Puente;Rural;9,523;9,469;34;20;9,523;9,454;26;17;26;99.6;0.4;99.7;0.3;4,691;4,668;16;7;4,691;4,660;13;7;11;99.7;0.3;99.7;0.3;4,832;4,801;18;13;4,832;4,794;13;10;15;99.6;0.4;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3047;1024;Provincia;Tarija;O'Connor;;O'Connor;20,864;20,687;104;73;20,864;20,630;107;50;77;99.5;0.5;99.5;0.5;10,728;10,629;61;38;10,728;10,606;59;24;39;99.4;0.6;99.4;0.6;10,136;10,058;43;35;10,136;10,024;48;26;38;99.6;0.4;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3048;1025;Provincia;Tarija;O'Connor;;Urbana;4,239;4,208;17;14;4,239;4,199;13;12;15;99.6;0.4;99.7;0.3;2,046;2,026;12;8;2,046;2,023;8;6;9;99.4;0.6;99.6;0.4;2,193;2,182;5;6;2,193;2,176;5;6;6;99.8;0.2;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3049;1026;Provincia;Tarija;O'Connor;;Rural;16,625;16,479;87;59;16,625;16,431;94;38;62;99.5;0.5;99.4;0.6;8,682;8,603;49;30;8,682;8,583;51;18;30;99.4;0.6;99.4;0.6;7,943;7,876;38;29;7,943;7,848;43;20;32;99.5;0.5;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3050;1027;Municipio/TIOC;Tarija;O'Connor;Entre Ríos;Entre Ríos;20,864;20,687;104;73;20,864;20,630;107;50;77;99.5;0.5;99.5;0.5;10,728;10,629;61;38;10,728;10,606;59;24;39;99.4;0.6;99.4;0.6;10,136;10,058;43;35;10,136;10,024;48;26;38;99.6;0.4;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3051;1028;Municipio/TIOC;Tarija;O'Connor;Entre Ríos;Urbana;4,239;4,208;17;14;4,239;4,199;13;12;15;99.6;0.4;99.7;0.3;2,046;2,026;12;8;2,046;2,023;8;6;9;99.4;0.6;99.6;0.4;2,193;2,182;5;6;2,193;2,176;5;6;6;99.8;0.2;99.8;0.2
