cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_estado_civil;2001_total;2001_hombres;2001_mujeres;2001_grupo_de_dedad__15_a_17;2001_grupo_de_dedad__18_a_28;2001_grupo_de_dedad__29_a_39;2001_grupo_de_dedad__40_a_59;2001_grupo_de_dedad__60_o_mas;2012_total;2012_hombres;2012_mujeres;2012_grupo_de_dedad__15_a_17;2012_grupo_de_dedad__18_a_28;2012_grupo_de_dedad__29_a_39;2012_grupo_de_dedad__40_a_59;2012_grupo_de_dedad__60_o_mas;2024_total;2024_hombres;2024_mujeres;2024_grupo_de_dedad__15_a_17;2024_grupo_de_dedad__18_a_28;2024_grupo_de_dedad__29_a_39;2024_grupo_de_dedad__40_a_59;2024_grupo_de_dedad__60_o_mas
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11322;9299;Municipio/TIOC;Santa Cruz;Florida;Mairana;Casado;1,098;557;541;2;172;361;426;137;1,503;759;744;6;163;407;684;243;1,396;726;670;1;83;320;649;343
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11323;9300;Municipio/TIOC;Santa Cruz;Florida;Mairana;Conviviente o concubino;358;180;178;10;189;93;52;14;1,111;572;539;32;468;396;200;15;1,441;748;693;13;457;502;412;57
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11324;9301;Municipio/TIOC;Santa Cruz;Florida;Mairana;Separado;43;32;11;1;4;6;23;9;79;48;31;0;5;20;40;14;169;92;77;0;29;43;65;32
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11325;9302;Municipio/TIOC;Santa Cruz;Florida;Mairana;Divorciado;15;5;10;0;0;3;9;3;30;19;11;0;0;5;14;11;81;47;34;0;1;16;45;19
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11326;9303;Municipio/TIOC;Santa Cruz;Florida;Mairana;Viudo;129;94;35;0;1;12;35;81;184;128;56;0;1;4;44;135;230;165;65;0;3;6;57;164
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11327;9304;Municipio/TIOC;Santa Cruz;Florida;Mairana;Sin especificar;;;;;;;;;6;3;3;0;0;3;1;2;121;49;72;4;39;32;24;22
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11328;9305;Municipio/TIOC;Santa Cruz;Florida;Mairana;Rural;2,369;1,003;1,366;230;752;542;575;270;2,262;1,011;1,251;220;552;500;645;345;3,471;1,578;1,893;298;898;755;1,040;480
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11329;9306;Municipio/TIOC;Santa Cruz;Florida;Mairana;Soltero;701;189;512;215;305;102;61;18;691;216;475;199;246;81;124;41;1,046;403;643;279;416;145;142;64
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11330;9307;Municipio/TIOC;Santa Cruz;Florida;Mairana;Casado;1,059;509;550;4;202;300;410;143;744;360;384;2;50;162;349;181;878;401;477;1;52;165;424;236
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11331;9308;Municipio/TIOC;Santa Cruz;Florida;Mairana;Conviviente o concubino;433;217;216;11;239;125;45;13;671;340;331;18;249;251;126;27;1,131;567;564;11;374;382;312;52
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11332;9309;Municipio/TIOC;Santa Cruz;Florida;Mairana;Separado;35;15;20;0;5;5;20;5;34;14;20;1;5;3;14;11;92;52;40;0;12;17;51;12
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11333;9310;Municipio/TIOC;Santa Cruz;Florida;Mairana;Divorciado;11;4;7;0;1;3;6;1;11;3;8;0;1;0;5;5;35;18;17;0;1;4;17;13
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11334;9311;Municipio/TIOC;Santa Cruz;Florida;Mairana;Viudo;130;69;61;0;0;7;33;90;111;78;33;0;1;3;27;80;130;82;48;2;0;3;36;89
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11335;9312;Municipio/TIOC;Santa Cruz;Florida;Mairana;Sin especificar;;;;;;;;;;;;;;;;;159;55;104;5;43;39;58;14
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11336;9313;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Quirusillas;1,214;535;679;124;330;275;321;164;2,160;1,045;1,115;215;589;492;584;280;2,467;1,223;1,244;114;550;622;810;371
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11337;9314;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Soltero;412;138;274;121;196;58;26;11;840;371;469;204;369;136;98;33;1,044;480;564;110;366;255;249;64
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11338;9315;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Casado;385;189;196;0;39;113;162;71;630;315;315;0;65;153;273;139;407;208;199;0;19;92;183;113
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11339;9316;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Conviviente o concubino;289;141;148;2;87;93;86;21;506;255;251;11;139;183;152;21;624;316;308;1;134;206;222;61
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11340;9317;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Separado;35;14;21;1;8;9;8;9;49;25;24;0;11;12;19;7;118;66;52;1;8;37;59;13
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11341;9318;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Divorciado;10;3;7;0;0;0;7;3;18;10;8;0;1;2;8;7;38;24;14;0;0;6;22;10
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11342;9319;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Viudo;83;50;33;0;0;2;32;49;117;69;48;0;4;6;34;73;153;93;60;0;1;7;48;97
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11343;9320;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Sin especificar;;;;;;;;;;;;;;;;;83;36;47;2;22;19;27;13
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11344;9321;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11345;9322;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Soltero;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11346;9323;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Casado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11347;9324;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Conviviente o concubino;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11348;9325;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Separado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11349;9326;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Divorciado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11350;9327;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Viudo;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11351;9328;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11352;9329;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Rural;1,214;535;679;124;330;275;321;164;2,160;1,045;1,115;215;589;492;584;280;2,467;1,223;1,244;114;550;622;810;371
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11353;9330;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Soltero;412;138;274;121;196;58;26;11;840;371;469;204;369;136;98;33;1,044;480;564;110;366;255;249;64
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11354;9331;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Casado;385;189;196;0;39;113;162;71;630;315;315;0;65;153;273;139;407;208;199;0;19;92;183;113
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11355;9332;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Conviviente o concubino;289;141;148;2;87;93;86;21;506;255;251;11;139;183;152;21;624;316;308;1;134;206;222;61
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11356;9333;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Separado;35;14;21;1;8;9;8;9;49;25;24;0;11;12;19;7;118;66;52;1;8;37;59;13
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11357;9334;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Divorciado;10;3;7;0;0;0;7;3;18;10;8;0;1;2;8;7;38;24;14;0;0;6;22;10
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11358;9335;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Viudo;83;50;33;0;0;2;32;49;117;69;48;0;4;6;34;73;153;93;60;0;1;7;48;97
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11359;9336;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Sin especificar;;;;;;;;;;;;;;;;;83;36;47;2;22;19;27;13
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11360;9337;Provincia;Santa Cruz;Obispo Santisteban;;Obispo Santisteban;83,448;39,884;43,564;10,059;29,751;18,064;18,909;6,665;120,782;58,293;62,489;13,401;40,040;27,675;27,964;11,702;138,430;67,332;71,098;11,362;39,851;34,342;36,583;16,292
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11361;9338;Provincia;Santa Cruz;Obispo Santisteban;;Soltero;31,412;12,723;18,689;9,469;15,741;3,254;2,195;753;49,508;21,544;27,964;12,569;23,479;6,788;4,811;1,861;54,783;24,294;30,489;10,820;25,154;9,564;6,897;2,348
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11362;9339;Provincia;Santa Cruz;Obispo Santisteban;;Casado;26,420;13,285;13,135;107;4,349;7,784;11,105;3,075;29,977;14,965;15,012;89;3,722;8,225;12,781;5,160;29,137;14,743;14,394;21;1,945;7,543;13,037;6,591
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11363;9340;Provincia;Santa Cruz;Obispo Santisteban;;Conviviente o concubino;20,165;10,418;9,747;463;9,235;6,234;3,592;641;33,376;16,913;16,463;693;12,233;11,534;7,504;1,412;38,800;19,600;19,200;299;10,558;14,471;11,566;1,906
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11364;9341;Provincia;Santa Cruz;Obispo Santisteban;;Separado;1,705;1,071;634;15;317;461;681;231;2,417;1,421;996;16;362;610;1,060;369;4,451;2,461;1,990;35;626;1,247;1,868;675
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11365;9342;Provincia;Santa Cruz;Obispo Santisteban;;Divorciado;661;366;295;1;59;155;331;115;1,055;554;501;4;53;213;542;243;1,854;968;886;7;56;314;953;524
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11366;9343;Provincia;Santa Cruz;Obispo Santisteban;;Viudo;3,085;2,021;1,064;4;50;176;1,005;1,850;4,038;2,697;1,341;7;75;190;1,151;2,615;5,291;3,601;1,690;10;86;241;1,254;3,700
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11367;9344;Provincia;Santa Cruz;Obispo Santisteban;;Sin especificar;;;;;;;;;411;199;212;23;116;115;115;42;4,114;1,665;2,449;170;1,426;962;1,008;548
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11368;9345;Provincia;Santa Cruz;Obispo Santisteban;;Urbana;63,550;32,331;31,219;7,925;21,881;13,856;14,543;5,345;98,168;49,491;48,677;10,999;32,473;22,192;22,742;9,762;121,079;60,299;60,780;9,987;34,921;29,798;31,960;14,413
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11369;9346;Provincia;Santa Cruz;Obispo Santisteban;;Soltero;24,439;11,102;13,337;7,577;12,178;2,456;1,648;580;40,237;18,767;21,470;10,356;19,181;5,337;3,836;1,527;47,934;22,011;25,923;9,545;22,220;8,200;5,933;2,036
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11370;9347;Provincia;Santa Cruz;Obispo Santisteban;;Casado;21,097;10,980;10,117;75;3,325;6,335;8,885;2,477;25,480;13,047;12,433;77;3,224;7,046;10,755;4,378;26,609;13,601;13,008;18;1,768;7,033;11,876;5,914
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11371;9348;Provincia;Santa Cruz;Obispo Santisteban;;Conviviente o concubino;13,512;7,194;6,318;260;6,038;4,404;2,368;442;25,743;13,372;12,371;521;9,557;8,862;5,756;1,047;32,661;16,768;15,893;230;9,011;12,198;9,657;1,565
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11372;9349;Provincia;Santa Cruz;Obispo Santisteban;;Separado;1,452;967;485;10;267;398;576;201;2,025;1,269;756;13;306;503;897;306;3,815;2,236;1,579;27;514;1,026;1,635;613
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11373;9350;Provincia;Santa Cruz;Obispo Santisteban;;Divorciado;562;342;220;1;40;134;283;104;922;520;402;3;42;194;462;221;1,712;931;781;6;49;279;878;500
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  11374;9351;Provincia;Santa Cruz;Obispo Santisteban;;Viudo;2,488;1,746;742;2;33;129;783;1,541;3,407;2,345;1,062;6;59;159;935;2,248;4,608;3,204;1,404;10;67;183;1,075;3,273
