cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_total;2012_total_tiene;2012_total_no_tiene;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2024_total;2024_total_tiene;2024_total_no_tiene;2024_total_cedula_boliviana_de_extranjero;2024_total_sin_especificar;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_hombres_cedula_boliviana_de_extranjero;2024_hombres_sin_especificar;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene;2024_mujeres_cedula_boliviana_de_extranjero;2024_mujeres_sin_especificar
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3160;1137;Provincia;Santa Cruz;Valle Grande;;Rural;16,418;12,749;3,669;8,867;6,866;2,001;7,551;5,883;1,668;15,445;15,288;65;18;74;8,352;8,265;40;11;36;7,093;7,023;25;7;38
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3161;1138;Municipio/TIOC;Santa Cruz;Valle Grande;Vallegrande;Vallegrande;17,208;13,762;3,446;8,769;6,936;1,833;8,439;6,826;1,613;17,249;17,099;52;22;76;8,787;8,700;39;13;35;8,462;8,399;13;9;41
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3162;1139;Municipio/TIOC;Santa Cruz;Valle Grande;Vallegrande;Urbana;10,158;8,226;1,932;4,868;3,885;983;5,290;4,341;949;10,777;10,700;31;16;30;5,165;5,119;22;10;14;5,612;5,581;9;6;16
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3163;1140;Municipio/TIOC;Santa Cruz;Valle Grande;Vallegrande;Rural;7,050;5,536;1,514;3,901;3,051;850;3,149;2,485;664;6,472;6,399;21;6;46;3,622;3,581;17;3;21;2,850;2,818;4;3;25
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3164;1141;Municipio/TIOC;Santa Cruz;Valle Grande;Trigal;Trigal;2,135;1,746;389;1,108;904;204;1,027;842;185;2,359;2,331;13;4;11;1,197;1,181;7;2;7;1,162;1,150;6;2;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3165;1142;Municipio/TIOC;Santa Cruz;Valle Grande;Trigal;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3166;1143;Municipio/TIOC;Santa Cruz;Valle Grande;Trigal;Rural;2,135;1,746;389;1,108;904;204;1,027;842;185;2,359;2,331;13;4;11;1,197;1,181;7;2;7;1,162;1,150;6;2;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3167;1144;Municipio/TIOC;Santa Cruz;Valle Grande;Moromoro;Moromoro;2,767;2,199;568;1,442;1,149;293;1,325;1,050;275;2,793;2,778;6;2;7;1,443;1,437;1;2;3;1,350;1,341;5;0;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3168;1145;Municipio/TIOC;Santa Cruz;Valle Grande;Moromoro;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3169;1146;Municipio/TIOC;Santa Cruz;Valle Grande;Moromoro;Rural;2,767;2,199;568;1,442;1,149;293;1,325;1,050;275;2,793;2,778;6;2;7;1,443;1,437;1;2;3;1,350;1,341;5;0;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3170;1147;Municipio/TIOC;Santa Cruz;Valle Grande;Postrervalle;Postrervalle;2,390;1,622;768;1,297;866;431;1,093;756;337;1,806;1,779;16;4;7;993;979;8;3;3;813;800;8;1;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3171;1148;Municipio/TIOC;Santa Cruz;Valle Grande;Postrervalle;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3172;1149;Municipio/TIOC;Santa Cruz;Valle Grande;Postrervalle;Rural;2,390;1,622;768;1,297;866;431;1,093;756;337;1,806;1,779;16;4;7;993;979;8;3;3;813;800;8;1;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3173;1150;Municipio/TIOC;Santa Cruz;Valle Grande;Pucará;Pucará;2,076;1,646;430;1,119;896;223;957;750;207;2,015;2,001;9;2;3;1,097;1,087;7;1;2;918;914;2;1;1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3174;1151;Municipio/TIOC;Santa Cruz;Valle Grande;Pucará;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3175;1152;Municipio/TIOC;Santa Cruz;Valle Grande;Pucará;Rural;2,076;1,646;430;1,119;896;223;957;750;207;2,015;2,001;9;2;3;1,097;1,087;7;1;2;918;914;2;1;1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3176;1153;Provincia;Santa Cruz;Florida;;Florida;32,842;25,561;7,281;17,195;13,305;3,890;15,647;12,256;3,391;37,356;36,558;367;257;174;19,384;18,942;209;132;101;17,972;17,616;158;125;73
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3177;1154;Provincia;Santa Cruz;Florida;;Urbana;14,726;11,614;3,112;7,409;5,764;1,645;7,317;5,850;1,467;16,997;16,592;171;166;68;8,578;8,367;86;87;38;8,419;8,225;85;79;30
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3178;1155;Provincia;Santa Cruz;Florida;;Rural;18,116;13,947;4,169;9,786;7,541;2,245;8,330;6,406;1,924;20,359;19,966;196;91;106;10,806;10,575;123;45;63;9,553;9,391;73;46;43
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3179;1156;Municipio/TIOC;Santa Cruz;Florida;Samaipata;Samaipata;10,472;8,174;2,298;5,552;4,327;1,225;4,920;3,847;1,073;11,843;11,380;171;187;105;6,247;6,000;96;95;56;5,596;5,380;75;92;49
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3180;1157;Municipio/TIOC;Santa Cruz;Florida;Samaipata;Urbana;4,398;3,561;837;2,197;1,774;423;2,201;1,787;414;5,321;5,038;93;139;51;2,685;2,539;49;71;26;2,636;2,499;44;68;25
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3181;1158;Municipio/TIOC;Santa Cruz;Florida;Samaipata;Rural;6,074;4,613;1,461;3,355;2,553;802;2,719;2,060;659;6,522;6,342;78;48;54;3,562;3,461;47;24;30;2,960;2,881;31;24;24
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3182;1159;Municipio/TIOC;Santa Cruz;Florida;Pampagrande;Pampagrande;9,198;7,207;1,991;4,796;3,735;1,061;4,402;3,472;930;9,692;9,580;71;16;25;4,942;4,880;38;7;17;4,750;4,700;33;9;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3183;1160;Municipio/TIOC;Santa Cruz;Florida;Pampagrande;Urbana;3,572;2,778;794;1,785;1,355;430;1,787;1,423;364;3,946;3,905;28;8;5;1,963;1,939;14;6;4;1,983;1,966;14;2;1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3184;1161;Municipio/TIOC;Santa Cruz;Florida;Pampagrande;Rural;5,626;4,429;1,197;3,011;2,380;631;2,615;2,049;566;5,746;5,675;43;8;20;2,979;2,941;24;1;13;2,767;2,734;19;7;7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3185;1162;Municipio/TIOC;Santa Cruz;Florida;Mairana;Mairana;10,177;7,832;2,345;5,293;4,025;1,268;4,884;3,807;1,077;12,735;12,591;85;24;35;6,635;6,554;45;12;24;6,100;6,037;40;12;11
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3186;1163;Municipio/TIOC;Santa Cruz;Florida;Mairana;Urbana;6,756;5,275;1,481;3,427;2,635;792;3,329;2,640;689;7,730;7,649;50;19;12;3,930;3,889;23;10;8;3,800;3,760;27;9;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3187;1164;Municipio/TIOC;Santa Cruz;Florida;Mairana;Rural;3,421;2,557;864;1,866;1,390;476;1,555;1,167;388;5,005;4,942;35;5;23;2,705;2,665;22;2;16;2,300;2,277;13;3;7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3188;1165;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Quirusillas;2,995;2,348;647;1,554;1,218;336;1,441;1,130;311;3,086;3,007;40;30;9;1,560;1,508;30;18;4;1,526;1,499;10;12;5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3189;1166;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3190;1167;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Rural;2,995;2,348;647;1,554;1,218;336;1,441;1,130;311;3,086;3,007;40;30;9;1,560;1,508;30;18;4;1,526;1,499;10;12;5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3191;1168;Provincia;Santa Cruz;Obispo Santisteban;;Obispo Santisteban;181,198;137,803;43,395;93,249;70,644;22,605;87,949;67,159;20,790;196,450;193,517;1,459;514;960;100,741;99,111;799;319;512;95,709;94,406;660;195;448
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3192;1169;Provincia;Santa Cruz;Obispo Santisteban;;Urbana;147,272;113,851;33,421;73,565;56,499;17,066;73,707;57,352;16,355;172,137;169,681;1,168;456;832;86,805;85,447;630;280;448;85,332;84,234;538;176;384
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3193;1170;Provincia;Santa Cruz;Obispo Santisteban;;Rural;33,926;23,952;9,974;19,684;14,145;5,539;14,242;9,807;4,435;24,313;23,836;291;58;128;13,936;13,664;169;39;64;10,377;10,172;122;19;64
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3194;1171;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Montero;Montero;109,518;85,778;23,740;54,488;42,425;12,063;55,030;43,353;11,677;126,886;125,101;785;374;626;63,754;62,785;412;235;322;63,132;62,316;373;139;304
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3195;1172;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Montero;Urbana;107,298;84,416;22,882;53,269;41,674;11,595;54,029;42,742;11,287;126,093;124,329;768;373;623;63,333;62,379;400;234;320;62,760;61,950;368;139;303
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3196;1173;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Montero;Rural;2,220;1,362;858;1,219;751;468;1,001;611;390;793;772;17;1;3;421;406;12;1;2;372;366;5;0;1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3197;1174;Municipio/TIOC;Santa Cruz;Obispo Santisteban;General Saavedra;General Saavedra;14,209;10,321;3,888;7,398;5,296;2,102;6,811;5,025;1,786;16,598;16,239;204;22;133;8,578;8,382;121;14;61;8,020;7,857;83;8;72
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3198;1175;Municipio/TIOC;Santa Cruz;Obispo Santisteban;General Saavedra;Urbana;5,267;4,105;1,162;2,633;2,008;625;2,634;2,097;537;7,874;7,720;76;13;65;3,945;3,856;51;6;32;3,929;3,864;25;7;33
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3199;1176;Municipio/TIOC;Santa Cruz;Obispo Santisteban;General Saavedra;Rural;8,942;6,216;2,726;4,765;3,288;1,477;4,177;2,928;1,249;8,724;8,519;128;9;68;4,633;4,526;70;8;29;4,091;3,993;58;1;39
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3200;1177;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Mineros;Mineros;23,251;16,274;6,977;11,967;8,362;3,605;11,284;7,912;3,372;23,110;22,759;210;53;88;11,768;11,560;116;34;58;11,342;11,199;94;19;30
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3201;1178;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Mineros;Urbana;18,340;13,296;5,044;9,234;6,695;2,539;9,106;6,601;2,505;18,681;18,404;165;45;67;9,399;9,240;84;31;44;9,282;9,164;81;14;23
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3202;1179;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Mineros;Rural;4,911;2,978;1,933;2,733;1,667;1,066;2,178;1,311;867;4,429;4,355;45;8;21;2,369;2,320;32;3;14;2,060;2,035;13;5;7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3203;1180;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Fernández Alonso;Fernández Alonso;15,117;11,556;3,561;8,420;6,448;1,972;6,697;5,108;1,589;14,610;14,422;113;25;50;8,283;8,178;66;12;27;6,327;6,244;47;13;23
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3204;1181;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Fernández Alonso;Urbana;8,952;6,806;2,146;4,587;3,421;1,166;4,365;3,385;980;10,633;10,501;85;11;36;5,430;5,354;51;4;21;5,203;5,147;34;7;15
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3205;1182;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Fernández Alonso;Rural;6,165;4,750;1,415;3,833;3,027;806;2,332;1,723;609;3,977;3,921;28;14;14;2,853;2,824;15;8;6;1,124;1,097;13;6;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3206;1183;Municipio/TIOC;Santa Cruz;Obispo Santisteban;San Pedro;San Pedro;19,103;13,874;5,229;10,976;8,113;2,863;8,127;5,761;2,366;15,246;14,996;147;40;63;8,358;8,206;84;24;44;6,888;6,790;63;16;19
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3207;1184;Municipio/TIOC;Santa Cruz;Obispo Santisteban;San Pedro;Urbana;7,415;5,228;2,187;3,842;2,701;1,141;3,573;2,527;1,046;8,856;8,727;74;14;41;4,698;4,618;44;5;31;4,158;4,109;30;9;10
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3208;1185;Municipio/TIOC;Santa Cruz;Obispo Santisteban;San Pedro;Rural;11,688;8,646;3,042;7,134;5,412;1,722;4,554;3,234;1,320;6,390;6,269;73;26;22;3,660;3,588;40;19;13;2,730;2,681;33;7;9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3209;1186;Provincia;Santa Cruz;Ñuflo de Chávez;;Ñuflo de Chávez;116,652;88,985;27,667;61,628;46,981;14,647;55,024;42,004;13,020;130,078;125,116;2,613;1,202;1,147;67,665;64,975;1,426;634;630;62,413;60,141;1,187;568;517
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3210;1187;Provincia;Santa Cruz;Ñuflo de Chávez;;Urbana;51,001;39,333;11,668;25,396;19,412;5,984;25,605;19,921;5,684;64,550;62,940;910;299;401;31,724;30,851;499;168;206;32,826;32,089;411;131;195
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3211;1188;Provincia;Santa Cruz;Ñuflo de Chávez;;Rural;65,651;49,652;15,999;36,232;27,569;8,663;29,419;22,083;7,336;65,528;62,176;1,703;903;746;35,941;34,124;927;466;424;29,587;28,052;776;437;322
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3212;1189;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Concepción;Concepción;18,800;15,444;3,356;10,060;8,292;1,768;8,740;7,152;1,588;30,118;28,914;757;182;265;16,297;15,629;404;111;153;13,821;13,285;353;71;112
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3213;1190;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Concepción;Urbana;9,915;8,176;1,739;5,084;4,205;879;4,831;3,971;860;14,910;14,446;328;61;75;7,566;7,319;170;35;42;7,344;7,127;158;26;33
