cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total;2001_total_tiene;2001_total_no_tiene;2001_total_sin_especificar;2001_hombres_total;2001_hombres_tiene;2001_hombres_no_tiene;2001_hombres_sin_especificar;2001_mujeres_total;2001_mujeres_tiene;2001_mujeres_no_tiene;2001_mujeres_sin_especificar;2012_total;2012_total_tiene;2012_total_no_tiene;2012_total_sin_especificar;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_hombres_sin_especificar;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2012_mujeres_sin_especificar;2024_total;2024_total_tiene;2024_total_no_tiene;2024_total_sin_especificar;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_hombres_sin_especificar;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene;2024_mujeres_sin_especificar
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3281;1258;Provincia;Beni;Vaca Diez;;Vaca Diez;116,421;96,814;16,675;2,932;59,748;49,784;8,495;1,469;56,673;47,030;8,180;1,463;130,836;127,959;2,353;524;66,752;65,246;1,218;288;64,084;62,713;1,135;236;152,333;150,255;990;1,088;77,107;75,965;579;563;75,226;74,290;411;525
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3282;1259;Provincia;Beni;Vaca Diez;;Urbana;97,606;83,648;11,734;2,224;49,294;42,299;5,900;1,095;48,312;41,349;5,834;1,129;114,576;112,679;1,562;335;57,594;56,625;793;176;56,982;56,054;769;159;134,122;132,492;820;810;67,007;66,116;480;411;67,115;66,376;340;399
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3283;1260;Provincia;Beni;Vaca Diez;;Rural;18,815;13,166;4,941;708;10,454;7,485;2,595;374;8,361;5,681;2,346;334;16,260;15,280;791;189;9,158;8,621;425;112;7,102;6,659;366;77;18,211;17,763;170;278;10,100;9,849;99;152;8,111;7,914;71;126
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3284;1261;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Riberalta;75,977;63,473;10,532;1,972;39,033;32,696;5,371;966;36,944;30,777;5,161;1,006;89,022;87,307;1,405;310;45,279;44,400;707;172;43,743;42,907;698;138;110,302;109,097;475;730;55,544;54,884;288;372;54,758;54,213;187;358
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3285;1262;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Urbana;64,511;55,794;7,199;1,518;32,804;28,428;3,646;730;31,707;27,366;3,553;788;78,773;77,617;936;220;39,624;39,035;470;119;39,149;38,582;466;101;98,363;97,394;416;553;48,949;48,419;251;279;49,414;48,975;165;274
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3286;1263;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Rural;11,466;7,679;3,333;454;6,229;4,268;1,725;236;5,237;3,411;1,608;218;10,249;9,690;469;90;5,655;5,365;237;53;4,594;4,325;232;37;11,939;11,703;59;177;6,595;6,465;37;93;5,344;5,238;22;84
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3287;1264;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Guayaramerín;40,444;33,341;6,143;960;20,715;17,088;3,124;503;19,729;16,253;3,019;457;41,814;40,652;948;214;21,473;20,846;511;116;20,341;19,806;437;98;42,031;41,158;515;358;21,563;21,081;291;191;20,468;20,077;224;167
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3288;1265;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Urbana;33,095;27,854;4,535;706;16,490;13,871;2,254;365;16,605;13,983;2,281;341;35,803;35,062;626;115;17,970;17,590;323;57;17,833;17,472;303;58;35,759;35,098;404;257;18,058;17,697;229;132;17,701;17,401;175;125
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3289;1266;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Rural;7,349;5,487;1,608;254;4,225;3,217;870;138;3,124;2,270;738;116;6,011;5,590;322;99;3,503;3,256;188;59;2,508;2,334;134;40;6,272;6,060;111;101;3,505;3,384;62;59;2,767;2,676;49;42
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3290;1267;Provincia;Beni;General José Ballivián;;General José Ballivián;68,174;48,626;17,918;1,630;36,137;25,947;9,307;883;32,037;22,679;8,611;747;82,783;76,536;5,846;401;43,003;39,774;3,011;218;39,780;36,762;2,835;183;89,638;87,731;1,261;646;46,322;45,278;684;360;43,316;42,453;577;286
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3291;1268;Provincia;Beni;General José Ballivián;;Urbana;38,067;31,105;6,259;703;19,372;15,788;3,206;378;18,695;15,317;3,053;325;47,561;46,448;995;118;23,918;23,342;510;66;23,643;23,106;485;52;48,968;48,382;376;210;24,469;24,144;212;113;24,499;24,238;164;97
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3292;1269;Provincia;Beni;General José Ballivián;;Rural;30,107;17,521;11,659;927;16,765;10,159;6,101;505;13,342;7,362;5,558;422;35,222;30,088;4,851;283;19,085;16,432;2,501;152;16,137;13,656;2,350;131;40,670;39,349;885;436;21,853;21,134;472;247;18,817;18,215;413;189
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3293;1270;Municipio/TIOC;Beni;General José Ballivián;Reyes;Reyes;11,127;8,513;2,262;352;5,862;4,506;1,158;198;5,265;4,007;1,104;154;13,246;12,812;389;45;6,893;6,661;208;24;6,353;6,151;181;21;11,478;11,321;102;55;5,999;5,915;47;37;5,479;5,406;55;18
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3294;1271;Municipio/TIOC;Beni;General José Ballivián;Reyes;Urbana;6,222;5,459;558;205;3,136;2,748;273;115;3,086;2,711;285;90;7,202;7,086;105;11;3,634;3,562;64;8;3,568;3,524;41;3;6,735;6,677;37;21;3,362;3,332;17;13;3,373;3,345;20;8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3295;1272;Municipio/TIOC;Beni;General José Ballivián;Reyes;Rural;4,905;3,054;1,704;147;2,726;1,758;885;83;2,179;1,296;819;64;6,044;5,726;284;34;3,259;3,099;144;16;2,785;2,627;140;18;4,743;4,644;65;34;2,637;2,583;30;24;2,106;2,061;35;10
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3296;1273;Municipio/TIOC;Beni;General José Ballivián;San Borja;San Borja;34,363;22,244;11,278;841;18,073;11,737;5,885;451;16,290;10,507;5,393;390;40,864;36,093;4,525;246;21,072;18,591;2,342;139;19,792;17,502;2,183;107;45,798;44,519;831;448;23,472;22,784;452;236;22,326;21,735;379;212
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3297;1274;Municipio/TIOC;Beni;General José Ballivián;San Borja;Urbana;19,363;14,751;4,318;294;9,673;7,307;2,213;153;9,690;7,444;2,105;141;22,186;21,543;587;56;10,982;10,657;290;35;11,204;10,886;297;21;22,410;22,126;171;113;11,021;10,867;100;54;11,389;11,259;71;59
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3298;1275;Municipio/TIOC;Beni;General José Ballivián;San Borja;Rural;15,000;7,493;6,960;547;8,400;4,430;3,672;298;6,600;3,063;3,288;249;18,678;14,550;3,938;190;10,090;7,934;2,052;104;8,588;6,616;1,886;86;23,388;22,393;660;335;12,451;11,917;352;182;10,937;10,476;308;153
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3299;1276;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Santa Rosa;9,016;6,198;2,650;168;4,755;3,317;1,351;87;4,261;2,881;1,299;81;9,478;9,111;342;25;4,893;4,724;159;10;4,585;4,387;183;15;11,122;10,956;111;55;5,846;5,750;59;37;5,276;5,206;52;18
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3300;1277;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Urbana;4,022;3,187;794;41;2,032;1,610;398;24;1,990;1,577;396;17;4,727;4,620;94;13;2,328;2,275;48;5;2,399;2,345;46;8;5,563;5,506;32;25;2,822;2,787;18;17;2,741;2,719;14;8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3301;1278;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Rural;4,994;3,011;1,856;127;2,723;1,707;953;63;2,271;1,304;903;64;4,751;4,491;248;12;2,565;2,449;111;5;2,186;2,042;137;7;5,559;5,450;79;30;3,024;2,963;41;20;2,535;2,487;38;10
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3302;1279;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Puerto Menor de Rurrenabaque;13,668;11,671;1,728;269;7,447;6,387;913;147;6,221;5,284;815;122;19,195;18,520;590;85;10,145;9,798;302;45;9,050;8,722;288;40;21,240;20,935;217;88;11,005;10,829;126;50;10,235;10,106;91;38
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3303;1280;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Urbana;8,460;7,708;589;163;4,531;4,123;322;86;3,929;3,585;267;77;13,446;13,199;209;38;6,974;6,848;108;18;6,472;6,351;101;20;14,260;14,073;136;51;7,264;7,158;77;29;6,996;6,915;59;22
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3304;1281;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Rural;5,208;3,963;1,139;106;2,916;2,264;591;61;2,292;1,699;548;45;5,749;5,321;381;47;3,171;2,950;194;27;2,578;2,371;187;20;6,980;6,862;81;37;3,741;3,671;49;21;3,239;3,191;32;16
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3305;1282;Provincia;Beni;Yacuma;;Yacuma;28,281;20,699;6,905;677;14,969;10,930;3,683;356;13,312;9,769;3,222;321;23,431;21,957;1,364;110;12,047;11,274;712;61;11,384;10,683;652;49;26,100;25,178;716;206;13,784;13,274;392;118;12,316;11,904;324;88
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3306;1283;Provincia;Beni;Yacuma;;Urbana;12,877;10,641;2,030;206;6,339;5,179;1,054;106;6,538;5,462;976;100;12,191;11,871;300;20;5,946;5,769;165;12;6,245;6,102;135;8;15,118;14,920;149;49;7,671;7,562;82;27;7,447;7,358;67;22
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3307;1284;Provincia;Beni;Yacuma;;Rural;15,404;10,058;4,875;471;8,630;5,751;2,629;250;6,774;4,307;2,246;221;11,240;10,086;1,064;90;6,101;5,505;547;49;5,139;4,581;517;41;10,982;10,258;567;157;6,113;5,712;310;91;4,869;4,546;257;66
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3308;1285;Municipio/TIOC;Beni;Yacuma;Santa Ana;Santa Ana;21,663;16,839;4,315;509;11,247;8,715;2,271;261;10,416;8,124;2,044;248;17,069;16,210;780;79;8,654;8,203;410;41;8,415;8,007;370;38;18,088;17,420;510;158;9,371;9,008;269;94;8,717;8,412;241;64
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3309;1286;Municipio/TIOC;Beni;Yacuma;Santa Ana;Urbana;12,877;10,641;2,030;206;6,339;5,179;1,054;106;6,538;5,462;976;100;12,191;11,871;300;20;5,946;5,769;165;12;6,245;6,102;135;8;13,023;12,903;82;38;6,527;6,467;38;22;6,496;6,436;44;16
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3310;1287;Municipio/TIOC;Beni;Yacuma;Santa Ana;Rural;8,786;6,198;2,285;303;4,908;3,536;1,217;155;3,878;2,662;1,068;148;4,878;4,339;480;59;2,708;2,434;245;29;2,170;1,905;235;30;5,065;4,517;428;120;2,844;2,541;231;72;2,221;1,976;197;48
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3311;1288;Municipio/TIOC;Beni;Yacuma;Exaltación;Exaltación;6,618;3,860;2,590;168;3,722;2,215;1,412;95;2,896;1,645;1,178;73;6,362;5,747;584;31;3,393;3,071;302;20;2,969;2,676;282;11;8,012;7,758;206;48;4,413;4,266;123;24;3,599;3,492;83;24
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3312;1289;Municipio/TIOC;Beni;Yacuma;Exaltación;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;2,095;2,017;67;11;1,144;1,095;44;5;951;922;23;6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3313;1290;Municipio/TIOC;Beni;Yacuma;Exaltación;Rural;6,618;3,860;2,590;168;3,722;2,215;1,412;95;2,896;1,645;1,178;73;6,362;5,747;584;31;3,393;3,071;302;20;2,969;2,676;282;11;5,917;5,741;139;37;3,269;3,171;79;19;2,648;2,570;60;18
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3314;1291;Provincia;Beni;Moxos;;Moxos;19,250;14,961;3,861;428;10,308;8,032;2,051;225;8,942;6,929;1,810;203;19,252;18,375;755;122;10,165;9,693;408;64;9,087;8,682;347;58;21,584;21,284;203;97;11,305;11,134;118;53;10,279;10,150;85;44
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3315;1292;Provincia;Beni;Moxos;;Urbana;8,893;7,811;935;147;4,514;3,973;470;71;4,379;3,838;465;76;10,054;9,848;169;37;5,034;4,923;94;17;5,020;4,925;75;20;10,315;10,214;62;39;5,228;5,167;40;21;5,087;5,047;22;18
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3316;1293;Provincia;Beni;Moxos;;Rural;10,357;7,150;2,926;281;5,794;4,059;1,581;154;4,563;3,091;1,345;127;9,198;8,527;586;85;5,131;4,770;314;47;4,067;3,757;272;38;11,269;11,070;141;58;6,077;5,967;78;32;5,192;5,103;63;26
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3317;1294;Municipio/TIOC;Beni;Moxos;San Ignacio;San Ignacio;19,250;14,961;3,861;428;10,308;8,032;2,051;225;8,942;6,929;1,810;203;19,252;18,375;755;122;10,165;9,693;408;64;9,087;8,682;347;58;21,584;21,284;203;97;11,305;11,134;118;53;10,279;10,150;85;44
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3318;1295;Municipio/TIOC;Beni;Moxos;San Ignacio;Urbana;8,893;7,811;935;147;4,514;3,973;470;71;4,379;3,838;465;76;10,054;9,848;169;37;5,034;4,923;94;17;5,020;4,925;75;20;10,315;10,214;62;39;5,228;5,167;40;21;5,087;5,047;22;18
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3319;1296;Municipio/TIOC;Beni;Moxos;San Ignacio;Rural;10,357;7,150;2,926;281;5,794;4,059;1,581;154;4,563;3,091;1,345;127;9,198;8,527;586;85;5,131;4,770;314;47;4,067;3,757;272;38;11,269;11,070;141;58;6,077;5,967;78;32;5,192;5,103;63;26
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3320;1297;Provincia;Beni;Marbán;;Marbán;14,454;10,130;3,942;382;8,054;5,796;2,062;196;6,400;4,334;1,880;186;16,331;15,716;532;83;8,904;8,564;291;49;7,427;7,152;241;34;19,839;19,519;159;161;11,016;10,840;77;99;8,823;8,679;82;62
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3321;1298;Provincia;Beni;Marbán;;Urbana;;;;;;;;;;;;;2,343;2,297;38;8;1,162;1,137;21;4;1,181;1,160;17;4;2,549;2,516;13;20;1,279;1,259;7;13;1,270;1,257;6;7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3322;1299;Provincia;Beni;Marbán;;Rural;14,454;10,130;3,942;382;8,054;5,796;2,062;196;6,400;4,334;1,880;186;13,988;13,419;494;75;7,742;7,427;270;45;6,246;5,992;224;30;17,290;17,003;146;141;9,737;9,581;70;86;7,553;7,422;76;55
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3323;1300;Municipio/TIOC;Beni;Marbán;Loreto;Loreto;3,859;2,446;1,331;82;2,162;1,413;710;39;1,697;1,033;621;43;3,828;3,614;203;11;2,058;1,941;109;8;1,770;1,673;94;3;4,269;4,177;72;20;2,247;2,209;27;11;2,022;1,968;45;9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3324;1301;Municipio/TIOC;Beni;Marbán;Loreto;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3325;1302;Municipio/TIOC;Beni;Marbán;Loreto;Rural;3,859;2,446;1,331;82;2,162;1,413;710;39;1,697;1,033;621;43;3,828;3,614;203;11;2,058;1,941;109;8;1,770;1,673;94;3;4,269;4,177;72;20;2,247;2,209;27;11;2,022;1,968;45;9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3326;1303;Municipio/TIOC;Beni;Marbán;San Andrés;San Andrés;10,595;7,684;2,611;300;5,892;4,383;1,352;157;4,703;3,301;1,259;143;12,503;12,102;329;72;6,846;6,623;182;41;5,657;5,479;147;31;15,570;15,342;87;141;8,769;8,631;50;88;6,801;6,711;37;53
