cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_total;2012_total_tiene;2012_total_no_tiene;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2024_total_;2024_total_tiene;2024_total_no_tiene;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3058;1035;Provincia;Santa Cruz;Andrés Ibáñez;;Rural;100.0;71.6;28.4;100.0;71.9;28.1;100.0;71.2;28.8;100.0;98.6;1.4;100.0;98.5;1.5;100.0;98.8;1.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3059;1036;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Santa Cruz de la Sierra;100.0;78.7;21.3;100.0;77.9;22.1;100.0;79.4;20.6;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3060;1037;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Urbana;100.0;78.8;21.2;100.0;78.0;22.0;100.0;79.5;20.5;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3061;1038;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Rural;100.0;67.8;32.2;100.0;68.3;31.7;100.0;67.2;32.8;100.0;96.3;3.7;100.0;95.9;4.1;100.0;96.7;3.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3062;1039;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Cotoca;100.0;71.1;28.9;100.0;71.0;29.0;100.0;71.3;28.7;100.0;99.0;1.0;100.0;98.9;1.1;100.0;99.0;1.0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3063;1040;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Urbana;100.0;74.0;26.0;100.0;73.6;26.4;100.0;74.5;25.5;100.0;99.0;1.0;100.0;98.9;1.1;100.0;99.0;1.0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3064;1041;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Rural;100.0;66.4;33.6;100.0;67.1;32.9;100.0;65.7;34.3;100.0;98.9;1.1;100.0;98.8;1.2;100.0;99.0;1.0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3065;1042;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Porongo;100.0;78.0;22.0;100.0;78.1;21.9;100.0;77.9;22.1;100.0;99.1;0.9;100.0;98.9;1.1;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3066;1043;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Urbana;100.0;88.0;12.0;100.0;87.7;12.3;100.0;88.3;11.7;100.0;99.2;0.8;100.0;99.0;1.0;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3067;1044;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Rural;100.0;74.4;25.6;100.0;75.1;24.9;100.0;73.6;26.4;100.0;99.1;0.9;100.0;98.9;1.1;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3068;1045;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;La Guardia;100.0;76.1;23.9;100.0;75.5;24.5;100.0;76.7;23.3;100.0;99.4;0.6;100.0;99.3;0.7;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3069;1046;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Urbana;100.0;76.9;23.1;100.0;76.3;23.7;100.0;77.5;22.5;100.0;99.4;0.6;100.0;99.4;0.6;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3070;1047;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Rural;100.0;70.1;29.9;100.0;69.4;30.6;100.0;70.9;29.1;100.0;98.9;1.1;100.0;98.8;1.2;100.0;99.0;1.0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3071;1048;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;El Torno;100.0;79.0;21.0;100.0;78.6;21.4;100.0;79.4;20.6;100.0;99.3;0.7;100.0;99.3;0.7;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3072;1049;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Urbana;100.0;78.8;21.2;100.0;78.1;21.9;100.0;79.5;20.5;100.0;99.4;0.6;100.0;99.3;0.7;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3073;1050;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Rural;100.0;79.4;20.6;100.0;79.6;20.4;100.0;79.2;20.8;100.0;99.1;0.9;100.0;99.2;0.8;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3074;1051;Provincia;Santa Cruz;Warnes;;Warnes;100.0;74.6;25.4;100.0;74.1;25.9;100.0;75.1;24.9;100.0;99.0;1.0;100.0;98.9;1.1;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3075;1052;Provincia;Santa Cruz;Warnes;;Urbana;100.0;75.9;24.1;100.0;75.5;24.5;100.0;76.3;23.7;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3076;1053;Provincia;Santa Cruz;Warnes;;Rural;100.0;69.6;30.4;100.0;69.1;30.9;100.0;70.1;29.9;100.0;98.3;1.7;100.0;98.0;2.0;100.0;98.7;1.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3077;1054;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Warnes;100.0;74.3;25.7;100.0;73.8;26.2;100.0;74.8;25.2;100.0;99.1;0.9;100.0;98.9;1.1;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3078;1055;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Urbana;100.0;75.6;24.4;100.0;75.1;24.9;100.0;76.0;24.0;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3079;1056;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Rural;100.0;67.7;32.3;100.0;67.4;32.6;100.0;68.0;32.0;100.0;98.3;1.7;100.0;98.0;2.0;100.0;98.7;1.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3080;1057;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Okinawa Uno;100.0;77.2;22.8;100.0;76.5;23.5;100.0;78.0;22.0;100.0;98.7;1.3;100.0;98.5;1.5;100.0;98.9;1.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3081;1058;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Urbana;100.0;79.9;20.1;100.0;79.5;20.5;100.0;80.3;19.7;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3082;1059;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Rural;100.0;74.4;25.6;100.0;73.5;26.5;100.0;75.4;24.6;100.0;98.3;1.7;100.0;98.0;2.0;100.0;98.6;1.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3083;1060;Provincia;Santa Cruz;Velasco;;Velasco;100.0;70.3;29.7;100.0;69.5;30.5;100.0;71.2;28.8;100.0;97.3;2.7;100.0;97.3;2.7;100.0;97.4;2.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3084;1061;Provincia;Santa Cruz;Velasco;;Urbana;100.0;73.3;26.7;100.0;72.2;27.8;100.0;74.4;25.6;100.0;98.5;1.5;100.0;98.3;1.7;100.0;98.6;1.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3085;1062;Provincia;Santa Cruz;Velasco;;Rural;100.0;67.9;32.1;100.0;67.6;32.4;100.0;68.3;31.7;100.0;96.4;3.6;100.0;96.6;3.4;100.0;96.3;3.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3086;1063;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;San Ignacio;100.0;68.8;31.2;100.0;67.9;32.1;100.0;69.8;30.2;100.0;97.5;2.5;100.0;97.4;2.6;100.0;97.6;2.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3087;1064;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Urbana;100.0;72.4;27.6;100.0;71.1;28.9;100.0;73.6;26.4;100.0;98.4;1.6;100.0;98.2;1.8;100.0;98.6;1.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3088;1065;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Rural;100.0;66.0;34.0;100.0;65.6;34.4;100.0;66.4;33.6;100.0;96.7;3.3;100.0;96.7;3.3;100.0;96.6;3.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3089;1066;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;San Miguel;100.0;76.0;24.0;100.0;75.2;24.8;100.0;76.9;23.1;100.0;97.1;2.9;100.0;97.2;2.8;100.0;96.9;3.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3090;1067;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;Urbana;100.0;79.5;20.5;100.0;78.6;21.4;100.0;80.4;19.6;100.0;98.9;1.1;100.0;99.0;1.0;100.0;98.8;1.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3091;1068;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;Rural;100.0;73.8;26.2;100.0;73.3;26.7;100.0;74.4;25.6;100.0;96.1;3.9;100.0;96.4;3.6;100.0;95.7;4.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3092;1069;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;San Rafael;100.0;72.5;27.5;100.0;72.3;27.7;100.0;72.7;27.3;100.0;96.7;3.3;100.0;96.8;3.2;100.0;96.5;3.5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3093;1070;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;Urbana;100.0;71.8;28.2;100.0;71.2;28.8;100.0;72.3;27.7;100.0;98.6;1.4;100.0;98.6;1.4;100.0;98.6;1.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3094;1071;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;Rural;100.0;73.2;26.8;100.0;73.2;26.8;100.0;73.3;26.7;100.0;95.8;4.2;100.0;96.1;3.9;100.0;95.3;4.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3095;1072;Provincia;Santa Cruz;Ichilo;;Ichilo;100.0;74.1;25.9;100.0;74.6;25.4;100.0;73.6;26.4;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3096;1073;Provincia;Santa Cruz;Ichilo;;Urbana;100.0;74.0;26.0;100.0;73.5;26.5;100.0;74.5;25.5;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3097;1074;Provincia;Santa Cruz;Ichilo;;Rural;100.0;74.3;25.7;100.0;76.0;24.0;100.0;71.8;28.2;100.0;99.2;0.8;100.0;99.2;0.8;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3098;1075;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Buena Vista;100.0;75.2;24.8;100.0;75.9;24.1;100.0;74.4;25.6;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3099;1076;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Urbana;100.0;77.8;22.2;100.0;77.8;22.2;100.0;77.8;22.2;100.0;99.3;0.7;100.0;99.2;0.8;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3100;1077;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Rural;100.0;73.8;26.2;100.0;75.0;25.0;100.0;72.5;27.5;100.0;99.2;0.8;100.0;99.0;1.0;100.0;99.5;0.5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3101;1078;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;San Carlos;100.0;70.5;29.5;100.0;69.5;30.5;100.0;71.6;28.4;100.0;99.1;0.9;100.0;99.0;1.0;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3102;1079;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Urbana;100.0;72.5;27.5;100.0;71.6;28.4;100.0;73.5;26.5;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3103;1080;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Rural;100.0;66.8;33.2;100.0;65.9;34.1;100.0;67.8;32.2;100.0;99.0;1.0;100.0;98.9;1.1;100.0;99.0;1.0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3104;1081;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Yapacaní;100.0;75.9;24.1;100.0;76.8;23.2;100.0;74.8;25.2;100.0;99.2;0.8;100.0;99.2;0.8;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3105;1082;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Urbana;100.0;74.6;25.4;100.0;74.1;25.9;100.0;75.0;25.0;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3106;1083;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Rural;100.0;78.4;21.6;100.0;81.1;18.9;100.0;74.3;25.7;100.0;99.4;0.6;100.0;99.4;0.6;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3107;1084;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;San Juan;100.0;70.9;29.1;100.0;71.6;28.4;100.0;70.0;30.0;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3108;1085;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Urbana;100.0;71.4;28.6;100.0;71.4;28.6;100.0;71.5;28.5;100.0;99.2;0.8;100.0;99.2;0.8;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3109;1086;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Rural;100.0;70.1;29.9;100.0;71.9;28.1;100.0;67.5;32.5;100.0;99.0;1.0;100.0;99.0;1.0;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3110;1087;Provincia;Santa Cruz;Chiquitos;;Chiquitos;100.0;75.1;24.9;100.0;75.4;24.6;100.0;74.8;25.2;100.0;95.8;4.2;100.0;95.8;4.2;100.0;95.9;4.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3111;1088;Provincia;Santa Cruz;Chiquitos;;Urbana;100.0;78.3;21.7;100.0;77.7;22.3;100.0;78.9;21.1;100.0;98.8;1.2;100.0;98.7;1.3;100.0;98.9;1.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3112;1089;Provincia;Santa Cruz;Chiquitos;;Rural;100.0;73.0;27.0;100.0;74.0;26.0;100.0;71.9;28.1;100.0;94.1;5.9;100.0;94.2;5.8;100.0;93.9;6.1
