cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_estado_civil;2001_total;2001_hombres;2001_mujeres;2001_grupo_de_dedad__15_a_17;2001_grupo_de_dedad__18_a_28;2001_grupo_de_dedad__29_a_39;2001_grupo_de_dedad__40_a_59;2001_grupo_de_dedad__60_o_mas;2012_total;2012_hombres;2012_mujeres;2012_grupo_de_dedad__15_a_17;2012_grupo_de_dedad__18_a_28;2012_grupo_de_dedad__29_a_39;2012_grupo_de_dedad__40_a_59;2012_grupo_de_dedad__60_o_mas;2024_total;2024_hombres;2024_mujeres;2024_grupo_de_dedad__15_a_17;2024_grupo_de_dedad__18_a_28;2024_grupo_de_dedad__29_a_39;2024_grupo_de_dedad__40_a_59;2024_grupo_de_dedad__60_o_mas
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12518;10495;Municipio/TIOC;Beni;Mamoré;San Ramón;Viudo;3.5;5.5;2.0;0.0;0.2;1.1;4.6;22.9;3.3;5.3;1.8;0.0;0.2;0.3;2.2;20.9;3.9;6.3;1.8;0.3;0.3;0.7;3.5;19.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12519;10496;Municipio/TIOC;Beni;Mamoré;San Ramón;Sin especificar;;;;;;;;;0.1;0.1;0.1;0.3;0.1;0.0;0.0;0.0;4.5;3.9;5.0;4.5;6.3;3.2;3.9;4.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12520;10497;Municipio/TIOC;Beni;Mamoré;San Ramón;Urbana;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12521;10498;Municipio/TIOC;Beni;Mamoré;San Ramón;Soltero;37.7;30.9;44.2;93.9;56.2;22.6;15.6;11.1;38.6;34.7;42.3;93.9;56.0;23.6;21.4;14.6;38.9;33.4;44.3;92.1;55.6;29.6;23.4;16.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12522;10499;Municipio/TIOC;Beni;Mamoré;San Ramón;Casado;33.1;34.6;31.6;1.1;19.8;42.7;49.4;44.8;25.3;25.9;24.6;0.8;9.1;26.5;41.0;43.2;19.0;19.3;18.8;0.0;5.7;19.5;29.6;33.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12523;10500;Municipio/TIOC;Beni;Mamoré;San Ramón;Conviviente o concubino;21.8;23.8;19.9;4.5;23.1;30.2;25.4;11.5;29.7;30.5;28.9;5.3;33.9;46.9;31.8;15.2;30.0;32.0;28.1;3.2;32.7;43.2;34.1;19.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12524;10501;Municipio/TIOC;Beni;Mamoré;San Ramón;Separado;2.1;2.5;1.7;0.4;0.5;2.1;3.5;4.8;1.6;1.5;1.6;0.0;0.7;2.0;1.7;3.3;2.6;3.4;1.9;0.7;1.1;4.2;2.9;3.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12525;10502;Municipio/TIOC;Beni;Mamoré;San Ramón;Divorciado;1.0;1.6;0.5;0.0;0.5;1.7;1.1;2.0;0.8;0.9;0.6;0.0;0.0;0.5;1.5;1.8;1.1;1.3;0.9;0.0;0.0;0.4;1.9;3.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12526;10503;Municipio/TIOC;Beni;Mamoré;San Ramón;Viudo;4.3;6.6;2.1;0.0;0.0;0.6;5.0;25.8;4.2;6.5;1.9;0.0;0.4;0.5;2.6;21.9;5.0;7.7;2.3;0.4;0.2;0.9;5.1;21.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12527;10504;Municipio/TIOC;Beni;Mamoré;San Ramón;Sin especificar;;;;;;;;;;;;;;;;;3.4;3.0;3.8;3.6;4.7;2.3;2.9;3.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12528;10505;Municipio/TIOC;Beni;Mamoré;San Ramón;Rural;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12529;10506;Municipio/TIOC;Beni;Mamoré;San Ramón;Soltero;28.7;17.8;35.1;68.8;33.8;22.3;17.9;14.9;33.4;17.0;41.8;69.6;44.9;24.9;16.3;23.8;39.9;30.5;45.4;77.3;45.9;39.5;29.8;28.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12530;10507;Municipio/TIOC;Beni;Mamoré;San Ramón;Casado;23.8;23.9;23.8;6.5;15.0;29.2;34.6;37.3;16.6;19.6;15.0;0.0;8.0;14.1;32.5;27.0;7.3;8.0;6.8;0.0;2.0;3.5;14.3;16.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12531;10508;Municipio/TIOC;Beni;Mamoré;San Ramón;Conviviente o concubino;42.4;52.6;36.5;24.7;50.1;44.9;36.8;25.4;45.4;61.1;37.4;29.1;46.2;58.5;43.5;27.0;41.8;51.6;35.9;14.7;41.6;50.0;45.5;25.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12532;10509;Municipio/TIOC;Beni;Mamoré;San Ramón;Separado;2.1;2.4;1.9;0.0;0.7;1.2;4.6;9.0;2.4;0.3;3.5;0.0;0.6;2.0;5.7;3.2;2.2;0.2;3.4;0.0;0.9;1.7;3.3;6.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12533;10510;Municipio/TIOC;Beni;Mamoré;San Ramón;Divorciado;0.7;0.4;0.9;0.0;0.0;0.6;2.1;1.5;0.5;0.3;0.7;0.0;0.0;0.5;0.8;3.2;0.5;0.5;0.5;0.0;0.0;0.0;0.8;3.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12534;10511;Municipio/TIOC;Beni;Mamoré;San Ramón;Viudo;2.2;2.9;1.8;0.0;0.4;1.8;3.9;11.9;1.4;1.3;1.5;0.0;0.0;0.0;1.2;15.9;1.5;2.5;0.8;0.0;0.6;0.3;0.6;12.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12535;10512;Municipio/TIOC;Beni;Mamoré;San Ramón;Sin especificar;;;;;;;;;0.2;0.3;0.2;1.3;0.3;0.0;0.0;0.0;6.9;6.7;7.1;8.0;9.1;4.9;5.8;8.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12536;10513;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Puerto Siles;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12537;10514;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Soltero;26.5;18.3;32.6;84.0;33.3;12.8;11.8;15.8;43.2;34.5;48.5;86.7;52.9;27.5;29.6;29.0;30.8;24.8;35.4;83.8;36.7;22.9;19.5;17.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12538;10515;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Casado;21.0;23.7;19.1;0.0;13.0;24.8;35.4;24.6;19.2;20.2;18.6;4.0;10.6;19.0;31.1;35.5;14.5;15.5;13.7;0.0;3.7;16.3;19.5;36.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12539;10516;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Conviviente o concubino;45.8;50.9;42.1;16.0;53.7;59.8;42.5;26.3;34.4;42.2;29.6;9.3;36.5;52.1;35.6;16.1;44.2;49.7;39.9;10.3;50.5;50.6;50.7;25.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12540;10517;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Separado;1.7;0.4;2.6;0.0;0.0;0.9;3.1;7.0;0.9;0.0;1.4;0.0;0.0;0.0;1.5;4.8;3.0;3.2;2.7;1.5;3.2;3.6;2.8;2.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12541;10518;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Divorciado;0.6;0.0;1.0;0.0;0.0;0.9;0.8;1.8;0.7;0.4;0.8;0.0;0.0;0.7;1.5;1.6;1.1;0.6;1.5;0.0;0.0;1.8;1.4;2.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12542;10519;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Viudo;4.4;6.7;2.6;0.0;0.0;0.9;6.3;24.6;1.7;2.7;1.1;0.0;0.0;0.7;0.7;12.9;1.7;2.3;1.2;0.0;0.0;0.0;1.9;10.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12543;10520;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Sin especificar;;;;;;;;;;;;;;;;;4.8;3.9;5.5;4.4;5.9;4.8;4.2;4.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12544;10521;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12545;10522;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Soltero;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12546;10523;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Casado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12547;10524;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Conviviente o concubino;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12548;10525;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Separado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12549;10526;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Divorciado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12550;10527;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Viudo;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12551;10528;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12552;10529;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Rural;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12553;10530;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Soltero;26.5;18.3;32.6;84.0;33.3;12.8;11.8;15.8;43.2;34.5;48.5;86.7;52.9;27.5;29.6;29.0;30.8;24.8;35.4;83.8;36.7;22.9;19.5;17.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12554;10531;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Casado;21.0;23.7;19.1;0.0;13.0;24.8;35.4;24.6;19.2;20.2;18.6;4.0;10.6;19.0;31.1;35.5;14.5;15.5;13.7;0.0;3.7;16.3;19.5;36.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12555;10532;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Conviviente o concubino;45.8;50.9;42.1;16.0;53.7;59.8;42.5;26.3;34.4;42.2;29.6;9.3;36.5;52.1;35.6;16.1;44.2;49.7;39.9;10.3;50.5;50.6;50.7;25.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12556;10533;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Separado;1.7;0.4;2.6;0.0;0.0;0.9;3.1;7.0;0.9;0.0;1.4;0.0;0.0;0.0;1.5;4.8;3.0;3.2;2.7;1.5;3.2;3.6;2.8;2.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12557;10534;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Divorciado;0.6;0.0;1.0;0.0;0.0;0.9;0.8;1.8;0.7;0.4;0.8;0.0;0.0;0.7;1.5;1.6;1.1;0.6;1.5;0.0;0.0;1.8;1.4;2.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12558;10535;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Viudo;4.4;6.7;2.6;0.0;0.0;0.9;6.3;24.6;1.7;2.7;1.1;0.0;0.0;0.7;0.7;12.9;1.7;2.3;1.2;0.0;0.0;0.0;1.9;10.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12559;10536;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Sin especificar;;;;;;;;;;;;;;;;;4.8;3.9;5.5;4.4;5.9;4.8;4.2;4.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12560;10537;Provincia;Beni;Iténez;;Iténez;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12561;10538;Provincia;Beni;Iténez;;Soltero;40.9;32.9;47.4;94.4;57.4;25.0;18.2;16.3;43.6;36.5;49.2;91.1;60.1;31.2;24.0;21.7;38.1;32.5;42.5;91.1;56.7;31.2;24.2;18.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12562;10539;Provincia;Beni;Iténez;;Casado;33.7;37.2;30.9;1.7;17.0;43.0;54.9;50.4;24.8;26.6;23.5;1.5;8.9;26.5;43.5;44.0;20.0;21.4;18.9;0.2;3.7;17.7;30.9;39.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12563;10540;Provincia;Beni;Iténez;;Conviviente o concubino;18.9;21.2;17.1;3.4;24.3;27.8;18.2;6.5;26.5;29.9;23.8;7.4;30.1;40.2;26.5;10.7;29.5;32.8;26.9;3.9;31.9;42.3;32.1;13.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12564;10541;Provincia;Beni;Iténez;;Separado;1.9;2.2;1.7;0.4;1.0;2.4;2.8;3.2;1.5;1.7;1.3;0.0;0.5;1.4;2.5;3.1;2.6;2.6;2.6;0.1;1.2;2.2;4.0;3.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  12565;10542;Provincia;Beni;Iténez;;Divorciado;0.6;0.7;0.6;0.0;0.1;0.5;1.5;1.3;0.6;0.5;0.6;0.0;0.1;0.4;1.1;1.2;1.0;1.1;0.9;0.0;0.2;0.5;1.3;2.9
