cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;total;total_hombres;total_mujeres;total_sin_especificar;2019_total;2019_hombres;2019_mujeres;2019_sin_especificar;2020_total;2020_hombres;2020_mujeres;2020_sin_especificar;2021_total;2021_hombres;2021_mujeres;2021_sin_especificar;2022_total;2022_hombres;2022_mujeres;2022_sin_especificar;2023_total;2023_hombres;2023_mujeres;2023_sin_especificar;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);47;Provincia;Chuquisaca;Oropeza;;60 o más;65.6;61.5;70.3;12.5;64.8;59.7;70.5;0.0;67.5;65.2;70.9;0.0;62.9;57.1;70.2;0.0;67.2;63.7;71.1;100.0;65.6;62.0;69.1;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);48;Provincia;Chuquisaca;Oropeza;;Sin especificar;2.2;1.9;2.5;25.0;1.9;1.2;2.6;0.0;2.5;2.1;2.9;50.0;2.1;2.1;2.0;100.0;2.5;2.3;2.7;0.0;2.2;1.7;2.6;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);49;Provincia;Chuquisaca;Oropeza;;Rural;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);50;Provincia;Chuquisaca;Oropeza;;0 a 17;6.3;6.5;6.2;;7.8;5.9;10.6;;3.8;4.4;3.2;;4.6;3.7;5.8;;8.3;10.4;6.0;;7.2;7.4;6.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);51;Provincia;Chuquisaca;Oropeza;;18 a 29;5.0;5.5;4.4;;5.7;6.6;4.3;;6.4;8.8;3.9;;4.6;3.7;5.8;;4.9;5.5;4.2;;4.1;4.1;4.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);52;Provincia;Chuquisaca;Oropeza;;30 a 59;20.9;25.2;15.5;;19.6;25.0;11.7;;20.7;25.0;16.2;;24.5;25.4;23.2;;17.8;24.6;10.2;;21.5;25.6;15.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);53;Provincia;Chuquisaca;Oropeza;;60 o más;62.7;57.3;69.5;;63.5;59.6;69.1;;64.3;56.3;72.7;;59.9;60.8;58.7;;65.9;56.8;75.9;;60.6;54.1;69.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);54;Provincia;Chuquisaca;Oropeza;;Sin especificar;5.1;5.6;4.4;;3.5;2.9;4.3;;4.8;5.6;3.9;;6.4;6.3;6.5;;3.2;2.7;3.6;;6.7;8.7;4.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);55;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Sucre;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);56;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;0 a 17;4.5;4.6;4.3;37.5;5.5;5.2;5.5;66.7;3.8;4.2;3.4;0.0;3.7;3.2;4.3;0.0;4.5;4.8;4.2;0.0;5.5;6.4;4.5;100.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);57;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;18 a 29;3.9;4.6;3.1;12.5;3.4;3.8;2.7;33.3;3.6;3.7;3.5;0.0;3.6;4.7;2.4;0.0;3.5;4.7;2.1;0.0;5.4;6.2;4.7;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);58;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;30 a 59;23.7;27.2;19.7;12.5;24.2;29.3;18.6;0.0;22.6;25.0;19.4;50.0;27.6;32.4;21.7;0.0;22.5;25.3;19.5;0.0;21.2;23.5;18.8;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);59;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más;65.3;61.1;70.2;12.5;64.8;60.0;70.6;0.0;67.3;64.7;70.9;0.0;62.5;57.3;69.2;0.0;67.0;62.8;71.5;100.0;65.0;61.1;69.1;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);60;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Sin especificar;2.6;2.4;2.7;25.0;2.1;1.7;2.6;0.0;2.7;2.4;2.9;50.0;2.5;2.5;2.4;100.0;2.6;2.4;2.7;0.0;2.9;2.9;2.9;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);61;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Urbana;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);62;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;0 a 17;4.4;4.6;4.2;37.5;5.3;5.4;4.9;66.7;4.1;4.4;3.6;0.0;3.7;3.2;4.3;0.0;4.2;4.3;4.1;0.0;5.3;6.3;4.2;100.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);63;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;18 a 29;3.9;4.6;3.1;12.5;3.5;3.8;3.0;33.3;3.3;3.3;3.3;0.0;3.5;4.6;2.1;0.0;3.4;4.4;2.2;0.0;5.8;6.8;4.9;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);64;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;30 a 59;23.9;27.4;19.8;12.5;24.6;29.9;19.0;0.0;22.6;25.0;19.2;50.0;27.9;33.1;21.4;0.0;22.7;25.3;20.0;0.0;21.2;23.2;19.2;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);65;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más;65.6;61.5;70.3;12.5;64.8;59.7;70.5;0.0;67.5;65.2;70.9;0.0;62.9;57.1;70.2;0.0;67.2;63.7;71.1;100.0;65.6;62.0;69.1;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);66;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Sin especificar;2.2;1.9;2.5;25.0;1.9;1.2;2.6;0.0;2.5;2.1;2.9;50.0;2.1;2.1;2.0;100.0;2.5;2.3;2.7;0.0;2.2;1.7;2.6;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);67;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Rural;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);68;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;0 a 17;5.5;5.3;5.6;;7.2;3.8;13.0;;1.3;1.3;1.3;;3.9;3.5;4.5;;7.3;9.3;5.5;;6.9;7.1;6.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);69;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;18 a 29;4.2;5.1;3.2;;2.4;3.8;0.0;;6.5;8.0;5.1;;5.9;5.8;6.0;;4.0;7.0;1.1;;2.8;2.4;3.3;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);70;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;30 a 59;21.9;25.2;18.0;;20.8;25.3;13.0;;22.9;25.3;20.5;;24.8;24.4;25.4;;20.3;25.6;15.4;;21.2;25.4;15.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);71;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más;62.8;57.7;68.9;;65.6;62.0;71.7;;64.7;58.7;70.5;;58.2;59.3;56.7;;65.0;54.7;74.7;;61.3;55.6;69.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);72;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Sin especificar;5.6;6.6;4.3;;4.0;5.1;2.2;;4.6;6.7;2.6;;7.2;7.0;7.5;;3.4;3.5;3.3;;7.8;9.5;5.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);73;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Yotala;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);74;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;5.2;5.9;4.3;;8.2;11.8;3.7;;6.5;7.5;5.4;;3.3;0.0;6.1;;7.2;12.5;2.7;;2.2;1.9;2.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);75;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;4.1;4.4;3.8;;9.8;8.8;11.1;;3.9;7.5;0.0;;3.3;0.0;6.1;;1.4;3.1;0.0;;3.4;3.7;2.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);76;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;22.9;30.5;14.6;;23.0;26.5;18.5;;22.1;37.5;5.4;;23.9;25.6;22.4;;17.4;34.4;2.7;;27.0;29.6;22.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);77;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;62.9;54.2;72.4;;55.7;52.9;59.3;;63.6;42.5;86.5;;60.9;65.1;57.1;;72.5;50.0;91.9;;61.8;57.4;68.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);78;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;4.9;4.9;4.9;;3.3;0.0;7.4;;3.9;5.0;2.7;;8.7;9.3;8.2;;1.4;0.0;2.7;;5.6;7.4;2.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);79;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);80;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);81;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);82;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);83;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);84;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);85;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Rural;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);86;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;5.2;5.9;4.3;;8.2;11.8;3.7;;6.5;7.5;5.4;;3.3;0.0;6.1;;7.2;12.5;2.7;;2.2;1.9;2.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);87;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;4.1;4.4;3.8;;9.8;8.8;11.1;;3.9;7.5;0.0;;3.3;0.0;6.1;;1.4;3.1;0.0;;3.4;3.7;2.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);88;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;22.9;30.5;14.6;;23.0;26.5;18.5;;22.1;37.5;5.4;;23.9;25.6;22.4;;17.4;34.4;2.7;;27.0;29.6;22.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);89;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;62.9;54.2;72.4;;55.7;52.9;59.3;;63.6;42.5;86.5;;60.9;65.1;57.1;;72.5;50.0;91.9;;61.8;57.4;68.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);90;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;4.9;4.9;4.9;;3.3;0.0;7.4;;3.9;5.0;2.7;;8.7;9.3;8.2;;1.4;0.0;2.7;;5.6;7.4;2.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);91;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);92;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;9.2;9.0;9.4;;9.1;4.3;14.3;;6.0;6.7;5.1;;7.3;6.7;9.1;;10.7;10.8;10.5;;11.5;12.9;9.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);93;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;7.3;7.1;7.6;;9.1;13.0;4.8;;8.3;11.1;5.1;;3.7;3.3;4.5;;8.7;4.6;15.8;;7.1;8.1;5.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);94;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;16.9;20.8;11.1;;11.4;21.7;0.0;;15.5;13.3;17.9;;24.4;26.7;18.2;;13.6;18.5;5.3;;17.7;22.6;11.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);95;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;62.4;58.8;67.8;;68.2;60.9;76.2;;64.3;64.4;64.1;;62.2;60.0;68.2;;63.1;63.1;63.2;;58.4;48.4;70.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);96;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;4.2;4.3;4.1;;2.3;0.0;4.8;;6.0;4.4;7.7;;2.4;3.3;0.0;;3.9;3.1;5.3;;5.3;8.1;2.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);97;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);98;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);99;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
