cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;total_total;total_hombres;total_mujeres;total_sin_especificar;2019_total;2019_hombres;2019_mujeres;2019_sin_especificar;2020_total;2020_hombres;2020_mujeres;2020_sin_especificar;2021_total;2021_hombres;2021_mujeres;2021_sin_especificar;2022_total;2022_hombres;2022_mujeres;2022_sin_especificar;2023_total;2023_hombres;2023_mujeres;2023_sin_especificar;2024_total;2024_hombres;2024_mujeres;2024_sin_especificar;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7298;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;0 a 17;10;5;5;0;2;0;2;0;0;0;0;0;3;2;1;0;3;1;2;0;2;2;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7299;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;18 a 29;7;4;3;0;1;1;0;0;1;1;0;0;1;0;1;0;3;1;2;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7300;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;30 a 59;26;16;10;0;6;3;3;0;8;5;3;0;6;3;3;0;0;0;0;0;6;5;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7301;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;60 o más;94;51;43;0;12;5;7;0;14;11;3;0;20;13;7;0;16;12;4;0;32;10;22;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7302;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;Sin especificar;12;6;6;0;0;0;0;0;3;1;2;0;2;1;1;0;5;2;3;0;2;2;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7303;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;Rural;250;135;114;1;29;13;16;0;35;23;12;0;56;33;22;1;50;30;20;0;80;36;44;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7304;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;0 a 17;32;15;17;0;5;3;2;0;5;4;1;0;9;1;8;0;3;2;1;0;10;5;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7305;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;18 a 29;11;5;6;0;1;1;0;0;3;1;2;0;0;0;0;0;1;1;0;0;6;2;4;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7306;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;30 a 59;53;32;21;0;7;4;3;0;7;4;3;0;14;9;5;0;9;7;2;0;16;8;8;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7307;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;60 o más;144;80;64;0;16;5;11;0;17;13;4;0;32;23;9;0;34;19;15;0;45;20;25;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7308;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Comarapa;Sin especificar;10;3;6;1;0;0;0;0;3;1;2;0;1;0;0;1;3;1;2;0;3;1;2;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7309;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;Saipina;144;80;62;2;25;13;12;0;14;5;9;0;34;26;7;1;30;18;12;0;41;18;22;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7310;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;0 a 17;11;7;4;0;1;0;1;0;1;0;1;0;4;2;2;0;1;1;0;0;4;4;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7311;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;18 a 29;10;6;4;0;3;1;2;0;0;0;0;0;5;4;1;0;2;1;1;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7312;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;30 a 59;34;19;14;1;6;4;2;0;1;1;0;0;10;8;2;0;6;2;4;0;11;4;6;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7313;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;60 o más;85;45;40;0;13;6;7;0;12;4;8;0;14;12;2;0;20;13;7;0;26;10;16;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7314;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;Sin especificar;4;3;0;1;2;2;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7315;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;Urbana;78;42;35;1;14;9;5;0;8;1;7;0;16;12;3;1;19;11;8;0;21;9;12;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7316;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;0 a 17;5;2;3;0;0;0;0;0;1;0;1;0;2;0;2;0;0;0;0;0;2;2;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7317;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;18 a 29;7;6;1;0;1;1;0;0;0;0;0;0;5;4;1;0;1;1;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7318;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;30 a 59;15;9;6;0;5;3;2;0;0;0;0;0;3;3;0;0;4;1;3;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7319;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;60 o más;48;23;25;0;7;4;3;0;7;1;6;0;5;5;0;0;13;8;5;0;16;5;11;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7320;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;Sin especificar;3;2;0;1;1;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7321;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;Rural;66;38;27;1;11;4;7;0;6;4;2;0;18;14;4;0;11;7;4;0;20;9;10;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7322;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;0 a 17;6;5;1;0;1;0;1;0;0;0;0;0;2;2;0;0;1;1;0;0;2;2;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7323;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;18 a 29;3;0;3;0;2;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7324;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;30 a 59;19;10;8;1;1;1;0;0;1;1;0;0;7;5;2;0;2;1;1;0;8;2;5;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7325;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;60 o más;37;22;15;0;6;2;4;0;5;3;2;0;9;7;2;0;7;5;2;0;10;5;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7326;Municipio/TIOC;Santa Cruz  ;Manuel María Caballero;Saipina;Sin especificar;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7327;Provincia;Santa Cruz  ;Germán Busch;Saipina;Germán Busch;943;525;414;4;151;79;72;0;168;90;77;1;187;112;75;0;192;96;94;2;245;148;96;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7328;Provincia;Santa Cruz  ;Germán Busch;Saipina;0 a 17;73;41;31;1;14;5;9;0;11;5;6;0;14;11;3;0;11;6;5;0;23;14;8;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7329;Provincia;Santa Cruz  ;Germán Busch;Saipina;18 a 29;68;48;20;0;12;9;3;0;12;9;3;0;13;11;2;0;15;10;5;0;16;9;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7330;Provincia;Santa Cruz  ;Germán Busch;Saipina;30 a 59;275;153;122;0;53;26;27;0;48;22;26;0;55;33;22;0;53;34;19;0;66;38;28;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7331;Provincia;Santa Cruz  ;Germán Busch;Saipina;60 o más;467;249;218;0;63;32;31;0;84;48;36;0;92;49;43;0;97;39;58;0;131;81;50;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7332;Provincia;Santa Cruz  ;Germán Busch;Saipina;Sin especificar;60;34;23;3;9;7;2;0;13;6;6;1;13;8;5;0;16;7;7;2;9;6;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7333;Provincia;Santa Cruz  ;Germán Busch;Saipina;Urbana;800;438;359;3;136;68;68;0;141;74;66;1;161;92;69;0;161;83;76;2;201;121;80;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7334;Provincia;Santa Cruz  ;Germán Busch;Saipina;0 a 17;51;24;27;0;13;4;9;0;8;3;5;0;8;6;2;0;10;5;5;0;12;6;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7335;Provincia;Santa Cruz  ;Germán Busch;Saipina;18 a 29;53;36;17;0;10;7;3;0;10;7;3;0;9;7;2;0;12;9;3;0;12;6;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7336;Provincia;Santa Cruz  ;Germán Busch;Saipina;30 a 59;231;132;99;0;46;23;23;0;39;18;21;0;47;28;19;0;45;31;14;0;54;32;22;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7337;Provincia;Santa Cruz  ;Germán Busch;Saipina;60 o más;416;219;197;0;59;28;31;0;73;41;32;0;85;44;41;0;83;33;50;0;116;73;43;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7338;Provincia;Santa Cruz  ;Germán Busch;Saipina;Sin especificar;49;27;19;3;8;6;2;0;11;5;5;1;12;7;5;0;11;5;4;2;7;4;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7339;Provincia;Santa Cruz  ;Germán Busch;Saipina;Rural;143;87;55;1;15;11;4;0;27;16;11;0;26;20;6;0;31;13;18;0;44;27;16;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7340;Provincia;Santa Cruz  ;Germán Busch;Saipina;0 a 17;22;17;4;1;1;1;0;0;3;2;1;0;6;5;1;0;1;1;0;0;11;8;2;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7341;Provincia;Santa Cruz  ;Germán Busch;Saipina;18 a 29;15;12;3;0;2;2;0;0;2;2;0;0;4;4;0;0;3;1;2;0;4;3;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7342;Provincia;Santa Cruz  ;Germán Busch;Saipina;30 a 59;44;21;23;0;7;3;4;0;9;4;5;0;8;5;3;0;8;3;5;0;12;6;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7343;Provincia;Santa Cruz  ;Germán Busch;Saipina;60 o más;51;30;21;0;4;4;0;0;11;7;4;0;7;5;2;0;14;6;8;0;15;8;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7344;Provincia;Santa Cruz  ;Germán Busch;Saipina;Sin especificar;11;7;4;0;1;1;0;0;2;1;1;0;1;1;0;0;5;2;3;0;2;2;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7345;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;Puerto Suárez;384;225;157;2;54;34;20;0;60;37;22;1;77;45;32;0;90;49;41;0;103;60;42;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7346;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;0 a 17;25;16;8;1;6;2;4;0;4;2;2;0;4;4;0;0;4;2;2;0;7;6;0;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7347;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;18 a 29;31;22;9;0;3;2;1;0;6;5;1;0;7;5;2;0;9;5;4;0;6;5;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7348;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;30 a 59;114;67;47;0;20;14;6;0;11;6;5;0;25;15;10;0;29;19;10;0;29;13;16;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7349;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;60 o más;188;104;84;0;21;12;9;0;34;22;12;0;33;16;17;0;42;21;21;0;58;33;25;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7350;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;Sin especificar;26;16;9;1;4;4;0;0;5;2;2;1;8;5;3;0;6;2;4;0;3;3;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7351;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;Urbana;298;174;123;1;48;28;20;0;43;26;16;1;64;35;29;0;68;41;27;0;75;44;31;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7352;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;0 a 17;18;10;8;0;6;2;4;0;4;2;2;0;2;2;0;0;4;2;2;0;2;2;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7353;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;18 a 29;23;16;7;0;1;0;1;0;4;3;1;0;6;4;2;0;7;5;2;0;5;4;1;0;;;;;;;;;;
