cuarto;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_mujeres;2001_mujeres_sin_informacion;2001_mujeres_sin_hijos;2001_mujeres_con_hijos;2001_hijos_nacidos_vivos;2001_paridez_media;2012_total_mujeres;2012_mujeres_sin_informacion;2012_mujeres_sin_hijos;2012_mujeres_con_hijos;2012_hijos_nacidos_vivos;2012_paridez_media;2024_total_mujeres;2024_mujeres_sin_informacion;2024_mujeres_sin_hijos;2024_mujeres_con_hijos;2024_hijos_nacidos_vivos;2024_paridez_media;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11064;9041;Municipio;Santa Cruz  ;Cordillera;Camiri;Rural;798;125;108;565;2,747;4.1;1,104;286;105;713;2,840;3.5;1,534;384;174;976;2,893;2.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11065;9042;Municipio;Santa Cruz  ;Cordillera;Camiri;15 a 19;191;70;74;47;76;0.6;248;143;70;35;42;0.4;287;179;84;24;28;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11066;9043;Municipio;Santa Cruz  ;Cordillera;Camiri;20 a 24;141;27;16;98;227;2.0;193;56;12;125;228;1.7;319;110;47;162;249;1.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11067;9044;Municipio;Santa Cruz  ;Cordillera;Camiri;25 a 29;108;7;5;96;353;3.5;162;21;11;130;366;2.6;241;39;22;180;437;2.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11068;9045;Municipio;Santa Cruz  ;Cordillera;Camiri;30 a 34;116;7;5;104;537;4.9;154;23;5;126;486;3.7;220;22;8;190;533;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11069;9046;Municipio;Santa Cruz  ;Cordillera;Camiri;35 a 39;97;6;4;87;596;6.5;122;14;2;106;467;4.3;179;11;4;164;587;3.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11070;9047;Municipio;Santa Cruz  ;Cordillera;Camiri;40 a 44;79;3;0;76;533;7.0;125;16;3;106;646;5.9;149;14;4;131;513;3.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11071;9048;Municipio;Santa Cruz  ;Cordillera;Camiri;45 a 49;66;5;4;57;425;7.0;100;13;2;85;605;7.0;139;9;5;125;546;4.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11072;9049;Municipio;Santa Cruz  ;Cordillera;Boyuibe;Boyuibe;763;41;173;549;2,530;3.5;1,277;331;220;726;2,502;2.6;1,309;237;220;852;2,622;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11073;9050;Municipio;Santa Cruz  ;Cordillera;Boyuibe;15 a 19;179;32;116;31;50;0.3;301;157;108;36;42;0.3;227;111;94;22;23;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11074;9051;Municipio;Santa Cruz  ;Cordillera;Boyuibe;20 a 24;124;2;27;95;216;1.8;214;67;54;93;159;1.1;219;50;59;110;179;1.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11075;9052;Municipio;Santa Cruz  ;Cordillera;Boyuibe;25 a 29;105;2;11;92;330;3.2;200;45;35;120;282;1.8;234;27;30;177;385;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11076;9053;Municipio;Santa Cruz  ;Cordillera;Boyuibe;30 a 34;81;2;7;72;337;4.3;178;24;7;147;504;3.3;185;16;15;154;471;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11077;9054;Municipio;Santa Cruz  ;Cordillera;Boyuibe;35 a 39;99;1;4;94;558;5.7;145;17;7;121;472;3.7;161;10;13;138;469;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11078;9055;Municipio;Santa Cruz  ;Cordillera;Boyuibe;40 a 44;100;1;6;93;615;6.2;124;11;4;109;508;4.5;144;14;4;126;518;4.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11079;9056;Municipio;Santa Cruz  ;Cordillera;Boyuibe;45 a 49;75;1;2;72;424;5.7;115;10;5;100;535;5.1;139;9;5;125;577;4.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11080;9057;Municipio;Santa Cruz  ;Cordillera;Boyuibe;Urbana;576;29;149;398;1,687;3.1;906;231;163;512;1,692;2.5;950;137;192;621;1,744;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11081;9058;Municipio;Santa Cruz  ;Cordillera;Boyuibe;15 a 19;148;25;103;20;29;0.2;214;110;82;22;23;0.2;169;70;80;19;19;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11082;9059;Municipio;Santa Cruz  ;Cordillera;Boyuibe;20 a 24;88;1;22;65;134;1.5;145;47;38;60;93;0.9;143;23;50;70;114;1.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11083;9060;Municipio;Santa Cruz  ;Cordillera;Boyuibe;25 a 29;75;1;8;66;222;3.0;142;32;26;84;184;1.7;148;19;27;102;183;1.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11084;9061;Municipio;Santa Cruz  ;Cordillera;Boyuibe;30 a 34;65;2;6;57;237;3.8;140;17;5;118;396;3.2;136;9;14;113;291;2.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11085;9062;Municipio;Santa Cruz  ;Cordillera;Boyuibe;35 a 39;69;0;4;65;350;5.1;99;11;6;82;290;3.3;133;7;12;114;347;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11086;9063;Municipio;Santa Cruz  ;Cordillera;Boyuibe;40 a 44;74;0;4;70;396;5.4;85;7;3;75;341;4.4;112;6;4;102;378;3.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11087;9064;Municipio;Santa Cruz  ;Cordillera;Boyuibe;45 a 49;57;0;2;55;319;5.6;81;7;3;71;365;4.9;109;3;5;101;412;3.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11088;9065;Municipio;Santa Cruz  ;Cordillera;Boyuibe;Rural;187;12;24;151;843;4.8;371;100;57;214;810;3.0;359;100;28;231;878;3.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11089;9066;Municipio;Santa Cruz  ;Cordillera;Boyuibe;15 a 19;31;7;13;11;21;0.9;87;47;26;14;19;0.5;58;41;14;3;4;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11090;9067;Municipio;Santa Cruz  ;Cordillera;Boyuibe;20 a 24;36;1;5;30;82;2.3;69;20;16;33;66;1.3;76;27;9;40;65;1.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11091;9068;Municipio;Santa Cruz  ;Cordillera;Boyuibe;25 a 29;30;1;3;26;108;3.7;58;13;9;36;98;2.2;86;8;3;75;202;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11092;9069;Municipio;Santa Cruz  ;Cordillera;Boyuibe;30 a 34;16;0;1;15;100;6.3;38;7;2;29;108;3.5;49;7;1;41;180;4.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11093;9070;Municipio;Santa Cruz  ;Cordillera;Boyuibe;35 a 39;30;1;0;29;208;7.2;46;6;1;39;182;4.6;28;3;1;24;122;4.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11094;9071;Municipio;Santa Cruz  ;Cordillera;Boyuibe;40 a 44;26;1;2;23;219;8.8;39;4;1;34;167;4.8;32;8;0;24;140;5.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11095;9072;Municipio;Santa Cruz  ;Cordillera;Boyuibe;45 a 49;18;1;0;17;105;6.2;34;3;2;29;170;5.5;30;6;0;24;165;6.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11096;9073;Provincia;Santa Cruz  ;Vallegrande;;Vallegrande;5,636;608;1,044;3,984;14,534;2.9;6,098;1,054;964;4,080;11,725;2.3;6,037;812;1,139;4,086;9,821;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11097;9074;Provincia;Santa Cruz  ;Vallegrande;;15 a 19;1,175;361;619;195;253;0.3;1,208;486;505;217;256;0.4;832;336;418;78;83;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11098;9075;Provincia;Santa Cruz  ;Vallegrande;;20 a 24;918;104;207;607;1,133;1.4;935;196;198;541;841;1.1;898;185;317;396;578;0.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11099;9076;Provincia;Santa Cruz  ;Vallegrande;;25 a 29;809;40;75;694;1,827;2.4;887;113;122;652;1,337;1.7;916;105;161;650;1,165;1.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11100;9077;Provincia;Santa Cruz  ;Vallegrande;;30 a 34;756;46;35;675;2,382;3.4;855;83;57;715;1,925;2.5;943;61;100;782;1,809;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11101;9078;Provincia;Santa Cruz  ;Vallegrande;;35 a 39;749;21;51;677;2,839;3.9;831;76;37;718;2,390;3.2;858;40;58;760;1,933;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11102;9079;Provincia;Santa Cruz  ;Vallegrande;;40 a 44;632;22;28;582;2,943;4.8;720;58;29;633;2,434;3.7;788;45;43;700;2,009;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11103;9080;Provincia;Santa Cruz  ;Vallegrande;;45 a 49;597;14;29;554;3,157;5.4;662;42;16;604;2,542;4.1;802;40;42;720;2,244;2.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11104;9081;Provincia;Santa Cruz  ;Vallegrande;;Urbana;1,887;250;422;1,215;3,726;2.3;2,595;509;454;1,632;4,169;2.0;2,821;399;580;1,842;4,172;1.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11105;9082;Provincia;Santa Cruz  ;Vallegrande;;15 a 19;479;158;268;53;59;0.2;598;240;256;102;120;0.3;443;187;228;28;29;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11106;9083;Provincia;Santa Cruz  ;Vallegrande;;20 a 24;322;52;82;188;306;1.1;427;101;99;227;340;1.0;479;103;182;194;278;0.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11107;9084;Provincia;Santa Cruz  ;Vallegrande;;25 a 29;250;14;22;214;481;2.0;387;50;51;286;572;1.7;437;50;83;304;542;1.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11108;9085;Provincia;Santa Cruz  ;Vallegrande;;30 a 34;221;16;8;197;559;2.7;344;40;18;286;727;2.4;403;21;41;341;759;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11109;9086;Provincia;Santa Cruz  ;Vallegrande;;35 a 39;240;5;19;216;819;3.5;352;36;13;303;887;2.8;384;11;16;357;867;2.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11110;9087;Provincia;Santa Cruz  ;Vallegrande;;40 a 44;199;5;10;184;751;3.9;257;26;10;221;743;3.2;333;14;15;304;816;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11111;9088;Provincia;Santa Cruz  ;Vallegrande;;45 a 49;176;0;13;163;751;4.3;230;16;7;207;780;3.6;342;13;15;314;881;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11112;9089;Provincia;Santa Cruz  ;Vallegrande;;Rural;3,749;358;622;2,769;10,808;3.2;3,503;545;510;2,448;7,556;2.6;3,216;413;559;2,244;5,649;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11113;9090;Provincia;Santa Cruz  ;Vallegrande;;15 a 19;696;203;351;142;194;0.4;610;246;249;115;136;0.4;389;149;190;50;54;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11114;9091;Provincia;Santa Cruz  ;Vallegrande;;20 a 24;596;52;125;419;827;1.5;508;95;99;314;501;1.2;419;82;135;202;300;0.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11115;9092;Provincia;Santa Cruz  ;Vallegrande;;25 a 29;559;26;53;480;1,346;2.5;500;63;71;366;765;1.8;479;55;78;346;623;1.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11116;9093;Provincia;Santa Cruz  ;Vallegrande;;30 a 34;535;30;27;478;1,823;3.6;511;43;39;429;1,198;2.6;540;40;59;441;1,050;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11117;9094;Provincia;Santa Cruz  ;Vallegrande;;35 a 39;509;16;32;461;2,020;4.1;479;40;24;415;1,503;3.4;474;29;42;403;1,066;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11118;9095;Provincia;Santa Cruz  ;Vallegrande;;40 a 44;433;17;18;398;2,192;5.3;463;32;19;412;1,691;3.9;455;31;28;396;1,193;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11119;9096;Provincia;Santa Cruz  ;Vallegrande;;45 a 49;421;14;16;391;2,406;5.9;432;26;9;397;1,762;4.3;460;27;27;406;1,363;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11120;9097;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;Vallegrande;3,549;422;645;2,482;8,581;2.7;3,969;734;595;2,640;7,277;2.2;4,003;562;729;2,712;6,385;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11121;9098;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;15 a 19;763;250;397;116;142;0.3;828;350;330;148;174;0.4;566;239;279;48;49;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11122;9099;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;20 a 24;572;72;127;373;654;1.3;601;129;125;347;539;1.1;615;129;218;268;390;0.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11123;9100;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;25 a 29;491;29;37;425;1,058;2.3;562;68;69;425;871;1.8;610;68;102;440;801;1.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11124;9101;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;30 a 34;487;33;19;435;1,444;3.2;550;60;27;463;1,184;2.4;608;39;57;512;1,192;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11125;9102;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;35 a 39;466;16;31;419;1,625;3.6;533;54;21;458;1,446;3.0;556;26;25;505;1,256;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11126;9103;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;40 a 44;406;15;16;375;1,843;4.7;469;43;16;410;1,513;3.6;522;29;24;469;1,312;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11127;9104;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;45 a 49;364;7;18;339;1,815;5.1;426;30;7;389;1,550;3.9;526;32;24;470;1,385;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11128;9105;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;Urbana;1,887;250;422;1,215;3,726;2.3;2,595;509;454;1,632;4,169;2.0;2,821;399;580;1,842;4,172;1.7;;
