cuadro;no;nivel;departamento;provincia;municipio_tioc;area;poblacion_con_cobertura_de_salud;hombres_con_cobertura_de_salud;mujeres_con_cobertura_de_salud;total_cobertura_de_salud;hombres_cobertura_de_salud;mujeres_cobertura_de_salud
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1134;Municipio;Santa Cruz  ;Cordillera;Boyuibe;Rural;943;521;422;61.0;61.7;60.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1135;Provincia;Santa Cruz  ;Valle Grande;;Valle Grande;22,143;11,043;11,100;87.0;84.0;90.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1136;Provincia;Santa Cruz  ;Valle Grande;;Urbana;9,031;4,168;4,863;85.3;82.1;88.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1137;Provincia;Santa Cruz  ;Valle Grande;;Rural;13,112;6,875;6,237;88.1;85.3;91.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1138;Municipio;Santa Cruz  ;Valle Grande;Vallegrande;Vallegrande;14,384;7,050;7,334;86.0;82.6;89.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1139;Municipio;Santa Cruz  ;Valle Grande;Vallegrande;Urbana;9,031;4,168;4,863;85.3;82.1;88.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1140;Municipio;Santa Cruz  ;Valle Grande;Vallegrande;Rural;5,353;2,882;2,471;87.0;83.3;91.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1141;Municipio;Santa Cruz  ;Valle Grande;Trigal;Trigal;1,976;990;986;86.0;84.8;87.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1142;Municipio;Santa Cruz  ;Valle Grande;Trigal;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1143;Municipio;Santa Cruz  ;Valle Grande;Trigal;Rural;1,976;990;986;86.0;84.8;87.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1144;Municipio;Santa Cruz  ;Valle Grande;Moromoro;Moromoro;2,391;1,181;1,210;87.6;83.8;91.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1145;Municipio;Santa Cruz  ;Valle Grande;Moromoro;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1146;Municipio;Santa Cruz  ;Valle Grande;Moromoro;Rural;2,391;1,181;1,210;87.6;83.8;91.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1147;Municipio;Santa Cruz  ;Valle Grande;Postrervalle;Postrervalle;1,570;842;728;89.8;88.1;91.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1148;Municipio;Santa Cruz  ;Valle Grande;Postrervalle;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1149;Municipio;Santa Cruz  ;Valle Grande;Postrervalle;Rural;1,570;842;728;89.8;88.1;91.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1150;Municipio;Santa Cruz  ;Valle Grande;Pucará;Pucará;1,822;980;842;93.4;91.5;95.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1151;Municipio;Santa Cruz  ;Valle Grande;Pucará;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1152;Municipio;Santa Cruz  ;Valle Grande;Pucará;Rural;1,822;980;842;93.4;91.5;95.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1153;Provincia;Santa Cruz  ;Florida;;Florida;29,950;14,892;15,058;81.9;78.6;85.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1154;Provincia;Santa Cruz  ;Florida;;Urbana;13,470;6,503;6,967;80.6;77.1;84.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1155;Provincia;Santa Cruz  ;Florida;;Rural;16,480;8,389;8,091;83.1;79.8;86.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1156;Municipio;Santa Cruz  ;Florida;Samaipata;Samaipata;9,556;4,857;4,699;83.0;80.2;86.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1157;Municipio;Santa Cruz  ;Florida;Samaipata;Urbana;4,218;2,053;2,165;81.3;78.5;84.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1158;Municipio;Santa Cruz  ;Florida;Samaipata;Rural;5,338;2,804;2,534;84.4;81.4;88.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1159;Municipio;Santa Cruz  ;Florida;Pampagrande;Pampagrande;7,491;3,601;3,890;78.7;74.1;83.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1160;Municipio;Santa Cruz  ;Florida;Pampagrande;Urbana;3,070;1,444;1,626;79.1;74.7;83.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1161;Municipio;Santa Cruz  ;Florida;Pampagrande;Rural;4,421;2,157;2,264;78.3;73.7;83.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1162;Municipio;Santa Cruz  ;Florida;Mairana;Mairana;10,436;5,212;5,224;83.4;80.0;87.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1163;Municipio;Santa Cruz  ;Florida;Mairana;Urbana;6,182;3,006;3,176;80.9;77.4;84.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1164;Municipio;Santa Cruz  ;Florida;Mairana;Rural;4,254;2,206;2,048;87.4;83.9;91.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1165;Municipio;Santa Cruz  ;Florida;Quirusillas;Quirusillas;2,467;1,222;1,245;82.0;80.6;83.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1166;Municipio;Santa Cruz  ;Florida;Quirusillas;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1167;Municipio;Santa Cruz  ;Florida;Quirusillas;Rural;2,467;1,222;1,245;82.0;80.6;83.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1168;Provincia;Santa Cruz  ;Obispo Santisteban;;Obispo Santisteban;158,404;78,693;79,711;82.6;80.1;85.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1169;Provincia;Santa Cruz  ;Obispo Santisteban;;Urbana;138,638;67,855;70,783;82.4;80.1;84.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1170;Provincia;Santa Cruz  ;Obispo Santisteban;;Rural;19,766;10,838;8,928;83.6;80.2;88.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1171;Municipio;Santa Cruz  ;Obispo Santisteban;Montero;Montero;100,366;48,917;51,449;80.9;78.5;83.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1172;Municipio;Santa Cruz  ;Obispo Santisteban;Montero;Urbana;99,749;48,610;51,139;80.9;78.6;83.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1173;Municipio;Santa Cruz  ;Obispo Santisteban;Montero;Rural;617;307;310;78.8;74.3;83.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1174;Municipio;Santa Cruz  ;Obispo Santisteban;General Saavedra;General Saavedra;14,010;7,061;6,949;87.0;84.9;89.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1175;Municipio;Santa Cruz  ;Obispo Santisteban;General Saavedra;Urbana;6,883;3,373;3,510;90.0;88.0;91.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1176;Municipio;Santa Cruz  ;Obispo Santisteban;General Saavedra;Rural;7,127;3,688;3,439;84.3;82.2;86.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1177;Municipio;Santa Cruz  ;Obispo Santisteban;Mineros;Mineros;19,154;9,415;9,739;84.8;82.0;87.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1178;Municipio;Santa Cruz  ;Obispo Santisteban;Mineros;Urbana;15,279;7,422;7,857;83.6;80.9;86.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1179;Municipio;Santa Cruz  ;Obispo Santisteban;Mineros;Rural;3,875;1,993;1,882;89.7;86.5;93.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1180;Municipio;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;Fernández Alonso;11,636;6,244;5,392;81.9;77.6;87.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1181;Municipio;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;Urbana;8,971;4,433;4,538;86.6;83.8;89.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1182;Municipio;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;Rural;2,665;1,811;854;69.3;65.7;78.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1183;Municipio;Santa Cruz  ;Obispo Santisteban;San Pedro;San Pedro;13,238;7,056;6,182;89.2;87.0;91.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1184;Municipio;Santa Cruz  ;Obispo Santisteban;San Pedro;Urbana;7,756;4,017;3,739;90.2;88.2;92.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1185;Municipio;Santa Cruz  ;Obispo Santisteban;San Pedro;Rural;5,482;3,039;2,443;87.9;85.4;91.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1186;Provincia;Santa Cruz  ;Ñuflo de Chávez;;Ñuflo de Chávez;86,319;42,876;43,443;68.4;65.4;71.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1187;Provincia;Santa Cruz  ;Ñuflo de Chávez;;Urbana;45,031;20,961;24,070;71.5;67.8;75.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1188;Provincia;Santa Cruz  ;Ñuflo de Chávez;;Rural;41,288;21,915;19,373;65.3;63.2;67.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1189;Municipio;Santa Cruz  ;Ñuflo de Chávez;Concepción;Concepción;12,562;6,466;6,096;43.0;40.9;45.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1190;Municipio;Santa Cruz  ;Ñuflo de Chávez;Concepción;Urbana;6,106;2,888;3,218;41.9;39.1;44.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1191;Municipio;Santa Cruz  ;Ñuflo de Chávez;Concepción;Rural;6,456;3,578;2,878;44.1;42.6;46.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1192;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Javier;San Javier;10,038;4,773;5,265;72.3;66.8;78.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1193;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Javier;Urbana;5,619;2,506;3,113;73.8;68.1;79.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1194;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Javier;Rural;4,419;2,267;2,152;70.4;65.4;76.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1195;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Julián;San Julián;34,746;17,055;17,691;78.9;76.2;81.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1196;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Julián;Urbana;18,304;8,384;9,920;78.7;75.6;81.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1197;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Julián;Rural;16,442;8,671;7,771;79.1;76.7;82.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1198;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Antonio de Lomerio;San Antonio de Lomerio;5,705;2,894;2,811;93.3;92.2;94.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1199;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Antonio de Lomerio;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1200;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Antonio de Lomerio;Rural;5,705;2,894;2,811;93.3;92.2;94.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1201;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Ramón;San Ramón;6,852;3,453;3,399;83.9;79.8;88.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1202;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Ramón;Urbana;5,898;2,904;2,994;84.1;79.9;88.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1203;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Ramón;Rural;954;549;405;83.2;79.1;89.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1204;Municipio;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;Cuatro Cañadas;16,416;8,235;8,181;66.2;64.4;68.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1205;Municipio;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;Urbana;9,104;4,279;4,825;86.8;83.7;89.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1206;Municipio;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;Rural;7,312;3,956;3,356;51.1;51.6;50.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1207;Provincia;Santa Cruz  ;Ángel Sandoval;;Ángel Sandoval;10,943;5,400;5,543;74.6;70.5;79.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1208;Provincia;Santa Cruz  ;Ángel Sandoval;;Urbana;5,995;2,918;3,077;79.0;75.3;82.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1209;Provincia;Santa Cruz  ;Ángel Sandoval;;Rural;4,948;2,482;2,466;70.0;65.6;74.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1210;Municipio;Santa Cruz  ;Ángel Sandoval;San Matías;San Matías;10,943;5,400;5,543;74.6;70.5;79.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1211;Municipio;Santa Cruz  ;Ángel Sandoval;San Matías;Urbana;5,995;2,918;3,077;79.0;75.3;82.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1212;Municipio;Santa Cruz  ;Ángel Sandoval;San Matías;Rural;4,948;2,482;2,466;70.0;65.6;74.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1213;Provincia;Santa Cruz  ;Manuel María Caballero;;Manuel María Caballero;19,885;9,899;9,986;87.5;85.0;90.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1214;Provincia;Santa Cruz  ;Manuel María Caballero;;Urbana;8,687;4,209;4,478;88.0;85.6;90.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1215;Provincia;Santa Cruz  ;Manuel María Caballero;;Rural;11,198;5,690;5,508;87.0;84.5;89.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;1216;Municipio;Santa Cruz  ;Manuel María Caballero;Comarapa;Comarapa;14,625;7,281;7,344;87.0;84.6;89.5
