cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_poblacion_total;2012_salud_publica;2012_caja de salud;2012_salud_privada;2012_seguro_salud_privado;2012_medico_tradicional;2012_automedicacion_farmacia;2012_soluciones_caseras;2024_poblacion_total;2024_salud_publica;2024_caja de salud;2024_salud_privada;2024_seguro_atencion_a_domicilio;2024_medico_tradicional;2024_automedicacion_farmacia;2024_soluciones_caseras
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3261;1238;Municipio;Santa Cruz  ;Guarayos;Ascención de Guarayos;Urbana;19,974;13,291;2,145;3,559;1,075;2,281;6,817;5,099;23,342;19,780;2,752;4,956;1,664;4,522;10,222;12,880
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3262;1239;Municipio;Santa Cruz  ;Guarayos;Ascención de Guarayos;Rural;7,096;5,198;584;1,055;230;1,149;2,316;2,022;10,737;8,924;822;2,761;928;2,333;5,230;6,762
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3263;1240;Municipio;Santa Cruz  ;Guarayos;Urubichá;Urubichá;7,026;5,579;396;377;176;1,774;2,411;2,137;6,555;6,084;477;810;763;2,471;3,743;4,808
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3264;1241;Municipio;Santa Cruz  ;Guarayos;Urubichá;Urbana;6,278;4,996;322;339;154;1,708;2,300;2,001;5,478;5,125;446;648;638;2,156;3,293;4,051
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3265;1242;Municipio;Santa Cruz  ;Guarayos;Urubichá;Rural;748;583;74;38;22;66;111;136;1,077;959;31;162;125;315;450;757
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3266;1243;Municipio;Santa Cruz  ;Guarayos;El Puente;El Puente;14,205;11,752;1,106;1,650;554;3,289;8,554;8,318;17,290;15,008;1,362;4,374;1,645;4,544;8,982;12,495
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3267;1244;Municipio;Santa Cruz  ;Guarayos;El Puente;Urbana;4,386;3,755;543;381;187;897;2,194;2,152;2,852;2,625;335;425;296;602;1,451;1,924
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3268;1245;Municipio;Santa Cruz  ;Guarayos;El Puente;Rural;9,819;7,997;563;1,269;367;2,392;6,360;6,166;14,438;12,383;1,027;3,949;1,349;3,942;7,531;10,571
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3269;1246;Departamento;Beni;;;Beni;422,008;283,534;97,442;29,601;28,793;39,379;109,038;112,787;488,260;388,835;81,841;63,357;40,452;79,990;162,354;266,225
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3270;1247;Departamento;Beni;;;Urbana;308,690;200,154;85,202;25,285;25,757;23,903;84,044;68,107;356,661;279,847;73,185;53,817;29,759;51,435;122,798;183,902
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3271;1248;Departamento;Beni;;;Rural;113,318;83,380;12,240;4,316;3,036;15,476;24,994;44,680;131,599;108,988;8,656;9,540;10,693;28,555;39,556;82,323
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3272;1249;Provincia;Beni;Cercado;;Cercado;111,873;70,285;29,882;8,744;10,060;6,353;26,142;19,474;136,502;101,802;30,986;20,823;10,497;19,421;45,272;68,142
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3273;1250;Provincia;Beni;Cercado;;Urbana;101,628;62,810;28,337;8,010;9,799;5,754;24,355;16,731;122,722;91,080;29,922;19,014;9,447;17,004;40,968;59,578
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3274;1251;Provincia;Beni;Cercado;;Rural;10,245;7,475;1,545;734;261;599;1,787;2,743;13,780;10,722;1,064;1,809;1,050;2,417;4,304;8,564
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3275;1252;Municipio;Beni;Cercado;Trinidad;Trinidad;106,596;66,546;29,311;8,146;9,964;5,928;24,941;17,414;128,589;96,327;30,482;19,479;9,984;17,945;42,419;62,789
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3276;1253;Municipio;Beni;Cercado;Trinidad;Urbana;101,628;62,810;28,337;8,010;9,799;5,754;24,355;16,731;122,722;91,080;29,922;19,014;9,447;17,004;40,968;59,578
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3277;1254;Municipio;Beni;Cercado;Trinidad;Rural;4,968;3,736;974;136;165;174;586;683;5,867;5,247;560;465;537;941;1,451;3,211
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3278;1255;Municipio;Beni;Cercado;San Javier;San Javier;5,277;3,739;571;598;96;425;1,201;2,060;7,913;5,475;504;1,344;513;1,476;2,853;5,353
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3279;1256;Municipio;Beni;Cercado;San Javier;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3280;1257;Municipio;Beni;Cercado;San Javier;Rural;5,277;3,739;571;598;96;425;1,201;2,060;7,913;5,475;504;1,344;513;1,476;2,853;5,353
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3281;1258;Provincia;Beni;Vaca Diez;;Vaca Diez;130,836;76,798;38,475;11,916;11,478;7,373;27,811;22,846;152,333;119,117;30,546;21,897;10,398;16,639;51,970;74,771
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3282;1259;Provincia;Beni;Vaca Diez;;Urbana;114,576;64,632;36,557;11,385;10,975;6,245;25,169;18,954;134,122;102,977;29,157;20,544;9,113;14,949;47,341;65,876
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3283;1260;Provincia;Beni;Vaca Diez;;Rural;16,260;12,166;1,918;531;503;1,128;2,642;3,892;18,211;16,140;1,389;1,353;1,285;1,690;4,629;8,895
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3284;1261;Municipio;Beni;Vaca Diez;Riberalta;Riberalta;89,022;50,411;27,204;8,446;8,472;5,094;20,336;15,800;110,302;85,194;24,206;15,747;7,699;13,160;40,359;55,898
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3285;1262;Municipio;Beni;Vaca Diez;Riberalta;Urbana;78,773;42,706;26,311;8,137;8,158;4,367;18,862;13,364;98,363;74,648;23,235;15,002;6,916;11,992;37,338;50,188
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3286;1263;Municipio;Beni;Vaca Diez;Riberalta;Rural;10,249;7,705;893;309;314;727;1,474;2,436;11,939;10,546;971;745;783;1,168;3,021;5,710
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3287;1264;Municipio;Beni;Vaca Diez;Guayaramerín;Guayaramerín;41,814;26,387;11,271;3,470;3,006;2,279;7,475;7,046;42,031;33,923;6,340;6,150;2,699;3,479;11,611;18,873
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3288;1265;Municipio;Beni;Vaca Diez;Guayaramerín;Urbana;35,803;21,926;10,246;3,248;2,817;1,878;6,307;5,590;35,759;28,329;5,922;5,542;2,197;2,957;10,003;15,688
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3289;1266;Municipio;Beni;Vaca Diez;Guayaramerín;Rural;6,011;4,461;1,025;222;189;401;1,168;1,456;6,272;5,594;418;608;502;522;1,608;3,185
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3290;1267;Provincia;Beni;General José Ballivián;;General José Ballivián;82,783;59,924;12,278;4,529;3,713;14,195;25,735;30,616;89,638;74,644;8,447;11,241;7,928;23,646;33,961;55,039
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3291;1268;Provincia;Beni;General José Ballivián;;Urbana;47,561;35,634;9,425;3,420;2,943;6,704;17,352;15,735;48,968;41,087;6,656;8,775;5,530;11,807;19,797;29,671
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3292;1269;Provincia;Beni;General José Ballivián;;Rural;35,222;24,290;2,853;1,109;770;7,491;8,383;14,881;40,670;33,557;1,791;2,466;2,398;11,839;14,164;25,368
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3293;1270;Municipio;Beni;General José Ballivián;Reyes;Reyes;13,246;9,491;2,203;819;470;2,226;3,270;4,842;11,478;9,090;1,081;1,524;1,795;3,103;3,738;7,915
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3294;1271;Municipio;Beni;General José Ballivián;Reyes;Urbana;7,202;5,463;1,548;532;325;1,158;2,062;2,251;6,735;5,698;921;1,304;1,353;1,560;1,926;4,043
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3295;1272;Municipio;Beni;General José Ballivián;Reyes;Rural;6,044;4,028;655;287;145;1,068;1,208;2,591;4,743;3,392;160;220;442;1,543;1,812;3,872
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3296;1273;Municipio;Beni;General José Ballivián;San Borja;San Borja;40,864;29,481;5,177;2,007;1,702;8,221;13,383;15,604;45,798;38,040;3,455;4,822;3,222;13,076;18,165;27,381
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3297;1274;Municipio;Beni;General José Ballivián;San Borja;Urbana;22,186;16,878;4,132;1,557;1,372;3,380;9,132;7,970;22,410;18,943;2,820;3,806;2,144;5,600;9,821;14,028
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3298;1275;Municipio;Beni;General José Ballivián;San Borja;Rural;18,678;12,603;1,045;450;330;4,841;4,251;7,634;23,388;19,097;635;1,016;1,078;7,476;8,344;13,353
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3299;1276;Municipio;Beni;General José Ballivián;Santa Rosa;Santa Rosa;9,478;7,206;1,484;318;376;796;2,229;3,166;11,122;9,617;1,544;1,183;815;2,072;3,680;7,061
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3300;1277;Municipio;Beni;General José Ballivián;Santa Rosa;Urbana;4,727;3,776;912;233;245;536;1,612;1,580;5,563;4,871;921;607;424;1,149;1,980;3,489
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3301;1278;Municipio;Beni;General José Ballivián;Santa Rosa;Rural;4,751;3,430;572;85;131;260;617;1,586;5,559;4,746;623;576;391;923;1,700;3,572
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3302;1279;Municipio;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Puerto Menor de Rurrenabaque;19,195;13,746;3,414;1,385;1,165;2,952;6,853;7,004;21,240;17,897;2,367;3,712;2,096;5,395;8,378;12,682
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3303;1280;Municipio;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Urbana;13,446;9,517;2,833;1,098;1,001;1,630;4,546;3,934;14,260;11,575;1,994;3,058;1,609;3,498;6,070;8,111
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3304;1281;Municipio;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Rural;5,749;4,229;581;287;164;1,322;2,307;3,070;6,980;6,322;373;654;487;1,897;2,308;4,571
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3305;1282;Provincia;Beni;Yacuma;;Yacuma;23,431;18,472;3,923;922;916;2,498;8,256;10,265;26,100;21,799;2,862;2,184;1,968;3,511;8,040;16,913
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3306;1283;Provincia;Beni;Yacuma;;Urbana;12,191;10,072;2,964;656;621;1,024;5,146;4,884;15,118;13,433;2,240;1,775;1,484;1,983;4,884;9,059
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3307;1284;Provincia;Beni;Yacuma;;Rural;11,240;8,400;959;266;295;1,474;3,110;5,381;10,982;8,366;622;409;484;1,528;3,156;7,854
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3308;1285;Municipio;Beni;Yacuma;Santa Ana;Santa Ana;17,069;13,541;3,543;845;805;1,810;6,944;7,110;18,088;14,869;2,429;1,870;1,654;2,764;5,941;11,832
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3309;1286;Municipio;Beni;Yacuma;Santa Ana;Urbana;12,191;10,072;2,964;656;621;1,024;5,146;4,884;13,023;11,501;2,121;1,706;1,437;1,831;4,461;8,044
