cuadro;pregunta;no;nivel;departamento;provincia;municipio_tioc;area;2012_poblacion_total;2012_publico_acude;2012_publico_no_acude;2012_caja_de_salud_acude;2012_caja_de_salud_no_acude;2012_privado_acude;2012_privado_no_acude;2012_seguro_salud_privado_acude;2012_seguro_salud_privado_no_acude;2012_medico_tradicional_acude;2012_medico_tradicional_no_acude;2012_farmacia_o_automedica_acude;2012_farmacia_o_automedica_no_acude;2012_soluciones_caseras_acude;2012_soluciones_caseras_no_acude;2024_poblacion_total;2024_publico_acude;2024_publico_no_acude;2024_publico_sin_especificar;2024_caja_de_salud_acude;2024_caja_de_salud_no_acude;2024_caja_de_salud_sin_especificar;2024_privado_acude;2024_privado_no_acude;2024_privado_sin_especificar;2024_atencion_medica_a_domicilio_acude;2024_atencion_medica_a_domicilio_no_acude;2024_atencion_medica_a_domicilio_sin_especificar;2024_medico_tradicional_acude;2024_medico_tradicional_no_acude;2024_medico_tradicional_sin_especificar;2024_farmacia_o_automedica_acude;2024_farmacia_o_automedica_no_acude;2024_farmacia_o_automedica_sin_especificar;2024_soluciones_caseras_acude;2024_soluciones_caseras_no_acude;2024_soluciones_caseras_sin_especificar
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3089;a donde acuden las personas cuando tienen problemas de salud;1067;Municipio/TIOC;Santa Cruz  ;Velasco;San Miguel;Urbana;4,365;3,418;947;804;3,561;826;3,539;261;4,104;771;3,594;1,435;2,930;1,471;2,894;5,345;4,877;422;46;974;4,325;46;1,336;3,962;47;556;4,743;46;1,543;3,755;47;1,920;3,378;47;3,455;1,843;47
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3090;a donde acuden las personas cuando tienen problemas de salud;1068;Municipio/TIOC;Santa Cruz  ;Velasco;San Miguel;Rural;6,962;6,346;616;453;6,509;247;6,715;62;6,900;2,257;4,705;2,204;4,758;3,325;3,637;9,894;8,005;1,707;182;679;9,025;190;1,700;8,004;190;364;9,340;190;2,512;7,192;190;2,785;6,919;190;5,518;4,186;190
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3091;a donde acuden las personas cuando tienen problemas de salud;1069;Municipio/TIOC;Santa Cruz  ;Velasco;San Rafael;San Rafael;6,139;5,507;632;466;5,673;290;5,849;197;5,942;1,070;5,069;2,090;4,049;2,457;3,682;8,842;7,819;938;85;774;7,980;88;713;8,039;90;764;7,987;91;1,728;7,023;91;2,954;5,796;92;5,266;3,485;91
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3092;a donde acuden las personas cuando tienen problemas de salud;1070;Municipio/TIOC;Santa Cruz  ;Velasco;San Rafael;Urbana;3,172;2,844;328;260;2,912;175;2,997;78;3,094;433;2,739;1,211;1,961;1,328;1,844;2,825;2,600;203;22;429;2,373;23;203;2,598;24;160;2,641;24;436;2,365;24;799;2,002;24;1,423;1,378;24
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3093;a donde acuden las personas cuando tienen problemas de salud;1071;Municipio/TIOC;Santa Cruz  ;Velasco;San Rafael;Rural;2,967;2,663;304;206;2,761;115;2,852;119;2,848;637;2,330;879;2,088;1,129;1,838;6,017;5,219;735;63;345;5,607;65;510;5,441;66;604;5,346;67;1,292;4,658;67;2,155;3,794;68;3,843;2,107;67
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3094;a donde acuden las personas cuando tienen problemas de salud;1072;Provincia;Santa Cruz  ;Ichilo;;Ichilo;92,721;68,096;24,625;9,875;82,846;15,544;77,177;4,871;87,850;12,697;80,024;43,420;49,301;33,919;58,802;100,587;84,048;15,822;717;12,137;87,713;737;28,988;70,854;745;7,961;91,879;747;22,881;76,956;750;55,017;44,821;749;64,758;35,080;749
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3095;a donde acuden las personas cuando tienen problemas de salud;1073;Provincia;Santa Cruz  ;Ichilo;;Urbana;56,131;40,532;15,599;6,945;49,186;10,818;45,313;3,353;52,778;6,466;49,665;28,295;27,836;18,898;37,233;60,199;49,201;10,722;276;8,268;51,646;285;19,243;40,665;291;4,219;55,688;292;13,591;46,315;293;35,282;24,623;294;38,316;21,589;294
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3096;a donde acuden las personas cuando tienen problemas de salud;1074;Provincia;Santa Cruz  ;Ichilo;;Rural;36,590;27,564;9,026;2,930;33,660;4,726;31,864;1,518;35,072;6,231;30,359;15,125;21,465;15,021;21,569;40,388;34,847;5,100;441;3,869;36,067;452;9,745;30,189;454;3,742;36,191;455;9,290;30,641;457;19,735;20,198;455;26,442;13,491;455
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3097;a donde acuden las personas cuando tienen problemas de salud;1075;Municipio/TIOC;Santa Cruz  ;Ichilo;Buena Vista;Buena Vista;12,879;10,525;2,354;1,332;11,547;1,077;11,802;546;12,333;1,486;11,393;5,353;7,526;4,827;8,052;13,651;11,957;1,563;131;1,896;11,619;136;2,912;10,602;137;1,033;12,481;137;2,370;11,144;137;6,831;6,683;137;9,058;4,456;137
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3098;a donde acuden las personas cuando tienen problemas de salud;1076;Municipio/TIOC;Santa Cruz  ;Ichilo;Buena Vista;Urbana;4,405;3,364;1,041;701;3,704;263;4,142;199;4,206;257;4,148;1,618;2,787;978;3,427;5,537;4,764;746;27;897;4,612;28;1,147;4,361;29;271;5,237;29;773;4,735;29;2,909;2,599;29;3,353;2,155;29
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3099;a donde acuden las personas cuando tienen problemas de salud;1077;Municipio/TIOC;Santa Cruz  ;Ichilo;Buena Vista;Rural;8,474;7,161;1,313;631;7,843;814;7,660;347;8,127;1,229;7,245;3,735;4,739;3,849;4,625;8,114;7,193;817;104;999;7,007;108;1,765;6,241;108;762;7,244;108;1,597;6,409;108;3,922;4,084;108;5,705;2,301;108
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3100;a donde acuden las personas cuando tienen problemas de salud;1078;Municipio/TIOC;Santa Cruz  ;Ichilo;San Carlos;San Carlos;20,093;15,110;4,983;2,561;17,532;3,085;17,008;1,053;19,040;2,531;17,562;9,659;10,434;7,772;12,321;18,942;16,505;2,351;86;2,178;16,678;86;4,145;14,711;86;1,214;17,642;86;3,470;15,385;87;10,354;8,501;87;11,914;6,941;87
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3101;a donde acuden las personas cuando tienen problemas de salud;1079;Municipio/TIOC;Santa Cruz  ;Ichilo;San Carlos;Urbana;13,074;10,131;2,943;1,738;11,336;2,076;10,998;659;12,415;1,488;11,586;6,894;6,180;5,202;7,872;12,692;10,853;1,795;44;1,654;10,994;44;2,967;9,681;44;756;11,892;44;2,336;10,311;45;7,440;5,207;45;8,165;4,482;45
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3102;a donde acuden las personas cuando tienen problemas de salud;1080;Municipio/TIOC;Santa Cruz  ;Ichilo;San Carlos;Rural;7,019;4,979;2,040;823;6,196;1,009;6,010;394;6,625;1,043;5,976;2,765;4,254;2,570;4,449;6,250;5,652;556;42;524;5,684;42;1,178;5,030;42;458;5,750;42;1,134;5,074;42;2,914;3,294;42;3,749;2,459;42
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3103;a donde acuden las personas cuando tienen problemas de salud;1081;Municipio/TIOC;Santa Cruz  ;Ichilo;Yapacaní;Yapacaní;50,558;35,915;14,643;4,369;46,189;9,569;40,989;2,223;48,335;7,283;43,275;23,911;26,647;17,480;33,078;57,794;47,028;10,347;419;6,637;50,725;432;19,378;37,979;437;5,046;52,309;439;15,351;42,003;440;32,602;24,752;440;37,611;19,743;440
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3104;a donde acuden las personas cuando tienen problemas de salud;1082;Municipio/TIOC;Santa Cruz  ;Ichilo;Yapacaní;Urbana;33,251;23,523;9,728;3,343;29,908;7,258;25,993;1,639;31,612;4,026;29,225;16,756;16,495;10,463;22,788;35,874;28,580;7,125;169;4,741;30,958;175;13,779;21,917;178;2,930;32,765;179;9,612;26,083;179;21,832;13,862;180;23,327;12,367;180
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3105;a donde acuden las personas cuando tienen problemas de salud;1083;Municipio/TIOC;Santa Cruz  ;Ichilo;Yapacaní;Rural;17,307;12,392;4,915;1,026;16,281;2,311;14,996;584;16,723;3,257;14,050;7,155;10,152;7,017;10,290;21,920;18,448;3,222;250;1,896;19,767;257;5,599;16,062;259;2,116;19,544;260;5,739;15,920;261;10,770;10,890;260;14,284;7,376;260
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3106;a donde acuden las personas cuando tienen problemas de salud;1084;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;San Juan;9,191;6,546;2,645;1,613;7,578;1,813;7,378;1,049;8,142;1,397;7,794;4,497;4,694;3,840;5,351;10,200;8,558;1,561;81;1,426;8,691;83;2,553;7,562;85;668;9,447;85;1,690;8,424;86;5,230;4,885;85;6,175;3,940;85
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3107;a donde acuden las personas cuando tienen problemas de salud;1085;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;Urbana;5,401;3,514;1,887;1,163;4,238;1,221;4,180;856;4,545;695;4,706;3,027;2,374;2,255;3,146;6,096;5,004;1,056;36;976;5,082;38;1,350;4,706;40;262;5,794;40;870;5,186;40;3,101;2,955;40;3,471;2,585;40
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3108;a donde acuden las personas cuando tienen problemas de salud;1086;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;Rural;3,790;3,032;758;450;3,340;592;3,198;193;3,597;702;3,088;1,470;2,320;1,585;2,205;4,104;3,554;505;45;450;3,609;45;1,203;2,856;45;406;3,653;45;820;3,238;46;2,129;1,930;45;2,704;1,355;45
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3109;a donde acuden las personas cuando tienen problemas de salud;1087;Provincia;Santa Cruz  ;Chiquitos;;Chiquitos;82,429;48,959;33,470;12,057;70,372;19,981;62,448;4,390;78,039;18,622;63,807;35,582;46,847;38,143;44,286;114,232;72,104;41,022;1,106;10,921;102,166;1,145;39,122;73,955;1,155;10,228;102,846;1,158;19,283;93,790;1,159;53,271;59,799;1,162;72,723;40,347;1,162
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3110;a donde acuden las personas cuando tienen problemas de salud;1088;Provincia;Santa Cruz  ;Chiquitos;;Urbana;32,930;23,507;9,423;7,710;25,220;2,531;30,399;2,069;30,861;2,615;30,315;11,531;21,399;9,447;23,483;42,173;34,899;6,913;361;6,667;35,124;382;6,253;35,527;393;2,946;38,837;390;6,228;35,556;389;15,364;26,420;389;22,677;19,106;390
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3111;a donde acuden las personas cuando tienen problemas de salud;1089;Provincia;Santa Cruz  ;Chiquitos;;Rural;49,499;25,452;24,047;4,347;45,152;17,450;32,049;2,321;47,178;16,007;33,492;24,051;25,448;28,696;20,803;72,059;37,205;34,109;745;4,254;67,042;763;32,869;38,428;762;7,282;64,009;768;13,055;58,234;770;37,907;33,379;773;50,046;21,241;772
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3112;a donde acuden las personas cuando tienen problemas de salud;1090;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;San José;28,922;18,585;10,337;5,073;23,849;3,549;25,373;1,883;27,039;6,211;22,711;10,444;18,478;11,977;16,945;40,974;25,435;15,119;420;3,526;36,999;449;12,035;28,484;455;3,200;37,317;457;6,199;34,316;459;16,356;24,157;461;24,029;16,487;458
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3113;a donde acuden las personas cuando tienen problemas de salud;1091;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;Urbana;12,486;9,326;3,160;2,953;9,533;663;11,823;674;11,812;842;11,644;3,416;9,070;3,173;9,313;13,131;11,164;1,878;89;2,019;11,009;103;1,497;11,523;111;823;12,199;109;1,768;11,254;109;3,829;9,193;109;6,092;6,931;108
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3114;a donde acuden las personas cuando tienen problemas de salud;1092;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;Rural;16,436;9,259;7,177;2,120;14,316;2,886;13,550;1,209;15,227;5,369;11,067;7,028;9,408;8,804;7,632;27,843;14,271;13,241;331;1,507;25,990;346;10,538;16,961;344;2,377;25,118;348;4,431;23,062;350;12,527;14,964;352;17,937;9,556;350
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3115;a donde acuden las personas cuando tienen problemas de salud;1093;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;Pailón;37,866;19,998;17,868;2,667;35,199;15,465;22,401;1,662;36,204;11,285;26,581;20,948;16,918;21,293;16,573;54,495;32,010;21,989;496;4,006;49,985;504;24,120;29,870;505;5,038;48,952;505;9,831;44,160;504;30,843;23,148;504;38,179;15,809;507
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3116;a donde acuden las personas cuando tienen problemas de salud;1094;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;Urbana;9,850;7,443;2,407;1,310;8,540;1,171;8,679;677;9,173;1,020;8,830;4,806;5,044;3,075;6,775;17,048;14,548;2,341;159;1,962;14,922;164;3,270;13,614;164;1,246;15,639;163;2,954;13,932;162;7,846;9,040;162;10,145;6,739;164
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3117;a donde acuden las personas cuando tienen problemas de salud;1095;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;Rural;28,016;12,555;15,461;1,357;26,659;14,294;13,722;985;27,031;10,265;17,751;16,142;11,874;18,218;9,798;37,447;17,462;19,648;337;2,044;35,063;340;20,850;16,256;341;3,792;33,313;342;6,877;30,228;342;22,997;14,108;342;28,034;9,070;343
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3118;a donde acuden las personas cuando tienen problemas de salud;1096;Municipio/TIOC;Santa Cruz  ;Chiquitos;Roboré;Roboré;15,641;10,376;5,265;4,317;11,324;967;14,674;845;14,796;1,126;14,515;4,190;11,451;4,873;10,768;18,763;14,659;3,914;190;3,389;15,182;192;2,967;15,601;195;1,990;16,577;196;3,253;15,314;196;6,072;12,494;197;10,515;8,051;197
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3119;a donde acuden las personas cuando tienen problemas de salud;1097;Municipio/TIOC;Santa Cruz  ;Chiquitos;Roboré;Urbana;10,594;6,738;3,856;3,447;7,147;697;9,897;718;9,876;753;9,841;3,309;7,285;3,199;7,395;11,994;9,187;2,694;113;2,686;9,193;115;1,486;10,390;118;877;10,999;118;1,506;10,370;118;3,689;8,187;118;6,440;5,436;118
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3120;a donde acuden las personas cuando tienen problemas de salud;1098;Municipio/TIOC;Santa Cruz  ;Chiquitos;Roboré;Rural;5,047;3,638;1,409;870;4,177;270;4,777;127;4,920;373;4,674;881;4,166;1,674;3,373;6,769;5,472;1,220;77;703;5,989;77;1,481;5,211;77;1,113;5,578;78;1,747;4,944;78;2,383;4,307;79;4,075;2,615;79
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3121;a donde acuden las personas cuando tienen problemas de salud;1099;Provincia;Santa Cruz  ;Sara;;Sara;43,171;33,604;9,567;8,952;34,219;4,321;38,850;2,204;40,967;5,276;37,895;15,667;27,504;15,561;27,610;44,749;39,035;5,352;362;7,855;36,511;383;10,663;33,694;392;2,914;41,444;391;7,301;37,056;392;18,844;25,514;391;26,521;17,839;389
