cuadro;no;nivel;departamento;provincia;municipio_tioc;sexo;2012_total;2012_establecimiento_de_salud_publico;2012_caja_de_salud;2012_establecimiento_de_salud_privado;2012_seguro_de_salud_privado;2012_medico_tradicional;2012_farmacia_o_se_automedica;2012_soluciones_caseras;2024_total;2024_establecimiento_de_salud_publico;2024_caja_de_salud;2024_establecimiento_de_salud_privado;2024_seguro_de_salud_privado;2024_medico_tradicional;2024_farmacia_o_se_automedica;2024_soluciones_caseras
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1182;Municipio;Santa Cruz  ;Obispo Santistevan;Fernández Alonso;Mujeres;6,327;5,735;611;1,061;248;1,264;3,586;3,064;6,327;5,626;835;1,757;700;1,320;3,690;4,103
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1183;Municipio;Santa Cruz  ;Obispo Santistevan;San Pedro;San Pedro;15,246;16,439;1,978;3,212;1,025;3,558;9,911;7,930;15,246;13,989;1,881;4,502;1,419;3,315;7,845;10,004
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1184;Municipio;Santa Cruz  ;Obispo Santistevan;San Pedro;Hombres;8,358;9,271;1,230;1,833;674;2,064;5,729;4,509;8,358;7,539;1,096;2,357;750;1,720;4,110;5,253
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1185;Municipio;Santa Cruz  ;Obispo Santistevan;San Pedro;Mujeres;6,888;7,168;748;1,379;351;1,494;4,182;3,421;6,888;6,450;785;2,145;669;1,595;3,735;4,751
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1186;Provincia;Santa Cruz  ;Ñuflo de Chávez;;Ñuflo de Chávez;130,078;91,914;8,637;17,868;4,392;19,760;52,289;45,020;130,078;109,233;12,286;33,909;10,545;29,034;66,492;83,702
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1187;Provincia;Santa Cruz  ;Ñuflo de Chávez;;Hombres;67,665;47,941;4,660;9,403;2,481;10,514;27,674;23,812;67,665;55,884;6,689;17,059;5,373;14,985;34,248;42,956
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1188;Provincia;Santa Cruz  ;Ñuflo de Chávez;;Mujeres;62,413;43,973;3,977;8,465;1,911;9,246;24,615;21,208;62,413;53,349;5,597;16,850;5,172;14,049;32,244;40,746
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1189;Municipio;Santa Cruz  ;Ñuflo de Chávez;Concepción;Concepción;30,118;15,533;1,778;1,271;576;2,849;5,856;6,927;30,118;25,534;2,834;4,946;2,463;6,442;13,500;19,513
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1190;Municipio;Santa Cruz  ;Ñuflo de Chávez;Concepción;Hombres;16,297;8,192;907;691;334;1,542;3,140;3,733;16,297;13,594;1,552;2,628;1,316;3,540;7,376;10,540
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1191;Municipio;Santa Cruz  ;Ñuflo de Chávez;Concepción;Mujeres;13,821;7,341;871;580;242;1,307;2,716;3,194;13,821;11,940;1,282;2,318;1,147;2,902;6,124;8,973
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1192;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Javier;San Javier;14,888;12,377;1,332;880;278;3,648;8,252;8,208;14,888;13,275;1,275;1,211;760;2,604;6,526;9,312
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1193;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Javier;Hombres;7,733;6,528;692;502;164;1,962;4,443;4,352;7,733;6,756;664;608;376;1,311;3,321;4,746
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1194;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Javier;Mujeres;7,155;5,849;640;378;114;1,686;3,809;3,856;7,155;6,519;611;603;384;1,293;3,205;4,566
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1195;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Julián;San Julián;44,909;36,990;2,703;7,526;1,847;6,329;20,992;14,724;44,909;38,451;4,325;15,641;3,735;11,084;26,042;28,856
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1196;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Julián;Hombres;22,834;19,265;1,419;3,952;1,023;3,372;11,029;7,771;22,834;19,255;2,204;7,675;1,890;5,557;13,050;14,358
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1197;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Julián;Mujeres;22,075;17,725;1,284;3,574;824;2,957;9,963;6,953;22,075;19,196;2,121;7,966;1,845;5,527;12,992;14,498
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1198;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Antonio de Lomerío;San Antonio de Lomerio;6,364;5,685;424;142;79;2,252;1,432;3,740;6,364;6,120;525;340;753;2,368;2,034;5,092
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1199;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Antonio de Lomerío;Hombres;3,271;2,993;228;72;40;1,193;737;1,956;3,271;3,137;291;166;390;1,192;1,057;2,605
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1200;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Antonio de Lomerío;Mujeres;3,093;2,692;196;70;39;1,059;695;1,784;3,093;2,983;234;174;363;1,176;977;2,487
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1201;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Ramón;San Ramón;8,541;5,089;571;1,594;399;790;3,085;2,475;8,541;7,725;753;1,423;494;1,281;4,124;5,284
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1202;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Ramón;Hombres;4,523;2,634;293;822;205;402;1,642;1,320;4,523;4,016;411;727;246;725;2,208;2,792
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1203;Municipio;Santa Cruz  ;Ñuflo de Chávez;San Ramón;Mujeres;4,018;2,455;278;772;194;388;1,443;1,155;4,018;3,709;342;696;248;556;1,916;2,492
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1204;Municipio;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;Cuatro Cañadas;25,258;16,240;1,829;6,455;1,213;3,892;12,672;8,946;25,258;18,128;2,574;10,348;2,340;5,255;14,266;15,645
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1205;Municipio;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;Hombres;13,007;8,329;1,121;3,364;715;2,043;6,683;4,680;13,007;9,126;1,567;5,255;1,155;2,660;7,236;7,915
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1206;Municipio;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;Mujeres;12,251;7,911;708;3,091;498;1,849;5,989;4,266;12,251;9,002;1,007;5,093;1,185;2,595;7,030;7,730
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1207;Provincia;Santa Cruz  ;Ángel Sandóval;;Ángel Sandoval;15,378;11,194;1,565;1,605;512;3,190;5,551;6,208;15,378;13,497;1,481;1,674;1,362;3,278;6,884;10,787
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1208;Provincia;Santa Cruz  ;Ángel Sandóval;;Hombres;8,051;5,783;834;836;260;1,675;2,903;3,236;8,051;6,961;829;895;718;1,786;3,626;5,693
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1209;Provincia;Santa Cruz  ;Ángel Sandóval;;Mujeres;7,327;5,411;731;769;252;1,515;2,648;2,972;7,327;6,536;652;779;644;1,492;3,258;5,094
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1210;Municipio;Santa Cruz  ;Ángel Sandóval;San Matías;San Matías;15,378;11,194;1,565;1,605;512;3,190;5,551;6,208;15,378;13,497;1,481;1,674;1,362;3,278;6,884;10,787
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1211;Municipio;Santa Cruz  ;Ángel Sandóval;San Matías;Hombres;8,051;5,783;834;836;260;1,675;2,903;3,236;8,051;6,961;829;895;718;1,786;3,626;5,693
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1212;Municipio;Santa Cruz  ;Ángel Sandóval;San Matías;Mujeres;7,327;5,411;731;769;252;1,515;2,648;2,972;7,327;6,536;652;779;644;1,492;3,258;5,094
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1213;Provincia;Santa Cruz  ;Manuel María Caballero;;Manuel María Caballero;23,243;18,557;3,281;3,249;1,034;6,295;14,227;14,099;23,243;20,235;3,433;5,052;1,899;6,550;13,542;16,589
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1214;Provincia;Santa Cruz  ;Manuel María Caballero;;Hombres;11,924;9,396;1,569;1,648;538;3,224;7,278;7,143;11,924;10,197;1,636;2,450;933;3,302;6,884;8,431
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1215;Provincia;Santa Cruz  ;Manuel María Caballero;;Mujeres;11,319;9,161;1,712;1,601;496;3,071;6,949;6,956;11,319;10,038;1,797;2,602;966;3,248;6,658;8,158
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1216;Municipio;Santa Cruz  ;Manuel María Caballero;Comarapa;Comarapa;17,195;13,473;1,842;1,825;507;4,675;10,802;10,932;17,195;14,959;2,451;3,761;1,282;5,014;9,919;12,483
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1217;Municipio;Santa Cruz  ;Manuel María Caballero;Comarapa;Hombres;8,813;6,768;845;912;266;2,384;5,448;5,532;8,813;7,539;1,168;1,808;638;2,505;5,006;6,324
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1218;Municipio;Santa Cruz  ;Manuel María Caballero;Comarapa;Mujeres;8,382;6,705;997;913;241;2,291;5,354;5,400;8,382;7,420;1,283;1,953;644;2,509;4,913;6,159
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1219;Municipio;Santa Cruz  ;Manuel María Caballero;Saipina;Saipina;6,048;5,084;1,439;1,424;527;1,620;3,425;3,167;6,048;5,276;982;1,291;617;1,536;3,623;4,106
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1220;Municipio;Santa Cruz  ;Manuel María Caballero;Saipina;Hombres;3,111;2,628;724;736;272;840;1,830;1,611;3,111;2,658;468;642;295;797;1,878;2,107
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1221;Municipio;Santa Cruz  ;Manuel María Caballero;Saipina;Mujeres;2,937;2,456;715;688;255;780;1,595;1,556;2,937;2,618;514;649;322;739;1,745;1,999
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1222;Provincia;Santa Cruz  ;Germán Busch;;Germán Busch;44,207;29,423;6,798;5,592;3,742;4,251;12,591;11,728;44,207;36,221;5,590;8,506;2,853;5,478;14,455;22,328
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1223;Provincia;Santa Cruz  ;Germán Busch;;Hombres;23,495;15,254;3,599;2,886;2,012;2,242;6,719;6,246;23,495;18,938;3,164;4,491;1,517;3,027;7,723;11,757
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1224;Provincia;Santa Cruz  ;Germán Busch;;Mujeres;20,712;14,169;3,199;2,706;1,730;2,009;5,872;5,482;20,712;17,283;2,426;4,015;1,336;2,451;6,732;10,571
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1225;Municipio;Santa Cruz  ;Germán Busch;Puerto Suárez;Puerto Suárez;17,417;14,511;2,991;1,979;1,410;1,518;4,351;4,545;17,417;14,910;2,454;3,256;1,360;2,193;5,260;8,317
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1226;Municipio;Santa Cruz  ;Germán Busch;Puerto Suárez;Hombres;9,424;7,597;1,601;1,031;745;796;2,363;2,444;9,424;7,946;1,411;1,725;752;1,271;2,905;4,480
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1227;Municipio;Santa Cruz  ;Germán Busch;Puerto Suárez;Mujeres;7,993;6,914;1,390;948;665;722;1,988;2,101;7,993;6,964;1,043;1,531;608;922;2,355;3,837
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;1228;Municipio;Santa Cruz  ;Germán Busch;Puerto Quijarro;Puerto Quijarro;17,974;10,546;2,632;3,035;2,055;1,440;5,146;4,003;17,974;13,899;2,307;3,782;795;2,115;6,147;8,685
