cuadro;no;nivel;departamento;provincia;municipio_tioc;area;poblacion_total;poblacion_registrado_o_afiliado_o_ninguno;sus;cns_cp_cc_cbp_cossmil_su_otros;privado;ninguno;sin_especificar;hombres_total;hombres_poblacion_registrado_o_afiliado_o_ninguno;hombres_sus;hombres_cns_cp_cc_cbp_cossmil_su_otros;hombres_privado;hombres_ninguno;hombres_sin_especificar;mujeres_total;mujeres_poblacion_registrado_o_afiliado_o_ninguno;mujeres_sus;mujeres_cns_cp_cc_cbp_cossmil_su_otros;mujeres_privado;mujeres_ninguno;mujeres_sin_especificar
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3050;1027;Municipio;Tarija;O'Connor;Entre Ríos;Entre Ríos;20,671;20,381;16,953;1,817;80;1,531;290;10,632;10,480;8,516;957;44;963;152;10,039;9,901;8,437;860;36;568;138
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3051;1028;Municipio;Tarija;O'Connor;Entre Ríos;Urbana;4,215;4,160;3,115;718;15;312;55;2,034;2,011;1,456;360;7;188;23;2,181;2,149;1,659;358;8;124;32
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3052;1029;Municipio;Tarija;O'Connor;Entre Ríos;Rural;16,456;16,221;13,838;1,099;65;1,219;235;8,598;8,469;7,060;597;37;775;129;7,858;7,752;6,778;502;28;444;106
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3053;1030;Departamento;Santa Cruz  ;;;Santa Cruz;3,089,545;3,049,233;1,664,986;396,638;71,038;916,571;40,312;1,565,118;1,543,629;804,109;196,505;36,495;506,520;21,489;1,524,427;1,505,604;860,877;200,133;34,543;410,051;18,823
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3054;1031;Departamento;Santa Cruz  ;;;Urbana;2,561,877;2,532,681;1,336,484;368,962;67,127;760,108;29,196;1,277,013;1,261,717;631,145;181,178;34,192;415,202;15,296;1,284,864;1,270,964;705,339;187,784;32,935;344,906;13,900
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3055;1032;Departamento;Santa Cruz  ;;;Rural;527,668;516,552;328,502;27,676;3,911;156,463;11,116;288,105;281,912;172,964;15,327;2,303;91,318;6,193;239,563;234,640;155,538;12,349;1,608;65,145;4,923
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3056;1033;Provincia;Santa Cruz  ;Andrés Ibáñez;;Andrés Ibáñez;1,926,573;1,906,004;904,436;298,079;60,170;643,319;20,569;959,462;948,765;424,429;146,071;30,293;347,972;10,697;967,111;957,239;480,007;152,008;29,877;295,347;9,872
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3057;1034;Provincia;Santa Cruz  ;Andrés Ibáñez;;Urbana;1,866,170;1,846,474;863,876;293,790;59,291;629,517;19,696;927,272;917,039;403,688;143,784;29,836;339,731;10,233;938,898;929,435;460,188;150,006;29,455;289,786;9,463
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3058;1035;Provincia;Santa Cruz  ;Andrés Ibáñez;;Rural;60,403;59,530;40,560;4,289;879;13,802;873;32,190;31,726;20,741;2,287;457;8,241;464;28,213;27,804;19,819;2,002;422;5,561;409
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3059;1036;Municipio;Santa Cruz  ;Andrés Ibáñez;Santa Cruz de la Sierra;Santa Cruz de la Sierra;1,596,142;1,579,558;703,588;259,826;53,388;562,756;16,584;792,270;783,695;327,886;126,780;26,815;302,214;8,575;803,872;795,863;375,702;133,046;26,573;260,542;8,009
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3060;1037;Municipio;Santa Cruz  ;Andrés Ibáñez;Santa Cruz de la Sierra;Urbana;1,587,018;1,570,587;698,961;259,404;53,321;558,901;16,431;787,440;778,931;325,511;126,542;26,776;300,102;8,509;799,578;791,656;373,450;132,862;26,545;258,799;7,922
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3061;1038;Municipio;Santa Cruz  ;Andrés Ibáñez;Santa Cruz de la Sierra;Rural;9,124;8,971;4,627;422;67;3,855;153;4,830;4,764;2,375;238;39;2,112;66;4,294;4,207;2,252;184;28;1,743;87
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3062;1039;Municipio;Santa Cruz  ;Andrés Ibáñez;Cotoca;Cotoca;105,600;104,109;68,346;12,145;1,175;22,443;1,491;53,989;53,191;33,241;6,220;643;13,087;798;51,611;50,918;35,105;5,925;532;9,356;693
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3063;1040;Municipio;Santa Cruz  ;Andrés Ibáñez;Cotoca;Urbana;89,475;88,250;57,084;10,704;1,057;19,405;1,225;45,481;44,820;27,561;5,449;570;11,240;661;43,994;43,430;29,523;5,255;487;8,165;564
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3064;1041;Municipio;Santa Cruz  ;Andrés Ibáñez;Cotoca;Rural;16,125;15,859;11,262;1,441;118;3,038;266;8,508;8,371;5,680;771;73;1,847;137;7,617;7,488;5,582;670;45;1,191;129
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3065;1042;Municipio;Santa Cruz  ;Andrés Ibáñez;Porongo;Porongo;22,878;22,645;11,904;3,349;3,312;4,080;233;11,855;11,721;6,151;1,712;1,609;2,249;134;11,023;10,924;5,753;1,637;1,703;1,831;99
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3066;1043;Municipio;Santa Cruz  ;Andrés Ibáñez;Porongo;Urbana;11,269;11,182;3,990;2,218;2,767;2,207;87;5,550;5,499;1,949;1,119;1,351;1,080;51;5,719;5,683;2,041;1,099;1,416;1,127;36
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3067;1044;Municipio;Santa Cruz  ;Andrés Ibáñez;Porongo;Rural;11,609;11,463;7,914;1,131;545;1,873;146;6,305;6,222;4,202;593;258;1,169;83;5,304;5,241;3,712;538;287;704;63
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3068;1045;Municipio;Santa Cruz  ;Andrés Ibáñez;La Guardia;La Guardia;146,637;145,067;85,888;18,036;1,909;39,234;1,570;73,274;72,448;40,580;9,037;1,015;21,816;826;73,363;72,619;45,308;8,999;894;17,418;744
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3069;1046;Municipio;Santa Cruz  ;Andrés Ibáñez;La Guardia;Urbana;138,728;137,277;80,076;17,540;1,846;37,815;1,451;69,052;68,292;37,623;8,756;974;20,939;760;69,676;68,985;42,453;8,784;872;16,876;691
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3070;1047;Municipio;Santa Cruz  ;Andrés Ibáñez;La Guardia;Rural;7,909;7,790;5,812;496;63;1,419;119;4,222;4,156;2,957;281;41;877;66;3,687;3,634;2,855;215;22;542;53
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3071;1048;Municipio;Santa Cruz  ;Andrés Ibáñez;El Torno;El Torno;55,316;54,625;34,710;4,723;386;14,806;691;28,074;27,710;16,571;2,322;211;8,606;364;27,242;26,915;18,139;2,401;175;6,200;327
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3072;1049;Municipio;Santa Cruz  ;Andrés Ibáñez;El Torno;Urbana;39,680;39,178;23,765;3,924;300;11,189;502;19,749;19,497;11,044;1,918;165;6,370;252;19,931;19,681;12,721;2,006;135;4,819;250
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3073;1050;Municipio;Santa Cruz  ;Andrés Ibáñez;El Torno;Rural;15,636;15,447;10,945;799;86;3,617;189;8,325;8,213;5,527;404;46;2,236;112;7,311;7,234;5,418;395;40;1,381;77
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3074;1051;Provincia;Santa Cruz  ;Warnes;;Warnes;160,034;157,797;104,294;18,961;1,998;32,544;2,237;81,331;80,125;50,309;9,815;1,106;18,895;1,206;78,703;77,672;53,985;9,146;892;13,649;1,031
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3075;1052;Provincia;Santa Cruz  ;Warnes;;Urbana;138,814;136,950;88,234;17,242;1,751;29,723;1,864;70,023;69,032;42,039;8,930;958;17,105;991;68,791;67,918;46,195;8,312;793;12,618;873
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3076;1053;Provincia;Santa Cruz  ;Warnes;;Rural;21,220;20,847;16,060;1,719;247;2,821;373;11,308;11,093;8,270;885;148;1,790;215;9,912;9,754;7,790;834;99;1,031;158
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3077;1054;Municipio;Santa Cruz  ;Warnes;Warnes;Warnes;149,459;147,352;96,307;18,057;1,729;31,259;2,107;75,875;74,748;46,319;9,365;962;18,102;1,127;73,584;72,604;49,988;8,692;767;13,157;980
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3078;1055;Municipio;Santa Cruz  ;Warnes;Warnes;Urbana;133,653;131,837;84,364;16,649;1,614;29,210;1,816;67,477;66,515;40,199;8,641;885;16,790;962;66,176;65,322;44,165;8,008;729;12,420;854
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3079;1056;Municipio;Santa Cruz  ;Warnes;Warnes;Rural;15,806;15,515;11,943;1,408;115;2,049;291;8,398;8,233;6,120;724;77;1,312;165;7,408;7,282;5,823;684;38;737;126
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3080;1057;Municipio;Santa Cruz  ;Warnes;Okinawa Uno;Okinawa Uno;10,575;10,445;7,987;904;269;1,285;130;5,456;5,377;3,990;450;144;793;79;5,119;5,068;3,997;454;125;492;51
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3081;1058;Municipio;Santa Cruz  ;Warnes;Okinawa Uno;Urbana;5,161;5,113;3,870;593;137;513;48;2,546;2,517;1,840;289;73;315;29;2,615;2,596;2,030;304;64;198;19
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3082;1059;Municipio;Santa Cruz  ;Warnes;Okinawa Uno;Rural;5,414;5,332;4,117;311;132;772;82;2,910;2,860;2,150;161;71;478;50;2,504;2,472;1,967;150;61;294;32
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3083;1060;Provincia;Santa Cruz  ;Velasco;;Velasco;89,587;87,628;56,584;5,713;601;24,730;1,959;47,312;46,226;28,370;3,009;372;14,475;1,086;42,275;41,402;28,214;2,704;229;10,255;873
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3084;1061;Provincia;Santa Cruz  ;Velasco;;Urbana;39,691;39,076;26,205;3,899;313;8,659;615;19,960;19,611;12,452;1,952;184;5,023;349;19,731;19,465;13,753;1,947;129;3,636;266
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3085;1062;Provincia;Santa Cruz  ;Velasco;;Rural;49,896;48,552;30,379;1,814;288;16,071;1,344;27,352;26,615;15,918;1,057;188;9,452;737;22,544;21,937;14,461;757;100;6,619;607
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3086;1063;Municipio;Santa Cruz  ;Velasco;San Ignacio;San Ignacio;65,996;64,579;40,467;4,427;481;19,204;1,417;34,507;33,733;20,026;2,338;294;11,075;774;31,489;30,846;20,441;2,089;187;8,129;643
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3087;1064;Municipio;Santa Cruz  ;Velasco;San Ignacio;Urbana;31,615;31,127;20,007;3,025;251;7,844;488;15,999;15,720;9,524;1,527;147;4,522;279;15,616;15,407;10,483;1,498;104;3,322;209
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3088;1065;Municipio;Santa Cruz  ;Velasco;San Ignacio;Rural;34,381;33,452;20,460;1,402;230;11,360;929;18,508;18,013;10,502;811;147;6,553;495;15,873;15,439;9,958;591;83;4,807;434
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3089;1066;Municipio;Santa Cruz  ;Velasco;San Miguel;San Miguel;14,858;14,488;10,377;845;58;3,208;370;7,943;7,733;5,322;445;34;1,932;210;6,915;6,755;5,055;400;24;1,276;160
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3090;1067;Municipio;Santa Cruz  ;Velasco;San Miguel;Urbana;5,276;5,190;4,067;588;35;500;86;2,558;2,512;1,898;292;20;302;46;2,718;2,678;2,169;296;15;198;40
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3091;1068;Municipio;Santa Cruz  ;Velasco;San Miguel;Rural;9,582;9,298;6,310;257;23;2,708;284;5,385;5,221;3,424;153;14;1,630;164;4,197;4,077;2,886;104;9;1,078;120
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3092;1069;Municipio;Santa Cruz  ;Velasco;San Rafael;San Rafael;8,733;8,561;5,740;441;62;2,318;172;4,862;4,760;3,022;226;44;1,468;102;3,871;3,801;2,718;215;18;850;70
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3093;1070;Municipio;Santa Cruz  ;Velasco;San Rafael;Urbana;2,800;2,759;2,131;286;27;315;41;1,403;1,379;1,030;133;17;199;24;1,397;1,380;1,101;153;10;116;17
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3094;1071;Municipio;Santa Cruz  ;Velasco;San Rafael;Rural;5,933;5,802;3,609;155;35;2,003;131;3,459;3,381;1,992;93;27;1,269;78;2,474;2,421;1,617;62;8;734;53
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3095;1072;Provincia;Santa Cruz  ;Ichilo;;Ichilo;99,643;98,206;72,955;6,933;828;17,490;1,437;53,267;52,449;37,413;3,681;475;10,880;818;46,376;45,757;35,542;3,252;353;6,610;619
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3096;1073;Provincia;Santa Cruz  ;Ichilo;;Urbana;59,754;59,117;42,705;4,975;616;10,821;637;29,977;29,647;20,531;2,507;341;6,268;330;29,777;29,470;22,174;2,468;275;4,553;307
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3097;1074;Provincia;Santa Cruz  ;Ichilo;;Rural;39,889;39,089;30,250;1,958;212;6,669;800;23,290;22,802;16,882;1,174;134;4,612;488;16,599;16,287;13,368;784;78;2,057;312
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3098;1075;Municipio;Santa Cruz  ;Ichilo;Buena Vista;Buena Vista;13,494;13,281;10,090;1,298;101;1,792;213;7,296;7,178;5,172;741;60;1,205;118;6,198;6,103;4,918;557;41;587;95
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3099;1076;Municipio;Santa Cruz  ;Ichilo;Buena Vista;Urbana;5,499;5,439;4,108;642;57;632;60;2,950;2,917;2,102;358;34;423;33;2,549;2,522;2,006;284;23;209;27
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3100;1077;Municipio;Santa Cruz  ;Ichilo;Buena Vista;Rural;7,995;7,842;5,982;656;44;1,160;153;4,346;4,261;3,070;383;26;782;85;3,649;3,581;2,912;273;18;378;68
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3101;1078;Municipio;Santa Cruz  ;Ichilo;San Carlos;San Carlos;18,773;18,504;14,029;1,128;121;3,226;269;9,715;9,572;6,962;567;66;1,977;143;9,058;8,932;7,067;561;55;1,249;126
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3102;1079;Municipio;Santa Cruz  ;Ichilo;San Carlos;Urbana;12,623;12,481;9,257;881;86;2,257;142;6,317;6,241;4,437;439;44;1,321;76;6,306;6,240;4,820;442;42;936;66
