cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo_y_grupo_de_edad;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7447;5424;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;30 a 59;3.00;1.00;;;;;27.00;;31.00;3.00;2.00;3.00;;1.00;;8.00;1.00;18.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7448;5425;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;60 o más;;2.00;;;;;73.00;;75.00;1.00;1.00;1.00;;;;58.00;2.00;63.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7449;5426;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;Mujeres;7.00;2.00;2.00;1.00;;1.00;107.00;;120.00;10.00;4.00;4.00;3.00;4.00;;77.00;;102.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7450;5427;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;0 a 17;4.00;1.00;;1.00;;;8.00;;14.00;7.00;1.00;;3.00;4.00;;4.00;;19.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7451;5428;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;18 a 29;2.00;;;;;1.00;2.00;;5.00;;;;;;;1.00;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7452;5429;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;30 a 59;1.00;;2.00;;;;25.00;;28.00;2.00;3.00;2.00;;;;13.00;;20.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7453;5430;Municipio/TIOC;Santa Cruz  ;Ichilo;San Juan;60 o más;;1.00;;;;;72.00;;73.00;1.00;;2.00;;;;59.00;;62.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7454;5431;Provincia;Santa Cruz  ;Chiquitos;;Chiquitos;81.00;195.00;24.00;55.00;8.00;1951.00;2582.00;51.00;4947.00;166.00;214.00;53.00;46.00;29.00;1820.00;3326.00;122.00;5776.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7455;5432;Provincia;Santa Cruz  ;Chiquitos;;0 a 17;36.00;28.00;2.00;39.00;;42.00;520.00;5.00;672.00;77.00;42.00;24.00;32.00;18.00;7.00;404.00;21.00;625.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7456;5433;Provincia;Santa Cruz  ;Chiquitos;;18 a 29;17.00;29.00;3.00;3.00;;124.00;515.00;5.00;696.00;41.00;26.00;5.00;9.00;1.00;39.00;634.00;18.00;773.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7457;5434;Provincia;Santa Cruz  ;Chiquitos;;30 a 59;22.00;117.00;15.00;6.00;5.00;1357.00;1282.00;34.00;2838.00;40.00;100.00;19.00;2.00;8.00;986.00;1780.00;59.00;2994.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7458;5435;Provincia;Santa Cruz  ;Chiquitos;;60 o más;6.00;21.00;4.00;7.00;3.00;428.00;265.00;7.00;741.00;8.00;46.00;5.00;3.00;2.00;788.00;508.00;24.00;1384.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7459;5436;Provincia;Santa Cruz  ;Chiquitos;;Hombres;54.00;124.00;17.00;30.00;5.00;996.00;1317.00;24.00;2567.00;100.00;131.00;24.00;22.00;18.00;939.00;1706.00;59.00;2999.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7460;5437;Provincia;Santa Cruz  ;Chiquitos;;0 a 17;20.00;18.00;2.00;17.00;;25.00;279.00;2.00;363.00;45.00;25.00;6.00;15.00;12.00;2.00;218.00;11.00;334.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7461;5438;Provincia;Santa Cruz  ;Chiquitos;;18 a 29;11.00;17.00;3.00;2.00;;69.00;277.00;3.00;382.00;27.00;14.00;3.00;2.00;1.00;22.00;309.00;8.00;386.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7462;5439;Provincia;Santa Cruz  ;Chiquitos;;30 a 59;18.00;76.00;10.00;5.00;3.00;692.00;631.00;16.00;1451.00;21.00;67.00;13.00;2.00;4.00;520.00;925.00;31.00;1583.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7463;5440;Provincia;Santa Cruz  ;Chiquitos;;60 o más;5.00;13.00;2.00;6.00;2.00;210.00;130.00;3.00;371.00;7.00;25.00;2.00;3.00;1.00;395.00;254.00;9.00;696.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7464;5441;Provincia;Santa Cruz  ;Chiquitos;;Mujeres;27.00;71.00;7.00;25.00;3.00;955.00;1265.00;27.00;2380.00;66.00;83.00;29.00;24.00;11.00;881.00;1620.00;63.00;2777.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7465;5442;Provincia;Santa Cruz  ;Chiquitos;;0 a 17;16.00;10.00;;22.00;;17.00;241.00;3.00;309.00;32.00;17.00;18.00;17.00;6.00;5.00;186.00;10.00;291.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7466;5443;Provincia;Santa Cruz  ;Chiquitos;;18 a 29;6.00;12.00;;1.00;;55.00;238.00;2.00;314.00;14.00;12.00;2.00;7.00;;17.00;325.00;10.00;387.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7467;5444;Provincia;Santa Cruz  ;Chiquitos;;30 a 59;4.00;41.00;5.00;1.00;2.00;665.00;651.00;18.00;1387.00;19.00;33.00;6.00;;4.00;466.00;855.00;28.00;1411.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7468;5445;Provincia;Santa Cruz  ;Chiquitos;;60 o más;1.00;8.00;2.00;1.00;1.00;218.00;135.00;4.00;370.00;1.00;21.00;3.00;;1.00;393.00;254.00;15.00;688.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7469;5446;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;San José;16.00;68.00;6.00;15.00;2.00;757.00;544.00;38.00;1446.00;53.00;55.00;17.00;7.00;9.00;766.00;819.00;30.00;1756.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7470;5447;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;0 a 17;8.00;6.00;1.00;9.00;;14.00;33.00;3.00;74.00;18.00;6.00;9.00;4.00;5.00;;92.00;6.00;140.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7471;5448;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;18 a 29;2.00;12.00;1.00;3.00;;40.00;123.00;1.00;182.00;15.00;7.00;2.00;1.00;1.00;11.00;72.00;1.00;110.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7472;5449;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;30 a 59;4.00;43.00;4.00;3.00;1.00;520.00;362.00;29.00;966.00;15.00;30.00;6.00;1.00;2.00;401.00;570.00;17.00;1042.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7473;5450;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;60 o más;2.00;7.00;;;1.00;183.00;26.00;5.00;224.00;5.00;12.00;;1.00;1.00;354.00;85.00;6.00;464.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7474;5451;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;Hombres;11.00;46.00;4.00;7.00;2.00;400.00;283.00;18.00;771.00;32.00;35.00;10.00;3.00;6.00;400.00;434.00;15.00;935.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7475;5452;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;0 a 17;5.00;3.00;1.00;3.00;;11.00;22.00;2.00;47.00;11.00;4.00;5.00;1.00;3.00;;48.00;3.00;75.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7476;5453;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;18 a 29;1.00;6.00;1.00;2.00;;24.00;75.00;;109.00;8.00;5.00;1.00;;1.00;4.00;36.00;1.00;56.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7477;5454;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;30 a 59;3.00;31.00;2.00;2.00;1.00;274.00;171.00;13.00;497.00;9.00;19.00;4.00;1.00;2.00;219.00;312.00;10.00;576.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7478;5455;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;60 o más;2.00;6.00;;;1.00;91.00;15.00;3.00;118.00;4.00;7.00;;1.00;;177.00;38.00;1.00;228.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7479;5456;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;Mujeres;5.00;22.00;2.00;8.00;;357.00;261.00;20.00;675.00;21.00;20.00;7.00;4.00;3.00;366.00;385.00;15.00;821.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7480;5457;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;0 a 17;3.00;3.00;;6.00;;3.00;11.00;1.00;27.00;7.00;2.00;4.00;3.00;2.00;;44.00;3.00;65.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7481;5458;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;18 a 29;1.00;6.00;;1.00;;16.00;48.00;1.00;73.00;7.00;2.00;1.00;1.00;;7.00;36.00;;54.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7482;5459;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;30 a 59;1.00;12.00;2.00;1.00;;246.00;191.00;16.00;469.00;6.00;11.00;2.00;;;182.00;258.00;7.00;466.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7483;5460;Municipio/TIOC;Santa Cruz  ;Chiquitos;San José;60 o más;;1.00;;;;92.00;11.00;2.00;106.00;1.00;5.00;;;1.00;177.00;47.00;5.00;236.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7484;5461;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;Pailón;44.00;70.00;16.00;21.00;1.00;1194.00;2019.00;11.00;3376.00;95.00;85.00;32.00;31.00;13.00;1032.00;2373.00;87.00;3748.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7485;5462;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;0 a 17;14.00;6.00;1.00;20.00;;28.00;485.00;2.00;556.00;49.00;15.00;13.00;23.00;9.00;7.00;272.00;14.00;402.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7486;5463;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;18 a 29;12.00;11.00;1.00;;;84.00;390.00;3.00;501.00;20.00;9.00;2.00;7.00;;28.00;550.00;17.00;633.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7487;5464;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;30 a 59;16.00;48.00;10.00;1.00;1.00;837.00;909.00;5.00;1827.00;23.00;45.00;12.00;1.00;4.00;574.00;1141.00;38.00;1838.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7488;5465;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;60 o más;2.00;5.00;4.00;;;245.00;235.00;1.00;492.00;3.00;16.00;5.00;;;423.00;410.00;18.00;875.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7489;5466;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;Hombres;33.00;49.00;11.00;8.00;1.00;596.00;1021.00;5.00;1724.00;57.00;53.00;13.00;14.00;8.00;528.00;1197.00;42.00;1912.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7490;5467;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;0 a 17;11.00;4.00;1.00;7.00;;14.00;257.00;;294.00;29.00;7.00;1.00;11.00;6.00;2.00;150.00;8.00;214.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7491;5468;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;18 a 29;8.00;8.00;1.00;;;45.00;201.00;2.00;265.00;14.00;4.00;1.00;2.00;;18.00;268.00;7.00;314.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7492;5469;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;30 a 59;13.00;34.00;7.00;1.00;1.00;418.00;451.00;3.00;928.00;11.00;32.00;9.00;1.00;2.00;295.00;572.00;19.00;941.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7493;5470;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;60 o más;1.00;3.00;2.00;;;119.00;112.00;;237.00;3.00;10.00;2.00;;;213.00;207.00;8.00;443.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7494;5471;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;Mujeres;11.00;21.00;5.00;13.00;;598.00;998.00;6.00;1652.00;38.00;32.00;19.00;17.00;5.00;504.00;1176.00;45.00;1836.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7495;5472;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;0 a 17;3.00;2.00;;13.00;;14.00;228.00;2.00;262.00;20.00;8.00;12.00;12.00;3.00;5.00;122.00;6.00;188.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7496;5473;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;18 a 29;4.00;3.00;;;;39.00;189.00;1.00;236.00;6.00;5.00;1.00;5.00;;10.00;282.00;10.00;319.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7497;5474;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;30 a 59;3.00;14.00;3.00;;;419.00;458.00;2.00;899.00;12.00;13.00;3.00;;2.00;279.00;569.00;19.00;897.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7498;5475;Municipio/TIOC;Santa Cruz  ;Chiquitos;Pailón;60 o más;1.00;2.00;2.00;;;126.00;123.00;1.00;255.00;;6.00;3.00;;;210.00;203.00;10.00;432.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7499;5476;Municipio/TIOC;Santa Cruz  ;Chiquitos;Roboré;Roboré;21.00;57.00;2.00;19.00;5.00;;19.00;2.00;125.00;18.00;74.00;4.00;8.00;7.00;22.00;134.00;5.00;272.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7500;5477;Municipio/TIOC;Santa Cruz  ;Chiquitos;Roboré;0 a 17;14.00;16.00;;10.00;;;2.00;;42.00;10.00;21.00;2.00;5.00;4.00;;40.00;1.00;83.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 7501;5478;Municipio/TIOC;Santa Cruz  ;Chiquitos;Roboré;18 a 29;3.00;6.00;1.00;;;;2.00;1.00;13.00;6.00;10.00;1.00;1.00;;;12.00;;30.00
