cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;edad;area;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7893;5871;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;Urbana;Urbana;2;3;3;10;;;10;2;30;22;4;;9;3;1;8;1;48
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7894;5872;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;0 a 17;Urbana;1;;1;9;;;1;;12;18;1;;8;3;;;;30
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7895;5873;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;18 a 29;Urbana;;1;;;;;1;;2;2;;;1;;1;2;;6
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7896;5874;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;30 a 59;Urbana;1;;2;;;;5;1;9;1;2;;;;;4;;7
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7897;5875;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;60 o más;Urbana;;2;;1;;;3;1;7;1;1;;;;;2;1;5
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7898;5876;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;Rural;Rural;16;;4;11;1;;2;;34;30;2;1;4;3;1;3;4;48
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7899;5877;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;0 a 17;Rural;16;;;11;;;;;27;25;2;;4;3;;;2;36
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7900;5878;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;18 a 29;Rural;;;2;;1;;;;3;2;;;;;;1;1;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7901;5879;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;30 a 59;Rural;;;1;;;;2;;3;1;;1;;;;1;;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7902;5880;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;General Saavedra;60 o más;Rural;;;1;;;;;;1;2;;;;;1;1;1;5
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7903;5881;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;Mineros;Mineros;40;38;5;34;3;2;15;18;155;58;32;7;33;24;2;40;;196
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7904;5882;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;0 a 17;Mineros;33;7;;31;2;1;6;2;82;44;14;2;27;21;1;1;;110
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7905;5883;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;18 a 29;Mineros;3;3;1;2;1;1;2;4;17;5;3;2;4;1;;13;;28
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7906;5884;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;30 a 59;Mineros;3;24;4;;;;6;10;47;7;9;3;1;1;1;23;;45
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7907;5885;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;60 o más;Mineros;1;4;;1;;;1;2;9;2;6;;1;1;;3;;13
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7908;5886;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;Urbana;Urbana;34;36;5;34;3;2;14;14;142;50;26;7;31;20;2;36;;172
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7909;5887;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;0 a 17;Urbana;28;7;;31;2;1;5;;74;37;11;2;25;17;1;1;;94
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7910;5888;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;18 a 29;Urbana;2;3;1;2;1;1;2;4;16;5;3;2;4;1;;11;;26
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7911;5889;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;30 a 59;Urbana;3;22;4;;;;6;8;43;6;8;3;1;1;1;21;;41
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7912;5890;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;60 o más;Urbana;1;4;;1;;;1;2;9;2;4;;1;1;;3;;11
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7913;5891;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;Rural;Rural;6;2;;;;;1;4;13;8;6;;2;4;;4;;24
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7914;5892;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;0 a 17;Rural;5;;;;;;1;2;8;7;3;;2;4;;;;16
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7915;5893;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;18 a 29;Rural;1;;;;;;;;1;;;;;;;2;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7916;5894;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;30 a 59;Rural;;2;;;;;;2;4;1;1;;;;;2;;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7917;5895;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Mineros;60 o más;Rural;;;;;;;;;;;2;;;;;;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7918;5896;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;Fernández Alonso;Fernández Alonso;29;44;1;20;3;;19;7;123;48;25;3;22;17;;13;4;132
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7919;5897;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;0 a 17;Fernández Alonso;16;3;;20;;;2;;41;34;4;;20;16;;2;3;79
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7920;5898;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;18 a 29;Fernández Alonso;3;4;;;;;3;2;12;9;2;;2;;;2;1;16
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7921;5899;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;30 a 59;Fernández Alonso;7;36;1;;3;;10;5;62;3;11;2;;1;;7;;24
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7922;5900;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;60 o más;Fernández Alonso;3;1;;;;;4;;8;2;8;1;;;;2;;13
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7923;5901;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;Urbana;Urbana;23;4;;20;;;5;6;58;43;11;2;21;16;;5;3;101
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7924;5902;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;0 a 17;Urbana;16;2;;20;;;1;;39;33;4;;19;15;;1;3;75
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7925;5903;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;18 a 29;Urbana;2;;;;;;;2;4;8;2;;2;;;1;;13
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7926;5904;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;30 a 59;Urbana;3;2;;;;;4;4;13;1;2;2;;1;;2;;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7927;5905;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;60 o más;Urbana;2;;;;;;;;2;1;3;;;;;1;;5
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7928;5906;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;Rural;Rural;6;40;1;;3;;14;1;65;5;14;1;1;1;;8;1;31
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7929;5907;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;0 a 17;Rural;;1;;;;;1;;2;1;;;1;1;;1;;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7930;5908;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;18 a 29;Rural;1;4;;;;;3;;8;1;;;;;;1;1;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7931;5909;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;30 a 59;Rural;4;34;1;;3;;6;1;49;2;9;;;;;5;;16
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7932;5910;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;Fernández Alonso;60 o más;Rural;1;1;;;;;4;;6;1;5;1;;;;1;;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7933;5911;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;San Pedro;San Pedro;44;72;1;14;2;;31;2;166;59;48;4;13;17;2;27;4;174
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7934;5912;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;0 a 17;San Pedro;21;6;;13;1;;6;;47;35;5;1;10;15;;;1;67
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7935;5913;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;18 a 29;San Pedro;6;16;1;;;;4;1;28;12;2;;2;1;;3;1;21
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7936;5914;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;30 a 59;San Pedro;16;49;;1;1;;12;1;80;8;36;3;1;1;2;15;;66
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7937;5915;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;60 o más;San Pedro;1;1;;;;;9;;11;4;5;;;;;9;2;20
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7938;5916;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;Urbana;Urbana;15;10;1;7;1;;10;;44;27;8;3;7;11;2;14;4;76
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7939;5917;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;0 a 17;Urbana;8;2;;7;;;1;;18;16;3;1;5;9;;;1;35
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7940;5918;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;18 a 29;Urbana;1;;1;;;;1;;3;4;1;;1;1;;1;1;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7941;5919;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;30 a 59;Urbana;6;8;;;1;;3;;18;4;4;2;1;1;2;6;;20
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7942;5920;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;60 o más;Urbana;;;;;;;5;;5;3;;;;;;7;2;12
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7943;5921;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;Rural;Rural;29;62;;7;1;;21;2;122;32;40;1;6;6;;13;;98
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7944;5922;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;0 a 17;Rural;13;4;;6;1;;5;;29;19;2;;5;6;;;;32
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7945;5923;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;18 a 29;Rural;5;16;;;;;3;1;25;8;1;;1;;;2;;12
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7946;5924;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;30 a 59;Rural;10;41;;1;;;9;1;62;4;32;1;;;;9;;46
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7947;5925;Municipio/TIOC;Santa Cruz  ;Obispo Santisteban;San Pedro;60 o más;Rural;1;1;;;;;4;;6;1;5;;;;;2;;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7948;5926;Provincia;Santa Cruz  ;Ñuflo de Chávez;;Ñuflo de Chávez;Ñuflo de Chávez;246;198;30;83;11;1139;728;18;2453;351;255;44;92;61;857;995;85;2740
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7949;5927;Provincia;Santa Cruz  ;Ñuflo de Chávez;;0 a 17;Ñuflo de Chávez;176;43;3;70;2;7;142;2;445;242;66;3;73;51;11;267;14;727
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7950;5928;Provincia;Santa Cruz  ;Ñuflo de Chávez;;18 a 29;Ñuflo de Chávez;35;32;10;3;;73;176;5;334;56;38;7;10;1;26;139;6;283
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7951;5929;Provincia;Santa Cruz  ;Ñuflo de Chávez;;30 a 59;Ñuflo de Chávez;32;103;13;6;7;851;333;11;1356;42;114;31;4;7;511;473;47;1229
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 7952;5930;Provincia;Santa Cruz  ;Ñuflo de Chávez;;60 o más;Ñuflo de Chávez;3;20;4;4;2;208;77;;318;11;37;3;5;2;309;116;18;501
