cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;edad;sexo;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8036;6013;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;San Ramón;18 a 29;Mujeres;2;3;1;;;;5;;11;;6;;;;;8;;14
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8037;6014;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;San Ramón;30 a 59;Mujeres;;3;2;;;2;8;;15;1;3;1;;;1;23;2;31
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8038;6015;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;San Ramón;60 o más;Mujeres;;1;;2;;;;;3;1;2;;;;1;5;;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8039;6016;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;Cuatro Cañadas;Cuatro Cañadas;50;40;3;10;1;930;412;7;1453;82;51;7;20;11;618;443;22;1254
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8040;6017;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;0 a 17;Cuatro Cañadas;37;5;;10;1;5;97;;155;49;16;;17;9;8;123;3;225
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8041;6018;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;18 a 29;Cuatro Cañadas;9;6;1;;;72;97;3;188;22;4;2;3;;12;73;;116
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8042;6019;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;30 a 59;Cuatro Cañadas;4;22;;;;665;178;4;873;10;21;4;;2;341;205;14;597
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8043;6020;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;60 o más;Cuatro Cañadas;;7;2;;;188;40;;237;1;10;1;;;257;42;5;316
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8044;6021;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;Hombres;Hombres;31;30;2;5;1;467;198;5;739;49;32;4;9;4;302;229;9;638
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8045;6022;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;0 a 17;Hombres;22;2;;5;1;5;48;;83;26;8;;8;3;5;68;2;120
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8046;6023;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;18 a 29;Hombres;5;6;1;;;34;44;2;92;14;2;;1;;9;36;;62
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8047;6024;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;30 a 59;Hombres;4;17;;;;337;89;3;450;8;16;3;;1;164;103;4;299
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8048;6025;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;60 o más;Hombres;;5;1;;;91;17;;114;1;6;1;;;124;22;3;157
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8049;6026;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;Mujeres;Mujeres;19;10;1;5;;463;214;2;714;33;19;3;11;7;316;214;13;616
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8050;6027;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;0 a 17;Mujeres;15;3;;5;;;49;;72;23;8;;9;6;3;55;1;105
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8051;6028;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;18 a 29;Mujeres;4;;;;;38;53;1;96;8;2;2;2;;3;37;;54
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8052;6029;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;30 a 59;Mujeres;;5;;;;328;89;1;423;2;5;1;;1;177;102;10;298
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8053;6030;Municipio/TIOC;Santa Cruz  ;Ñuflo de Chávez;Cuatro Cañadas;60 o más;Mujeres;;2;1;;;97;23;;123;;4;;;;133;20;2;159
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8054;6031;Provincia;Santa Cruz  ;Ángel Sandoval;;Ángel Sandoval;Ángel Sandoval;6;417;1;6;3;;8;6;447;4;762;1;3;1;9;6;33;819
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8055;6032;Provincia;Santa Cruz  ;Ángel Sandoval;;0 a 17;Ángel Sandoval;5;192;;4;2;;3;;206;2;461;;2;1;;2;17;485
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8056;6033;Provincia;Santa Cruz  ;Ángel Sandoval;;18 a 29;Ángel Sandoval;1;41;;;1;;3;1;47;1;83;1;1;;;1;8;95
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8057;6034;Provincia;Santa Cruz  ;Ángel Sandoval;;30 a 59;Ángel Sandoval;;145;1;;;;1;3;150;;158;;;;7;3;6;174
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8058;6035;Provincia;Santa Cruz  ;Ángel Sandoval;;60 o más;Ángel Sandoval;;39;;2;;;1;2;44;1;60;;;;2;;2;65
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8059;6036;Provincia;Santa Cruz  ;Ángel Sandoval;;Hombres;Hombres;;238;;2;1;;3;4;248;;429;1;3;1;6;3;22;465
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8060;6037;Provincia;Santa Cruz  ;Ángel Sandoval;;0 a 17;Hombres;;96;;2;1;;1;;100;;237;;2;1;;;9;249
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8061;6038;Provincia;Santa Cruz  ;Ángel Sandoval;;18 a 29;Hombres;;23;;;;;1;;24;;48;1;1;;;1;5;56
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8062;6039;Provincia;Santa Cruz  ;Ángel Sandoval;;30 a 59;Hombres;;94;;;;;;3;97;;105;;;;5;2;6;118
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8063;6040;Provincia;Santa Cruz  ;Ángel Sandoval;;60 o más;Hombres;;25;;;;;1;1;27;;39;;;;1;;2;42
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8064;6041;Provincia;Santa Cruz  ;Ángel Sandoval;;Mujeres;Mujeres;6;179;1;4;2;;5;2;199;4;333;;;;3;3;11;354
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8065;6042;Provincia;Santa Cruz  ;Ángel Sandoval;;0 a 17;Mujeres;5;96;;2;1;;2;;106;2;224;;;;;2;8;236
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8066;6043;Provincia;Santa Cruz  ;Ángel Sandoval;;18 a 29;Mujeres;1;18;;;1;;2;1;23;1;35;;;;;;3;39
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8067;6044;Provincia;Santa Cruz  ;Ángel Sandoval;;30 a 59;Mujeres;;51;1;;;;1;;53;;53;;;;2;1;;56
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8068;6045;Provincia;Santa Cruz  ;Ángel Sandoval;;60 o más;Mujeres;;14;;2;;;;1;17;1;21;;;;1;;;23
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8069;6046;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;San Matías;San Matías;6;417;1;6;3;;8;6;447;4;762;1;3;1;9;6;33;819
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8070;6047;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;0 a 17;San Matías;5;192;;4;2;;3;;206;2;461;;2;1;;2;17;485
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8071;6048;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;18 a 29;San Matías;1;41;;;1;;3;1;47;1;83;1;1;;;1;8;95
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8072;6049;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;30 a 59;San Matías;;145;1;;;;1;3;150;;158;;;;7;3;6;174
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8073;6050;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;60 o más;San Matías;;39;;2;;;1;2;44;1;60;;;;2;;2;65
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8074;6051;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;Hombres;Hombres;;238;;2;1;;3;4;248;;429;1;3;1;6;3;22;465
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8075;6052;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;0 a 17;Hombres;;96;;2;1;;1;;100;;237;;2;1;;;9;249
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8076;6053;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;18 a 29;Hombres;;23;;;;;1;;24;;48;1;1;;;1;5;56
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8077;6054;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;30 a 59;Hombres;;94;;;;;;3;97;;105;;;;5;2;6;118
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8078;6055;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;60 o más;Hombres;;25;;;;;1;1;27;;39;;;;1;;2;42
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8079;6056;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;Mujeres;Mujeres;6;179;1;4;2;;5;2;199;4;333;;;;3;3;11;354
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8080;6057;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;0 a 17;Mujeres;5;96;;2;1;;2;;106;2;224;;;;;2;8;236
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8081;6058;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;18 a 29;Mujeres;1;18;;;1;;2;1;23;1;35;;;;;;3;39
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8082;6059;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;30 a 59;Mujeres;;51;1;;;;1;;53;;53;;;;2;1;;56
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8083;6060;Municipio/TIOC;Santa Cruz  ;Ángel Sandoval;San Matías;60 o más;Mujeres;;14;;2;;;;1;17;1;21;;;;1;;;23
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8084;6061;Provincia;Santa Cruz  ;Manuel María Caballero;;Manuel María Caballero;Manuel María Caballero;20;9;4;27;1;6;22;2;91;47;6;2;23;19;;24;4;125
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8085;6062;Provincia;Santa Cruz  ;Manuel María Caballero;;0 a 17;Manuel María Caballero;19;4;;23;1;2;6;;55;40;6;;21;13;;4;;84
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8086;6063;Provincia;Santa Cruz  ;Manuel María Caballero;;18 a 29;Manuel María Caballero;;4;3;;;;7;1;15;5;;1;;1;;3;1;11
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8087;6064;Provincia;Santa Cruz  ;Manuel María Caballero;;30 a 59;Manuel María Caballero;1;1;1;3;;3;8;1;18;2;;1;1;4;;15;1;24
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8088;6065;Provincia;Santa Cruz  ;Manuel María Caballero;;60 o más;Manuel María Caballero;;;;1;;1;1;;3;;;;1;1;;2;2;6
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8089;6066;Provincia;Santa Cruz  ;Manuel María Caballero;;Hombres;Hombres;10;8;2;13;1;1;12;1;48;28;;1;11;12;;16;3;71
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8090;6067;Provincia;Santa Cruz  ;Manuel María Caballero;;0 a 17;Hombres;9;4;;10;1;1;3;;28;23;;;9;9;;4;;45
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8091;6068;Provincia;Santa Cruz  ;Manuel María Caballero;;18 a 29;Hombres;;3;1;;;;4;1;9;3;;1;;1;;2;1;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8092;6069;Provincia;Santa Cruz  ;Manuel María Caballero;;30 a 59;Hombres;1;1;1;2;;;5;;10;2;;;1;2;;8;1;14
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8093;6070;Provincia;Santa Cruz  ;Manuel María Caballero;;60 o más;Hombres;;;;1;;;;;1;;;;1;;;2;1;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8094;6071;Provincia;Santa Cruz  ;Manuel María Caballero;;Mujeres;Mujeres;10;1;2;14;;5;10;1;43;19;6;1;12;7;;8;1;54
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8095;6072;Provincia;Santa Cruz  ;Manuel María Caballero;;0 a 17;Mujeres;10;;;13;;1;3;;27;17;6;;12;4;;;;39
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 8096;6073;Provincia;Santa Cruz  ;Manuel María Caballero;;18 a 29;Mujeres;;1;2;;;;3;;6;2;;;;;;1;;3
