cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3132;1109;Municipio/TIOC;Santa Cruz  ;Sara;Colpa Bélgica;Hombres;3.00;;;9.00;;;8.00;3.00;23.00;1.00;1.00;1.00;6.00;1.00;;14.00;;24.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3133;1110;Municipio/TIOC;Santa Cruz  ;Sara;Colpa Bélgica;Mujeres;1.00;2.00;4.00;3.00;1.00;;2.00;;13.00;5.00;3.00;3.00;2.00;2.00;;5.00;;20.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3134;1111;Provincia;Santa Cruz  ;Cordillera;;Cordillera;206.00;24.00;19.00;37.00;12.00;2512.00;733.00;28.00;3571.00;198.00;68.00;18.00;52.00;38.00;1770.00;710.00;69.00;2923.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3135;1112;Provincia;Santa Cruz  ;Cordillera;;Hombres;95.00;10.00;10.00;22.00;6.00;1181.00;385.00;10.00;1719.00;104.00;43.00;10.00;29.00;19.00;882.00;386.00;27.00;1500.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3136;1113;Provincia;Santa Cruz  ;Cordillera;;Mujeres;111.00;14.00;9.00;15.00;6.00;1331.00;348.00;18.00;1852.00;94.00;25.00;8.00;23.00;19.00;888.00;324.00;42.00;1423.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3137;1114;Municipio/TIOC;Santa Cruz  ;Cordillera;Lagunillas;Lagunillas;4.00;;1.00;;;;9.00;;14.00;4.00;1.00;;1.00;1.00;;2.00;;9.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3138;1115;Municipio/TIOC;Santa Cruz  ;Cordillera;Lagunillas;Hombres;3.00;;;;;;8.00;;11.00;1.00;1.00;;1.00;;;2.00;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3139;1116;Municipio/TIOC;Santa Cruz  ;Cordillera;Lagunillas;Mujeres;1.00;;1.00;;;;1.00;;3.00;3.00;;;;1.00;;;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3140;1117;Municipio/TIOC;Santa Cruz  ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Charagua (Autonomía Guaraní Charagua Iyambae);119.00;3.00;;7.00;2.00;1494.00;597.00;18.00;2240.00;99.00;17.00;2.00;7.00;4.00;972.00;498.00;39.00;1638.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3141;1118;Municipio/TIOC;Santa Cruz  ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Hombres;58.00;1.00;;6.00;2.00;707.00;312.00;7.00;1093.00;49.00;12.00;2.00;6.00;3.00;488.00;265.00;16.00;841.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3142;1119;Municipio/TIOC;Santa Cruz  ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Mujeres;61.00;2.00;;1.00;;787.00;285.00;11.00;1147.00;50.00;5.00;;1.00;1.00;484.00;233.00;23.00;797.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3143;1120;Municipio/TIOC;Santa Cruz  ;Cordillera;Cabezas;Cabezas;16.00;7.00;;9.00;1.00;1014.00;50.00;2.00;1099.00;33.00;23.00;2.00;17.00;10.00;738.00;67.00;28.00;918.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3144;1121;Municipio/TIOC;Santa Cruz  ;Cordillera;Cabezas;Hombres;10.00;5.00;;6.00;1.00;472.00;29.00;1.00;524.00;23.00;19.00;2.00;8.00;5.00;362.00;41.00;9.00;469.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3145;1122;Municipio/TIOC;Santa Cruz  ;Cordillera;Cabezas;Mujeres;6.00;2.00;;3.00;;542.00;21.00;1.00;575.00;10.00;4.00;;9.00;5.00;376.00;26.00;19.00;449.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3146;1123;Municipio/TIOC;Santa Cruz  ;Cordillera;Cuevo;Cuevo;4.00;;;2.00;;;3.00;;9.00;7.00;1.00;;2.00;2.00;;1.00;;13.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3147;1124;Municipio/TIOC;Santa Cruz  ;Cordillera;Cuevo;Hombres;3.00;;;2.00;;;1.00;;6.00;5.00;1.00;;1.00;1.00;;1.00;;9.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3148;1125;Municipio/TIOC;Santa Cruz  ;Cordillera;Cuevo;Mujeres;1.00;;;;;;2.00;;3.00;2.00;;;1.00;1.00;;;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3149;1126;Municipio/TIOC;Santa Cruz  ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Gutiérrez (Autonomía Indígena Kereimba Iyaambae);12.00;;2.00;1.00;1.00;;2.00;;18.00;5.00;3.00;;2.00;1.00;;7.00;;18.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3150;1127;Municipio/TIOC;Santa Cruz  ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Hombres;2.00;;1.00;;;;2.00;;5.00;1.00;1.00;;;;;5.00;;7.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3151;1128;Municipio/TIOC;Santa Cruz  ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Mujeres;10.00;;1.00;1.00;1.00;;;;13.00;4.00;2.00;;2.00;1.00;;2.00;;11.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3152;1129;Municipio/TIOC;Santa Cruz  ;Cordillera;Camiri;Camiri;45.00;14.00;16.00;16.00;8.00;4.00;69.00;8.00;180.00;42.00;21.00;14.00;22.00;20.00;3.00;61.00;;183.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3153;1130;Municipio/TIOC;Santa Cruz  ;Cordillera;Camiri;Hombres;16.00;4.00;9.00;7.00;3.00;2.00;32.00;2.00;75.00;21.00;8.00;6.00;12.00;10.00;2.00;32.00;;91.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3154;1131;Municipio/TIOC;Santa Cruz  ;Cordillera;Camiri;Mujeres;29.00;10.00;7.00;9.00;5.00;2.00;37.00;6.00;105.00;21.00;13.00;8.00;10.00;10.00;1.00;29.00;;92.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3155;1132;Municipio/TIOC;Santa Cruz  ;Cordillera;Boyuibe;Boyuibe;6.00;;;2.00;;;3.00;;11.00;8.00;2.00;;1.00;;57.00;74.00;2.00;144.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3156;1133;Municipio/TIOC;Santa Cruz  ;Cordillera;Boyuibe;Hombres;3.00;;;1.00;;;1.00;;5.00;4.00;1.00;;1.00;;30.00;40.00;2.00;78.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3157;1134;Municipio/TIOC;Santa Cruz  ;Cordillera;Boyuibe;Mujeres;3.00;;;1.00;;;2.00;;6.00;4.00;1.00;;;;27.00;34.00;;66.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3158;1135;Provincia;Santa Cruz  ;Valle Grande;;Valle Grande;18.00;6.00;3.00;26.00;2.00;2.00;54.00;2.00;113.00;31.00;7.00;8.00;31.00;13.00;1.00;36.00;6.00;133.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3159;1136;Provincia;Santa Cruz  ;Valle Grande;;Hombres;10.00;4.00;2.00;15.00;1.00;;34.00;1.00;67.00;16.00;3.00;6.00;16.00;5.00;;25.00;3.00;74.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3160;1137;Provincia;Santa Cruz  ;Valle Grande;;Mujeres;8.00;2.00;1.00;11.00;1.00;2.00;20.00;1.00;46.00;15.00;4.00;2.00;15.00;8.00;1.00;11.00;3.00;59.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3161;1138;Municipio/TIOC;Santa Cruz  ;Valle Grande;Vallegrande;Vallegrande;14.00;5.00;3.00;21.00;2.00;2.00;42.00;2.00;91.00;17.00;6.00;5.00;19.00;9.00;1.00;19.00;6.00;82.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3162;1139;Municipio/TIOC;Santa Cruz  ;Valle Grande;Vallegrande;Hombres;8.00;4.00;2.00;11.00;1.00;;28.00;1.00;55.00;10.00;2.00;3.00;10.00;4.00;;13.00;3.00;45.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3163;1140;Municipio/TIOC;Santa Cruz  ;Valle Grande;Vallegrande;Mujeres;6.00;1.00;1.00;10.00;1.00;2.00;14.00;1.00;36.00;7.00;4.00;2.00;9.00;5.00;1.00;6.00;3.00;37.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3164;1141;Municipio/TIOC;Santa Cruz  ;Valle Grande;Trigal;Trigal;4.00;;;3.00;;;;;7.00;10.00;;;8.00;2.00;;2.00;;22.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3165;1142;Municipio/TIOC;Santa Cruz  ;Valle Grande;Trigal;Hombres;2.00;;;2.00;;;;;4.00;4.00;;;4.00;;;1.00;;9.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3166;1143;Municipio/TIOC;Santa Cruz  ;Valle Grande;Trigal;Mujeres;2.00;;;1.00;;;;;3.00;6.00;;;4.00;2.00;;1.00;;13.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3167;1144;Municipio/TIOC;Santa Cruz  ;Valle Grande;Moromoro;Moromoro;0.00;;;;;;;;0.00;4.00;;2.00;2.00;2.00;;;;10.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3168;1145;Municipio/TIOC;Santa Cruz  ;Valle Grande;Moromoro;Hombres;;;;;;;;;;2.00;;2.00;;1.00;;;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3169;1146;Municipio/TIOC;Santa Cruz  ;Valle Grande;Moromoro;Mujeres;0.00;;;;;;;;0.00;2.00;;;2.00;1.00;;;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3170;1147;Municipio/TIOC;Santa Cruz  ;Valle Grande;Postrervalle;Postrervalle;;;;1.00;;;4.00;;5.00;;1.00;1.00;1.00;;;10.00;;13.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3171;1148;Municipio/TIOC;Santa Cruz  ;Valle Grande;Postrervalle;Hombres;;;;1.00;;;2.00;;3.00;;1.00;1.00;1.00;;;7.00;;10.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3172;1149;Municipio/TIOC;Santa Cruz  ;Valle Grande;Postrervalle;Mujeres;;;;;;;2.00;;2.00;;;;;;;3.00;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3173;1150;Municipio/TIOC;Santa Cruz  ;Valle Grande;Pucará;Pucará;;1.00;;1.00;;;8.00;;10.00;;;;1.00;;;5.00;;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3174;1151;Municipio/TIOC;Santa Cruz  ;Valle Grande;Pucará;Hombres;;;;1.00;;;4.00;;5.00;;;;1.00;;;4.00;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3175;1152;Municipio/TIOC;Santa Cruz  ;Valle Grande;Pucará;Mujeres;;1.00;;;;;4.00;;5.00;;;;;;;1.00;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3176;1153;Provincia;Santa Cruz  ;Florida;;Florida;43.00;18.00;8.00;48.00;11.00;;181.00;2.00;311.00;168.00;47.00;36.00;61.00;52.00;5.00;287.00;22.00;678.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3177;1154;Provincia;Santa Cruz  ;Florida;;Hombres;25.00;8.00;3.00;29.00;9.00;;95.00;;169.00;89.00;24.00;19.00;31.00;31.00;4.00;148.00;16.00;362.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3178;1155;Provincia;Santa Cruz  ;Florida;;Mujeres;18.00;10.00;5.00;19.00;2.00;;86.00;2.00;142.00;79.00;23.00;17.00;30.00;21.00;1.00;139.00;6.00;316.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3179;1156;Municipio/TIOC;Santa Cruz  ;Florida;Samaipata;Samaipata;19.00;12.00;5.00;25.00;7.00;;169.00;1.00;238.00;89.00;19.00;16.00;25.00;40.00;4.00;234.00;12.00;439.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3180;1157;Municipio/TIOC;Santa Cruz  ;Florida;Samaipata;Hombres;11.00;6.00;;19.00;6.00;;88.00;;130.00;48.00;5.00;7.00;15.00;24.00;3.00;119.00;8.00;229.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3181;1158;Municipio/TIOC;Santa Cruz  ;Florida;Samaipata;Mujeres;8.00;6.00;5.00;6.00;1.00;;81.00;1.00;108.00;41.00;14.00;9.00;10.00;16.00;1.00;115.00;4.00;210.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3182;1159;Municipio/TIOC;Santa Cruz  ;Florida;Pampagrande;Pampagrande;10.00;2.00;;8.00;1.00;;5.00;1.00;27.00;29.00;12.00;1.00;11.00;3.00;1.00;30.00;3.00;90.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3183;1160;Municipio/TIOC;Santa Cruz  ;Florida;Pampagrande;Hombres;5.00;;;3.00;;;4.00;;12.00;14.00;8.00;;4.00;2.00;1.00;17.00;2.00;48.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3184;1161;Municipio/TIOC;Santa Cruz  ;Florida;Pampagrande;Mujeres;5.00;2.00;;5.00;1.00;;1.00;1.00;15.00;15.00;4.00;1.00;7.00;1.00;;13.00;1.00;42.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3185;1162;Municipio/TIOC;Santa Cruz  ;Florida;Mairana;Mairana;13.00;2.00;3.00;11.00;3.00;;6.00;;38.00;39.00;8.00;8.00;16.00;7.00;;11.00;4.00;93.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3186;1163;Municipio/TIOC;Santa Cruz  ;Florida;Mairana;Hombres;8.00;1.00;3.00;5.00;3.00;;3.00;;23.00;19.00;5.00;6.00;7.00;3.00;;5.00;3.00;48.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3187;1164;Municipio/TIOC;Santa Cruz  ;Florida;Mairana;Mujeres;5.00;1.00;;6.00;;;3.00;;15.00;20.00;3.00;2.00;9.00;4.00;;6.00;1.00;45.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3188;1165;Municipio/TIOC;Santa Cruz  ;Florida;Quirusillas;Quirusillas;1.00;2.00;;4.00;;;1.00;;8.00;11.00;8.00;11.00;9.00;2.00;;12.00;3.00;56.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 3189;1166;Municipio/TIOC;Santa Cruz  ;Florida;Quirusillas;Hombres;1.00;1.00;;2.00;;;;;4.00;8.00;6.00;6.00;5.00;2.00;;7.00;3.00;37.00
