cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2021_poblacion_2001;2021_poblacion_1996;2021_no_migrantes;2021_porcentaje_de_no_migrantes_;2021_inmigrantes_1996-2001;2021_porcentaje_de_inmigrantes_recientes;2021_emigrantes_1996-2001;2021_porcentaje_de_emigrantes_recientes;2021_migracion_neta;2021_migracion_bruta;2021_tasa_de_inmigracion;2021_tasa_de_emigracion;2021_tasa_de_migracion_neta;2021_indice_de_eficacia_migratoria;2001_poblacion_2001;2001_poblacion_2007;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_2007-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_2007-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2019-2024;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2019-2024;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria;;
;1262;Municipio/TIOC;Beni;Vaca Díez;Riberalta;Hombres;32454.00;34029.00;29043.00;0.90;3411.00;0.90;4986.00;1.30;-1575.00;8397.00;20.50;30.00;-9.50;-0.20;38911.00;43394.00;35508.00;0.90;3403.00;1.00;7886.00;2.30;-4483.00;11289.00;16.50;38.30;-21.80;-0.40;47007.00;48904.00;44081.00;1.00;2926.00;0.90;4823.00;1.40;-1897.00;7749.00;12.20;20.10;-7.90;-0.20;;
;1263;Municipio/TIOC;Beni;Vaca Díez;Riberalta;Mujeres;30620.00;32275.00;28060.00;0.90;2560.00;0.70;4215.00;1.20;-1655.00;6775.00;16.30;26.80;-10.50;-0.20;37798.00;41674.00;35143.00;0.90;2655.00;0.80;6531.00;2.10;-3876.00;9186.00;13.40;32.90;-19.50;-0.40;46495.00;48439.00;44271.00;1.00;2224.00;0.70;4168.00;1.30;-1944.00;6392.00;9.40;17.60;-8.20;-0.30;;
;1264;Municipio/TIOC;Beni;Vaca Díez;Guayaramerín;Guayaramerín;34004.00;36961.00;29676.00;0.50;4328.00;0.60;7285.00;1.00;-2957.00;11613.00;24.40;41.10;-16.70;-0.30;36106.00;37113.00;32065.00;0.40;4041.00;0.60;5048.00;0.80;-1007.00;9089.00;22.10;27.60;-5.50;-0.10;35215.00;36998.00;32495.00;0.40;2720.00;0.40;4503.00;0.70;-1783.00;7223.00;15.10;24.90;-9.90;-0.20;;
;1265;Municipio/TIOC;Beni;Vaca Díez;Guayaramerín;Hombres;17389.00;18845.00;15006.00;0.50;2383.00;0.60;3839.00;1.00;-1456.00;6222.00;26.30;42.40;-16.10;-0.20;18515.00;18967.00;16209.00;0.40;2306.00;0.70;2758.00;0.80;-452.00;5064.00;24.60;29.40;-4.80;-0.10;17939.00;18784.00;16397.00;0.40;1542.00;0.50;2387.00;0.70;-845.00;3929.00;16.80;26.00;-9.20;-0.20;;
;1266;Municipio/TIOC;Beni;Vaca Díez;Guayaramerín;Mujeres;16615.00;18116.00;14670.00;0.50;1945.00;0.50;3446.00;1.00;-1501.00;5391.00;22.40;39.70;-17.30;-0.30;17591.00;18146.00;15856.00;0.40;1735.00;0.50;2290.00;0.70;-555.00;4025.00;19.40;25.60;-6.20;-0.10;17276.00;18214.00;16098.00;0.30;1178.00;0.40;2116.00;0.70;-938.00;3294.00;13.30;23.80;-10.60;-0.30;;
;1267;Provincia;Beni;José Ballivian;;José Ballivian;56504.00;58047.00;50025.00;0.80;6479.00;0.90;8022.00;1.10;-1543.00;14501.00;22.60;28.00;-5.40;-0.10;71771.00;73237.00;64266.00;0.80;7505.00;1.20;8971.00;1.50;-1466.00;16476.00;20.70;24.70;-4.00;-0.10;73955.00;75869.00;68678.00;0.70;5277.00;1.00;7191.00;1.30;-1914.00;12468.00;14.10;19.20;-5.10;-0.20;;
;1268;Provincia;Beni;José Ballivian;;Hombres;29962.00;30719.00;26356.00;0.80;3606.00;1.00;4363.00;1.20;-757.00;7969.00;23.80;28.80;-5.00;-0.10;37392.00;38228.00;33371.00;0.80;4021.00;1.30;4857.00;1.50;-836.00;8878.00;21.30;25.70;-4.40;-0.10;38207.00;39307.00;35340.00;0.80;2867.00;1.00;3967.00;1.40;-1100.00;6834.00;14.80;20.50;-5.70;-0.20;;
;1269;Provincia;Beni;José Ballivian;;Mujeres;26542.00;27328.00;23669.00;0.70;2873.00;0.80;3659.00;1.10;-786.00;6532.00;21.30;27.20;-5.80;-0.10;34379.00;35009.00;30895.00;0.70;3484.00;1.20;4114.00;1.40;-630.00;7598.00;20.10;23.70;-3.60;-0.10;35748.00;36562.00;33338.00;0.70;2410.00;0.90;3224.00;1.20;-814.00;5634.00;13.30;17.80;-4.50;-0.10;;
;1270;Municipio/TIOC;Beni;José Ballivian;Reyes;Reyes;9546.00;10932.00;8724.00;0.10;822.00;0.10;2208.00;0.30;-1386.00;3030.00;16.10;43.10;-27.10;-0.50;11241.00;11657.00;10314.00;0.10;927.00;0.10;1343.00;0.20;-416.00;2270.00;16.20;23.50;-7.30;-0.20;9768.00;9828.00;8715.00;0.10;1053.00;0.20;1113.00;0.20;-60.00;2166.00;21.50;22.70;-1.20;0.00;;
;1271;Municipio/TIOC;Beni;José Ballivian;Reyes;Hombres;5053.00;5790.00;4605.00;0.10;448.00;0.10;1185.00;0.30;-737.00;1633.00;16.50;43.70;-27.20;-0.50;5906.00;6126.00;5412.00;0.10;494.00;0.10;714.00;0.20;-220.00;1208.00;16.40;23.70;-7.30;-0.20;5086.00;5074.00;4501.00;0.10;585.00;0.20;573.00;0.20;12.00;1158.00;23.00;22.60;0.50;0.00;;
;1272;Municipio/TIOC;Beni;José Ballivian;Reyes;Mujeres;4493.00;5142.00;4119.00;0.10;374.00;0.10;1023.00;0.30;-649.00;1397.00;15.50;42.50;-26.90;-0.50;5335.00;5531.00;4902.00;0.10;433.00;0.10;629.00;0.20;-196.00;1062.00;15.90;23.20;-7.20;-0.20;4682.00;4754.00;4214.00;0.10;468.00;0.10;540.00;0.20;-72.00;1008.00;19.80;22.90;-3.10;-0.10;;
;1273;Municipio/TIOC;Beni;José Ballivian;San Borja;San Borja;27954.00;28520.00;24664.00;0.40;3290.00;0.40;3856.00;0.50;-566.00;7146.00;23.30;27.30;-4.00;-0.10;34700.00;35777.00;31755.00;0.40;2945.00;0.40;4022.00;0.60;-1077.00;6967.00;16.70;22.80;-6.10;-0.20;37319.00;38667.00;34837.00;0.40;2482.00;0.40;3830.00;0.60;-1348.00;6312.00;13.10;20.20;-7.10;-0.20;;
;1274;Municipio/TIOC;Beni;José Ballivian;San Borja;Hombres;14702.00;15028.00;12883.00;0.40;1819.00;0.50;2145.00;0.60;-326.00;3964.00;24.50;28.90;-4.40;-0.10;17872.00;18487.00;16329.00;0.40;1543.00;0.40;2158.00;0.60;-615.00;3701.00;17.00;23.70;-6.80;-0.20;19125.00;19933.00;17802.00;0.40;1323.00;0.40;2131.00;0.60;-808.00;3454.00;13.50;21.80;-8.30;-0.20;;
;1275;Municipio/TIOC;Beni;José Ballivian;San Borja;Mujeres;13252.00;13492.00;11781.00;0.40;1471.00;0.40;1711.00;0.50;-240.00;3182.00;22.00;25.60;-3.60;-0.10;16828.00;17290.00;15426.00;0.40;1402.00;0.40;1864.00;0.60;-462.00;3266.00;16.40;21.90;-5.40;-0.10;18194.00;18734.00;17035.00;0.40;1159.00;0.40;1699.00;0.50;-540.00;2858.00;12.60;18.40;-5.80;-0.20;;
;1276;Municipio/TIOC;Beni;José Ballivian;Santa Rosa;Santa Rosa;7287.00;6505.00;6035.00;0.10;1252.00;0.20;470.00;0.10;782.00;1722.00;36.30;13.60;22.70;0.50;9255.00;9760.00;7054.00;0.10;2201.00;0.30;2706.00;0.40;-505.00;4907.00;46.30;56.90;-10.60;-0.10;9064.00;9172.00;8181.00;0.10;883.00;0.10;991.00;0.20;-108.00;1874.00;19.40;21.70;-2.40;-0.10;;
;1277;Municipio/TIOC;Beni;José Ballivian;Santa Rosa;Hombres;3828.00;3393.00;3149.00;0.10;679.00;0.20;244.00;0.10;435.00;923.00;37.60;13.50;24.10;0.50;4860.00;5174.00;3681.00;0.10;1179.00;0.30;1493.00;0.40;-314.00;2672.00;47.00;59.50;-12.50;-0.10;4764.00;4839.00;4280.00;0.10;484.00;0.10;559.00;0.20;-75.00;1043.00;20.20;23.30;-3.10;-0.10;;
;1278;Municipio/TIOC;Beni;José Ballivian;Santa Rosa;Mujeres;3459.00;3112.00;2886.00;0.10;573.00;0.20;226.00;0.10;347.00;799.00;34.90;13.80;21.10;0.40;4395.00;4586.00;3373.00;0.10;1022.00;0.30;1213.00;0.40;-191.00;2235.00;45.50;54.00;-8.50;-0.10;4300.00;4333.00;3901.00;0.10;399.00;0.10;432.00;0.10;-33.00;831.00;18.50;20.00;-1.50;0.00;;
;1279;Municipio/TIOC;Beni;José Ballivian;Rurrenabaque;Rurrenabaque;11331.00;10967.00;8777.00;0.10;2554.00;0.30;2190.00;0.30;364.00;4744.00;45.80;39.30;6.50;0.10;16575.00;16043.00;13932.00;0.20;2643.00;0.40;2111.00;0.30;532.00;4754.00;32.40;25.90;6.50;0.10;17804.00;18202.00;15860.00;0.20;1944.00;0.30;2342.00;0.40;-398.00;4286.00;21.60;26.00;-4.40;-0.10;;
;1280;Municipio/TIOC;Beni;José Ballivian;Rurrenabaque;Hombres;6147.00;5911.00;4682.00;0.20;1465.00;0.40;1229.00;0.30;236.00;2694.00;48.60;40.80;7.80;0.10;8754.00;8441.00;7293.00;0.20;1461.00;0.40;1148.00;0.30;313.00;2609.00;34.00;26.70;7.30;0.10;9232.00;9461.00;8169.00;0.20;1063.00;0.30;1292.00;0.40;-229.00;2355.00;22.70;27.60;-4.90;-0.10;;
;1281;Municipio/TIOC;Beni;José Ballivian;Rurrenabaque;Mujeres;5184.00;5056.00;4095.00;0.10;1089.00;0.30;961.00;0.30;128.00;2050.00;42.50;37.50;5.00;0.10;7821.00;7602.00;6639.00;0.20;1182.00;0.40;963.00;0.30;219.00;2145.00;30.70;25.00;5.70;0.10;8572.00;8741.00;7691.00;0.20;881.00;0.30;1050.00;0.30;-169.00;1931.00;20.40;24.30;-3.90;-0.10;;
;1282;Provincia;Beni;Yacuma;;Yacuma;23608.00;25703.00;21174.00;0.30;2434.00;0.30;4529.00;0.60;-2095.00;6963.00;19.70;36.70;-17.00;-0.30;20222.00;20897.00;18410.00;0.20;1812.00;0.30;2487.00;0.40;-675.00;4299.00;17.60;24.20;-6.60;-0.20;21453.00;21089.00;18850.00;0.20;2603.00;0.50;2239.00;0.40;364.00;4842.00;24.50;21.10;3.40;0.10;;
;1283;Provincia;Beni;Yacuma;;Hombres;12565.00;13519.00;11166.00;0.40;1399.00;0.40;2353.00;0.60;-954.00;3752.00;21.50;36.10;-14.60;-0.30;10390.00;10703.00;9394.00;0.20;996.00;0.30;1309.00;0.40;-313.00;2305.00;18.90;24.80;-5.90;-0.10;11258.00;10964.00;9782.00;0.20;1476.00;0.50;1182.00;0.40;294.00;2658.00;26.60;21.30;5.30;0.10;;
;1284;Provincia;Beni;Yacuma;;Mujeres;11043.00;12184.00;10008.00;0.30;1035.00;0.30;2176.00;0.60;-1141.00;3211.00;17.80;37.50;-19.60;-0.40;9832.00;10194.00;9016.00;0.20;816.00;0.30;1178.00;0.40;-362.00;1994.00;16.30;23.50;-7.20;-0.20;10195.00;10125.00;9068.00;0.20;1127.00;0.40;1057.00;0.40;70.00;2184.00;22.20;20.80;1.40;0.00;;
;1285;Municipio/TIOC;Beni;Yacuma;Santa Ana de Yacuma;Santa Ana de Yacuma;18159.00;20298.00;16210.00;0.30;1949.00;0.30;4088.00;0.60;-2139.00;6037.00;20.30;42.50;-22.20;-0.40;14844.00;16008.00;13545.00;0.20;1299.00;0.20;2463.00;0.40;-1164.00;3762.00;16.80;31.90;-15.10;-0.30;15057.00;16145.00;13780.00;0.20;1277.00;0.20;2365.00;0.40;-1088.00;3642.00;16.40;30.30;-13.90;-0.30;;
;1286;Municipio/TIOC;Beni;Yacuma;Santa Ana de Yacuma;Hombres;9424.00;10478.00;8340.00;0.30;1084.00;0.30;2138.00;0.60;-1054.00;3222.00;21.80;43.00;-21.20;-0.30;7496.00;8115.00;6813.00;0.20;683.00;0.20;1302.00;0.40;-619.00;1985.00;17.50;33.40;-15.90;-0.30;7756.00;8303.00;7042.00;0.20;714.00;0.20;1261.00;0.40;-547.00;1975.00;17.80;31.40;-13.60;-0.30;;
;1287;Municipio/TIOC;Beni;Yacuma;Santa Ana de Yacuma;Mujeres;8735.00;9820.00;7870.00;0.20;865.00;0.20;1950.00;0.50;-1085.00;2815.00;18.60;42.00;-23.40;-0.40;7348.00;7893.00;6732.00;0.20;616.00;0.20;1161.00;0.40;-545.00;1777.00;16.20;30.50;-14.30;-0.30;7301.00;7842.00;6738.00;0.10;563.00;0.20;1104.00;0.40;-541.00;1667.00;14.90;29.20;-14.30;-0.30;;
;1288;Municipio/TIOC;Beni;Yacuma;Exaltación;Exaltación;5358.00;5042.00;4478.00;0.10;880.00;0.10;564.00;0.10;316.00;1444.00;33.80;21.70;12.20;0.20;5378.00;4889.00;4585.00;0.10;793.00;0.10;304.00;0.00;489.00;1097.00;30.90;11.80;19.10;0.40;6396.00;4944.00;4699.00;0.10;1697.00;0.30;245.00;0.00;1452.00;1942.00;59.90;8.60;51.20;0.70;;
;1289;Municipio/TIOC;Beni;Yacuma;Exaltación;Hombres;3098.00;2855.00;2566.00;0.10;532.00;0.10;289.00;0.10;243.00;821.00;35.70;19.40;16.30;0.30;2894.00;2588.00;2423.00;0.10;471.00;0.10;165.00;0.00;306.00;636.00;34.40;12.00;22.30;0.50;3502.00;2661.00;2536.00;0.10;966.00;0.30;125.00;0.00;841.00;1091.00;62.70;8.10;54.60;0.80;;
;1290;Municipio/TIOC;Beni;Yacuma;Exaltación;Mujeres;2260.00;2187.00;1912.00;0.10;348.00;0.10;275.00;0.10;73.00;623.00;31.30;24.70;6.60;0.10;2484.00;2301.00;2162.00;0.10;322.00;0.10;139.00;0.00;183.00;461.00;26.90;11.60;15.30;0.40;2894.00;2283.00;2163.00;0.00;731.00;0.20;120.00;0.00;611.00;851.00;56.50;9.30;47.20;0.70;;
;1291;Provincia;Beni;Moxos;;Moxos;16098.00;16543.00;13633.00;0.20;2465.00;0.30;2910.00;0.40;-445.00;5375.00;30.20;35.70;-5.50;-0.10;16352.00;16885.00;14127.00;0.20;2225.00;0.40;2758.00;0.50;-533.00;4983.00;26.80;33.20;-6.40;-0.10;17932.00;18838.00;16277.00;0.20;1655.00;0.30;2561.00;0.50;-906.00;4216.00;18.00;27.90;-9.90;-0.20;;
;1292;Provincia;Beni;Moxos;;Hombres;8607.00;8720.00;7196.00;0.20;1411.00;0.40;1524.00;0.40;-113.00;2935.00;32.60;35.20;-2.60;0.00;8662.00;8909.00;7448.00;0.20;1214.00;0.40;1461.00;0.50;-247.00;2675.00;27.60;33.30;-5.60;-0.10;9407.00;9912.00;8522.00;0.20;885.00;0.30;1390.00;0.50;-505.00;2275.00;18.30;28.80;-10.50;-0.20;;
;1293;Provincia;Beni;Moxos;;Mujeres;7491.00;7823.00;6437.00;0.20;1054.00;0.30;1386.00;0.40;-332.00;2440.00;27.50;36.20;-8.70;-0.10;7690.00;7976.00;6679.00;0.20;1011.00;0.40;1297.00;0.50;-286.00;2308.00;25.80;33.10;-7.30;-0.10;8525.00;8926.00;7755.00;0.20;770.00;0.30;1171.00;0.40;-401.00;1941.00;17.60;26.80;-9.20;-0.20;;
;1294;Municipio/TIOC;Beni;Moxos;San Ignacio;San Ignacio;15887.00;16062.00;13548.00;0.20;2339.00;0.30;2514.00;0.30;-175.00;4853.00;29.30;31.50;-2.20;0.00;16352.00;16885.00;14127.00;0.20;2225.00;0.30;2758.00;0.40;-533.00;4983.00;26.80;33.20;-6.40;-0.10;17932.00;18838.00;16277.00;0.20;1655.00;0.30;2561.00;0.40;-906.00;4216.00;18.00;27.90;-9.90;-0.20;;
;1295;Municipio/TIOC;Beni;Moxos;San Ignacio;Hombres;8490.00;8454.00;7147.00;0.20;1343.00;0.40;1307.00;0.30;36.00;2650.00;31.70;30.90;0.80;0.00;8662.00;8909.00;7448.00;0.20;1214.00;0.30;1461.00;0.40;-247.00;2675.00;27.60;33.30;-5.60;-0.10;9407.00;9912.00;8522.00;0.20;885.00;0.30;1390.00;0.40;-505.00;2275.00;18.30;28.80;-10.50;-0.20;;
;1296;Municipio/TIOC;Beni;Moxos;San Ignacio;Mujeres;7397.00;7608.00;6401.00;0.20;996.00;0.30;1207.00;0.30;-211.00;2203.00;26.60;32.20;-5.60;-0.10;7690.00;7976.00;6679.00;0.20;1011.00;0.30;1297.00;0.40;-286.00;2308.00;25.80;33.10;-7.30;-0.10;8525.00;8926.00;7755.00;0.20;770.00;0.20;1171.00;0.40;-401.00;1941.00;17.60;26.80;-9.20;-0.20;;
;1297;Provincia;Beni;Marbán;;Marbán;11749.00;10656.00;9159.00;0.10;2590.00;0.40;1497.00;0.20;1093.00;4087.00;46.20;26.70;19.50;0.30;13840.00;13035.00;11787.00;0.10;2053.00;0.30;1248.00;0.20;805.00;3301.00;30.60;18.60;12.00;0.20;15306.00;14214.00;13335.00;0.10;1971.00;0.40;879.00;0.20;1092.00;2850.00;26.70;11.90;14.80;0.40;;
;1298;Provincia;Beni;Marbán;;Hombres;6592.00;5871.00;5072.00;0.20;1520.00;0.40;799.00;0.20;721.00;2319.00;48.80;25.60;23.10;0.30;7634.00;7147.00;6475.00;0.20;1159.00;0.40;672.00;0.20;487.00;1831.00;31.40;18.20;13.20;0.30;8460.00;7838.00;7350.00;0.20;1110.00;0.40;488.00;0.20;622.00;1598.00;27.20;12.00;15.30;0.40;;
;1299;Provincia;Beni;Marbán;;Mujeres;5157.00;4785.00;4087.00;0.10;1070.00;0.30;698.00;0.20;372.00;1768.00;43.00;28.10;15.00;0.20;6206.00;5888.00;5312.00;0.10;894.00;0.30;576.00;0.20;318.00;1470.00;29.60;19.10;10.50;0.20;6846.00;6376.00;5985.00;0.10;861.00;0.30;391.00;0.10;470.00;1252.00;26.00;11.80;14.20;0.40;;
;1300;Municipio/TIOC;Beni;Marbán;Loreto;Loreto;3051.00;3040.00;2457.00;0.00;594.00;0.10;583.00;0.10;11.00;1177.00;39.00;38.30;0.70;0.00;3229.00;3321.00;2910.00;0.00;319.00;0.00;411.00;0.10;-92.00;730.00;19.50;25.10;-5.60;-0.10;3333.00;3240.00;2946.00;0.00;387.00;0.10;294.00;0.00;93.00;681.00;23.60;17.90;5.70;0.10;;
;1301;Municipio/TIOC;Beni;Marbán;Loreto;Hombres;1686.00;1647.00;1336.00;0.00;350.00;0.10;311.00;0.10;39.00;661.00;42.00;37.30;4.70;0.10;1761.00;1827.00;1603.00;0.00;158.00;0.00;224.00;0.10;-66.00;382.00;17.60;25.00;-7.40;-0.20;1755.00;1708.00;1540.00;0.00;215.00;0.10;168.00;0.00;47.00;383.00;24.80;19.40;5.40;0.10;;
;1302;Municipio/TIOC;Beni;Marbán;Loreto;Mujeres;1365.00;1393.00;1121.00;0.00;244.00;0.10;272.00;0.10;-28.00;516.00;35.40;39.40;-4.10;-0.10;1468.00;1494.00;1307.00;0.00;161.00;0.10;187.00;0.10;-26.00;348.00;21.70;25.30;-3.50;-0.10;1578.00;1532.00;1406.00;0.00;172.00;0.10;126.00;0.00;46.00;298.00;22.10;16.20;5.90;0.20;;
;1303;Municipio/TIOC;Beni;Marbán;San Andrés;San Andrés;8489.00;7317.00;6547.00;0.10;1942.00;0.30;770.00;0.10;1172.00;2712.00;49.10;19.50;29.70;0.40;10611.00;9714.00;8838.00;0.10;1773.00;0.30;876.00;0.10;897.00;2649.00;34.90;17.20;17.70;0.30;11973.00;10974.00;10346.00;0.10;1627.00;0.20;628.00;0.10;999.00;2255.00;28.40;10.90;17.40;0.40;;
;1304;Municipio/TIOC;Beni;Marbán;San Andrés;Hombres;4770.00;4057.00;3645.00;0.10;1125.00;0.30;412.00;0.10;713.00;1537.00;51.00;18.70;32.30;0.50;5873.00;5320.00;4847.00;0.10;1026.00;0.30;473.00;0.10;553.00;1499.00;36.70;16.90;19.80;0.40;6705.00;6130.00;5787.00;0.10;918.00;0.30;343.00;0.10;575.00;1261.00;28.60;10.70;17.90;0.50;;
;1305;Municipio/TIOC;Beni;Marbán;San Andrés;Mujeres;3719.00;3260.00;2902.00;0.10;817.00;0.20;358.00;0.10;459.00;1175.00;46.80;20.50;26.30;0.40;4738.00;4394.00;3991.00;0.10;747.00;0.20;403.00;0.10;344.00;1150.00;32.70;17.70;15.10;0.30;5268.00;4844.00;4559.00;0.10;709.00;0.20;285.00;0.10;424.00;994.00;28.00;11.30;16.80;0.40;;
;1306;Provincia;Beni;Mamoré;;Mamoré;10458.00;10991.00;9010.00;0.10;1448.00;0.20;1981.00;0.30;-533.00;3429.00;27.00;36.90;-9.90;-0.20;10806.00;10556.00;9123.00;0.10;1683.00;0.30;1433.00;0.20;250.00;3116.00;31.50;26.80;4.70;0.10;10742.00;9959.00;8960.00;0.10;1782.00;0.30;999.00;0.20;783.00;2781.00;34.40;19.30;15.10;0.30;;
;1307;Provincia;Beni;Mamoré;;Hombres;5686.00;5910.00;4850.00;0.20;836.00;0.20;1060.00;0.30;-224.00;1896.00;28.80;36.60;-7.70;-0.10;5997.00;5727.00;4966.00;0.10;1031.00;0.30;761.00;0.20;270.00;1792.00;35.20;26.00;9.20;0.20;5786.00;5233.00;4702.00;0.10;1084.00;0.40;531.00;0.20;553.00;1615.00;39.40;19.30;20.10;0.30;;
;1308;Provincia;Beni;Mamoré;;Mujeres;4772.00;5081.00;4160.00;0.10;612.00;0.20;921.00;0.30;-309.00;1533.00;24.80;37.40;-12.50;-0.20;4809.00;4829.00;4157.00;0.10;652.00;0.20;672.00;0.20;-20.00;1324.00;27.10;27.90;-0.80;0.00;4956.00;4726.00;4258.00;0.10;698.00;0.30;468.00;0.20;230.00;1166.00;28.80;19.30;9.50;0.20;;
;1309;Municipio/TIOC;Beni;Mamoré;San Joaquín;San Joaquín;4664.00;4986.00;4037.00;0.10;627.00;0.10;949.00;0.10;-322.00;1576.00;26.00;39.30;-13.30;-0.20;5998.00;5673.00;4899.00;0.10;1099.00;0.20;774.00;0.10;325.00;1873.00;37.70;26.50;11.10;0.20;5437.00;5213.00;4575.00;0.10;862.00;0.10;638.00;0.10;224.00;1500.00;32.40;24.00;8.40;0.10;;
;1310;Municipio/TIOC;Beni;Mamoré;San Joaquín;Hombres;2550.00;2708.00;2189.00;0.10;361.00;0.10;519.00;0.10;-158.00;880.00;27.50;39.50;-12.00;-0.20;3352.00;3049.00;2650.00;0.10;702.00;0.20;399.00;0.10;303.00;1101.00;43.90;24.90;18.90;0.30;2917.00;2734.00;2388.00;0.10;529.00;0.20;346.00;0.10;183.00;875.00;37.40;24.50;13.00;0.20;;
;1311;Municipio/TIOC;Beni;Mamoré;San Joaquín;Mujeres;2114.00;2278.00;1848.00;0.10;266.00;0.10;430.00;0.10;-164.00;696.00;24.20;39.20;-14.90;-0.20;2646.00;2624.00;2249.00;0.10;397.00;0.10;375.00;0.10;22.00;772.00;30.10;28.50;1.70;0.00;2520.00;2479.00;2187.00;0.00;333.00;0.10;292.00;0.10;41.00;625.00;26.60;23.40;3.30;0.10;;
;1312;Municipio/TIOC;Beni;Mamoré;San Ramón;San Ramón;4963.00;5077.00;4319.00;0.10;644.00;0.10;758.00;0.10;-114.00;1402.00;25.70;30.20;-4.50;-0.10;4059.00;4179.00;3504.00;0.00;555.00;0.10;675.00;0.10;-120.00;1230.00;26.90;32.80;-5.80;-0.10;4418.00;4036.00;3628.00;0.00;790.00;0.10;408.00;0.10;382.00;1198.00;37.40;19.30;18.10;0.30;;
;1313;Municipio/TIOC;Beni;Mamoré;San Ramón;Hombres;2667.00;2711.00;2303.00;0.10;364.00;0.10;408.00;0.10;-44.00;772.00;27.10;30.30;-3.30;-0.10;2207.00;2274.00;1901.00;0.00;306.00;0.10;373.00;0.10;-67.00;679.00;27.30;33.30;-6.00;-0.10;2376.00;2107.00;1899.00;0.00;477.00;0.10;208.00;0.10;269.00;685.00;42.60;18.60;24.00;0.40;;
;1314;Municipio/TIOC;Beni;Mamoré;San Ramón;Mujeres;2296.00;2366.00;2016.00;0.10;280.00;0.10;350.00;0.10;-70.00;630.00;24.00;30.00;-6.00;-0.10;1852.00;1905.00;1603.00;0.00;249.00;0.10;302.00;0.10;-53.00;551.00;26.50;32.20;-5.60;-0.10;2042.00;1929.00;1729.00;0.00;313.00;0.10;200.00;0.10;113.00;513.00;31.50;20.10;11.40;0.20;;
;1315;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Puerto Siles;775.00;721.00;510.00;0.00;265.00;0.00;211.00;0.00;54.00;476.00;70.90;56.40;14.40;0.10;749.00;704.00;575.00;0.00;174.00;0.00;129.00;0.00;45.00;303.00;47.90;35.50;12.40;0.10;887.00;710.00;645.00;0.00;242.00;0.00;65.00;0.00;177.00;307.00;60.60;16.30;44.30;0.60;;
;1316;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Hombres;441.00;386.00;278.00;0.00;163.00;0.00;108.00;0.00;55.00;271.00;78.80;52.20;26.60;0.20;438.00;404.00;336.00;0.00;102.00;0.00;68.00;0.00;34.00;170.00;48.50;32.30;16.20;0.20;493.00;392.00;353.00;0.00;140.00;0.00;39.00;0.00;101.00;179.00;63.30;17.60;45.60;0.60;;
;1317;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Mujeres;334.00;335.00;232.00;0.00;102.00;0.00;103.00;0.00;-1.00;205.00;61.00;61.60;-0.60;0.00;311.00;300.00;239.00;0.00;72.00;0.00;61.00;0.00;11.00;133.00;47.10;39.90;7.20;0.10;394.00;318.00;292.00;0.00;102.00;0.00;26.00;0.00;76.00;128.00;57.30;14.60;42.70;0.60;;
;1318;Provincia;Beni;Iténez;;Iténez;15992.00;16849.00;14569.00;0.20;1423.00;0.20;2280.00;0.30;-857.00;3703.00;17.30;27.80;-10.40;-0.20;18480.00;17802.00;16005.00;0.20;2475.00;0.40;1797.00;0.30;678.00;4272.00;27.30;19.80;7.50;0.20;20381.00;19981.00;18588.00;0.20;1793.00;0.30;1393.00;0.30;400.00;3186.00;17.80;13.80;4.00;0.10;;
;1319;Provincia;Beni;Iténez;;Hombres;8595.00;8898.00;7708.00;0.20;887.00;0.20;1190.00;0.30;-303.00;2077.00;20.30;27.20;-6.90;-0.10;10232.00;9558.00;8626.00;0.20;1606.00;0.50;932.00;0.30;674.00;2538.00;32.50;18.80;13.60;0.30;11164.00;10803.00;10062.00;0.20;1102.00;0.40;741.00;0.30;361.00;1843.00;20.10;13.50;6.60;0.20;;
;1320;Provincia;Beni;Iténez;;Mujeres;7397.00;7951.00;6861.00;0.20;536.00;0.20;1090.00;0.30;-554.00;1626.00;14.00;28.40;-14.40;-0.30;8248.00;8244.00;7379.00;0.20;869.00;0.30;865.00;0.30;4.00;1734.00;21.10;21.00;0.10;0.00;9217.00;9178.00;8526.00;0.20;691.00;0.30;652.00;0.20;39.00;1343.00;15.00;14.20;0.80;0.00;;
