cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;area;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3248;1225;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;Puerto Suárez;12.00;220.00;9.00;13.00;3.00;1.00;48.00;11.00;317.00;10.00;277.00;5.00;8.00;4.00;31.00;155.00;11.00;501.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3249;1226;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;Urbana;11.00;169.00;9.00;11.00;3.00;1.00;48.00;10.00;262.00;5.00;201.00;5.00;7.00;4.00;;28.00;6.00;256.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3250;1227;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;Rural;1.00;51.00;;2.00;;;;1.00;55.00;5.00;76.00;;1.00;;31.00;127.00;5.00;245.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3251;1228;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;Puerto Quijarro;19.00;435.00;12.00;20.00;10.00;1.00;21.00;8.00;526.00;32.00;760.00;16.00;17.00;8.00;2.00;42.00;21.00;898.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3252;1229;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;Urbana;19.00;429.00;12.00;20.00;10.00;1.00;21.00;8.00;520.00;28.00;751.00;16.00;17.00;8.00;2.00;41.00;21.00;884.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3253;1230;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;Rural;;6.00;;;;;;;6.00;4.00;9.00;;;;;1.00;;14.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3254;1231;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;El Carmen Rivero Tórrez;3.00;107.00;;;;3.00;26.00;2.00;141.00;13.00;113.00;1.00;3.00;2.00;202.00;147.00;34.00;515.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3255;1232;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;Urbana;;37.00;;;;;14.00;1.00;52.00;3.00;61.00;1.00;3.00;;;5.00;6.00;79.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3256;1233;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;Rural;3.00;70.00;;;;3.00;12.00;1.00;89.00;10.00;52.00;;;2.00;202.00;142.00;28.00;436.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3257;1234;Provincia;Santa Cruz  ;Guarayos;;Guarayos;57.00;79.00;11.00;40.00;12.00;111.00;190.00;8.00;508.00;118.00;80.00;18.00;29.00;25.00;91.00;265.00;13.00;639.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3258;1235;Provincia;Santa Cruz  ;Guarayos;;Urbana;32.00;51.00;10.00;30.00;10.00;4.00;46.00;5.00;188.00;55.00;40.00;9.00;23.00;9.00;1.00;43.00;5.00;185.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3259;1236;Provincia;Santa Cruz  ;Guarayos;;Rural;25.00;28.00;1.00;10.00;2.00;107.00;144.00;3.00;320.00;63.00;40.00;9.00;6.00;16.00;90.00;222.00;8.00;454.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3260;1237;Municipio/TIOC;Santa Cruz  ;Guarayos;Ascención de Guarayos;Ascención de Guarayos;41.00;59.00;9.00;31.00;11.00;52.00;74.00;5.00;282.00;70.00;47.00;13.00;23.00;15.00;53.00;171.00;8.00;400.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3261;1238;Municipio/TIOC;Santa Cruz  ;Guarayos;Ascención de Guarayos;Urbana;26.00;41.00;9.00;25.00;10.00;4.00;24.00;4.00;143.00;41.00;25.00;8.00;19.00;8.00;1.00;37.00;4.00;143.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3262;1239;Municipio/TIOC;Santa Cruz  ;Guarayos;Ascención de Guarayos;Rural;15.00;18.00;;6.00;1.00;48.00;50.00;1.00;139.00;29.00;22.00;5.00;4.00;7.00;52.00;134.00;4.00;257.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3263;1240;Municipio/TIOC;Santa Cruz  ;Guarayos;Urubichá;Urubichá;1.00;3.00;1.00;3.00;;;10.00;;18.00;10.00;4.00;1.00;1.00;;;6.00;1.00;23.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3264;1241;Municipio/TIOC;Santa Cruz  ;Guarayos;Urubichá;Urbana;1.00;3.00;1.00;3.00;;;10.00;;18.00;9.00;4.00;;1.00;;;3.00;1.00;18.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3265;1242;Municipio/TIOC;Santa Cruz  ;Guarayos;Urubichá;Rural;;;;;;;;;;1.00;;1.00;;;;3.00;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3266;1243;Municipio/TIOC;Santa Cruz  ;Guarayos;El Puente;El Puente;15.00;17.00;1.00;6.00;1.00;59.00;106.00;3.00;208.00;38.00;29.00;4.00;5.00;10.00;38.00;88.00;4.00;216.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3267;1244;Municipio/TIOC;Santa Cruz  ;Guarayos;El Puente;Urbana;5.00;7.00;;2.00;;;12.00;1.00;27.00;5.00;11.00;1.00;3.00;1.00;;3.00;;24.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3268;1245;Municipio/TIOC;Santa Cruz  ;Guarayos;El Puente;Rural;10.00;10.00;1.00;4.00;1.00;59.00;94.00;2.00;181.00;33.00;18.00;3.00;2.00;9.00;38.00;85.00;4.00;192.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3269;1246;Departamento;Beni;;;Beni;224.00;1151.00;211.00;407.00;53.00;93.00;789.00;322.00;3250.00;303.00;1490.00;246.00;409.00;287.00;119.00;1151.00;150.00;4155.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3270;1247;Departamento;Beni;;;Urbana;179.00;800.00;184.00;386.00;49.00;6.00;719.00;237.00;2560.00;245.00;1084.00;220.00;380.00;248.00;22.00;975.00;119.00;3293.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3271;1248;Departamento;Beni;;;Rural;45.00;351.00;27.00;21.00;4.00;87.00;70.00;85.00;690.00;58.00;406.00;26.00;29.00;39.00;97.00;176.00;31.00;862.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3272;1249;Provincia;Beni;Cercado;;Cercado;78.00;134.00;71.00;143.00;24.00;75.00;222.00;95.00;842.00;106.00;160.00;78.00;167.00;92.00;87.00;366.00;34.00;1090.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3273;1250;Provincia;Beni;Cercado;;Urbana;75.00;130.00;71.00;140.00;24.00;4.00;213.00;83.00;740.00;100.00;152.00;77.00;162.00;89.00;9.00;351.00;31.00;971.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3274;1251;Provincia;Beni;Cercado;;Rural;3.00;4.00;;3.00;;71.00;9.00;12.00;102.00;6.00;8.00;1.00;5.00;3.00;78.00;15.00;3.00;119.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3275;1252;Municipio/TIOC;Beni;Cercado;Trinidad;Trinidad;76.00;134.00;71.00;141.00;24.00;4.00;215.00;86.00;751.00;101.00;157.00;78.00;164.00;90.00;9.00;354.00;31.00;984.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3276;1253;Municipio/TIOC;Beni;Cercado;Trinidad;Urbana;75.00;130.00;71.00;140.00;24.00;4.00;213.00;83.00;740.00;100.00;152.00;77.00;162.00;89.00;9.00;351.00;31.00;971.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3277;1254;Municipio/TIOC;Beni;Cercado;Trinidad;Rural;1.00;4.00;;1.00;;;2.00;3.00;11.00;1.00;5.00;1.00;2.00;1.00;;3.00;;13.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3278;1255;Municipio/TIOC;Beni;Cercado;San Javier;San Javier;2.00;;;2.00;;71.00;7.00;9.00;91.00;5.00;3.00;;3.00;2.00;78.00;12.00;3.00;106.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3279;1256;Municipio/TIOC;Beni;Cercado;San Javier;Urbana;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3280;1257;Municipio/TIOC;Beni;Cercado;San Javier;Rural;2.00;;;2.00;;71.00;7.00;9.00;91.00;5.00;3.00;;3.00;2.00;78.00;12.00;3.00;106.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3281;1258;Provincia;Beni;Vaca Diez;;Vaca Diez;49.00;629.00;91.00;96.00;8.00;2.00;285.00;141.00;1301.00;66.00;847.00;123.00;87.00;66.00;18.00;418.00;64.00;1689.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3282;1259;Provincia;Beni;Vaca Diez;;Urbana;47.00;559.00;83.00;95.00;8.00;1.00;277.00;119.00;1189.00;65.00;747.00;112.00;83.00;61.00;12.00;377.00;60.00;1517.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3283;1260;Provincia;Beni;Vaca Diez;;Rural;2.00;70.00;8.00;1.00;;1.00;8.00;22.00;112.00;1.00;100.00;11.00;4.00;5.00;6.00;41.00;4.00;172.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3284;1261;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Riberalta;26.00;172.00;60.00;43.00;5.00;2.00;198.00;92.00;598.00;48.00;269.00;97.00;50.00;39.00;10.00;297.00;36.00;846.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3285;1262;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Urbana;25.00;158.00;56.00;42.00;5.00;1.00;193.00;88.00;568.00;47.00;239.00;92.00;48.00;36.00;10.00;277.00;35.00;784.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3286;1263;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Rural;1.00;14.00;4.00;1.00;;1.00;5.00;4.00;30.00;1.00;30.00;5.00;2.00;3.00;;20.00;1.00;62.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3287;1264;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Guayaramerín;23.00;457.00;31.00;53.00;3.00;;87.00;49.00;703.00;18.00;578.00;26.00;37.00;27.00;8.00;121.00;28.00;843.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3288;1265;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Urbana;22.00;401.00;27.00;53.00;3.00;;84.00;31.00;621.00;18.00;508.00;20.00;35.00;25.00;2.00;100.00;25.00;733.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3289;1266;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Rural;1.00;56.00;4.00;;;;3.00;18.00;82.00;;70.00;6.00;2.00;2.00;6.00;21.00;3.00;110.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3290;1267;Provincia;Beni;General José Ballivián;;General José Ballivián;51.00;47.00;23.00;72.00;11.00;;186.00;36.00;426.00;65.00;79.00;21.00;66.00;58.00;5.00;248.00;24.00;566.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3291;1268;Provincia;Beni;General José Ballivián;;Urbana;30.00;35.00;19.00;68.00;10.00;;176.00;12.00;350.00;47.00;57.00;18.00;61.00;45.00;;184.00;17.00;429.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3292;1269;Provincia;Beni;General José Ballivián;;Rural;21.00;12.00;4.00;4.00;1.00;;10.00;24.00;76.00;18.00;22.00;3.00;5.00;13.00;5.00;64.00;7.00;137.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3293;1270;Municipio/TIOC;Beni;General José Ballivián;Reyes;Reyes;8.00;8.00;6.00;29.00;1.00;;28.00;2.00;82.00;12.00;15.00;1.00;23.00;5.00;;38.00;1.00;95.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3294;1271;Municipio/TIOC;Beni;General José Ballivián;Reyes;Urbana;7.00;6.00;2.00;28.00;1.00;;23.00;;67.00;11.00;11.00;1.00;22.00;5.00;;29.00;1.00;80.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3295;1272;Municipio/TIOC;Beni;General José Ballivián;Reyes;Rural;1.00;2.00;4.00;1.00;;;5.00;2.00;15.00;1.00;4.00;;1.00;;;9.00;;15.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3296;1273;Municipio/TIOC;Beni;General José Ballivián;San Borja;San Borja;20.00;18.00;6.00;18.00;4.00;;39.00;12.00;117.00;26.00;23.00;10.00;21.00;28.00;;77.00;18.00;203.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3297;1274;Municipio/TIOC;Beni;General José Ballivián;San Borja;Urbana;11.00;13.00;6.00;17.00;4.00;;36.00;7.00;94.00;20.00;20.00;8.00;20.00;23.00;;54.00;12.00;157.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3298;1275;Municipio/TIOC;Beni;General José Ballivián;San Borja;Rural;9.00;5.00;;1.00;;;3.00;5.00;23.00;6.00;3.00;2.00;1.00;5.00;;23.00;6.00;46.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3299;1276;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Santa Rosa;2.00;5.00;1.00;12.00;;;11.00;6.00;37.00;1.00;7.00;3.00;7.00;5.00;5.00;29.00;3.00;60.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3300;1277;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Urbana;2.00;3.00;1.00;12.00;;;10.00;2.00;30.00;1.00;;3.00;5.00;2.00;;21.00;2.00;34.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3301;1278;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Rural;;2.00;;;;;1.00;4.00;7.00;;7.00;;2.00;3.00;5.00;8.00;1.00;26.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3302;1279;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Puerto Menor de Rurrenabaque;21.00;16.00;10.00;13.00;6.00;;108.00;16.00;190.00;26.00;34.00;7.00;15.00;20.00;;104.00;2.00;208.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3303;1280;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Urbana;10.00;13.00;10.00;11.00;5.00;;107.00;3.00;159.00;15.00;26.00;6.00;14.00;15.00;;80.00;2.00;158.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSOS 2012 Y 3304;1281;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Rural;11.00;3.00;;2.00;1.00;;1.00;13.00;31.00;11.00;8.00;1.00;1.00;5.00;;24.00;;50.00
