cuadro;descripcion;nivel;departamento;provincia;municipio_tioc;area;total;afroboliviano;_akarapis;_andamarca;_araona;_aroma;_ayllu_jila;_ayllu_jukumani;_ayllu_kacachaca;_ayllu_kharacha;_ayllu_porco;_ayllu_yura;_aymara;_ayoreo;_baure;_belen;_besiro;_calcha;canichana;_cavinenho;_cayubaba;_chacobo;challapata;_chane;_chaqui;charagua;charazani;_charka;_charka_qhara_qhara;_chayanta;_chichas;chiquitano;chiriguano;_choquecota;_chullpas;_chuwi;_condo;_coroma;_corque;_curahuara_de_carangas;_ese_ejja;_guarani;_guarasuwe;_gwarayu;_huachacalla;_huari;_huaylla_marka;_itonama;_jacha_carangas;_jalqa;_jatun_killacas;_javeriano;_jesus_de_machaca;_joaquiniano;_kallawaya;_killacas;_lagunillas;_larecaja;_layme;_leco;_lipez;_loretano;_lupaca;_machineri;_maropa;_mataco;_mojenho;_mojenho_ignaciano;_mojenho_trinitario;_mojocoya;_mollo;_monkox;_more;_moro_moro;_moseten;_movima;_murato;_orinoca;_pacahuara;_pakajaqi;_pampa_aullagas;_pati_pati;_paunaca;_pojos;_pojpo;_poroma;_pucara;_puquina;_qhara_qhara;_quechua;_quila_quila;_qullas;_raqaypampa;_reyesano;_sabaya;_salinas;_san_juan;_siriono;_sora;_suyu_sura;_tacana;_tapiete;_tinquipaya;_tobas;_toromona;_totora_marka;_trinitario;_tsimane;_turco;_uchupiamonas;_ucumasi;_urmiri_de_quillacas;_uru;_uru-chipaya;_uru-ito;_weenhayek;_yaminawa;_yampara;_yapacani;_yuqui;_yurakare;_yurakare_-_mojenho;_quechua_-_aymara;_otros_pueblos_indigenas_extranjeros;_mas_de_una_descripcion;_nacion;_pueblo;_indigena;_originario;_campesino;_combinacion_de_conceptos_de_npioc;_otros_ayllus,_marcas_y_organizaciones_territoriales;interculturales_y_otras_organizaciones_indigenas;sin_especificar
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3065;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3065;Municipio/TIOC; Santa Cruz;Andrés Ibáñez;Porongo;Porongo;1,480;16;0;0;0;0;0;0;0;0;0;0;61;0;0;0;4;0;0;0;0;0;0;1;0;2;0;0;0;0;2;85;0;0;0;0;0;0;0;0;0;135;0;32;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;2;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;506;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;12;0;2;35;11;426;2;0;0;120
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3066;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3066;Municipio/TIOC; Santa Cruz;Andrés Ibáñez;Porongo;Urbana;312;13;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;33;0;0;0;0;0;0;0;0;0;42;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;17;1;0;0;37
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3067;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3067;Municipio/TIOC; Santa Cruz;Andrés Ibáñez;Porongo;Rural;1,168;3;0;0;0;0;0;0;0;0;0;0;26;0;0;0;4;0;0;0;0;0;0;1;0;2;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;93;0;24;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;2;6;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;401;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;12;0;2;21;11;409;1;0;0;83
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3068;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3068;Municipio/TIOC; Santa Cruz;Andrés Ibáñez;La Guardia;La Guardia;18,443;258;0;1;0;1;0;0;0;0;0;0;1,481;5;5;0;5;0;0;1;2;1;2;0;4;8;0;0;1;13;5;465;13;0;0;0;0;0;1;3;0;1,450;0;182;0;1;0;8;0;9;0;0;0;1;0;0;2;0;1;12;0;0;0;0;1;1;45;9;13;4;0;7;0;1;3;12;0;0;0;0;0;0;0;3;0;6;4;0;4;9,230;0;0;0;1;0;0;2;1;0;0;12;0;1;0;0;5;4;7;0;0;0;0;3;1;0;0;0;73;1;0;2;0;24;12;163;3;18;420;135;3,439;44;2;13;773
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3069;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3069;Municipio/TIOC; Santa Cruz;Andrés Ibáñez;La Guardia;Urbana;17,017;250;0;1;0;1;0;0;0;0;0;0;1,459;5;4;0;4;0;0;1;2;1;2;0;4;7;0;0;1;13;5;433;13;0;0;0;0;0;1;3;0;1,077;0;166;0;1;0;8;0;9;0;0;0;1;0;0;2;0;1;12;0;0;0;0;1;1;43;7;13;4;0;7;0;1;3;12;0;0;0;0;0;0;0;3;0;6;4;0;4;8,926;0;0;0;1;0;0;2;1;0;0;11;0;1;0;0;5;1;7;0;0;0;0;2;1;0;0;0;73;1;0;2;0;24;2;153;3;18;370;135;2,921;31;2;13;715
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3070;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3070;Municipio/TIOC; Santa Cruz;Andrés Ibáñez;La Guardia;Rural;1,426;8;0;0;0;0;0;0;0;0;0;0;22;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;373;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;10;0;0;50;0;518;13;0;0;58
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3071;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3071;Municipio/TIOC; Santa Cruz;Andrés Ibáñez;El Torno;El Torno;7,677;116;0;0;0;0;0;1;0;0;0;0;207;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;1;1;1;69;1;0;0;0;0;0;0;0;0;232;0;28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;1;4,098;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;8;0;0;3;0;4;3;70;7;8;131;22;2,201;29;1;0;399
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3072;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3072;Municipio/TIOC; Santa Cruz;Andrés Ibáñez;El Torno;Urbana;4,521;73;0;0;0;0;0;1;0;0;0;0;146;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;50;1;0;0;0;0;0;0;0;0;177;0;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;1;2,634;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;3;0;3;3;54;6;7;98;17;889;14;1;0;295
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3073;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3073;Municipio/TIOC; Santa Cruz;Andrés Ibáñez;El Torno;Rural;3,156;43;0;0;0;0;0;0;0;0;0;0;61;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;19;0;0;0;0;0;0;0;0;0;55;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,464;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;16;1;1;33;5;1,312;15;0;0;104
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3074;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3074;Provincia; Santa Cruz;Warnes;;Warnes;23,296;417;0;0;0;2;0;0;2;0;0;2;2,841;8;7;0;12;1;2;2;0;0;0;2;0;24;0;2;3;2;20;1,031;5;0;0;1;1;1;0;0;2;3,317;0;256;0;0;0;5;8;1;0;0;1;3;14;0;6;1;1;9;0;1;0;0;7;1;115;35;26;1;2;1;0;0;4;47;1;0;0;2;0;0;0;0;0;0;1;0;4;9,320;1;0;4;1;0;0;0;2;0;0;16;0;1;0;0;2;20;32;0;0;0;0;3;0;0;4;0;31;2;3;10;0;28;4;112;0;27;647;110;3,509;68;1;5;1,073
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3075;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3075;Provincia; Santa Cruz;Warnes;;Urbana;19,739;396;0;0;0;2;0;0;2;0;0;2;2,789;7;6;0;10;1;2;2;0;0;0;2;0;17;0;2;3;2;18;829;5;0;0;0;1;1;0;0;2;1,801;0;232;0;0;0;4;8;1;0;0;1;3;14;0;6;1;1;9;0;1;0;0;7;1;104;28;22;1;2;1;0;0;4;45;1;0;0;2;0;0;0;0;0;0;1;0;4;8,593;1;0;4;1;0;0;0;2;0;0;15;0;1;0;0;2;19;29;0;0;0;0;2;0;0;4;0;31;2;3;10;0;27;2;98;0;27;559;97;2,830;66;1;5;902
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3076;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3076;Provincia; Santa Cruz;Warnes;;Rural;3,557;21;0;0;0;0;0;0;0;0;0;0;52;1;1;0;2;0;0;0;0;0;0;0;0;7;0;0;0;0;2;202;0;0;0;1;0;0;0;0;0;1,516;0;24;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;727;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;14;0;0;88;13;679;2;0;0;171
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3077;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3077;Municipio/TIOC; Santa Cruz;Warnes;Warnes;Warnes;22,207;398;0;0;0;2;0;0;2;0;0;2;2,815;7;6;0;12;1;2;2;0;0;0;2;0;22;0;2;3;2;15;862;5;0;0;0;1;1;0;0;2;3,209;0;237;0;0;0;5;8;1;0;0;1;3;11;0;6;1;1;9;0;1;0;0;7;1;100;33;25;1;2;1;0;0;4;47;1;0;0;2;0;0;0;0;0;0;1;0;4;8,913;1;0;4;1;0;0;0;2;0;0;16;0;1;0;0;2;18;31;0;0;0;0;3;0;0;4;0;31;2;3;10;0;28;4;111;0;27;625;103;3,286;67;1;5;1,020
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3078;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3078;Municipio/TIOC; Santa Cruz;Warnes;Warnes;Urbana;19,338;382;0;0;0;2;0;0;2;0;0;2;2,776;7;6;0;10;1;2;2;0;0;0;2;0;17;0;2;3;2;14;772;5;0;0;0;1;1;0;0;2;1,773;0;222;0;0;0;4;8;1;0;0;1;3;11;0;6;1;1;9;0;1;0;0;7;1;97;28;21;1;2;1;0;0;4;45;1;0;0;2;0;0;0;0;0;0;1;0;4;8,385;1;0;4;1;0;0;0;2;0;0;15;0;1;0;0;2;18;29;0;0;0;0;2;0;0;4;0;31;2;3;10;0;27;2;98;0;27;551;97;2,804;66;1;5;881
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3079;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3079;Municipio/TIOC; Santa Cruz;Warnes;Warnes;Rural;2,869;16;0;0;0;0;0;0;0;0;0;0;39;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;1;90;0;0;0;0;0;0;0;0;0;1,436;0;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;528;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;13;0;0;74;6;482;1;0;0;139
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3080;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3080;Municipio/TIOC; Santa Cruz;Warnes;Okinawa Uno;Okinawa Uno;1,089;19;0;0;0;0;0;0;0;0;0;0;26;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;169;0;0;0;1;0;0;0;0;0;108;0;19;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;15;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;22;7;223;1;0;0;53
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3081;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3081;Municipio/TIOC; Santa Cruz;Warnes;Okinawa Uno;Urbana;401;14;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;57;0;0;0;0;0;0;0;0;0;28;0;10;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;26;0;0;0;21
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3082;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3082;Municipio/TIOC; Santa Cruz;Warnes;Okinawa Uno;Rural;688;5;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;112;0;0;0;1;0;0;0;0;0;80;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;7;197;1;0;0;32
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3083;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3083;Provincia; Santa Cruz;Velasco;;Velasco;50,579;86;0;0;0;0;0;0;0;0;0;1;447;1;1;0;380;0;0;2;0;0;0;1;0;1;0;0;1;1;7;35,720;4;0;0;0;0;0;0;0;0;218;87;40;0;0;0;6;0;0;0;0;0;1;2;0;0;0;0;3;0;0;0;0;3;0;38;156;10;0;0;54;0;0;0;19;0;1;0;0;0;0;0;0;0;0;0;0;1;4,634;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;6;12;0;0;1;0;0;0;0;0;0;1;3;1;1;1;6;5;26;1;10;2,437;112;4,836;167;0;6;1,018
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3084;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3084;Provincia; Santa Cruz;Velasco;;Urbana;18,324;63;0;0;0;0;0;0;0;0;0;0;268;1;1;0;20;0;0;1;0;0;0;1;0;1;0;0;1;1;1;14,546;1;0;0;0;0;0;0;0;0;92;1;25;0;0;0;4;0;0;0;0;0;1;2;0;0;0;0;3;0;0;0;0;1;0;14;138;5;0;0;8;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;1;1,303;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;7;0;0;1;0;0;0;0;0;0;0;3;0;0;1;4;5;17;1;9;337;13;1,019;24;0;2;368
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3085;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3085;Provincia; Santa Cruz;Velasco;;Rural;32,255;23;0;0;0;0;0;0;0;0;0;1;179;0;0;0;360;0;0;1;0;0;0;0;0;0;0;0;0;0;6;21,174;3;0;0;0;0;0;0;0;0;126;86;15;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;24;18;5;0;0;46;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;3,331;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;0;9;0;1;2,100;99;3,817;143;0;4;650
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3086;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3086;Municipio/TIOC; Santa Cruz;Velasco;San Ignacio;San Ignacio;37,542;82;0;0;0;0;0;0;0;0;0;0;379;1;1;0;349;0;0;1;0;0;0;1;0;1;0;0;1;1;2;27,213;3;0;0;0;0;0;0;0;0;155;87;29;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;25;150;6;0;0;53;0;0;0;14;0;1;0;0;0;0;0;0;0;0;0;0;1;3,906;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;6;11;0;0;1;0;0;0;0;0;0;1;3;1;1;1;6;0;19;1;9;875;45;3,280;127;0;2;679
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3087;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3087;Municipio/TIOC; Santa Cruz;Velasco;San Ignacio;Urbana;14,194;62;0;0;0;0;0;0;0;0;0;0;239;1;1;0;17;0;0;1;0;0;0;1;0;1;0;0;1;1;1;10,930;1;0;0;0;0;0;0;0;0;72;1;20;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;13;137;3;0;0;8;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1,241;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;6;0;0;1;0;0;0;0;0;0;0;3;0;0;1;4;0;15;1;8;162;11;883;17;0;2;313
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3088;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 3088;Municipio/TIOC; Santa Cruz;Velasco;San Ignacio;Rural;23,348;20;0;0;0;0;0;0;0;0;0;0;140;0;0;0;332;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16,283;2;0;0;0;0;0;0;0;0;83;86;9;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13;3;0;0;45;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2,665;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;0;4;0;1;713;34;2,397;110;0;0;366
