cuadro;pregunta;fuente;nivel;departamento;provincia;municipio;sexo;total;afroboliviano;araona;aymara;ayoreo;baure;canichana;cavinenho;cayubaba;chacobo;charka_qhara_qhara;chichas;chiquitano;chuwi;ese_ejja;guarani;guarasu_we;gwarayu;itonama;jacha_carangas;jalq_a;joaquiniano;kallawaya;killacas;leco;lipez;lupaca;machineri;maropa;mojenho;mojeno_ignaciano;mojenho_trinitario;more;moseten;movima;pacahuara;pakajaqi;paunaca;puquina;quechua;qullas;raqaypampa;siriono;sora;tacana;tapiete;toromona;tsimane_;uru-chipaya;weenhayek;yaminawa;yampara;yuqui;yurakare;quechua_-_aymara;Mas_de_una_descripcion;Otras_declaraciones;Otros_pueblos_indigenas_extranjeros
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2049;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Azurduy;Tarvita;Hombres;6,350;1;0;6;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6,050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2050;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Azurduy;Tarvita;Mujeres;6,576;0;0;15;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;6,313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2051;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Chuquisaca;Zudáñez;;Zudáñez;32,791;12;0;47;0;0;0;0;0;0;0;4;0;0;0;29;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,919;0;0;0;0;0;0;0;0;0;0;0;223;0;0;0;1;1,553;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2052;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Chuquisaca;Zudáñez;;Hombres;16,919;7;0;27;0;0;0;0;0;0;0;3;0;0;0;18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,969;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;1;782;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2053;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Chuquisaca;Zudáñez;;Mujeres;15,872;5;0;20;0;0;0;0;0;0;0;1;0;0;0;11;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,950;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;771;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2054;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;Zudáñez;Zudáñez;9,948;0;0;24;0;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,337;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;565;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2055;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;Zudáñez;Hombres;5,180;0;0;14;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,862;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;289;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2056;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;Zudáñez;Mujeres;4,768;0;0;10;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,475;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;276;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2057;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;presto;presto;9,163;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,557;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;1;484;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2058;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;presto;Hombres;4,803;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,494;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;1;251;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2059;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;presto;Mujeres;4,360;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,063;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;233;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2060;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;Mojocoya;Mojocoya;5,765;12;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2061;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;Mojocoya;Hombres;2,911;7;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2062;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;Mojocoya;Mujeres;2,854;5;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2063;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;Icla;Icla;7,915;0;0;15;0;0;0;0;0;0;0;2;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,563;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;221;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2064;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;Icla;Hombres;4,025;0;0;10;0;0;0;0;0;0;0;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,851;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;103;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2065;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Zudáñez;Icla;Mujeres;3,890;0;0;5;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,712;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;118;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2066;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Chuquisaca;Tomina;;Tomina;16,678;21;0;40;0;0;0;0;0;0;1;2;2;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;15,582;0;0;0;0;0;0;0;2;0;0;0;10;0;0;0;1;966;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2067;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Chuquisaca;Tomina;;Hombres;8,476;11;0;19;0;0;0;0;0;0;1;2;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7,910;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;1;501;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2068;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Chuquisaca;Tomina;;Mujeres;8,202;10;0;21;0;0;0;0;0;0;0;0;2;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7,672;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;465;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2069;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;padilla;padilla;1,768;18;0;14;0;0;0;0;0;0;1;1;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,503;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;207;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2070;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;padilla;Hombres;967;10;0;7;0;0;0;0;0;0;1;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2071;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;padilla;Mujeres;801;8;0;7;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;671;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;100;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2072;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;Tomina;Tomina;6,022;1;0;16;0;0;0;0;0;0;0;0;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,540;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;1;449;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2073;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;Tomina;Hombres;3,016;0;0;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,763;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;236;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2074;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;Tomina;Mujeres;3,006;1;0;9;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,777;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;213;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2075;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;Sopachuy;Sopachuy;5,314;0;0;5;0;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,093;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;204;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2076;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;Sopachuy;Hombres;2,718;0;0;3;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,607;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;100;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2077;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;Sopachuy;Mujeres;2,596;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,486;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;104;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2078;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;Alcalá;Alcalá;1,179;1;0;2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2079;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;Alcalá;Hombres;571;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2080;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;Alcalá;Mujeres;608;1;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2081;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;El Villar;El Villar;2,395;1;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2,311;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;73;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2082;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Chuquisaca;Tomina;El Villar;Hombres;1,204;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1,157;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;39;0
