Cuadro;pregunta;nivel;departamento;provincia;tioc/municipio;area;total;si_total;si_hombres;si_mujeres;no_total;no_hombres;no_mujeres;no_sabe_total;no_sabe_hombres;no_sabe_mujeres
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Vaca Diez;;Urbana;134,122;9,049;5,115;3,934;117,722;58,222;59,500;7,351;3,670;3,681
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Vaca Diez;;Rural;18,211;9,410;5,149;4,261;7,496;4,250;3,246;1,305;701;604
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Vaca Diez;Riberalta;Riberalta;110,302;13,778;7,541;6,237;90,862;45,182;45,680;5,662;2,821;2,841
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Vaca Diez;Riberalta;Urbana;98,363;6,723;3,714;3,009;86,644;42,756;43,888;4,996;2,479;2,517
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Vaca Diez;Riberalta;Rural;11,939;7,055;3,827;3,228;4,218;2,426;1,792;666;342;324
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Vaca Diez;Guayaramerín;Guayaramerín;42,031;4,681;2,723;1,958;34,356;17,290;17,066;2,994;1,550;1,444
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Vaca Diez;Guayaramerín;Urbana;35,759;2,326;1,401;925;31,078;15,466;15,612;2,355;1,191;1,164
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Vaca Diez;Guayaramerín;Rural;6,272;2,355;1,322;1,033;3,278;1,824;1,454;639;359;280
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;General José Ballivián;;General José Ballivián;89,638;40,270;21,407;18,863;46,337;23,395;22,942;3,031;1,520;1,511
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;General José Ballivián;;Urbana;48,968;9,908;5,163;4,745;37,210;18,393;18,817;1,850;913;937
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;General José Ballivián;;Rural;40,670;30,362;16,244;14,118;9,127;5,002;4,125;1,181;607;574
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;Reyes;Reyes;11,478;5,611;3,017;2,594;5,538;2,823;2,715;329;159;170
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;Reyes;Urbana;6,735;1,771;879;892;4,788;2,396;2,392;176;87;89
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;Reyes;Rural;4,743;3,840;2,138;1,702;750;427;323;153;72;81
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;San Borja;San Borja;45,798;25,224;13,267;11,957;19,227;9,522;9,705;1,347;683;664
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;San Borja;Urbana;22,410;4,549;2,316;2,233;17,053;8,305;8,748;808;400;408
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;San Borja;Rural;23,388;20,675;10,951;9,724;2,174;1,217;957;539;283;256
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;Santa Rosa;Santa Rosa;11,122;1,430;765;665;8,914;4,679;4,235;778;402;376
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;Santa Rosa;Urbana;5,563;307;165;142;4,844;2,451;2,393;412;206;206
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;Santa Rosa;Rural;5,559;1,123;600;523;4,070;2,228;1,842;366;196;170
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Puerto Menor de Rurrenabaque;21,240;8,005;4,358;3,647;12,658;6,371;6,287;577;276;301
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Urbana;14,260;3,281;1,803;1,478;10,525;5,241;5,284;454;220;234
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Rural;6,980;4,724;2,555;2,169;2,133;1,130;1,003;123;56;67
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Yacuma;;Yacuma;26,100;11,783;6,193;5,590;13,117;6,930;6,187;1,200;661;539
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Yacuma;;Urbana;15,118;6,955;3,521;3,434;7,792;3,955;3,837;371;195;176
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Yacuma;;Rural;10,982;4,828;2,672;2,156;5,325;2,975;2,350;829;466;363
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Yacuma;Santa Ana;Santa Ana;18,088;9,097;4,708;4,389;8,189;4,213;3,976;802;450;352
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Yacuma;Santa Ana;Urbana;13,023;6,124;3,075;3,049;6,565;3,273;3,292;334;179;155
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Yacuma;Santa Ana;Rural;5,065;2,973;1,633;1,340;1,624;940;684;468;271;197
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Yacuma;Exaltación;Exaltación;8,012;2,686;1,485;1,201;4,928;2,717;2,211;398;211;187
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Yacuma;Exaltación;Urbana;2,095;831;446;385;1,227;682;545;37;16;21
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Yacuma;Exaltación;Rural;5,917;1,855;1,039;816;3,701;2,035;1,666;361;195;166
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Moxos;;Moxos;21,584;15,519;8,147;7,372;5,614;2,932;2,682;451;226;225
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Moxos;;Urbana;10,315;6,315;3,205;3,110;3,795;1,929;1,866;205;94;111
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Moxos;;Rural;11,269;9,204;4,942;4,262;1,819;1,003;816;246;132;114
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Moxos;San Ignacio;San Ignacio;21,584;15,519;8,147;7,372;5,614;2,932;2,682;451;226;225
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Moxos;San Ignacio;Urbana;10,315;6,315;3,205;3,110;3,795;1,929;1,866;205;94;111
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Moxos;San Ignacio;Rural;11,269;9,204;4,942;4,262;1,819;1,003;816;246;132;114
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Marbán;;Marbán;19,839;9,398;5,289;4,109;9,293;5,095;4,198;1,148;632;516
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Marbán;;Urbana;2,549;788;422;366;1,595;779;816;166;78;88
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Marbán;;Rural;17,290;8,610;4,867;3,743;7,698;4,316;3,382;982;554;428
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Marbán;Loreto;Loreto;4,269;1,892;1,017;875;2,245;1,164;1,081;132;66;66
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Marbán;Loreto;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Marbán;Loreto;Rural;4,269;1,892;1,017;875;2,245;1,164;1,081;132;66;66
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Marbán;San Andrés;San Andrés;15,570;7,506;4,272;3,234;7,048;3,931;3,117;1,016;566;450
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Marbán;San Andrés;Urbana;2,549;788;422;366;1,595;779;816;166;78;88
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Marbán;San Andrés;Rural;13,021;6,718;3,850;2,868;5,453;3,152;2,301;850;488;362
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Mamoré;;Mamoré;13,388;4,819;2,672;2,147;7,503;3,964;3,539;1,066;569;497
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Mamoré;;Urbana;8,636;2,500;1,334;1,166;5,419;2,767;2,652;717;391;326
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Beni;Mamoré;;Rural;4,752;2,319;1,338;981;2,084;1,197;887;349;178;171
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Mamoré;San Joaquín;San Joaquín;6,808;2,741;1,516;1,225;3,365;1,787;1,578;702;365;337
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Mamoré;San Joaquín;Urbana;4,799;1,671;901;770;2,623;1,363;1,260;505;271;234
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Mamoré;San Joaquín;Rural;2,009;1,070;615;455;742;424;318;197;94;103
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Beni;Mamoré;San Ramón;San Ramón;5,489;1,688;930;758;3,478;1,827;1,651;323;181;142
