cuadro;pregunta;no.;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_tasa_de_alfabetismo_total;2001_tasa_de_alfabetismo_hombres;2001_tasa_de_alfabetismo_mujeres;2001_brecha_hombres-mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_tasa_de_alfabetismo_total;2012_tasa_de_alfabetismo_hombres;2012_tasa_de_alfabetismo_mujeres;2012_brecha_hombres-mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_tasa_de_alfabetismo_total;2024_tasa_de_alfabetismo_hombres;2024_tasa_de_alfabetismo_mujeres;2024_brecha_hombres-mujeres
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6985;tasa de alfabetismo;4962;Municipio/TIOC;Tarija;Arce;Bermejo;15 a 24 ;1,794;1,120;674;93.3;96.0;88.9;7.1;891;495;396;98.8;99.0;98.5;0.5;677;335;342;99.1;98.8;99.4;-0.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6986;tasa de alfabetismo;4963;Municipio/TIOC;Tarija;Arce;Bermejo;25 a 39 ;1,420;900;520;84.4;91.9;71.3;20.5;1,049;577;472;96.2;98.4;93.4;5.0;920;487;433;97.9;98.8;97.0;1.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6987;tasa de alfabetismo;4964;Municipio/TIOC;Tarija;Arce;Bermejo;40 a 59 ;912;616;296;66.2;79.5;38.5;41.0;848;472;376;87.7;93.9;80.1;13.8;820;437;383;90.5;96.1;84.1;12.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6988;tasa de alfabetismo;4965;Municipio/TIOC;Tarija;Arce;Bermejo;60 o más ;263;143;120;31.6;50.3;9.2;41.2;447;243;204;66.9;78.6;52.9;25.7;478;265;213;65.9;81.5;46.5;35.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6989;tasa de alfabetismo;4966;Provincia;Tarija;Gran Chaco;;Gran Chaco;69,148;35,069;34,079;89.0;93.9;84.0;9.9;99,058;50,909;48,149;95.1;97.0;93.1;3.9;112,713;56,721;55,992;95.0;97.0;93.1;3.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6990;tasa de alfabetismo;4967;Provincia;Tarija;Gran Chaco;;15 a 24 ;23,907;12,190;11,717;97.1;98.1;96.0;2.1;29,659;15,496;14,163;98.9;99.0;98.7;0.3;25,779;13,715;12,064;99.0;98.9;99.0;-0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6991;tasa de alfabetismo;4968;Provincia;Tarija;Gran Chaco;;25 a 39 ;23,911;11,983;11,928;94.0;97.0;90.9;6.1;33,842;17,291;16,551;97.9;98.6;97.1;1.5;37,918;18,831;19,087;98.6;98.7;98.5;0.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6992;tasa de alfabetismo;4969;Provincia;Tarija;Gran Chaco;;40 a 59 ;15,624;8,129;7,495;82.0;90.8;72.4;18.4;24,835;12,963;11,872;94.5;97.1;91.7;5.4;32,877;16,412;16,465;95.6;97.5;93.7;3.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6993;tasa de alfabetismo;4970;Provincia;Tarija;Gran Chaco;;60 o más ;5,706;2,767;2,939;53.8;70.8;37.8;33.0;10,722;5,159;5,563;77.4;85.6;69.8;15.7;16,139;7,763;8,376;79.2;88.1;71.0;17.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6994;tasa de alfabetismo;4971;Provincia;Tarija;Gran Chaco;;Urbana;48,688;23,253;25,435;92.2;96.8;88.0;8.8;66,937;32,783;34,154;96.8;98.4;95.2;3.3;78,998;38,477;40,521;96.7;98.3;95.1;3.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6995;tasa de alfabetismo;4972;Provincia;Tarija;Gran Chaco;;15 a 24 ;17,137;8,048;9,089;98.4;99.2;97.7;1.5;19,752;9,839;9,913;99.5;99.6;99.4;0.3;17,360;9,079;8,281;99.5;99.4;99.6;-0.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6996;tasa de alfabetismo;4973;Provincia;Tarija;Gran Chaco;;25 a 39 ;17,357;8,307;9,050;96.1;98.6;93.8;4.7;23,375;11,353;12,022;99.1;99.4;98.7;0.7;26,983;13,053;13,930;99.3;99.3;99.2;0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6997;tasa de alfabetismo;4974;Provincia;Tarija;Gran Chaco;;40 a 59 ;10,726;5,320;5,406;86.3;95.2;77.4;17.8;17,089;8,507;8,582;96.4;98.7;94.2;4.4;23,577;11,265;12,312;97.3;98.7;96.1;2.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6998;tasa de alfabetismo;4975;Provincia;Tarija;Gran Chaco;;60 o más ;3,468;1,578;1,890;60.5;80.4;43.9;36.5;6,721;3,084;3,637;81.6;90.4;74.2;16.2;11,078;5,080;5,998;84.4;92.6;77.5;15.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 6999;tasa de alfabetismo;4976;Provincia;Tarija;Gran Chaco;;Rural;20,460;11,816;8,644;81.5;88.2;72.2;16.0;32,121;18,126;13,995;91.7;94.5;88.0;6.5;33,715;18,244;15,471;91.3;94.3;87.7;6.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7000;tasa de alfabetismo;4977;Provincia;Tarija;Gran Chaco;;15 a 24 ;6,770;4,142;2,628;93.8;96.2;90.1;6.1;9,907;5,657;4,250;97.6;97.9;97.2;0.8;8,419;4,636;3,783;98.0;98.1;97.8;0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7001;tasa de alfabetismo;4978;Provincia;Tarija;Gran Chaco;;25 a 39 ;6,554;3,676;2,878;88.3;93.5;81.8;11.7;10,467;5,938;4,529;95.2;97.1;92.8;4.3;10,935;5,778;5,157;97.0;97.4;96.6;0.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7002;tasa de alfabetismo;4979;Provincia;Tarija;Gran Chaco;;40 a 59 ;4,898;2,809;2,089;72.5;82.4;59.3;23.1;7,746;4,456;3,290;90.3;94.1;85.2;8.9;9,300;5,147;4,153;91.2;95.1;86.4;8.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7003;tasa de alfabetismo;4980;Provincia;Tarija;Gran Chaco;;60 o más ;2,238;1,189;1,049;43.4;58.0;26.9;31.1;4,001;2,075;1,926;70.3;78.4;61.6;16.8;5,061;2,683;2,378;67.9;79.6;54.6;25.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7004;tasa de alfabetismo;4981;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;Yacuiba;49,607;24,357;25,250;89.5;94.5;84.7;9.8;61,621;30,410;31,211;94.6;96.7;92.6;4.2;69,656;34,527;35,129;94.7;96.9;92.6;4.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7005;tasa de alfabetismo;4982;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;15 a 24 ;17,457;8,500;8,957;97.1;98.3;96.0;2.3;18,489;9,370;9,119;98.6;98.8;98.4;0.3;16,026;8,476;7,550;98.9;98.9;98.9;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7006;tasa de alfabetismo;4983;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;25 a 39 ;17,598;8,651;8,947;94.3;97.3;91.4;5.9;20,539;9,990;10,549;97.6;98.4;96.8;1.6;23,149;11,469;11,680;98.5;98.7;98.3;0.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7007;tasa de alfabetismo;4984;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;40 a 59 ;10,739;5,436;5,303;82.0;91.4;72.3;19.1;15,721;7,853;7,868;94.1;97.0;91.3;5.7;20,372;9,872;10,500;95.4;97.6;93.4;4.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7008;tasa de alfabetismo;4985;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;60 o más ;3,813;1,770;2,043;53.1;71.5;37.2;34.3;6,872;3,197;3,675;76.2;85.0;68.6;16.4;10,109;4,710;5,399;78.2;87.9;69.9;18.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7009;tasa de alfabetismo;4986;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;Urbana;38,865;18,344;20,521;92.0;96.9;87.7;9.2;44,105;21,086;23,019;96.4;98.3;94.6;3.7;52,978;25,792;27,186;96.4;98.2;94.7;3.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7010;tasa de alfabetismo;4987;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;15 a 24 ;13,693;6,249;7,444;98.3;99.3;97.5;1.7;12,802;6,247;6,555;99.5;99.6;99.4;0.2;11,530;6,041;5,489;99.5;99.5;99.6;-0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7011;tasa de alfabetismo;4988;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;25 a 39 ;14,179;6,824;7,355;96.1;98.6;93.8;4.8;14,954;7,059;7,895;99.0;99.4;98.6;0.8;17,732;8,675;9,057;99.3;99.3;99.2;0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7012;tasa de alfabetismo;4989;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;40 a 59 ;8,325;4,086;4,239;85.3;95.1;76.0;19.1;11,664;5,677;5,987;96.1;98.7;93.6;5.1;15,997;7,572;8,425;97.2;98.7;96.0;2.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7013;tasa de alfabetismo;4990;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;60 o más ;2,668;1,185;1,483;58.9;80.3;41.9;38.4;4,685;2,103;2,582;80.1;89.8;72.2;17.6;7,719;3,504;4,215;83.6;92.3;76.4;15.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7014;tasa de alfabetismo;4991;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;Rural;10,742;6,013;4,729;80.2;87.1;71.4;15.7;17,516;9,324;8,192;90.2;93.1;86.9;6.3;16,678;8,735;7,943;89.4;93.1;85.2;7.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7015;tasa de alfabetismo;4992;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;15 a 24 ;3,764;2,251;1,513;92.7;95.6;88.6;7.0;5,687;3,123;2,564;96.6;97.1;95.9;1.1;4,496;2,435;2,061;97.2;97.5;96.8;0.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7016;tasa de alfabetismo;4993;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;25 a 39 ;3,419;1,827;1,592;87.0;92.5;80.7;11.8;5,585;2,931;2,654;93.7;95.9;91.2;4.7;5,417;2,794;2,623;95.8;96.7;94.9;1.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7017;tasa de alfabetismo;4994;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;40 a 59 ;2,414;1,350;1,064;70.4;80.3;57.8;22.5;4,057;2,176;1,881;88.5;92.5;83.9;8.6;4,375;2,300;2,075;88.8;93.8;83.3;10.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7018;tasa de alfabetismo;4995;Municipio/TIOC;Tarija;Gran Chaco;Yacuiba;60 o más ;1,145;585;560;39.6;53.7;24.8;28.9;2,187;1,094;1,093;68.0;75.8;60.2;15.6;2,390;1,206;1,184;61.0;75.0;46.7;28.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7019;tasa de alfabetismo;4996;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;Caraparí;5,240;3,091;2,149;80.8;88.3;69.9;18.4;10,782;6,570;4,212;94.5;96.8;91.1;5.7;10,923;5,675;5,248;93.2;95.3;90.9;4.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7020;tasa de alfabetismo;4997;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;15 a 24 ;1,444;857;587;94.7;97.1;91.3;5.8;2,886;1,695;1,191;99.5;99.5;99.5;0.0;2,276;1,139;1,137;99.3;99.1;99.4;-0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7021;tasa de alfabetismo;4998;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;25 a 39 ;1,785;1,076;709;89.3;94.6;81.2;13.4;4,059;2,560;1,499;97.8;98.9;96.1;2.8;3,697;1,871;1,826;99.0;99.0;99.1;-0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7022;tasa de alfabetismo;4999;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;40 a 59 ;1,397;834;563;71.9;81.9;57.0;24.9;2,690;1,700;990;93.5;96.3;88.7;7.6;3,236;1,762;1,474;93.4;96.1;90.2;5.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7023;tasa de alfabetismo;5000;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;60 o más ;614;324;290;43.3;60.8;23.8;37.0;1,147;615;532;72.8;81.6;62.6;19.0;1,714;903;811;72.1;81.4;61.7;19.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7024;tasa de alfabetismo;5001;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;Urbana;;;;;;;;2,490;1,423;1,067;97.9;99.0;96.3;2.7;2,775;1,328;1,447;97.0;98.5;95.6;2.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7025;tasa de alfabetismo;5002;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;15 a 24 ;;;;;;;;681;375;306;99.6;99.7;99.3;0.4;620;298;322;99.5;99.3;99.7;-0.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7026;tasa de alfabetismo;5003;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;25 a 39 ;;;;;;;;1,096;636;460;99.5;100.0;98.7;1.3;1,052;483;569;99.1;99.6;98.8;0.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7027;tasa de alfabetismo;5004;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;40 a 59 ;;;;;;;;534;314;220;97.0;98.1;95.5;2.6;816;417;399;96.7;98.8;94.5;4.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7028;tasa de alfabetismo;5005;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;60 o más ;;;;;;;;179;98;81;84.4;92.9;74.1;18.8;287;130;157;84.7;91.5;79.0;12.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7029;tasa de alfabetismo;5006;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;Rural;5,240;3,091;2,149;80.8;88.3;69.9;18.4;8,292;5,147;3,145;93.5;96.1;89.3;6.8;8,148;4,347;3,801;91.9;94.3;89.0;5.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7030;tasa de alfabetismo;5007;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;15 a 24 ;1,444;857;587;94.7;97.1;91.3;5.8;2,205;1,320;885;99.5;99.5;99.5;-0.1;1,656;841;815;99.2;99.0;99.3;-0.2
