cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_promedio_anhos_estudio_total;2001_promedio_anhos_estudio_hombres;2001_promedio_anhos_estudio_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_promedio_anhos_estudio_total;2012_promedio_anhos_estudio_hombres;2012_promedio_anhos_estudio_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_promedio_anhos_estudio_total;2024_promedio_anhos_estudio_hombres;2024_promedio_anhos_estudio_mujeres
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8050;6027;Municipio/TIOC;Santa Cruz;¥uflo de Ch vez;Cuatro Ca¤adas;19 a 24 ;1,319;735;584;6.0;6.5;5.4;1,836;1,034;802;8.3;8.4;8.1;1,547;831;716;9.0;8.9;9.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8051;6028;Municipio/TIOC;Santa Cruz;¥uflo de Ch vez;Cuatro Ca¤adas;25 a 39 ;2,471;1,416;1,055;5.5;6.1;4.6;2,926;1,644;1,282;7.0;7.4;6.4;3,335;1,882;1,453;9.0;9.2;8.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8052;6029;Municipio/TIOC;Santa Cruz;¥uflo de Ch vez;Cuatro Ca¤adas;40 a 59 ;1,635;961;674;4.0;4.7;3.1;2,186;1,261;925;5.2;5.7;4.4;2,393;1,382;1,011;6.2;6.8;5.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8053;6030;Municipio/TIOC;Santa Cruz;¥uflo de Ch vez;Cuatro Ca¤adas;60 o m s ;416;235;181;3.0;3.3;2.6;721;386;335;3.7;4.1;3.4;979;523;456;4.0;4.8;3.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8054;6031;Provincia;Santa Cruz;?ngel Sandoval;;?ngel Sandoval;5,792;3,107;2,685;6.4;7.0;5.8;7,530;3,986;3,544;7.8;8.1;7.5;8,876;4,650;4,226;9.0;9.0;8.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8055;6032;Provincia;Santa Cruz;?ngel Sandoval;;19 a 24 ;1,308;725;583;8.0;8.4;7.5;1,407;757;650;9.6;9.5;9.6;1,385;740;645;10.4;10.4;10.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8056;6033;Provincia;Santa Cruz;?ngel Sandoval;;25 a 39 ;2,243;1,182;1,061;7.4;7.8;6.9;2,924;1,527;1,397;8.7;9.0;8.4;3,296;1,672;1,624;10.2;10.1;10.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8057;6034;Provincia;Santa Cruz;?ngel Sandoval;;40 a 59 ;1,606;880;726;5.2;6.0;4.3;2,194;1,173;1,021;6.9;7.2;6.5;2,842;1,514;1,328;8.4;8.6;8.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8058;6035;Provincia;Santa Cruz;?ngel Sandoval;;60 o m s ;635;320;315;2.7;3.3;2.0;1,005;529;476;4.8;5.2;4.4;1,353;724;629;5.6;6.1;5.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8059;6036;Provincia;Santa Cruz;?ngel Sandoval;;Urbana;2,493;1,263;1,230;8.1;8.8;7.3;3,457;1,713;1,744;9.1;9.6;8.5;4,735;2,380;2,355;9.9;10.1;9.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8060;6037;Provincia;Santa Cruz;?ngel Sandoval;;19 a 24 ;610;338;272;9.3;9.6;8.9;642;343;299;10.5;10.6;10.3;706;369;337;11.3;11.1;11.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8061;6038;Provincia;Santa Cruz;?ngel Sandoval;;25 a 39 ;986;478;508;9.0;9.7;8.4;1,416;700;716;9.9;10.3;9.6;1,716;852;864;11.2;11.2;11.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8062;6039;Provincia;Santa Cruz;?ngel Sandoval;;40 a 59 ;649;338;311;7.2;8.2;6.1;990;481;509;8.2;9.0;7.5;1,567;779;788;9.5;9.9;9.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8063;6040;Provincia;Santa Cruz;?ngel Sandoval;;60 o m s ;248;109;139;3.6;4.2;3.0;409;189;220;5.9;6.6;5.3;746;380;366;6.5;7.0;6.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8064;6041;Provincia;Santa Cruz;?ngel Sandoval;;Rural;3,299;1,844;1,455;5.1;5.7;4.4;4,073;2,273;1,800;6.8;6.9;6.5;4,141;2,270;1,871;7.9;8.0;7.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8065;6042;Provincia;Santa Cruz;?ngel Sandoval;;19 a 24 ;698;387;311;6.8;7.3;6.3;765;414;351;8.9;8.7;9.1;679;371;308;9.6;9.7;9.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8066;6043;Provincia;Santa Cruz;?ngel Sandoval;;25 a 39 ;1,257;704;553;6.1;6.6;5.5;1,508;827;681;7.6;7.9;7.1;1,580;820;760;9.1;9.1;9.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8067;6044;Provincia;Santa Cruz;?ngel Sandoval;;40 a 59 ;957;542;415;3.9;4.6;3.0;1,204;692;512;5.8;6.0;5.5;1,275;735;540;7.1;7.3;6.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8068;6045;Provincia;Santa Cruz;?ngel Sandoval;;60 o m s ;387;211;176;2.1;2.8;1.2;596;340;256;4.1;4.4;3.7;607;344;263;4.4;5.1;3.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8069;6046;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;San Mat¡as;5,792;3,107;2,685;6.4;7.0;5.8;7,530;3,986;3,544;7.8;8.1;7.5;8,876;4,650;4,226;9.0;9.0;8.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8070;6047;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;19 a 24 ;1,308;725;583;8.0;8.4;7.5;1,407;757;650;9.6;9.5;9.6;1,385;740;645;10.4;10.4;10.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8071;6048;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;25 a 39 ;2,243;1,182;1,061;7.4;7.8;6.9;2,924;1,527;1,397;8.7;9.0;8.4;3,296;1,672;1,624;10.2;10.1;10.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8072;6049;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;40 a 59 ;1,606;880;726;5.2;6.0;4.3;2,194;1,173;1,021;6.9;7.2;6.5;2,842;1,514;1,328;8.4;8.6;8.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8073;6050;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;60 o m s ;635;320;315;2.7;3.3;2.0;1,005;529;476;4.8;5.2;4.4;1,353;724;629;5.6;6.1;5.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8074;6051;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;Urbana;2,493;1,263;1,230;8.1;8.8;7.3;3,457;1,713;1,744;9.1;9.6;8.5;4,735;2,380;2,355;9.9;10.1;9.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8075;6052;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;19 a 24 ;610;338;272;9.3;9.6;8.9;642;343;299;10.5;10.6;10.3;706;369;337;11.3;11.1;11.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8076;6053;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;25 a 39 ;986;478;508;9.0;9.7;8.4;1,416;700;716;9.9;10.3;9.6;1,716;852;864;11.2;11.2;11.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8077;6054;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;40 a 59 ;649;338;311;7.2;8.2;6.1;990;481;509;8.2;9.0;7.5;1,567;779;788;9.5;9.9;9.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8078;6055;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;60 o m s ;248;109;139;3.6;4.2;3.0;409;189;220;5.9;6.6;5.3;746;380;366;6.5;7.0;6.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8079;6056;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;Rural;3,299;1,844;1,455;5.1;5.7;4.4;4,073;2,273;1,800;6.8;6.9;6.5;4,141;2,270;1,871;7.9;8.0;7.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8080;6057;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;19 a 24 ;698;387;311;6.8;7.3;6.3;765;414;351;8.9;8.7;9.1;679;371;308;9.6;9.7;9.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8081;6058;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;25 a 39 ;1,257;704;553;6.1;6.6;5.5;1,508;827;681;7.6;7.9;7.1;1,580;820;760;9.1;9.1;9.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8082;6059;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;40 a 59 ;957;542;415;3.9;4.6;3.0;1,204;692;512;5.8;6.0;5.5;1,275;735;540;7.1;7.3;6.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8083;6060;Municipio/TIOC;Santa Cruz;?ngel Sandoval;San Mat¡as;60 o m s ;387;211;176;2.1;2.8;1.2;596;340;256;4.1;4.4;3.7;607;344;263;4.4;5.1;3.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8084;6061;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;Manuel Mar¡a Caballero;9,908;5,352;4,556;5.1;5.8;4.4;12,137;6,266;5,871;6.6;7.0;6.1;14,171;7,228;6,943;8.3;8.5;8.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8085;6062;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;19 a 24 ;1,974;1,085;889;6.6;6.9;6.2;2,049;1,057;992;9.2;9.4;9.0;2,104;1,106;998;11.2;10.9;11.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8086;6063;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;25 a 39 ;3,815;2,113;1,702;6.1;6.6;5.5;4,603;2,409;2,194;7.5;7.8;7.1;4,962;2,488;2,474;10.2;10.3;10.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8087;6064;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;40 a 59 ;2,837;1,510;1,327;4.1;5.0;3.1;3,643;1,915;1,728;5.5;6.1;4.9;4,673;2,416;2,257;6.9;7.4;6.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8088;6065;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;60 o m s ;1,282;644;638;2.3;3.1;1.5;1,842;885;957;3.6;4.2;3.0;2,432;1,218;1,214;4.4;5.1;3.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8089;6066;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;Urbana;3,061;1,532;1,529;6.6;7.4;5.9;4,717;2,315;2,402;7.8;8.3;7.3;5,981;2,921;3,060;9.3;9.6;9.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8090;6067;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;19 a 24 ;603;319;284;8.2;8.4;7.9;878;443;435;9.9;10.0;9.9;926;509;417;11.5;11.2;11.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8091;6068;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;25 a 39 ;1,186;579;607;7.9;8.7;7.2;1,810;896;914;8.9;9.3;8.5;2,239;1,068;1,171;11.1;11.1;11.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8092;6069;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;40 a 59 ;875;442;433;5.4;6.4;4.3;1,357;675;682;6.8;7.5;6.1;1,874;902;972;8.1;8.6;7.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8093;6070;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;60 o m s ;397;192;205;3.4;4.3;2.5;672;301;371;4.2;5.0;3.6;942;442;500;5.2;6.1;4.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8094;6071;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;Rural;6,847;3,820;3,027;4.4;5.1;3.6;7,420;3,951;3,469;5.8;6.3;5.3;8,190;4,307;3,883;7.5;7.8;7.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8095;6072;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;19 a 24 ;1,371;766;605;5.9;6.2;5.4;1,171;614;557;8.6;8.9;8.3;1,178;597;581;11.0;10.7;11.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8096;6073;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;25 a 39 ;2,629;1,534;1,095;5.3;5.8;4.5;2,793;1,513;1,280;6.6;7.0;6.2;2,723;1,420;1,303;9.4;9.6;9.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8097;6074;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;40 a 59 ;1,962;1,068;894;3.5;4.4;2.5;2,286;1,240;1,046;4.7;5.3;4.1;2,799;1,514;1,285;6.2;6.7;5.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 8098;6075;Provincia;Santa Cruz;Manuel Mar¡a Caballero;;60 o m s ;885;452;433;1.8;2.5;1.1;1,170;584;586;3.2;3.8;2.6;1,490;776;714;3.9;4.6;3.0
