cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_tasa_asistencia_total;2001_tasa_asistencia_hombres;2001_tasa_asistencia_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_tasa_asistencia_total;2012_tasa_asistencia_hombres;2012_tasa_asistencia_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_tasa_asistencia_total;2024_tasa_asistencia_hombres;2024_tasa_asistencia_mujeres;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7464;5441;Municipio/TIOC;Pando;Manuripi;San Pedro;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7465;5442;Municipio/TIOC;Pando;Manuripi;San Pedro;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7466;5443;Municipio/TIOC;Pando;Manuripi;San Pedro;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7467;5444;Municipio/TIOC;Pando;Manuripi;San Pedro;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7468;5445;Municipio/TIOC;Pando;Manuripi;San Pedro;Rural;436;239;197;72.2;68.6;76.6;1,132;589;543;85.2;85.9;84.3;1,148;534;614;89.2;88.0;90.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7469;5446;Municipio/TIOC;Pando;Manuripi;San Pedro;4 a 5 ;83;50;33;51.8;42.0;66.7;124;74;50;44.4;44.6;44.0;160;75;85;67.5;57.3;76.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7470;5447;Municipio/TIOC;Pando;Manuripi;San Pedro;6 a 11 ;220;113;107;88.2;86.7;89.7;415;205;210;94.7;96.1;93.3;541;243;298;94.8;96.3;93.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7471;5448;Municipio/TIOC;Pando;Manuripi;San Pedro;12 a 17 ;133;76;57;58.6;59.2;57.9;593;310;283;87.0;89.0;84.8;447;216;231;90.2;89.4;90.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7472;5449;Municipio/TIOC;Pando;Manuripi;Filadelfia;Filadelfia;1,106;575;531;67.9;68.2;67.6;1,834;992;842;85.6;85.9;85.3;2,450;1,290;1,160;94.8;94.1;95.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7473;5450;Municipio/TIOC;Pando;Manuripi;Filadelfia;4 a 5 ;202;114;88;41.1;42.1;39.8;252;129;123;65.1;69.8;60.2;322;174;148;90.4;88.5;92.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7474;5451;Municipio/TIOC;Pando;Manuripi;Filadelfia;6 a 11 ;533;272;261;81.1;78.7;83.5;800;410;390;94.4;92.9;95.9;1,132;575;557;98.7;98.8;98.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7475;5452;Municipio/TIOC;Pando;Manuripi;Filadelfia;12 a 17 ;371;189;182;63.6;68.8;58.2;782;453;329;83.2;84.1;82.1;996;541;455;91.9;90.9;93.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7476;5453;Municipio/TIOC;Pando;Manuripi;Filadelfia;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7477;5454;Municipio/TIOC;Pando;Manuripi;Filadelfia;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7478;5455;Municipio/TIOC;Pando;Manuripi;Filadelfia;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7479;5456;Municipio/TIOC;Pando;Manuripi;Filadelfia;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7480;5457;Municipio/TIOC;Pando;Manuripi;Filadelfia;Rural;1,106;575;531;67.9;68.2;67.6;1,834;992;842;85.6;85.9;85.3;2,450;1,290;1,160;94.8;94.1;95.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7481;5458;Municipio/TIOC;Pando;Manuripi;Filadelfia;4 a 5 ;202;114;88;41.1;42.1;39.8;252;129;123;65.1;69.8;60.2;322;174;148;90.4;88.5;92.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7482;5459;Municipio/TIOC;Pando;Manuripi;Filadelfia;6 a 11 ;533;272;261;81.1;78.7;83.5;800;410;390;94.4;92.9;95.9;1,132;575;557;98.7;98.8;98.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7483;5460;Municipio/TIOC;Pando;Manuripi;Filadelfia;12 a 17 ;371;189;182;63.6;68.8;58.2;782;453;329;83.2;84.1;82.1;996;541;455;91.9;90.9;93.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7484;5461;Provincia;Pando;Madre de Dios;;Madre de Dios;3,610;1,889;1,721;73.9;75.3;72.4;8,886;4,600;4,286;85.0;84.3;85.7;10,363;5,361;5,002;91.6;91.3;91.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7485;5462;Provincia;Pando;Madre de Dios;;4 a 5 ;633;336;297;41.5;40.5;42.8;1,245;652;593;56.3;53.7;59.2;1,549;779;770;75.5;76.8;74.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7486;5463;Provincia;Pando;Madre de Dios;;6 a 11 ;1,765;902;863;87.3;87.3;87.3;3,779;1,905;1,874;94.3;94.1;94.5;4,684;2,452;2,232;97.4;97.5;97.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7487;5464;Provincia;Pando;Madre de Dios;;12 a 17 ;1,212;651;561;71.5;76.8;65.2;3,862;2,043;1,819;85.1;84.9;85.2;4,130;2,130;2,000;90.9;89.6;92.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7488;5465;Provincia;Pando;Madre de Dios;;Urbana;;;;;;;828;425;403;80.7;78.6;82.9;2,054;1,044;1,010;92.7;92.4;93.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7489;5466;Provincia;Pando;Madre de Dios;;4 a 5 ;;;;;;;143;75;68;41.3;36.0;47.1;292;157;135;76.0;77.7;74.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7490;5467;Provincia;Pando;Madre de Dios;;6 a 11 ;;;;;;;327;156;171;93.9;92.9;94.7;940;483;457;98.7;99.0;98.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7491;5468;Provincia;Pando;Madre de Dios;;12 a 17 ;;;;;;;358;194;164;84.4;83.5;85.4;822;404;418;91.7;90.3;93.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7492;5469;Provincia;Pando;Madre de Dios;;Rural;3,610;1,889;1,721;73.9;75.3;72.4;8,058;4,175;3,883;85.4;84.9;86.0;8,309;4,317;3,992;91.3;91.1;91.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7493;5470;Provincia;Pando;Madre de Dios;;4 a 5 ;633;336;297;41.5;40.5;42.8;1,102;577;525;58.3;56.0;60.8;1,257;622;635;75.3;76.5;74.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7494;5471;Provincia;Pando;Madre de Dios;;6 a 11 ;1,765;902;863;87.3;87.3;87.3;3,452;1,749;1,703;94.4;94.2;94.5;3,744;1,969;1,775;97.1;97.2;97.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7495;5472;Provincia;Pando;Madre de Dios;;12 a 17 ;1,212;651;561;71.5;76.8;65.2;3,504;1,849;1,655;85.1;85.1;85.2;3,308;1,726;1,582;90.7;89.4;92.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7496;5473;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;Puerto Gonzalo Moreno;1,503;754;749;79.2;79.7;78.8;3,162;1,656;1,506;85.7;85.4;86.0;3,521;1,833;1,688;91.2;90.6;91.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7497;5474;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;4 a 5 ;239;120;119;51.9;47.5;56.3;409;216;193;58.2;54.2;62.7;578;293;285;70.2;67.9;72.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7498;5475;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;6 a 11 ;745;372;373;88.5;88.2;88.7;1,290;665;625;93.3;93.2;93.3;1,564;848;716;96.7;96.9;96.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7499;5476;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;12 a 17 ;519;262;257;78.6;82.4;74.7;1,463;775;688;86.7;87.4;85.9;1,379;692;687;93.8;92.5;95.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7500;5477;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;Urbana;;;;;;;;;;;;;496;278;218;94.4;93.5;95.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7501;5478;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;4 a 5 ;;;;;;;;;;;;;65;41;24;73.8;73.2;75.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7502;5479;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;6 a 11 ;;;;;;;;;;;;;249;144;105;99.2;100.0;98.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7503;5480;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;12 a 17 ;;;;;;;;;;;;;182;93;89;95.1;92.5;97.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7504;5481;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;Rural;1,503;754;749;79.2;79.7;78.8;3,162;1,656;1,506;85.7;85.4;86.0;3,025;1,555;1,470;90.7;90.1;91.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7505;5482;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;4 a 5 ;239;120;119;51.9;47.5;56.3;409;216;193;58.2;54.2;62.7;513;252;261;69.8;67.1;72.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7506;5483;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;6 a 11 ;745;372;373;88.5;88.2;88.7;1,290;665;625;93.3;93.2;93.3;1,315;704;611;96.2;96.3;96.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7507;5484;Municipio/TIOC;Pando;Madre de Dios;Puerto Gonzalo Moreno;12 a 17 ;519;262;257;78.6;82.4;74.7;1,463;775;688;86.7;87.4;85.9;1,197;599;598;93.6;92.5;94.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7508;5485;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;San Lorenzo;1,382;736;646;73.5;77.2;69.3;2,809;1,458;1,351;87.9;87.2;88.7;3,317;1,730;1,587;92.0;92.2;91.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7509;5486;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;4 a 5 ;261;142;119;43.7;46.5;40.3;381;195;186;62.2;60.5;64.0;468;238;230;78.4;82.8;73.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7510;5487;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;6 a 11 ;674;348;326;88.6;88.5;88.7;1,249;632;617;96.5;96.5;96.4;1,516;770;746;97.9;97.7;98.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7511;5488;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;12 a 17 ;447;246;201;68.2;78.9;55.2;1,179;631;548;87.1;86.1;88.3;1,333;722;611;90.0;89.5;90.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7512;5489;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7513;5490;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7514;5491;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7515;5492;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7516;5493;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;Rural;1,382;736;646;73.5;77.2;69.3;2,809;1,458;1,351;87.9;87.2;88.7;3,317;1,730;1,587;92.0;92.2;91.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 7517;5494;Municipio/TIOC;Pando;Madre de Dios;San Lorenzo;4 a 5 ;261;142;119;43.7;46.5;40.3;381;195;186;62.2;60.5;64.0;468;238;230;78.4;82.8;73.9;;;
