cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2012_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2024_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;distribucion_porcentual_2001_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2001_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2001_no_se_distribuye_por_canheria;distribucion_porcentual_2012_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;distribucion_porcentual_2012_no_se_distribuye_por_canheria;distribucion_porcentual_2024_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2024_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2024_no_se_distribuye_por_canheria
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3247;1224;Provincia;Santa Cruz;Germán Busch;;Rural;1,187;188;387;612;1,863;503;526;45;789;3,062;1,223;955;884;15.8;32.6;51.6;27.0;28.2;2.4;42.4;39.9;31.2;28.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3248;1225;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Puerto Suárez;3,006;1,333;1,312;361;4,554;2,770;1,396;45;343;4,859;3,275;1,098;486;44.3;43.6;12.0;60.8;30.7;1.0;7.5;67.4;22.6;10.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3249;1226;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Urbana;2,299;1,174;991;134;3,590;2,434;1,078;12;66;3,361;2,573;587;201;51.1;43.1;5.8;67.8;30.0;0.3;1.8;76.6;17.5;6.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3250;1227;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Rural;707;159;321;227;964;336;318;33;277;1,498;702;511;285;22.5;45.4;32.1;34.9;33.0;3.4;28.7;46.9;34.1;19.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3251;1228;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Puerto Quijarro;2,629;1,126;1,260;243;3,881;2,392;1,404;29;56;4,954;3,689;779;486;42.8;47.9;9.2;61.6;36.2;0.7;1.4;74.5;15.7;9.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3252;1229;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Urbana;2,573;1,124;1,255;194;3,817;2,384;1,375;29;29;4,821;3,604;755;462;43.7;48.8;7.5;62.5;36.0;0.8;0.8;74.8;15.7;9.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3253;1230;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Rural;56;2;5;49;64;8;29;0;27;133;85;24;24;3.6;8.9;87.5;12.5;45.3;0.0;42.2;63.9;18.0;18.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3254;1231;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;El Carmen Rivero Tórrez;927;103;467;357;1,492;306;683;12;491;2,433;1,091;722;620;11.1;50.4;38.5;20.5;45.8;0.8;32.9;44.8;29.7;25.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3255;1232;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Urbana;503;76;406;21;657;147;504;0;6;1,002;655;302;45;15.1;80.7;4.2;22.4;76.7;0.0;0.9;65.4;30.1;4.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3256;1233;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Rural;424;27;61;336;835;159;179;12;485;1,431;436;420;575;6.4;14.4;79.2;19.0;21.4;1.4;58.1;30.5;29.4;40.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3257;1234;Provincia;Santa Cruz;Guarayos;;Guarayos;5,883;324;689;4,870;11,164;1,854;2,495;342;6,473;18,897;5,551;4,816;8,530;5.5;11.7;82.8;16.6;22.3;3.1;58.0;29.4;25.5;45.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3258;1235;Provincia;Santa Cruz;Guarayos;;Urbana;2,677;200;312;2,165;6,119;1,298;1,391;113;3,317;8,236;3,917;2,245;2,074;7.5;11.7;80.9;21.2;22.7;1.8;54.2;47.6;27.3;25.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3259;1236;Provincia;Santa Cruz;Guarayos;;Rural;3,206;124;377;2,705;5,045;556;1,104;229;3,156;10,661;1,634;2,571;6,456;3.9;11.8;84.4;11.0;21.9;4.5;62.6;15.3;24.1;60.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3260;1237;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Ascención de Guarayos;3,086;203;337;2,546;5,521;1,159;1,067;125;3,170;10,803;3,615;2,400;4,788;6.6;10.9;82.5;21.0;19.3;2.3;57.4;33.5;22.2;44.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3261;1238;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Urbana;2,159;187;262;1,710;4,016;875;586;71;2,484;6,193;2,974;1,437;1,782;8.7;12.1;79.2;21.8;14.6;1.8;61.9;48.0;23.2;28.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3262;1239;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Rural;927;16;75;836;1,505;284;481;54;686;4,610;641;963;3,006;1.7;8.1;90.2;18.9;32.0;3.6;45.6;13.9;20.9;65.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3263;1240;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urubichá;975;15;57;903;1,182;223;508;10;441;1,640;668;567;405;1.5;5.8;92.6;18.9;43.0;0.8;37.3;40.7;34.6;24.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3264;1241;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urbana;518;13;50;455;1,053;208;471;10;364;1,265;622;483;160;2.5;9.7;87.8;19.8;44.7;0.9;34.6;49.2;38.2;12.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3265;1242;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Rural;457;2;7;448;129;15;37;0;77;375;46;84;245;0.4;1.5;98.0;11.6;28.7;0.0;59.7;12.3;22.4;65.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3266;1243;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;El Puente;1,822;106;295;1,421;4,461;472;920;207;2,862;6,454;1,268;1,849;3,337;5.8;16.2;78.0;10.6;20.6;4.6;64.2;19.6;28.6;51.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3267;1244;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Urbana;;;;;1,050;215;334;32;469;778;321;325;132;;;;20.5;31.8;3.0;44.7;41.3;41.8;17.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3268;1245;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Rural;1,822;106;295;1,421;3,411;257;586;175;2,393;5,676;947;1,524;3,205;5.8;16.2;78.0;7.5;17.2;5.1;70.2;16.7;26.8;56.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3269;1246;Departamento;Beni;;;Beni;65,481;13,406;15,446;36,629;93,890;31,119;20,632;1,122;41,017;126,668;50,998;19,520;56,150;20.5;23.6;55.9;33.1;22.0;1.2;43.7;40.3;15.4;44.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3270;1247;Departamento;Beni;;;Urbana;45,613;12,933;13,560;19,120;68,598;29,413;16,975;686;21,524;89,529;45,535;12,809;31,185;28.4;29.7;41.9;42.9;24.7;1.0;31.4;50.9;14.3;34.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3271;1248;Departamento;Beni;;;Rural;19,868;473;1,886;17,509;25,292;1,706;3,657;436;19,493;37,139;5,463;6,711;24,965;2.4;9.5;88.1;6.7;14.5;1.7;77.1;14.7;18.1;67.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3272;1249;Provincia;Beni;Cercado;;Cercado;16,145;4,892;4,489;6,764;25,954;11,776;6,198;340;7,640;34,516;17,361;4,632;12,523;30.3;27.8;41.9;45.4;23.9;1.3;29.4;50.3;13.4;36.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3273;1250;Provincia;Beni;Cercado;;Urbana;14,799;4,825;4,361;5,613;23,580;11,464;5,715;293;6,108;31,030;16,402;3,895;10,733;32.6;29.5;37.9;48.6;24.2;1.2;25.9;52.9;12.6;34.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3274;1251;Provincia;Beni;Cercado;;Rural;1,346;67;128;1,151;2,374;312;483;47;1,532;3,486;959;737;1,790;5.0;9.5;85.5;13.1;20.3;2.0;64.5;27.5;21.1;51.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3275;1252;Municipio/TIOC;Beni;Cercado;Trinidad;Trinidad;15,588;4,887;4,428;6,273;24,724;11,623;6,065;326;6,710;32,445;16,863;4,289;11,293;31.4;28.4;40.2;47.0;24.5;1.3;27.1;52.0;13.2;34.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3276;1253;Municipio/TIOC;Beni;Cercado;Trinidad;Urbana;14,799;4,825;4,361;5,613;23,580;11,464;5,715;293;6,108;31,030;16,402;3,895;10,733;32.6;29.5;37.9;48.6;24.2;1.2;25.9;52.9;12.6;34.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3277;1254;Municipio/TIOC;Beni;Cercado;Trinidad;Rural;789;62;67;660;1,144;159;350;33;602;1,415;461;394;560;7.9;8.5;83.7;13.9;30.6;2.9;52.6;32.6;27.8;39.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3278;1255;Municipio/TIOC;Beni;Cercado;San Javier;San Javier;557;5;61;491;1,230;153;133;14;930;2,071;498;343;1,230;0.9;11.0;88.2;12.4;10.8;1.1;75.6;24.0;16.6;59.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3279;1256;Municipio/TIOC;Beni;Cercado;San Javier;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3280;1257;Municipio/TIOC;Beni;Cercado;San Javier;Rural;557;5;61;491;1,230;153;133;14;930;2,071;498;343;1,230;0.9;11.0;88.2;12.4;10.8;1.1;75.6;24.0;16.6;59.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3281;1258;Provincia;Beni;Vaca Diez;;Vaca Diez;21,373;4,608;4,308;12,457;28,849;9,377;3,826;238;15,408;38,333;15,836;4,084;18,413;21.6;20.2;58.3;32.5;13.3;0.8;53.4;41.3;10.7;48.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3282;1259;Provincia;Beni;Vaca Diez;;Urbana;17,865;4,538;3,970;9,357;25,042;9,162;3,458;191;12,231;32,914;15,217;3,581;14,116;25.4;22.2;52.4;36.6;13.8;0.8;48.8;46.2;10.9;42.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3283;1260;Provincia;Beni;Vaca Diez;;Rural;3,508;70;338;3,100;3,807;215;368;47;3,177;5,419;619;503;4,297;2.0;9.6;88.4;5.6;9.7;1.2;83.5;11.4;9.3;79.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3284;1261;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Riberalta;13,558;1,789;1,756;10,013;19,588;4,289;1,315;209;13,775;27,442;9,342;2,706;15,394;13.2;13.0;73.9;21.9;6.7;1.1;70.3;34.0;9.9;56.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3285;1262;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Urbana;11,440;1,768;1,574;8,098;17,142;4,217;1,181;176;11,568;23,889;9,054;2,419;12,416;15.5;13.8;70.8;24.6;6.9;1.0;67.5;37.9;10.1;52.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3286;1263;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Rural;2,118;21;182;1,915;2,446;72;134;33;2,207;3,553;288;287;2,978;1.0;8.6;90.4;2.9;5.5;1.3;90.2;8.1;8.1;83.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3287;1264;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Guayaramerín;7,815;2,819;2,552;2,444;9,261;5,088;2,511;29;1,633;10,891;6,494;1,378;3,019;36.1;32.7;31.3;54.9;27.1;0.3;17.6;59.6;12.7;27.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3288;1265;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Urbana;6,425;2,770;2,396;1,259;7,900;4,945;2,277;15;663;9,025;6,163;1,162;1,700;43.1;37.3;19.6;62.6;28.8;0.2;8.4;68.3;12.9;18.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3289;1266;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Rural;1,390;49;156;1,185;1,361;143;234;14;970;1,866;331;216;1,319;3.5;11.2;85.3;10.5;17.2;1.0;71.3;17.7;11.6;70.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3290;1267;Provincia;Beni;General José Ballivián;;General José Ballivián;12,423;1,704;4,194;6,525;19,207;5,223;6,284;191;7,509;26,098;8,419;5,672;12,007;13.7;33.8;52.5;27.2;32.7;1.0;39.1;32.3;21.7;46.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3291;1268;Provincia;Beni;General José Ballivián;;Urbana;6,833;1,620;3,565;1,648;10,944;4,897;4,825;84;1,138;13,929;7,073;3,311;3,545;23.7;52.2;24.1;44.7;44.1;0.8;10.4;50.8;23.8;25.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3292;1269;Provincia;Beni;General José Ballivián;;Rural;5,590;84;629;4,877;8,263;326;1,459;107;6,371;12,169;1,346;2,361;8,462;1.5;11.3;87.2;3.9;17.7;1.3;77.1;11.1;19.4;69.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3293;1270;Municipio/TIOC;Beni;General José Ballivián;Reyes;Reyes;1,815;147;216;1,452;2,962;605;540;56;1,761;3,417;972;520;1,925;8.1;11.9;80.0;20.4;18.2;1.9;59.5;28.4;15.2;56.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3294;1271;Municipio/TIOC;Beni;General José Ballivián;Reyes;Urbana;949;141;177;631;1,569;572;478;30;489;1,884;864;412;608;14.9;18.7;66.5;36.5;30.5;1.9;31.2;45.9;21.9;32.3
