cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_alcantarillado;numero_de_viviendas_2001_camara_septica;numero_de_viviendas_2001_pozo_ciego;numero_de_viviendas_2001_superficie;numero_de_viviendas_2001_sin_banho;numero_de_viviendas_2012_total;numero_de_viviendas_2012_al_alcantarillado;numero_de_viviendas_2012_a_una_camara_septica;numero_de_viviendas_2012_a_un_pozo_ciego;numero_de_viviendas_2012_a_la_calle;numero_de_viviendas_2012_a_la_quebrada,_rio;numero_de_viviendas_2012_a_un_lago,_laguna,_curichi;numero_de_viviendas_2012_sin_banho;numero_de_viviendas_2024_total;numero_de_viviendas_2024_al_alcantarillado;numero_de_viviendas_2024_a_una_camara_septica;numero_de_viviendas_2024_a_un_pozo_ciego;numero_de_viviendas_2024_a_un_pozo_de_absorcion;numero_de_viviendas_2024_superficie,_calle,_quebrada;numero_de_viviendas_2024_es_un_banho_ecologico;numero_de_viviendas_2024_sin_banho
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3261;1238;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Urbana;2,159;7;216;1,545;121;270;4,016;70;730;2,848;24;6;3;335;6,193;492;1,242;3,637;319;14;170;319
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3262;1239;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Rural;927;3;37;374;52;461;1,505;16;117;877;1;2;5;487;4,610;201;197;1,716;324;38;369;1,765
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3263;1240;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urubichá;975;3;24;633;12;303;1,182;7;101;951;4;1;1;117;1,640;675;108;490;108;3;45;211
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3264;1241;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urbana;518;1;16;348;6;147;1,053;5;95;877;2;1;1;72;1,265;645;100;368;58;2;31;61
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3265;1242;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Rural;457;2;8;285;6;156;129;2;6;74;2;0;0;45;375;30;8;122;50;1;14;150
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3266;1243;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;El Puente;1,822;4;35;1,063;38;682;4,461;21;266;2,388;19;6;4;1,757;6,454;265;461;2,722;796;42;449;1,719
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3267;1244;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Urbana;;;;;;;1,050;12;137;717;2;2;0;180;778;55;195;403;47;3;22;53
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3268;1245;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Rural;1,822;4;35;1,063;38;682;3,411;9;129;1,671;17;4;4;1,577;5,676;210;266;2,319;749;39;427;1,666
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3269;1246;Departamento;Beni;;;Beni;65,481;800;14,241;35,489;3,185;11,766;93,890;16,703;19,355;43,908;473;146;167;13,138;126,668;25,195;35,922;40,305;6,760;650;5,148;12,688
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3270;1247;Departamento;Beni;;;Urbana;45,613;750;13,706;24,376;2,636;4,145;68,598;16,521;18,060;28,142;444;78;77;5,276;89,529;23,782;31,380;23,530;3,995;431;2,530;3,881
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3271;1248;Departamento;Beni;;;Rural;19,868;50;535;11,113;549;7,621;25,292;182;1,295;15,766;29;68;90;7,862;37,139;1,413;4,542;16,775;2,765;219;2,618;8,807
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3272;1249;Provincia;Beni;Cercado;;Cercado;16,145;215;6,788;6,685;679;1,778;25,954;7,475;8,509;7,166;312;19;25;2,448;34,516;9,578;15,395;6,197;752;248;649;1,697
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3273;1250;Provincia;Beni;Cercado;;Urbana;14,799;210;6,711;5,886;619;1,373;23,580;7,454;8,293;5,466;305;13;22;2,027;31,030;9,359;14,714;4,621;503;224;378;1,231
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3274;1251;Provincia;Beni;Cercado;;Rural;1,346;5;77;799;60;405;2,374;21;216;1,700;7;6;3;421;3,486;219;681;1,576;249;24;271;466
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3275;1252;Municipio/TIOC;Beni;Cercado;Trinidad;Trinidad;15,588;211;6,766;6,331;650;1,630;24,724;7,466;8,412;6,230;312;19;24;2,261;32,445;9,484;15,103;5,233;569;232;461;1,363
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3276;1253;Municipio/TIOC;Beni;Cercado;Trinidad;Urbana;14,799;210;6,711;5,886;619;1,373;23,580;7,454;8,293;5,466;305;13;22;2,027;31,030;9,359;14,714;4,621;503;224;378;1,231
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3277;1254;Municipio/TIOC;Beni;Cercado;Trinidad;Rural;789;1;55;445;31;257;1,144;12;119;764;7;6;2;234;1,415;125;389;612;66;8;83;132
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3278;1255;Municipio/TIOC;Beni;Cercado;San Javier;San Javier;557;4;22;354;29;148;1,230;9;97;936;0;0;1;187;2,071;94;292;964;183;16;188;334
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3279;1256;Municipio/TIOC;Beni;Cercado;San Javier;Urbana;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3280;1257;Municipio/TIOC;Beni;Cercado;San Javier;Rural;557;4;22;354;29;148;1,230;9;97;936;0;0;1;187;2,071;94;292;964;183;16;188;334
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3281;1258;Provincia;Beni;Vaca Diez;;Vaca Diez;21,373;265;3,973;13,385;1,488;2,262;28,849;6,222;4,318;15,887;98;85;62;2,177;38,333;8,593;7,872;14,364;3,304;154;2,320;1,726
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3282;1259;Provincia;Beni;Vaca Diez;;Urbana;17,865;257;3,932;11,160;1,404;1,112;25,042;6,175;4,195;13,030;89;62;46;1,445;32,914;8,379;7,339;11,504;2,722;129;1,711;1,130
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3283;1260;Provincia;Beni;Vaca Diez;;Rural;3,508;8;41;2,225;84;1,150;3,807;47;123;2,857;9;23;16;732;5,419;214;533;2,860;582;25;609;596
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3284;1261;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Riberalta;13,558;140;2,012;8,535;1,205;1,666;19,588;3,654;2,227;11,951;87;71;53;1,545;27,442;5,205;4,741;11,454;2,771;132;1,930;1,209
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3285;1262;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Urbana;11,440;136;1,991;7,300;1,159;854;17,142;3,617;2,177;10,111;78;58;40;1,061;23,889;5,068;4,511;9,460;2,426;112;1,512;800
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3286;1263;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Rural;2,118;4;21;1,235;46;812;2,446;37;50;1,840;9;13;13;484;3,553;137;230;1,994;345;20;418;409
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3287;1264;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Guayaramerín;7,815;125;1,961;4,850;283;596;9,261;2,568;2,091;3,936;11;14;9;632;10,891;3,388;3,131;2,910;533;22;390;517
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3288;1265;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Urbana;6,425;121;1,941;3,860;245;258;7,900;2,558;2,018;2,919;11;4;6;384;9,025;3,311;2,828;2,044;296;17;199;330
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3289;1266;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Rural;1,390;4;20;990;38;338;1,361;10;73;1,017;0;10;3;248;1,866;77;303;866;237;5;191;187
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3290;1267;Provincia;Beni;General José Ballivián;;General José Ballivián;12,423;256;1,655;6,327;452;3,733;19,207;1,658;3,734;8,365;37;18;16;5,379;26,098;3,543;6,509;8,890;911;83;858;5,304
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3291;1268;Provincia;Beni;General José Ballivián;;Urbana;6,833;248;1,572;3,818;307;888;10,944;1,616;3,498;4,707;34;2;5;1,082;13,929;3,218;5,431;3,565;366;48;213;1,088
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3292;1269;Provincia;Beni;General José Ballivián;;Rural;5,590;8;83;2,509;145;2,845;8,263;42;236;3,658;3;16;11;4,297;12,169;325;1,078;5,325;545;35;645;4,216
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3293;1270;Municipio/TIOC;Beni;General José Ballivián;Reyes;Reyes;1,815;2;219;1,131;35;428;2,962;18;736;1,732;3;4;4;465;3,417;156;1,180;1,348;150;8;334;241
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3294;1271;Municipio/TIOC;Beni;General José Ballivián;Reyes;Urbana;949;2;212;649;14;72;1,569;13;697;794;2;1;1;61;1,884;132;1,033;510;87;2;51;69
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3295;1272;Municipio/TIOC;Beni;General José Ballivián;Reyes;Rural;866;0;7;482;21;356;1,393;5;39;938;1;3;3;404;1,533;24;147;838;63;6;283;172
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3296;1273;Municipio/TIOC;Beni;General José Ballivián;San Borja;San Borja;6,545;55;1,033;2,920;208;2,329;9,412;69;2,112;3,631;28;9;7;3,556;13,051;1,180;3,225;4,263;443;30;340;3,570
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3297;1274;Municipio/TIOC;Beni;General José Ballivián;San Borja;Urbana;3,722;48;987;1,921;132;634;5,175;40;2,020;2,301;27;1;2;784;6,406;1,023;2,804;1,672;141;14;106;646
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3298;1275;Municipio/TIOC;Beni;General José Ballivián;San Borja;Rural;2,823;7;46;999;76;1,695;4,237;29;92;1,330;1;8;5;2,772;6,645;157;421;2,591;302;16;234;2,924
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3299;1276;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Santa Rosa;1,567;2;141;1,149;86;189;1,976;3;432;1,393;1;1;2;144;2,755;190;964;1,148;223;11;100;119
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3300;1277;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Urbana;678;1;114;439;66;58;1,055;2;384;622;1;0;0;46;1,374;141;749;332;71;4;33;44
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3301;1278;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Rural;889;1;27;710;20;131;921;1;48;771;0;1;2;98;1,381;49;215;816;152;7;67;75
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3302;1279;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Puerto Menor de Rurrenabaque;2,496;197;262;1,127;123;787;4,857;1,568;454;1,609;5;4;3;1,214;6,875;2,017;1,140;2,131;95;34;84;1,374
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3303;1280;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Urbana;1,484;197;259;809;95;124;3,145;1,561;397;990;4;0;2;191;4,265;1,922;845;1,051;67;28;23;329
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3304;1281;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Rural;1,012;0;3;318;28;663;1,712;7;57;619;1;4;1;1,023;2,610;95;295;1,080;28;6;61;1,045
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3305;1282;Provincia;Beni;Yacuma;;Yacuma;4,452;32;850;2,410;176;984;4,368;1,240;393;2,128;7;3;13;584;5,750;1,964;731;1,935;339;28;229;524
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3306;1283;Provincia;Beni;Yacuma;;Urbana;2,197;18;762;1,073;110;234;2,407;1,233;236;704;3;0;2;229;3,213;1,899;451;622;82;8;30;121
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3307;1284;Provincia;Beni;Yacuma;;Rural;2,255;14;88;1,337;66;750;1,961;7;157;1,424;4;3;11;355;2,537;65;280;1,313;257;20;199;403
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3308;1285;Municipio/TIOC;Beni;Yacuma;Santa Ana;Santa Ana;3,362;21;804;1,736;141;660;3,430;1,238;320;1,439;6;2;11;414;4,295;1,918;547;1,131;184;21;92;402
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3309;1286;Municipio/TIOC;Beni;Yacuma;Santa Ana;Urbana;2,197;18;762;1,073;110;234;2,407;1,233;236;704;3;0;2;229;2,971;1,884;378;506;65;8;20;110
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3310;1287;Municipio/TIOC;Beni;Yacuma;Santa Ana;Rural;1,165;3;42;663;31;426;1,023;5;84;735;3;2;9;185;1,324;34;169;625;119;13;72;292
