cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_lenha;numero_de_viviendas_2001_guano,_bosta,_taquia;numero_de_viviendas_2001_kerosen;numero_de_viviendas_2001_gas;numero_de_viviendas_2001_electricidad;numero_de_viviendas_2001_otro;numero_de_viviendas_2001_no_utiliza;numero_de_viviendas_2012_total;numero_de_viviendas_2012_lenha;numero_de_viviendas_2012_guano,_bosta,_taquia;numero_de_viviendas_2012_energia_solar;numero_de_viviendas_2012_gas_domiciliario_-por_canheria-;numero_de_viviendas_2012_gas_en_garrafa;numero_de_viviendas_2012_electricidad;numero_de_viviendas_2012_otro;numero_de_viviendas_2012_no_cocina;numero_de_viviendas_2024_total;numero_de_viviendas_2024_lenha;numero_de_viviendas_2024_guano,_bosta,_taquia;numero_de_viviendas_2024_energia_solar;numero_de_viviendas_2024_gas_domiciliario_-por_canheria-;numero_de_viviendas_2024_gas_en_garrafa;numero_de_viviendas_2024_electricidad;numero_de_viviendas_2024_otro;numero_de_viviendas_2024_no_cocina
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3222;1199;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3223;1200;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;Rural;954;902;0;0;48;0;1;3;1,146;949;0;0;0;193;0;0;4;1,475;1,043;4;1;4;410;3;0;10
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3224;1201;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;San Ramón;1,086;597;0;3;445;2;3;36;1,685;402;0;0;0;1,237;3;2;41;2,433;444;0;0;9;1,921;14;1;44
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3225;1202;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;Urbana;928;466;0;2;423;0;2;35;1,446;221;0;0;0;1,182;0;2;41;1,959;110;0;0;8;1,789;13;1;38
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3226;1203;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;Rural;158;131;0;1;22;2;1;1;239;181;0;0;0;55;3;0;0;474;334;0;0;1;132;1;0;6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3227;1204;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Cuatro Cañadas;3,321;1,823;4;0;1,451;0;4;39;5,058;775;1;0;0;4,162;27;4;89;6,551;386;0;0;546;5,360;81;6;172
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3228;1205;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Urbana;970;391;4;0;548;0;2;25;2,076;95;0;0;0;1,914;3;2;62;3,053;31;0;0;541;2,390;2;3;86
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3229;1206;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Rural;2,351;1,432;0;0;903;0;2;14;2,982;680;1;0;0;2,248;24;2;27;3,498;355;0;0;5;2,970;79;3;86
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3230;1207;Provincia;Santa Cruz;Ángel Sandoval;;Ángel Sandoval;2,334;1,524;3;4;775;0;1;27;3,215;1,496;0;2;0;1,670;2;1;44;4,145;1,223;4;2;336;2,502;11;0;67
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3231;1208;Provincia;Santa Cruz;Ángel Sandoval;;Urbana;1,009;308;3;3;671;0;0;24;1,501;200;0;0;0;1,270;1;1;29;2,079;212;0;1;324;1,493;5;0;44
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3232;1209;Provincia;Santa Cruz;Ángel Sandoval;;Rural;1,325;1,216;0;1;104;0;1;3;1,714;1,296;0;2;0;400;1;0;15;2,066;1,011;4;1;12;1,009;6;0;23
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3233;1210;Municipio/TIOC;Santa Cruz;Ángel Sandoval;San Matías;San Matías;2,334;1,524;3;4;775;0;1;27;3,215;1,496;0;2;0;1,670;2;1;44;4,145;1,223;4;2;336;2,502;11;0;67
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3234;1211;Municipio/TIOC;Santa Cruz;Ángel Sandoval;San Matías;Urbana;1,009;308;3;3;671;0;0;24;1,501;200;0;0;0;1,270;1;1;29;2,079;212;0;1;324;1,493;5;0;44
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3235;1212;Municipio/TIOC;Santa Cruz;Ángel Sandoval;San Matías;Rural;1,325;1,216;0;1;104;0;1;3;1,714;1,296;0;2;0;400;1;0;15;2,066;1,011;4;1;12;1,009;6;0;23
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3236;1213;Provincia;Santa Cruz;Manuel María Caballero;;Manuel María Caballero;4,782;2,997;4;3;1,719;3;0;56;6,422;2,070;1;3;270;3,915;6;9;148;7,743;1,435;7;4;1,916;4,209;7;7;158
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3237;1214;Provincia;Santa Cruz;Manuel María Caballero;;Urbana;1,541;487;2;2;1,014;3;0;33;2,423;72;0;0;238;2,033;4;1;75;3,217;49;0;0;1,165;1,903;4;1;95
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3238;1215;Provincia;Santa Cruz;Manuel María Caballero;;Rural;3,241;2,510;2;1;705;0;0;23;3,999;1,998;1;3;32;1,882;2;8;73;4,526;1,386;7;4;751;2,306;3;6;63
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3239;1216;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Comarapa;Comarapa;3,577;2,251;3;3;1,280;2;0;38;4,639;1,632;1;2;0;2,919;3;3;79;5,754;1,184;6;4;1,085;3,349;6;4;116
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3240;1217;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Comarapa;Urbana;982;238;1;2;718;2;0;21;1,507;36;0;0;0;1,424;2;1;44;2,031;16;0;0;572;1,379;3;0;61
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3241;1218;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Comarapa;Rural;2,595;2,013;2;1;562;0;0;17;3,132;1,596;1;2;0;1,495;1;2;35;3,723;1,168;6;4;513;1,970;3;4;55
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3242;1219;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Saipina;Saipina;1,205;746;1;0;439;1;0;18;1,783;438;0;1;270;996;3;6;69;1,989;251;1;0;831;860;1;3;42
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3243;1220;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Saipina;Urbana;559;249;1;0;296;1;0;12;916;36;0;0;238;609;2;0;31;1,186;33;0;0;593;524;1;1;34
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3244;1221;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Saipina;Rural;646;497;0;0;143;0;0;6;867;402;0;1;32;387;1;6;38;803;218;1;0;238;336;0;2;8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3245;1222;Provincia;Santa Cruz;Germán Busch;;Germán Busch;6,562;2,312;19;14;4,063;5;8;141;9,927;2,423;11;0;0;7,233;29;8;223;12,246;1,771;2;1;400;9,811;27;8;226
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3246;1223;Provincia;Santa Cruz;Germán Busch;;Urbana;5,375;1,433;17;14;3,786;4;6;115;8,064;1,097;0;0;0;6,741;17;8;201;9,184;336;1;1;363;8,262;26;6;189
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3247;1224;Provincia;Santa Cruz;Germán Busch;;Rural;1,187;879;2;0;277;1;2;26;1,863;1,326;11;0;0;492;12;0;22;3,062;1,435;1;0;37;1,549;1;2;37
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3248;1225;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Puerto Suárez;3,006;1,058;8;3;1,861;2;1;73;4,554;967;0;0;0;3,459;11;2;115;4,859;525;0;0;232;4,007;13;2;80
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3249;1226;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Urbana;2,299;630;6;3;1,607;1;1;51;3,590;446;0;0;0;3,037;8;2;97;3,361;86;0;0;198;3,006;12;2;57
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3250;1227;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Rural;707;428;2;0;254;1;0;22;964;521;0;0;0;422;3;0;18;1,498;439;0;0;34;1,001;1;0;23
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3251;1228;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Puerto Quijarro;2,629;427;10;11;2,113;3;5;60;3,881;316;0;0;0;3,450;9;6;100;4,954;151;0;1;162;4,502;12;4;122
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3252;1229;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Urbana;2,573;374;10;11;2,110;3;5;60;3,817;259;0;0;0;3,443;9;6;100;4,821;95;0;1;162;4,426;12;4;121
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3253;1230;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Rural;56;53;0;0;3;0;0;0;64;57;0;0;0;7;0;0;0;133;56;0;0;0;76;0;0;1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3254;1231;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;El Carmen Rivero Tórrez;927;827;1;0;89;0;2;8;1,492;1,140;11;0;0;324;9;0;8;2,433;1,095;2;0;6;1,302;2;2;24
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3255;1232;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Urbana;503;429;1;0;69;0;0;4;657;392;0;0;0;261;0;0;4;1,002;155;1;0;3;830;2;0;11
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3256;1233;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Rural;424;398;0;0;20;0;2;4;835;748;11;0;0;63;9;0;4;1,431;940;1;0;3;472;0;2;13
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3257;1234;Provincia;Santa Cruz;Guarayos;;Guarayos;5,883;4,948;5;3;856;8;6;57;11,164;5,695;60;3;0;5,133;77;8;188;18,897;7,871;23;7;738;9,907;46;17;288
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3258;1235;Provincia;Santa Cruz;Guarayos;;Urbana;2,677;1,994;2;1;638;8;6;28;6,119;2,055;27;1;0;3,837;67;2;130;8,236;1,664;6;2;708;5,681;23;2;150
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3259;1236;Provincia;Santa Cruz;Guarayos;;Rural;3,206;2,954;3;2;218;0;0;29;5,045;3,640;33;2;0;1,296;10;6;58;10,661;6,207;17;5;30;4,226;23;15;138
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3260;1237;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Ascención de Guarayos;3,086;2,376;1;2;654;8;6;39;5,521;1,969;42;1;0;3,320;59;7;123;10,803;3,877;12;2;722;5,969;26;14;181
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3261;1238;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Urbana;2,159;1,504;1;1;612;8;6;27;4,016;1,080;13;1;0;2,772;52;2;96;6,193;1,085;6;1;704;4,260;18;2;117
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3262;1239;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Rural;927;872;0;1;42;0;0;12;1,505;889;29;0;0;548;7;5;27;4,610;2,792;6;1;18;1,709;8;12;64
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3263;1240;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urubichá;975;928;1;0;44;0;0;2;1,182;714;11;0;0;440;7;0;10;1,640;798;0;1;4;818;4;1;14
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3264;1241;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urbana;518;490;1;0;26;0;0;1;1,053;604;11;0;0;421;7;0;10;1,265;505;0;1;4;739;4;0;12
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3265;1242;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Rural;457;438;0;0;18;0;0;1;129;110;0;0;0;19;0;0;0;375;293;0;0;0;79;0;1;2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3266;1243;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;El Puente;1,822;1,644;3;1;158;0;0;16;4,461;3,012;7;2;0;1,373;11;1;55;6,454;3,196;11;4;12;3,120;16;2;93
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3267;1244;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Urbana;;;;;;;;;1,050;371;3;0;0;644;8;0;24;778;74;0;0;0;682;1;0;21
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3268;1245;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Rural;1,822;1,644;3;1;158;0;0;16;3,411;2,641;4;2;0;729;3;1;31;5,676;3,122;11;4;12;2,438;15;2;72
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3269;1246;Departamento;Beni;;;Beni;65,481;36,220;168;325;27,185;124;92;1,367;93,890;31,326;90;34;0;59,155;363;111;2,811;126,668;31,508;120;28;5,506;86,318;255;92;2,841
