cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_canheria_de_red;numero_de_viviendas_2001_pileta_publica;numero_de_viviendas_2001_carro_repartidor;numero_de_viviendas_2001_pozo_o_noria_con_bomba;numero_de_viviendas_2001_pozo_o_noria_sin_bomba;numero_de_viviendas_2001_rio,_vertiente,_acequia;numero_de_viviendas_2001_lago,_laguna,_curiche;numero_de_viviendas_2001_otra;numero_de_viviendas_2012_total;numero_de_viviendas_2012_canheria_de_red;numero_de_viviendas_2012_pileta_publica;numero_de_viviendas_2012_carro_repartidor_-aguatero-;numero_de_viviendas_2012_pozo_o_noria_con_bomba;numero_de_viviendas_2012_pozo_o_noria_sin_bomba;numero_de_viviendas_2012_lluvia,_rio,_vertiente,_acequia;numero_de_viviendas_2012_lago,_laguna,_curichi;numero_de_viviendas_2024_total;numero_de_viviendas_2024_canheria_de_red;numero_de_viviendas_2024_pileta_publica;numero_de_viviendas_2024_carro_repartidor_-aguatero-;numero_de_viviendas_2024_pozo_excavado_o_perforado_con_bomba;numero_de_viviendas_2024_pozo_no_protegido_o_sin_bomba;numero_de_viviendas_2024_cosecha_de_agua_de_lluvia;numero_de_viviendas_2024_manantial_o_vertiente_protegida;numero_de_viviendas_2024_rio,_acequia_o_vertiente_no_protegida;numero_de_viviendas_2024_otro
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3061;1038;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Rural;3,632;1,491;377;22;1,097;546;25;3;71;2,855;1,611;204;9;791;180;27;33;2,367;1,153;97;43;990;42;2;1;8;31
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3062;1039;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Cotoca;7,197;4,942;468;21;1,135;509;8;6;108;12,677;9,358;1,265;28;1,677;303;26;20;27,833;23,256;1,884;83;1,989;175;93;1;12;340
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3063;1040;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Urbana;3,346;2,992;161;3;114;24;0;0;52;7,746;6,755;660;11;247;54;11;8;23,514;20,108;1,613;29;1,280;135;74;1;8;266
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3064;1041;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Rural;3,851;1,950;307;18;1,021;485;8;6;56;4,931;2,603;605;17;1,430;249;15;12;4,319;3,148;271;54;709;40;19;0;4;74
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3065;1042;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Porongo;2,360;912;64;7;339;394;499;113;32;3,622;2,210;240;18;584;163;373;34;6,642;5,243;143;13;847;60;53;83;153;47
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3066;1043;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Urbana;;;;;;;;;;958;890;11;1;54;2;0;0;3,074;2,887;33;1;135;8;4;0;1;5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3067;1044;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Rural;2,360;912;64;7;339;394;499;113;32;2,664;1,320;229;17;530;161;373;34;3,568;2,356;110;12;712;52;49;83;152;42
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3068;1045;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;La Guardia;8,195;6,203;405;178;734;405;47;38;185;21,314;17,830;1,764;243;1,216;155;79;27;40,267;36,360;2,548;47;939;56;90;8;8;211
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3069;1046;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Urbana;5,294;4,672;207;11;200;112;5;1;86;18,957;16,621;1,559;217;446;63;26;25;37,921;34,747;2,371;44;453;50;62;8;5;181
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3070;1047;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Rural;2,901;1,531;198;167;534;293;42;37;99;2,357;1,209;205;26;770;92;53;2;2,346;1,613;177;3;486;6;28;0;3;30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3071;1048;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;El Torno;8,129;5,778;304;157;252;484;716;113;325;12,235;9,754;702;126;142;201;1,224;86;16,612;14,344;1,090;19;249;78;316;105;300;111
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3072;1049;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Urbana;4,092;3,731;216;2;17;29;18;2;77;7,702;7,170;446;7;35;14;26;4;11,532;10,556;803;10;52;21;42;1;2;45
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3073;1050;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Rural;4,037;2,047;88;155;235;455;698;111;248;4,533;2,584;256;119;107;187;1,198;82;5,080;3,788;287;9;197;57;274;104;298;66
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3074;1051;Provincia;Santa Cruz;Warnes;;Warnes;11,198;7,548;517;22;1,666;1,204;61;20;160;25,778;21,982;1,938;40;1,378;350;77;13;43,493;37,783;3,265;68;1,570;256;71;15;10;455
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3075;1052;Provincia;Santa Cruz;Warnes;;Urbana;4,964;4,522;185;2;73;115;21;2;44;20,750;18,685;1,540;23;401;75;19;7;37,618;33,548;2,950;67;429;152;61;7;7;397
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3076;1053;Provincia;Santa Cruz;Warnes;;Rural;6,234;3,026;332;20;1,593;1,089;40;18;116;5,028;3,297;398;17;977;275;58;6;5,875;4,235;315;1;1,141;104;10;8;3;58
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3077;1054;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Warnes;8,946;6,100;428;21;1,099;1,100;54;20;124;23,218;20,045;1,746;27;1,028;302;58;12;40,597;35,530;3,126;68;1,108;237;70;11;10;437
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3078;1055;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Urbana;4,190;3,780;165;2;69;112;21;2;39;19,509;17,613;1,466;22;317;67;17;7;36,182;32,214;2,870;67;416;151;61;6;7;390
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3079;1056;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Rural;4,756;2,320;263;19;1,030;988;33;18;85;3,709;2,432;280;5;711;235;41;5;4,415;3,316;256;1;692;86;9;5;3;47
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3080;1057;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Okinawa Uno;2,252;1,448;89;1;567;104;7;0;36;2,560;1,937;192;13;350;48;19;1;2,896;2,253;139;0;462;19;1;4;0;18
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3081;1058;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Urbana;774;742;20;0;4;3;0;0;5;1,241;1,072;74;1;84;8;2;0;1,436;1,334;80;0;13;1;0;1;0;7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3082;1059;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Rural;1,478;706;69;1;563;101;7;0;31;1,319;865;118;12;266;40;17;1;1,460;919;59;0;449;18;1;3;0;11
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3083;1060;Provincia;Santa Cruz;Velasco;;Velasco;9,702;4,382;252;10;1,612;2,551;215;513;167;14,546;8,193;649;64;3,116;1,652;240;632;25,104;14,770;872;214;3,924;916;3,171;128;324;785
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3084;1061;Provincia;Santa Cruz;Velasco;;Urbana;4,533;4,034;84;5;35;182;5;66;122;6,674;6,266;194;9;132;42;11;20;10,963;9,460;511;74;366;147;224;8;19;154
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3085;1062;Provincia;Santa Cruz;Velasco;;Rural;5,169;348;168;5;1,577;2,369;210;447;45;7,872;1,927;455;55;2,984;1,610;229;612;14,141;5,310;361;140;3,558;769;2,947;120;305;631
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3086;1063;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;San Ignacio;7,098;3,298;235;7;1,425;1,764;63;185;121;10,825;6,473;518;58;2,224;1,278;91;183;17,760;11,909;774;165;2,504;457;1,077;88;131;655
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3087;1064;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Urbana;3,385;3,022;76;2;31;120;5;39;90;4,874;4,678;146;8;9;23;9;1;8,746;7,358;451;74;342;139;211;8;15;148
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3088;1065;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Rural;3,713;276;159;5;1,394;1,644;58;146;31;5,951;1,795;372;50;2,215;1,255;82;182;9,014;4,551;323;91;2,162;318;866;80;116;507
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3089;1066;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;San Miguel;1,873;773;14;3;168;594;47;236;38;2,582;1,098;107;3;681;308;72;313;4,447;1,888;51;17;1,007;357;920;28;111;68
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3090;1067;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;Urbana;821;707;5;3;4;54;0;22;26;1,177;1,031;32;1;79;17;1;16;1,456;1,378;35;0;22;8;8;0;1;4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3091;1068;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;Rural;1,052;66;9;0;164;540;47;214;12;1,405;67;75;2;602;291;71;297;2,991;510;16;17;985;349;912;28;110;64
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3092;1069;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;San Rafael;731;311;3;0;19;193;105;92;8;1,139;622;24;3;211;66;77;136;2,897;973;47;32;413;102;1,174;12;82;62
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3093;1070;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;Urbana;327;305;3;0;0;8;0;5;6;623;557;16;0;44;2;1;3;761;724;25;0;2;0;5;0;3;2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3094;1071;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;Rural;404;6;0;0;19;185;105;87;2;516;65;8;3;167;64;76;133;2,136;249;22;32;411;102;1,169;12;79;60
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3095;1072;Provincia;Santa Cruz;Ichilo;;Ichilo;14,984;7,367;568;8;1,943;3,032;1,412;342;312;24,574;14,419;1,956;23;1,265;3,697;1,832;1,382;32,331;20,774;3,028;33;2,156;2,998;759;226;1,830;527
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3096;1073;Provincia;Santa Cruz;Ichilo;;Urbana;6,594;5,466;321;2;242;388;37;12;126;13,523;10,552;1,249;13;432;912;279;86;16,853;14,444;1,880;17;246;102;55;6;7;96
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3097;1074;Provincia;Santa Cruz;Ichilo;;Rural;8,390;1,901;247;6;1,701;2,644;1,375;330;186;11,051;3,867;707;10;833;2,785;1,553;1,296;15,478;6,330;1,148;16;1,910;2,896;704;220;1,823;431
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3098;1075;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Buena Vista;2,743;1,165;47;0;284;672;451;57;67;3,171;2,344;194;4;163;189;252;25;3,776;3,009;192;2;305;73;17;23;137;18
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3099;1076;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Urbana;800;730;5;0;10;33;6;6;10;1,019;968;39;2;2;3;4;1;1,435;1,351;64;0;2;0;6;1;0;11
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3100;1077;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Rural;1,943;435;42;0;274;639;445;51;57;2,152;1,376;155;2;161;186;248;24;2,341;1,658;128;2;303;73;11;22;137;7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3101;1078;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;San Carlos;3,329;2,236;116;2;322;399;191;14;49;4,573;3,434;311;8;264;360;164;32;5,523;4,332;357;1;347;217;37;77;109;46
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3102;1079;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Urbana;1,916;1,677;80;2;38;76;8;4;31;2,936;2,493;255;3;48;126;8;3;3,491;3,120;266;1;43;17;24;2;2;16
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3103;1080;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Rural;1,413;559;36;0;284;323;183;10;18;1,637;941;56;5;216;234;156;29;2,032;1,212;91;0;304;200;13;75;107;30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3104;1081;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Yapacaní;6,751;3,177;278;4;761;1,447;705;199;180;14,775;7,372;1,316;4;548;2,868;1,382;1,285;20,075;11,562;2,274;26;1,063;2,426;663;120;1,534;407
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3105;1082;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Urbana;3,210;2,458;186;0;185;271;23;2;85;8,484;6,224;911;2;226;774;265;82;10,463;8,710;1,467;12;120;70;23;3;4;54
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3106;1083;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Rural;3,541;719;92;4;576;1,176;682;197;95;6,291;1,148;405;2;322;2,094;1,117;1,203;9,612;2,852;807;14;943;2,356;640;117;1,530;353
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3107;1084;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;San Juan;2,161;789;127;2;576;514;65;72;16;2,055;1,269;135;7;290;280;34;40;2,957;1,871;205;4;441;282;42;6;50;56
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3108;1085;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Urbana;668;601;50;0;9;8;0;0;0;1,084;867;44;6;156;9;2;0;1,464;1,263;83;4;81;15;2;0;1;15
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3109;1086;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Rural;1,493;188;77;2;567;506;65;72;16;971;402;91;1;134;271;32;40;1,493;608;122;0;360;267;40;6;49;41
