cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2012_total;numero_de_viviendas_2012_basurero_publico_o_contenedor;numero_de_viviendas_2012_carro_basurero;numero_de_viviendas_2012_la_botan_a_terreno_baldio_o_calle;numero_de_viviendas_2012_la_botan_al_rio;numero_de_viviendas_2012_la_queman;numero_de_viviendas_2012_la_entierran;numero_de_viviendas_2012_otra;numero_de_viviendas_2024_total;numero_de_viviendas_2024_basurero_publico_o_contenedor;numero_de_viviendas_2024_carro_basurero;numero_de_viviendas_2024_la_botan_a_terreno_baldio_o_calle;numero_de_viviendas_2024_la_botan_al_rio;numero_de_viviendas_2024_la_queman;numero_de_viviendas_2024_la_entierran;numero_de_viviendas_2024_otra;distribucion_porcentual_2012_basurero_publico_o_contenedor;distribucion_porcentual_2012_carro_basurero;distribucion_porcentual_2012_la_botan_a_terreno_baldio_o_calle;distribucion_porcentual_2012_la_botan_al_rio;distribucion_porcentual_2012_la_queman;distribucion_porcentual_2012_la_entierran;distribucion_porcentual_2012_otra;distribucion_porcentual_2024_basurero_publico_o_contenedor;distribucion_porcentual_2024_carro_basurero;distribucion_porcentual_2024_la_botan_a_terreno_baldio_o_calle;distribucion_porcentual_2024_la_botan_al_rio;distribucion_porcentual_2024_la_queman;distribucion_porcentual_2024_la_entierran;distribucion_porcentual_2024_otra
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3182;1159;Municipio/TIOC;Santa Cruz;Florida;Pampagrande;Pampagrande;2,714;191;1,120;283;120;809;100;91;3,050;304;1,763;91;9;752;101;30;7.0;41.3;10.4;4.4;29.8;3.7;3.4;10.0;57.8;3.0;0.3;24.7;3.3;1.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3183;1160;Municipio/TIOC;Santa Cruz;Florida;Pampagrande;Urbana;1,002;144;813;13;0;32;0;0;1,181;172;974;1;1;30;1;2;14.4;81.1;1.3;0.0;3.2;0.0;0.0;14.6;82.5;0.1;0.1;2.5;0.1;0.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3184;1161;Municipio/TIOC;Santa Cruz;Florida;Pampagrande;Rural;1,712;47;307;270;120;777;100;91;1,869;132;789;90;8;722;100;28;2.7;17.9;15.8;7.0;45.4;5.8;5.3;7.1;42.2;4.8;0.4;38.6;5.4;1.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3185;1162;Municipio/TIOC;Santa Cruz;Florida;Mairana;Mairana;2,964;117;1,895;199;53;580;82;38;4,310;385;2,535;106;28;1,007;209;40;3.9;63.9;6.7;1.8;19.6;2.8;1.3;8.9;58.8;2.5;0.6;23.4;4.8;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3186;1163;Municipio/TIOC;Santa Cruz;Florida;Mairana;Urbana;1,893;107;1,706;7;3;57;2;11;2,479;294;2,049;9;2;113;3;9;5.7;90.1;0.4;0.2;3.0;0.1;0.6;11.9;82.7;0.4;0.1;4.6;0.1;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3187;1164;Municipio/TIOC;Santa Cruz;Florida;Mairana;Rural;1,071;10;189;192;50;523;80;27;1,831;91;486;97;26;894;206;31;0.9;17.6;17.9;4.7;48.8;7.5;2.5;5.0;26.5;5.3;1.4;48.8;11.3;1.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3188;1165;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Quirusillas;730;21;258;119;10;245;38;39;787;73;382;23;1;236;51;21;2.9;35.3;16.3;1.4;33.6;5.2;5.3;9.3;48.5;2.9;0.1;30.0;6.5;2.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3189;1166;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3190;1167;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Rural;730;21;258;119;10;245;38;39;787;73;382;23;1;236;51;21;2.9;35.3;16.3;1.4;33.6;5.2;5.3;9.3;48.5;2.9;0.1;30.0;6.5;2.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3191;1168;Provincia;Santa Cruz;Obispo Santisteban;;Obispo Santisteban;41,546;3,882;19,140;906;162;15,908;1,310;238;51,149;7,164;30,484;291;48;12,409;544;209;9.3;46.1;2.2;0.4;38.3;3.2;0.6;14.0;59.6;0.6;0.1;24.3;1.1;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3192;1169;Provincia;Santa Cruz;Obispo Santisteban;;Urbana;34,714;3,846;19,114;760;110;9,782;912;190;45,332;7,026;30,286;226;33;7,305;298;158;11.1;55.1;2.2;0.3;28.2;2.6;0.5;15.5;66.8;0.5;0.1;16.1;0.7;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3193;1170;Provincia;Santa Cruz;Obispo Santisteban;;Rural;6,832;36;26;146;52;6,126;398;48;5,817;138;198;65;15;5,104;246;51;0.5;0.4;2.1;0.8;89.7;5.8;0.7;2.4;3.4;1.1;0.3;87.7;4.2;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3194;1171;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Montero;Montero;26,343;3,279;17,185;411;69;4,714;568;117;33,384;5,475;24,759;126;19;2,745;162;98;12.4;65.2;1.6;0.3;17.9;2.2;0.4;16.4;74.2;0.4;0.1;8.2;0.5;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3195;1172;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Montero;Urbana;25,783;3,259;17,175;377;60;4,276;526;110;33,175;5,458;24,743;122;16;2,601;143;92;12.6;66.6;1.5;0.2;16.6;2.0;0.4;16.5;74.6;0.4;0.0;7.8;0.4;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3196;1173;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Montero;Rural;560;20;10;34;9;438;42;7;209;17;16;4;3;144;19;6;3.6;1.8;6.1;1.6;78.2;7.5;1.3;8.1;7.7;1.9;1.4;68.9;9.1;2.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3197;1174;Municipio/TIOC;Santa Cruz;Obispo Santisteban;General Saavedra;General Saavedra;3,236;74;549;56;10;2,366;165;16;4,358;288;1,297;20;11;2,572;141;29;2.3;17.0;1.7;0.3;73.1;5.1;0.5;6.6;29.8;0.5;0.3;59.0;3.2;0.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3198;1175;Municipio/TIOC;Santa Cruz;Obispo Santisteban;General Saavedra;Urbana;1,177;71;541;24;1;489;48;3;1,986;231;1,186;9;6;509;34;11;6.0;46.0;2.0;0.1;41.5;4.1;0.3;11.6;59.7;0.5;0.3;25.6;1.7;0.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3199;1176;Municipio/TIOC;Santa Cruz;Obispo Santisteban;General Saavedra;Rural;2,059;3;8;32;9;1,877;117;13;2,372;57;111;11;5;2,063;107;18;0.1;0.4;1.6;0.4;91.2;5.7;0.6;2.4;4.7;0.5;0.2;87.0;4.5;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3200;1177;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Mineros;Mineros;5,327;432;1,343;180;38;3,037;235;62;6,194;917;3,192;31;4;1,962;66;22;8.1;25.2;3.4;0.7;57.0;4.4;1.2;14.8;51.5;0.5;0.1;31.7;1.1;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3201;1178;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Mineros;Urbana;4,211;430;1,343;147;27;2,051;159;54;4,954;909;3,189;19;3;787;31;16;10.2;31.9;3.5;0.6;48.7;3.8;1.3;18.3;64.4;0.4;0.1;15.9;0.6;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3202;1179;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Mineros;Rural;1,116;2;0;33;11;986;76;8;1,240;8;3;12;1;1,175;35;6;0.2;0.0;3.0;1.0;88.4;6.8;0.7;0.6;0.2;1.0;0.1;94.8;2.8;0.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3203;1180;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Fernández Alonso;Fernández Alonso;3,163;57;18;151;24;2,706;191;16;3,438;326;1,154;14;8;1,833;84;19;1.8;0.6;4.8;0.8;85.6;6.0;0.5;9.5;33.6;0.4;0.2;53.3;2.4;0.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3204;1181;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Fernández Alonso;Urbana;2,113;49;16;132;15;1,768;124;9;2,870;301;1,102;6;4;1,399;49;9;2.3;0.8;6.2;0.7;83.7;5.9;0.4;10.5;38.4;0.2;0.1;48.7;1.7;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3205;1182;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Fernández Alonso;Rural;1,050;8;2;19;9;938;67;7;568;25;52;8;4;434;35;10;0.8;0.2;1.8;0.9;89.3;6.4;0.7;4.4;9.2;1.4;0.7;76.4;6.2;1.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3206;1183;Municipio/TIOC;Santa Cruz;Obispo Santisteban;San Pedro;San Pedro;3,477;40;45;108;21;3,085;151;27;3,775;158;82;100;6;3,297;91;41;1.2;1.3;3.1;0.6;88.7;4.3;0.8;4.2;2.2;2.6;0.2;87.3;2.4;1.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3207;1184;Municipio/TIOC;Santa Cruz;Obispo Santisteban;San Pedro;Urbana;1,430;37;39;80;7;1,198;55;14;2,347;127;66;70;4;2,009;41;30;2.6;2.7;5.6;0.5;83.8;3.8;1.0;5.4;2.8;3.0;0.2;85.6;1.7;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3208;1185;Municipio/TIOC;Santa Cruz;Obispo Santisteban;San Pedro;Rural;2,047;3;6;28;14;1,887;96;13;1,428;31;16;30;2;1,288;50;11;0.1;0.3;1.4;0.7;92.2;4.7;0.6;2.2;1.1;2.1;0.1;90.2;3.5;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3209;1186;Provincia;Santa Cruz;Ñuflo de Chávez;;Ñuflo de Chávez;28,102;1,215;5,522;600;211;19,287;1,031;236;38,255;3,199;11,434;308;40;21,821;1,188;265;4.3;19.6;2.1;0.8;68.6;3.7;0.8;8.4;29.9;0.8;0.1;57.0;3.1;0.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3210;1187;Provincia;Santa Cruz;Ñuflo de Chávez;;Urbana;12,417;1,084;5,343;162;60;5,484;216;68;18,864;2,834;10,687;76;8;5,072;123;64;8.7;43.0;1.3;0.5;44.2;1.7;0.5;15.0;56.7;0.4;0.0;26.9;0.7;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3211;1188;Provincia;Santa Cruz;Ñuflo de Chávez;;Rural;15,685;131;179;438;151;13,803;815;168;19,391;365;747;232;32;16,749;1,065;201;0.8;1.1;2.8;1.0;88.0;5.2;1.1;1.9;3.9;1.2;0.2;86.4;5.5;1.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3212;1189;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Concepción;Concepción;4,261;211;1,343;94;32;2,353;186;42;9,407;603;2,724;91;12;5,384;522;71;5.0;31.5;2.2;0.8;55.2;4.4;1.0;6.4;29.0;1.0;0.1;57.2;5.5;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3213;1190;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Concepción;Urbana;2,292;207;1,340;26;2;628;70;19;4,163;546;2,686;19;4;834;55;19;9.0;58.5;1.1;0.1;27.4;3.1;0.8;13.1;64.5;0.5;0.1;20.0;1.3;0.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3214;1191;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Concepción;Rural;1,969;4;3;68;30;1,725;116;23;5,244;57;38;72;8;4,550;467;52;0.2;0.2;3.5;1.5;87.6;5.9;1.2;1.1;0.7;1.4;0.2;86.8;8.9;1.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3215;1192;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Javier;San Javier;3,185;141;1,308;44;14;1,561;92;25;3,941;303;1,921;20;2;1,587;95;13;4.4;41.1;1.4;0.4;49.0;2.9;0.8;7.7;48.7;0.5;0.1;40.3;2.4;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3216;1193;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Javier;Urbana;1,677;128;1,190;13;5;323;15;3;2,107;243;1,672;10;0;178;3;1;7.6;71.0;0.8;0.3;19.3;0.9;0.2;11.5;79.4;0.5;0.0;8.4;0.1;0.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3217;1194;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Javier;Rural;1,508;13;118;31;9;1,238;77;22;1,834;60;249;10;2;1,409;92;12;0.9;7.8;2.1;0.6;82.1;5.1;1.5;3.3;13.6;0.5;0.1;76.8;5.0;0.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3218;1195;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Julián;San Julián;12,767;486;1,303;259;118;10,062;443;96;14,448;1,143;3,712;122;17;9,052;311;91;3.8;10.2;2.0;0.9;78.8;3.5;0.8;7.9;25.7;0.8;0.1;62.7;2.2;0.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3219;1196;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Julián;Urbana;4,926;461;1,269;55;39;3,013;66;23;7,582;1,073;3,563;28;3;2,845;45;25;9.4;25.8;1.1;0.8;61.2;1.3;0.5;14.2;47.0;0.4;0.0;37.5;0.6;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3220;1197;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Julián;Rural;7,841;25;34;204;79;7,049;377;73;6,866;70;149;94;14;6,207;266;66;0.3;0.4;2.6;1.0;89.9;4.8;0.9;1.0;2.2;1.4;0.2;90.4;3.9;1.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3221;1198;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;San Antonio de Lomerio;1,146;3;18;31;0;1,008;72;14;1,475;6;4;25;2;1,370;62;6;0.3;1.6;2.7;0.0;88.0;6.3;1.2;0.4;0.3;1.7;0.1;92.9;4.2;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3222;1199;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3223;1200;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;Rural;1,146;3;18;31;0;1,008;72;14;1,475;6;4;25;2;1,370;62;6;0.3;1.6;2.7;0.0;88.0;6.3;1.2;0.4;0.3;1.7;0.1;92.9;4.2;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3224;1201;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;San Ramón;1,685;98;226;68;14;1,194;60;25;2,433;243;811;18;2;1,302;37;20;5.8;13.4;4.0;0.8;70.9;3.6;1.5;10.0;33.3;0.7;0.1;53.5;1.5;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3225;1202;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;Urbana;1,446;98;225;53;9;1,002;38;21;1,959;239;808;16;1;865;17;13;6.8;15.6;3.7;0.6;69.3;2.6;1.5;12.2;41.2;0.8;0.1;44.2;0.9;0.7
