cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_total_con_banho;numero_de_viviendas_2001_tiene_de_uso_privado;numero_de_viviendas_2001_tiene_de_uso_compartido;numero_de_viviendas_2001_no_tiene_banho;numero_de_viviendas_2012_total;numero_de_viviendas_2012_total_con_banho;numero_de_viviendas_2012_tiene_de_uso_privado;numero_de_viviendas_2012_tiene_de_uso_compartido;numero_de_viviendas_2012_no_tiene_banho;numero_de_viviendas_2024_total;numero_de_viviendas_2024_total_con_banho;numero_de_viviendas_2024_tiene_de_uso_privado;numero_de_viviendas_2024_tiene_de_uso_compartido;numero_de_viviendas_2024_no_tiene_banho
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3025;1002;Municipio/TIOC;Tarija;Gran Chaco;Caraparí;Rural;1,799;626;531;95;1,173;3,033;2,433;1,486;947;600;3,424;2,892;2,658;234;532
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3026;1003;Municipio/TIOC;Tarija;Gran Chaco;Villa Montes;Villa Montes;5,061;3,990;3,256;734;1,071;10,289;8,569;4,436;4,133;1,720;14,040;12,867;11,505;1,362;1,173
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3027;1004;Municipio/TIOC;Tarija;Gran Chaco;Villa Montes;Urbana;3,440;3,156;2,501;655;284;7,908;7,169;3,724;3,445;739;10,331;9,967;8,784;1,183;364
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3028;1005;Municipio/TIOC;Tarija;Gran Chaco;Villa Montes;Rural;1,621;834;755;79;787;2,381;1,400;712;688;981;3,709;2,900;2,721;179;809
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3029;1006;Provincia;Tarija;Avilez;;Avilez;4,047;1,966;1,755;211;2,081;5,646;3,678;2,095;1,583;1,968;6,446;5,123;4,544;579;1,323
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3030;1007;Provincia;Tarija;Avilez;;Urbana;;;;;;;;;;;703;682;585;97;21
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3031;1008;Provincia;Tarija;Avilez;;Rural;4,047;1,966;1,755;211;2,081;5,646;3,678;2,095;1,583;1,968;5,743;4,441;3,959;482;1,302
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3032;1009;Municipio/TIOC;Tarija;Avilez;Uriondo;Uriondo;2,796;1,167;1,035;132;1,629;4,162;2,582;1,462;1,120;1,580;4,916;3,926;3,515;411;990
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3033;1010;Municipio/TIOC;Tarija;Avilez;Uriondo;Urbana;;;;;;;;;;;703;682;585;97;21
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3034;1011;Municipio/TIOC;Tarija;Avilez;Uriondo;Rural;2,796;1,167;1,035;132;1,629;4,162;2,582;1,462;1,120;1,580;4,213;3,244;2,930;314;969
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3035;1012;Municipio/TIOC;Tarija;Avilez;Yunchará;Yunchará;1,251;799;720;79;452;1,484;1,096;633;463;388;1,530;1,197;1,029;168;333
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3036;1013;Municipio/TIOC;Tarija;Avilez;Yunchará;Urbana;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3037;1014;Municipio/TIOC;Tarija;Avilez;Yunchará;Rural;1,251;799;720;79;452;1,484;1,096;633;463;388;1,530;1,197;1,029;168;333
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3038;1015;Provincia;Tarija;Méndez;;Méndez;6,917;3,842;3,487;355;3,075;9,737;6,699;3,855;2,844;3,038;12,576;10,290;9,163;1,127;2,286
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3039;1016;Provincia;Tarija;Méndez;;Urbana;659;475;416;59;184;874;813;593;220;61;1,762;1,693;1,474;219;69
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3040;1017;Provincia;Tarija;Méndez;;Rural;6,258;3,367;3,071;296;2,891;8,863;5,886;3,262;2,624;2,977;10,814;8,597;7,689;908;2,217
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3041;1018;Municipio/TIOC;Tarija;Méndez;San Lorenzo;San Lorenzo;4,517;2,126;1,923;203;2,391;6,484;4,165;2,506;1,659;2,319;9,336;7,545;6,740;805;1,791
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3042;1019;Municipio/TIOC;Tarija;Méndez;San Lorenzo;Urbana;659;475;416;59;184;874;813;593;220;61;1,762;1,693;1,474;219;69
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3043;1020;Municipio/TIOC;Tarija;Méndez;San Lorenzo;Rural;3,858;1,651;1,507;144;2,207;5,610;3,352;1,913;1,439;2,258;7,574;5,852;5,266;586;1,722
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3044;1021;Municipio/TIOC;Tarija;Méndez;El Puente;El Puente;2,400;1,716;1,564;152;684;3,253;2,534;1,349;1,185;719;3,240;2,745;2,423;322;495
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3045;1022;Municipio/TIOC;Tarija;Méndez;El Puente;Urbana;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3046;1023;Municipio/TIOC;Tarija;Méndez;El Puente;Rural;2,400;1,716;1,564;152;684;3,253;2,534;1,349;1,185;719;3,240;2,745;2,423;322;495
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3047;1024;Provincia;Tarija;O'Connor;;O'Connor;3,787;801;585;216;2,986;5,415;3,267;1,595;1,672;2,148;6,216;4,530;4,077;453;1,686
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3048;1025;Provincia;Tarija;O'Connor;;Urbana;569;462;306;156;107;1,154;1,090;416;674;64;1,292;1,265;1,021;244;27
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3049;1026;Provincia;Tarija;O'Connor;;Rural;3,218;339;279;60;2,879;4,261;2,177;1,179;998;2,084;4,924;3,265;3,056;209;1,659
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3050;1027;Municipio/TIOC;Tarija;O'Connor;Entre Ríos;Entre Ríos;3,787;801;585;216;2,986;5,415;3,267;1,595;1,672;2,148;6,216;4,530;4,077;453;1,686
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3051;1028;Municipio/TIOC;Tarija;O'Connor;Entre Ríos;Urbana;569;462;306;156;107;1,154;1,090;416;674;64;1,292;1,265;1,021;244;27
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3052;1029;Municipio/TIOC;Tarija;O'Connor;Entre Ríos;Rural;3,218;339;279;60;2,879;4,261;2,177;1,179;998;2,084;4,924;3,265;3,056;209;1,659
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3053;1030;Departamento;Santa Cruz;;;Santa Cruz;428,653;374,426;254,532;119,894;54,227;644,854;578,675;285,053;293,622;66,179;877,257;823,477;643,649;179,828;53,780
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3054;1031;Departamento;Santa Cruz;;;Urbana;334,458;316,243;204,509;111,734;18,215;529,389;501,573;242,161;259,412;27,816;718,856;702,757;537,342;165,415;16,099
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3055;1032;Departamento;Santa Cruz;;;Rural;94,195;58,183;50,023;8,160;36,012;115,465;77,102;42,892;34,210;38,363;158,401;120,720;106,307;14,413;37,681
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3056;1033;Provincia;Santa Cruz;Andrés Ibáñez;;Andrés Ibáñez;277,223;259,277;162,519;96,758;17,946;410,289;390,203;189,043;201,160;20,086;544,512;533,984;404,767;129,217;10,528
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3057;1034;Provincia;Santa Cruz;Andrés Ibáñez;;Urbana;260,442;248,777;153,816;94,961;11,665;392,949;379,032;182,819;196,213;13,917;526,832;519,140;391,784;127,356;7,692
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3058;1035;Provincia;Santa Cruz;Andrés Ibáñez;;Rural;16,781;10,500;8,703;1,797;6,281;17,340;11,171;6,224;4,947;6,169;17,680;14,844;12,983;1,861;2,836
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3059;1036;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Santa Cruz de la Sierra;251,342;239,697;148,019;91,678;11,645;360,441;348,140;167,394;180,746;12,301;453,158;447,792;335,189;112,603;5,366
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3060;1037;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Urbana;247,710;237,194;145,817;91,377;10,516;357,586;346,234;166,335;179,899;11,352;450,791;445,714;333,341;112,373;5,077
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3061;1038;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Rural;3,632;2,503;2,202;301;1,129;2,855;1,906;1,059;847;949;2,367;2,078;1,848;230;289
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3062;1039;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Cotoca;7,197;5,823;4,447;1,376;1,374;12,677;10,176;4,983;5,193;2,501;27,833;26,149;21,344;4,805;1,684
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3063;1040;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Urbana;3,346;3,108;2,262;846;238;7,746;7,009;3,548;3,461;737;23,514;22,281;18,005;4,276;1,233
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3064;1041;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Rural;3,851;2,715;2,185;530;1,136;4,931;3,167;1,435;1,732;1,764;4,319;3,868;3,339;529;451
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3065;1042;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Porongo;2,360;1,205;1,050;155;1,155;3,622;2,668;1,827;841;954;6,642;6,091;5,508;583;551
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3066;1043;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Urbana;;;;;;958;934;810;124;24;3,074;3,026;2,800;226;48
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3067;1044;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Rural;2,360;1,205;1,050;155;1,155;2,664;1,734;1,017;717;930;3,568;3,065;2,708;357;503
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3068;1045;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;La Guardia;8,195;6,700;4,836;1,864;1,495;21,314;19,548;10,152;9,396;1,766;40,267;39,063;30,728;8,335;1,204
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3069;1046;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Urbana;5,294;4,730;3,320;1,410;564;18,957;17,704;8,975;8,729;1,253;37,921;36,948;28,970;7,978;973
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3070;1047;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Rural;2,901;1,970;1,516;454;931;2,357;1,844;1,177;667;513;2,346;2,115;1,758;357;231
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3071;1048;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;El Torno;8,129;5,852;4,167;1,685;2,277;12,235;9,671;4,687;4,984;2,564;16,612;14,889;11,998;2,891;1,723
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3072;1049;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Urbana;4,092;3,745;2,417;1,328;347;7,702;7,151;3,151;4,000;551;11,532;11,171;8,668;2,503;361
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3073;1050;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Rural;4,037;2,107;1,750;357;1,930;4,533;2,520;1,536;984;2,013;5,080;3,718;3,330;388;1,362
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3074;1051;Provincia;Santa Cruz;Warnes;;Warnes;11,198;8,962;6,383;2,579;2,236;25,778;21,462;10,845;10,617;4,316;43,493;41,216;33,160;8,056;2,277
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3075;1052;Provincia;Santa Cruz;Warnes;;Urbana;4,964;4,471;2,919;1,552;493;20,750;17,594;8,965;8,629;3,156;37,618;35,837;28,900;6,937;1,781
