cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_personas_2001_total;numero_de_personas_2001_tiene_;numero_de_personas_2001_no_tiene;numero_de_personas_2012_total;numero_de_personas_2012_tiene_;numero_de_personas_2012_no_tiene;numero_de_personas_2024_total;numero_de_personas_2024_tiene_;numero_de_personas_2024_no_tiene
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3224;1201;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;San Ramón;5,489;2,445;3,044;6,949;5,617;1,332;8,395;7,766;629
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3225;1202;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;Urbana;4,656;2,352;2,304;6,094;5,168;926;7,240;6,983;257
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3226;1203;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;Rural;833;93;740;855;449;406;1,155;783;372
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3227;1204;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Cuatro Cañadas;16,711;5,600;11,111;21,361;18,612;2,749;24,082;23,177;905
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3228;1205;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Urbana;4,458;3,406;1,052;8,073;7,511;562;10,557;10,393;164
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3229;1206;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Rural;12,253;2,194;10,059;13,288;11,101;2,187;13,525;12,784;741
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3230;1207;Provincia;Santa Cruz;Ángel Sandoval;;Ángel Sandoval;12,555;5,659;6,896;14,080;10,632;3,448;14,882;13,801;1,081
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3231;1208;Provincia;Santa Cruz;Ángel Sandoval;;Urbana;4,968;3,820;1,148;6,032;5,735;297;7,525;7,328;197
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3232;1209;Provincia;Santa Cruz;Ángel Sandoval;;Rural;7,587;1,839;5,748;8,048;4,897;3,151;7,357;6,473;884
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3233;1210;Municipio/TIOC;Santa Cruz;Ángel Sandoval;San Matías;San Matías;12,555;5,659;6,896;14,080;10,632;3,448;14,882;13,801;1,081
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3234;1211;Municipio/TIOC;Santa Cruz;Ángel Sandoval;San Matías;Urbana;4,968;3,820;1,148;6,032;5,735;297;7,525;7,328;197
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3235;1212;Municipio/TIOC;Santa Cruz;Ángel Sandoval;San Matías;Rural;7,587;1,839;5,748;8,048;4,897;3,151;7,357;6,473;884
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3236;1213;Provincia;Santa Cruz;Manuel María Caballero;;Manuel María Caballero;19,293;8,300;10,993;22,873;19,000;3,873;22,977;21,606;1,371
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3237;1214;Provincia;Santa Cruz;Manuel María Caballero;;Urbana;6,316;4,482;1,834;9,211;8,744;467;9,846;9,733;113
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3238;1215;Provincia;Santa Cruz;Manuel María Caballero;;Rural;12,977;3,818;9,159;13,662;10,256;3,406;13,131;11,873;1,258
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3239;1216;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Comarapa;Comarapa;14,199;5,812;8,387;15,748;12,892;2,856;17,019;15,912;1,107
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3240;1217;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Comarapa;Urbana;3,952;3,030;922;5,233;4,947;286;6,190;6,111;79
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3241;1218;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Comarapa;Rural;10,247;2,782;7,465;10,515;7,945;2,570;10,829;9,801;1,028
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3242;1219;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Saipina;Saipina;5,094;2,488;2,606;7,125;6,108;1,017;5,958;5,694;264
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3243;1220;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Saipina;Urbana;2,364;1,452;912;3,978;3,797;181;3,656;3,622;34
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3244;1221;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Saipina;Rural;2,730;1,036;1,694;3,147;2,311;836;2,302;2,072;230
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3245;1222;Provincia;Santa Cruz;Germán Busch;;Germán Busch;31,233;21,928;9,305;40,274;35,997;4,277;41,934;39,559;2,375
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3246;1223;Provincia;Santa Cruz;Germán Busch;;Urbana;25,395;19,926;5,469;33,463;31,665;1,798;31,815;31,321;494
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3247;1224;Provincia;Santa Cruz;Germán Busch;;Rural;5,838;2,002;3,836;6,811;4,332;2,479;10,119;8,238;1,881
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3248;1225;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Puerto Suárez;14,407;10,434;3,973;18,513;16,960;1,553;16,244;15,452;792
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3249;1226;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Urbana;10,950;8,766;2,184;15,175;14,383;792;11,262;11,063;199
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3250;1227;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Rural;3,457;1,668;1,789;3,338;2,577;761;4,982;4,389;593
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3251;1228;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Puerto Quijarro;12,123;9,729;2,394;15,696;14,781;915;17,178;16,908;270
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3252;1229;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Urbana;11,819;9,692;2,127;15,464;14,641;823;16,830;16,631;199
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3253;1230;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Rural;304;37;267;232;140;92;348;277;71
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3254;1231;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;El Carmen Rivero Tórrez;4,703;1,765;2,938;6,065;4,256;1,809;8,512;7,199;1,313
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3255;1232;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Urbana;2,626;1,468;1,158;2,824;2,641;183;3,723;3,627;96
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3256;1233;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Rural;2,077;297;1,780;3,241;1,615;1,626;4,789;3,572;1,217
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3257;1234;Provincia;Santa Cruz;Guarayos;;Guarayos;30,930;6,479;24,451;46,882;34,057;12,825;56,971;46,521;10,450
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3258;1235;Provincia;Santa Cruz;Guarayos;;Urbana;15,366;4,461;10,905;30,070;25,846;4,224;31,342;29,069;2,273
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3259;1236;Provincia;Santa Cruz;Guarayos;;Rural;15,564;2,018;13,546;16,812;8,211;8,601;25,629;17,452;8,177
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3260;1237;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Ascención de Guarayos;16,609;4,833;11,776;26,179;22,002;4,177;33,714;28,328;5,386
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3261;1238;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Urbana;12,164;4,308;7,856;19,607;17,644;1,963;23,171;21,459;1,712
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3262;1239;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Rural;4,445;525;3,920;6,572;4,358;2,214;10,543;6,869;3,674
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3263;1240;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urubichá;5,908;337;5,571;6,802;5,444;1,358;6,387;5,609;778
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3264;1241;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urbana;3,202;153;3,049;6,184;5,005;1,179;5,337;4,968;369
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3265;1242;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Rural;2,706;184;2,522;618;439;179;1,050;641;409
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3266;1243;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;El Puente;8,413;1,309;7,104;13,901;6,611;7,290;16,870;12,584;4,286
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3267;1244;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Urbana;;;;4,279;3,197;1,082;2,834;2,642;192
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3268;1245;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Rural;8,413;1,309;7,104;9,622;3,414;6,208;14,036;9,942;4,094
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3269;1246;Departamento;Beni;;;Beni;351,043;190,474;160,569;408,402;341,869;66,533;474,591;421,423;53,168
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3270;1247;Departamento;Beni;;;Urbana;241,144;175,878;65,266;299,525;285,297;14,228;346,047;337,187;8,860
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3271;1248;Departamento;Beni;;;Rural;109,899;14,596;95,303;108,877;56,572;52,305;128,544;84,236;44,308
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3272;1249;Provincia;Beni;Cercado;;Cercado;79,341;63,651;15,690;108,266;100,435;7,831;131,547;127,143;4,404
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3273;1250;Provincia;Beni;Cercado;;Urbana;72,463;61,919;10,544;98,404;93,798;4,606;118,443;116,867;1,576
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3274;1251;Provincia;Beni;Cercado;;Rural;6,878;1,732;5,146;9,862;6,637;3,225;13,104;10,276;2,828
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3275;1252;Municipio/TIOC;Beni;Cercado;Trinidad;Trinidad;76,691;63,391;13,300;103,028;97,171;5,857;123,795;121,638;2,157
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3276;1253;Municipio/TIOC;Beni;Cercado;Trinidad;Urbana;72,463;61,919;10,544;98,404;93,798;4,606;118,443;116,867;1,576
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3277;1254;Municipio/TIOC;Beni;Cercado;Trinidad;Rural;4,228;1,472;2,756;4,624;3,373;1,251;5,352;4,771;581
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3278;1255;Municipio/TIOC;Beni;Cercado;San Javier;San Javier;2,650;260;2,390;5,238;3,264;1,974;7,752;5,505;2,247
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3279;1256;Municipio/TIOC;Beni;Cercado;San Javier;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3280;1257;Municipio/TIOC;Beni;Cercado;San Javier;Rural;2,650;260;2,390;5,238;3,264;1,974;7,752;5,505;2,247
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3281;1258;Provincia;Beni;Vaca Diez;;Vaca Diez;113,154;60,936;52,218;127,089;113,209;13,880;147,946;136,470;11,476
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3282;1259;Provincia;Beni;Vaca Diez;;Urbana;94,711;58,945;35,766;111,340;106,527;4,813;130,197;125,320;4,877
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3283;1260;Provincia;Beni;Vaca Diez;;Rural;18,443;1,991;16,452;15,749;6,682;9,067;17,749;11,150;6,599
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3284;1261;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Riberalta;73,981;34,543;39,438;86,903;76,648;10,255;107,816;98,713;9,103
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3285;1262;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Urbana;62,606;33,848;28,758;76,804;72,871;3,933;96,217;91,917;4,300
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3286;1263;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Rural;11,375;695;10,680;10,099;3,777;6,322;11,599;6,796;4,803
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3287;1264;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Guayaramerín;39,173;26,393;12,780;40,186;36,561;3,625;40,130;37,757;2,373
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3288;1265;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Urbana;32,105;25,097;7,008;34,536;33,656;880;33,980;33,403;577
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3289;1266;Municipio/TIOC;Beni;Vaca Diez;Guayaramerín;Rural;7,068;1,296;5,772;5,650;2,905;2,745;6,150;4,354;1,796
