cuadro;no;nivel;departamento;provincia;municipio/tioc;area;numero de viviendas_2012_total;numero de viviendas_2012_red de empresa electrica (servicio publico);numero de viviendas_2012_motor propio;numero de viviendas_2012_panel solar;numero de viviendas_2012_otra;numero de viviendas_2012_no tiene;numero de viviendas_2024_total;numero de viviendas_2024_servicio publico de energia electrica;numero de viviendas_2024_motor propio;numero de viviendas_2024_panel solar;numero de viviendas_2024_otra;numero de viviendas_2024_no tiene
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3097;1074;Provincia;Santa Cruz;Ichilo;;Rural;11,051;3,661;350;374;266;6,400;15,478;7,878;107;1,016;334;6,143
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3098;1075;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Buena Vista;3,171;2,359;29;120;43;620;3,776;3,416;22;55;18;265
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3099;1076;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Urbana;1,019;954;0;0;10;55;1,435;1,400;9;1;4;21
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3100;1077;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Rural;2,152;1,405;29;120;33;565;2,341;2,016;13;54;14;244
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3101;1078;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;San Carlos;4,573;3,455;56;53;63;946;5,523;4,790;25;122;35;551
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3102;1079;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Urbana;2,936;2,542;10;8;22;354;3,491;3,383;8;8;14;78
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3103;1080;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Rural;1,637;913;46;45;41;592;2,032;1,407;17;114;21;473
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3104;1081;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Yapacaní;14,775;8,215;241;181;235;5,903;20,075;13,724;84;800;286;5,181
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3105;1082;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Urbana;8,484;7,211;23;11;65;1,174;10,463;10,182;22;54;30;175
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3106;1083;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Rural;6,291;1,004;218;170;170;4,729;9,612;3,542;62;746;256;5,006
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3107;1084;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;San Juan;2,055;1,381;58;39;24;553;2,957;2,335;20;104;51;447
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3108;1085;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Urbana;1,084;1,042;1;0;2;39;1,464;1,422;5;2;8;27
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3109;1086;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Rural;971;339;57;39;22;514;1,493;913;15;102;43;420
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3110;1087;Provincia;Santa Cruz;Chiquitos;;Chiquitos;15,495;10,470;2,353;281;230;2,161;29,925;16,645;3,971;3,068;1,163;5,078
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3111;1088;Provincia;Santa Cruz;Chiquitos;;Urbana;7,260;7,037;10;2;16;195;11,099;10,755;38;61;39;206
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3112;1089;Provincia;Santa Cruz;Chiquitos;;Rural;8,235;3,433;2,343;279;214;1,966;18,826;5,890;3,933;3,007;1,124;4,872
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3113;1090;Municipio/TIOC;Santa Cruz;Chiquitos;San José;San José;4,566;3,536;560;31;30;409;11,607;4,597;1,521;1,467;826;3,196
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3114;1091;Municipio/TIOC;Santa Cruz;Chiquitos;San José;Urbana;2,680;2,613;3;0;2;62;3,535;3,434;10;40;3;48
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3115;1092;Municipio/TIOC;Santa Cruz;Chiquitos;San José;Rural;1,886;923;557;31;28;347;8,072;1,163;1,511;1,427;823;3,148
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3116;1093;Municipio/TIOC;Santa Cruz;Chiquitos;Pailón;Pailón;7,182;3,802;1,763;180;196;1,241;12,970;7,513;2,323;1,355;312;1,467
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3117;1094;Municipio/TIOC;Santa Cruz;Chiquitos;Pailón;Urbana;2,138;2,040;4;0;14;80;4,296;4,108;22;18;24;124
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3118;1095;Municipio/TIOC;Santa Cruz;Chiquitos;Pailón;Rural;5,044;1,762;1,759;180;182;1,161;8,674;3,405;2,301;1,337;288;1,343
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3119;1096;Municipio/TIOC;Santa Cruz;Chiquitos;Roboré;Roboré;3,747;3,132;30;70;4;511;5,348;4,535;127;246;25;415
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3120;1097;Municipio/TIOC;Santa Cruz;Chiquitos;Roboré;Urbana;2,442;2,384;3;2;0;53;3,268;3,213;6;3;12;34
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3121;1098;Municipio/TIOC;Santa Cruz;Chiquitos;Roboré;Rural;1,305;748;27;68;4;458;2,080;1,322;121;243;13;381
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3122;1099;Provincia;Santa Cruz;Sara;;Sara;10,451;7,145;333;269;324;2,380;12,935;10,542;201;776;136;1,280
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3123;1100;Provincia;Santa Cruz;Sara;;Urbana;5,404;5,135;21;6;27;215;6,698;6,550;17;22;32;77
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3124;1101;Provincia;Santa Cruz;Sara;;Rural;5,047;2,010;312;263;297;2,165;6,237;3,992;184;754;104;1,203
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3125;1102;Municipio/TIOC;Santa Cruz;Sara;Portachuelo;Portachuelo;4,119;3,653;46;74;37;309;5,445;5,200;25;89;35;96
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3126;1103;Municipio/TIOC;Santa Cruz;Sara;Portachuelo;Urbana;3,189;3,043;7;5;16;118;4,186;4,127;8;12;16;23
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3127;1104;Municipio/TIOC;Santa Cruz;Sara;Portachuelo;Rural;930;610;39;69;21;191;1,259;1,073;17;77;19;73
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3128;1105;Municipio/TIOC;Santa Cruz;Sara;Santa Rosa;Santa Rosa;4,978;2,288;260;179;274;1,977;5,957;3,909;163;658;89;1,138
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3129;1106;Municipio/TIOC;Santa Cruz;Sara;Santa Rosa;Urbana;1,164;1,091;5;0;6;62;1,288;1,247;4;2;7;28
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3130;1107;Municipio/TIOC;Santa Cruz;Sara;Santa Rosa;Rural;3,814;1,197;255;179;268;1,915;4,669;2,662;159;656;82;1,110
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3131;1108;Municipio/TIOC;Santa Cruz;Sara;Colpa Bélgica;Colpa Bélgica;1,354;1,204;27;16;13;94;1,533;1,433;13;29;12;46
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3132;1109;Municipio/TIOC;Santa Cruz;Sara;Colpa Bélgica;Urbana;1,051;1,001;9;1;5;35;1,224;1,176;5;8;9;26
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3133;1110;Municipio/TIOC;Santa Cruz;Sara;Colpa Bélgica;Rural;303;203;18;15;8;59;309;257;8;21;3;20
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3134;1111;Provincia;Santa Cruz;Cordillera;;Cordillera;25,882;14,744;2,145;822;846;7,325;34,985;26,457;2,505;1,932;696;3,395
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3135;1112;Provincia;Santa Cruz;Cordillera;;Urbana;10,425;9,864;14;4;33;510;12,872;12,488;56;22;58;248
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3136;1113;Provincia;Santa Cruz;Cordillera;;Rural;15,457;4,880;2,131;818;813;6,815;22,113;13,969;2,449;1,910;638;3,147
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3137;1114;Municipio/TIOC;Santa Cruz;Cordillera;Lagunillas;Lagunillas;1,071;579;16;27;20;429;1,569;1,453;2;31;3;80
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3138;1115;Municipio/TIOC;Santa Cruz;Cordillera;Lagunillas;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3139;1116;Municipio/TIOC;Santa Cruz;Cordillera;Lagunillas;Rural;1,071;579;16;27;20;429;1,569;1,453;2;31;3;80
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3140;1117;Municipio/TIOC;Santa Cruz;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Charagua (Autonomía Guaraní Charagua Iyambae);6,289;1,876;853;299;349;2,912;9,548;5,639;1,145;1,142;196;1,426
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3141;1118;Municipio/TIOC;Santa Cruz;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Urbana;742;668;4;0;1;69;1,504;1,457;12;7;2;26
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3142;1119;Municipio/TIOC;Santa Cruz;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Rural;5,547;1,208;849;299;348;2,843;8,044;4,182;1,133;1,135;194;1,400
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3143;1120;Municipio/TIOC;Santa Cruz;Cordillera;Cabezas;Cabezas;5,628;2,718;1,142;281;255;1,232;8,291;5,024;1,253;578;379;1,057
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3144;1121;Municipio/TIOC;Santa Cruz;Cordillera;Cabezas;Urbana;1,067;990;4;1;5;67;2,248;2,125;12;5;14;92
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3145;1122;Municipio/TIOC;Santa Cruz;Cordillera;Cabezas;Rural;4,561;1,728;1,138;280;250;1,165;6,043;2,899;1,241;573;365;965
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3146;1123;Municipio/TIOC;Santa Cruz;Cordillera;Cuevo;Cuevo;1,117;692;11;24;3;387;1,261;1,124;2;29;22;84
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3147;1124;Municipio/TIOC;Santa Cruz;Cordillera;Cuevo;Urbana;570;534;0;2;1;33;546;532;1;0;1;12
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3148;1125;Municipio/TIOC;Santa Cruz;Cordillera;Cuevo;Rural;547;158;11;22;2;354;715;592;1;29;21;72
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3149;1126;Municipio/TIOC;Santa Cruz;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Gutiérrez (Autonomía Indígena Kereimba Iyaambae);2,390;507;101;155;157;1,470;3,626;3,123;11;100;17;375
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3150;1127;Municipio/TIOC;Santa Cruz;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3151;1128;Municipio/TIOC;Santa Cruz;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Rural;2,390;507;101;155;157;1,470;3,626;3,123;11;100;17;375
