cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_edad;area_;2012_numero_total;2012_numero_hombre;2012_numero_mujer;2012_porcentaje_total;2012_porcentaje_hombre;2012_porcentaje_mujer;2024_numero_total;2024_numero_hombre;2024_numero_mujer;2024_numero_sin_especificar;2024_porcentaje_total;2024_porcentaje_hombre;2024_porcentaje_mujer;2024_porcentaje_sin_especificar
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7473;8078;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;0 a 17;Rural;23;8;15;50;47.1;51.7;2;1;1;0;20;20;25;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7474;8079;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;18 a 29;Rural;10;3;7;21.7;17.6;24.1;8;4;3;1;80;80;75;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7475;8080;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;30 a 59;Rural;9;3;6;19.6;17.6;20.7;0;0;0;0;0;0;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7476;8081;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;60 o más;Rural;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7477;8082;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;Sin especificar;Rural;4;3;1;8.7;17.6;3.4;0;0;0;0;0;0;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7478;8083;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;Bolpebra;Bolpebra;38;17;21;100;100;100;33;16;16;1;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7479;8084;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;0 a 17;Bolpebra;7;3;4;18.4;17.6;19;13;7;6;0;39.4;43.8;37.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7480;8085;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;18 a 29;Bolpebra;21;8;13;55.3;47.1;61.9;16;6;9;1;48.5;37.5;56.3;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7481;8086;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;30 a 59;Bolpebra;9;5;4;23.7;29.4;19;3;2;1;0;9.1;12.5;6.3;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7482;8087;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;60 o más;Bolpebra;1;1;0;2.6;5.9;0;1;1;0;0;3;6.3;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7483;8088;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;Sin especificar;Bolpebra;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7484;8089;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;Urbana;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7485;8090;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;0 a 17;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7486;8091;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;18 a 29;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7487;8092;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;30 a 59;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7488;8093;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;60 o más;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7489;8094;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;Sin especificar;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7490;8095;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;Rural;Rural;38;17;21;100;100;100;33;16;16;1;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7491;8096;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;0 a 17;Rural;7;3;4;18.4;17.6;19;13;7;6;0;39.4;43.8;37.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7492;8097;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;18 a 29;Rural;21;8;13;55.3;47.1;61.9;16;6;9;1;48.5;37.5;56.3;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7493;8098;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;30 a 59;Rural;9;5;4;23.7;29.4;19;3;2;1;0;9.1;12.5;6.3;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7494;8099;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;60 o más;Rural;1;1;0;2.6;5.9;0;1;1;0;0;3;6.3;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7495;8100;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;Sin especificar;Rural;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7496;8101;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;Bella Flor;Bella Flor;71;37;34;100;100;100;45;19;26;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7497;8102;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;0 a 17;Bella Flor;19;8;11;26.8;21.6;32.4;15;6;9;0;33.3;31.6;34.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7498;8103;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;18 a 29;Bella Flor;32;16;16;45.1;43.2;47.1;16;7;9;0;35.6;36.8;34.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7499;8104;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;30 a 59;Bella Flor;16;9;7;22.5;24.3;20.6;11;4;7;0;24.4;21.1;26.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7500;8105;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;60 o más;Bella Flor;4;4;0;5.6;10.8;0;2;1;1;0;4.4;5.3;3.8;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7501;8106;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;Sin especificar;Bella Flor;0;0;0;0;0;0;1;1;0;0;2.2;5.3;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7502;8107;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;Urbana;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7503;8108;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;0 a 17;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7504;8109;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;18 a 29;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7505;8110;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;30 a 59;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7506;8111;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;60 o más;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7507;8112;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;Sin especificar;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7508;8113;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;Rural;Rural;71;37;34;100;100;100;45;19;26;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7509;8114;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;0 a 17;Rural;19;8;11;26.8;21.6;32.4;15;6;9;0;33.3;31.6;34.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7510;8115;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;18 a 29;Rural;32;16;16;45.1;43.2;47.1;16;7;9;0;35.6;36.8;34.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7511;8116;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;30 a 59;Rural;16;9;7;22.5;24.3;20.6;11;4;7;0;24.4;21.1;26.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7512;8117;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;60 o más;Rural;4;4;0;5.6;10.8;0;2;1;1;0;4.4;5.3;3.8;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7513;8118;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;Sin especificar;Rural;0;0;0;0;0;0;1;1;0;0;2.2;5.3;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7514;8119;Provincia;Pando;Manuripi;;Manuripi;Manuripi;132;54;78;100;100;100;188;99;89;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7515;8120;Provincia;Pando;Manuripi;;0 a 17;Manuripi;47;19;28;35.6;35.2;35.9;38;22;16;0;20.2;22.2;18;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7516;8121;Provincia;Pando;Manuripi;;18 a 29;Manuripi;56;25;31;42.4;46.3;39.7;101;52;49;0;53.7;52.5;55.1;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7517;8122;Provincia;Pando;Manuripi;;30 a 59;Manuripi;26;9;17;19.7;16.7;21.8;34;17;17;0;18.1;17.2;19.1;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7518;8123;Provincia;Pando;Manuripi;;60 o más;Manuripi;2;1;1;1.5;1.9;1.3;3;2;1;0;1.6;2;1.1;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7519;8124;Provincia;Pando;Manuripi;;Sin especificar;Manuripi;1;0;1;0.8;0;1.3;12;6;6;0;6.4;6.1;6.7;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7520;8125;Provincia;Pando;Manuripi;;Urbana;Urbana;26;10;16;100;100;100;28;11;17;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7521;8126;Provincia;Pando;Manuripi;;0 a 17;Urbana;5;3;2;19.2;30;12.5;4;3;1;0;14.3;27.3;5.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7522;8127;Provincia;Pando;Manuripi;;18 a 29;Urbana;15;5;10;57.7;50;62.5;15;6;9;0;53.6;54.5;52.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7523;8128;Provincia;Pando;Manuripi;;30 a 59;Urbana;5;2;3;19.2;20;18.8;5;1;4;0;17.9;9.1;23.5;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7524;8129;Provincia;Pando;Manuripi;;60 o más;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7525;8130;Provincia;Pando;Manuripi;;Sin especificar;Urbana;1;0;1;3.8;0;6.3;4;1;3;0;14.3;9.1;17.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7526;8131;Provincia;Pando;Manuripi;;Rural;Rural;106;44;62;100;100;100;160;88;72;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7527;8132;Provincia;Pando;Manuripi;;0 a 17;Rural;42;16;26;39.6;36.4;41.9;34;19;15;0;21.3;21.6;20.8;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7528;8133;Provincia;Pando;Manuripi;;18 a 29;Rural;41;20;21;38.7;45.5;33.9;86;46;40;0;53.8;52.3;55.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7529;8134;Provincia;Pando;Manuripi;;30 a 59;Rural;21;7;14;19.8;15.9;22.6;29;16;13;0;18.1;18.2;18.1;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7530;8135;Provincia;Pando;Manuripi;;60 o más;Rural;2;1;1;1.9;2.3;1.6;3;2;1;0;1.9;2.3;1.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7531;8136;Provincia;Pando;Manuripi;;Sin especificar;Rural;0;0;0;0;0;0;8;5;3;0;5;5.7;4.2;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7532;8137;Municipio/TIOC;Pando;Manuripi;Puerto Rico;Puerto Rico;Puerto Rico;41;17;24;100;100;100;67;30;37;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7533;8138;Municipio/TIOC;Pando;Manuripi;Puerto Rico;0 a 17;Puerto Rico;10;4;6;24.4;23.5;25;9;6;3;0;13.4;20;8.1;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7534;8139;Municipio/TIOC;Pando;Manuripi;Puerto Rico;18 a 29;Puerto Rico;22;10;12;53.7;58.8;50;37;16;21;0;55.2;53.3;56.8;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7535;8140;Municipio/TIOC;Pando;Manuripi;Puerto Rico;30 a 59;Puerto Rico;7;2;5;17.1;11.8;20.8;16;6;10;0;23.9;20;27;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7536;8141;Municipio/TIOC;Pando;Manuripi;Puerto Rico;60 o más;Puerto Rico;1;1;0;2.4;5.9;0;0;0;0;0;0;0;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7537;8142;Municipio/TIOC;Pando;Manuripi;Puerto Rico;Sin especificar;Puerto Rico;1;0;1;2.4;0;4.2;5;2;3;0;7.5;6.7;8.1;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7538;8143;Municipio/TIOC;Pando;Manuripi;Puerto Rico;Urbana;Urbana;26;10;16;100;100;100;28;11;17;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7539;8144;Municipio/TIOC;Pando;Manuripi;Puerto Rico;0 a 17;Urbana;5;3;2;19.2;30;12.5;4;3;1;0;14.3;27.3;5.9;
