cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_numero_total;2012_numero_argentina;2012_numero_espanha;2012_numero_brasil;2012_numero_chile;2012_numero_eeuu;2012_numero_otros_paises;2012_numero_sin_especificar;2012_porcentaje_argentina;2012_porcentaje_espanha;2012_porcentaje_brasil;2012_porcentaje_chile;2012_porcentaje_eeuu;2012_porcentaje_otros_paises;2012_porcentaje_sin_especificar;2024_numero__total;2024_numero__argentina;2024_numero__espanha;2024_numero__brasil;2024_numero__chile;2024_numero__eeuu;2024_numero__otros_paises;2024_numero__sin_especificar;2024_porcentaje_argentina;2024_porcentaje_espanha;2024_porcentaje_brasil;2024_porcentaje_chile;2024_porcentaje_eeuu;2024_porcentaje_otros_paises;2024_porcentaje_sin_especificar
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3178;1155;Provincia;Santa Cruz;Florida;;Rural;647;130;369;38;28;14;53;15;20.1;57;5.9;4.3;2.2;8.2;2.3;567;68;62;80;298;20;32;7;12;10.9;14.1;52.6;3.5;5.6;1.2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3179;1156;Municipio/TIOC;Santa Cruz;Florida;Samaipata;Samaipata;428;90;209;10;21;19;61;18;21;48.8;2.3;4.9;4.4;14.3;4.2;324;36;41;15;167;15;43;7;11.1;12.7;4.6;51.5;4.6;13.3;2.2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3180;1157;Municipio/TIOC;Santa Cruz;Florida;Samaipata;Urbana;173;37;69;3;9;12;33;10;21.4;39.9;1.7;5.2;6.9;19.1;5.8;123;14;16;0;61;6;23;3;11.4;13;0;49.6;4.9;18.7;2.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3181;1158;Municipio/TIOC;Santa Cruz;Florida;Samaipata;Rural;255;53;140;7;12;7;28;8;20.8;54.9;2.7;4.7;2.7;11;3.1;201;22;25;15;106;9;20;4;10.9;12.4;7.5;52.7;4.5;10;2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3182;1159;Municipio/TIOC;Santa Cruz;Florida;Pampagrande;Pampagrande;310;77;168;26;12;6;19;2;24.8;54.2;8.4;3.9;1.9;6.1;0.6;291;39;31;47;157;6;9;2;13.4;10.7;16.2;54;2.1;3.1;0.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3183;1160;Municipio/TIOC;Santa Cruz;Florida;Pampagrande;Urbana;93;42;33;8;3;1;5;1;45.2;35.5;8.6;3.2;1.1;5.4;1.1;132;18;11;20;77;3;3;0;13.6;8.3;15.2;58.3;2.3;2.3;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3184;1161;Municipio/TIOC;Santa Cruz;Florida;Pampagrande;Rural;217;35;135;18;9;5;14;1;16.1;62.2;8.3;4.1;2.3;6.5;0.5;159;21;20;27;80;3;6;2;13.2;12.6;17;50.3;1.9;3.8;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3185;1162;Municipio/TIOC;Santa Cruz;Florida;Mairana;Mairana;273;93;106;19;10;5;28;12;34.1;38.8;7;3.7;1.8;10.3;4.4;379;53;29;64;191;22;17;3;14;7.7;16.9;50.4;5.8;4.5;0.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3186;1163;Municipio/TIOC;Santa Cruz;Florida;Mairana;Urbana;175;60;63;9;7;5;21;10;34.3;36;5.1;4;2.9;12;5.7;188;30;18;26;85;14;13;2;16;9.6;13.8;45.2;7.4;6.9;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3187;1164;Municipio/TIOC;Santa Cruz;Florida;Mairana;Rural;98;33;43;10;3;0;7;2;33.7;43.9;10.2;3.1;0;7.1;2;191;23;11;38;106;8;4;1;12;5.8;19.9;55.5;4.2;2.1;0.5
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3188;1165;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Quirusillas;77;9;51;3;4;2;4;4;11.7;66.2;3.9;5.2;2.6;5.2;5.2;16;2;6;0;6;0;2;0;12.5;37.5;0;37.5;0;12.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3189;1166;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3190;1167;Municipio/TIOC;Santa Cruz;Florida;Quirusillas;Rural;77;9;51;3;4;2;4;4;11.7;66.2;3.9;5.2;2.6;5.2;5.2;16;2;6;0;6;0;2;0;12.5;37.5;0;37.5;0;12.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3191;1168;Provincia;Santa Cruz;Obispo Santisteban;;Obispo Santisteban;6,828;2,166;3,329;239;377;197;328;192;31.7;48.8;3.5;5.5;2.9;4.8;2.8;6,900;930;714;436;4,295;228;236;61;13.5;10.3;6.3;62.2;3.3;3.4;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3192;1169;Provincia;Santa Cruz;Obispo Santisteban;;Urbana;6,153;1,849;3,119;209;342;188;297;149;30.1;50.7;3.4;5.6;3.1;4.8;2.4;6,303;803;677;397;3,930;223;216;57;12.7;10.7;6.3;62.4;3.5;3.4;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3193;1170;Provincia;Santa Cruz;Obispo Santisteban;;Rural;675;317;210;30;35;9;31;43;47;31.1;4.4;5.2;1.3;4.6;6.4;597;127;37;39;365;5;20;4;21.3;6.2;6.5;61.1;0.8;3.4;0.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3194;1171;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Montero;Montero;4,875;1,462;2,495;158;237;173;240;110;30;51.2;3.2;4.9;3.5;4.9;2.3;4,464;560;487;296;2,709;196;175;41;12.5;10.9;6.6;60.7;4.4;3.9;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3195;1172;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Montero;Urbana;4,826;1,437;2,478;158;235;171;240;107;29.8;51.3;3.3;4.9;3.5;5;2.2;4,456;559;485;294;2,707;196;174;41;12.5;10.9;6.6;60.7;4.4;3.9;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3196;1173;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Montero;Rural;49;25;17;0;2;2;0;3;51;34.7;0;4.1;4.1;0;6.1;8;1;2;2;2;0;1;0;12.5;25;25;25;0;12.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3197;1174;Municipio/TIOC;Santa Cruz;Obispo Santisteban;General Saavedra;General Saavedra;350;160;129;14;9;7;15;16;45.7;36.9;4;2.6;2;4.3;4.6;507;113;31;46;290;8;17;2;22.3;6.1;9.1;57.2;1.6;3.4;0.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3198;1175;Municipio/TIOC;Santa Cruz;Obispo Santisteban;General Saavedra;Urbana;128;37;68;9;4;5;3;2;28.9;53.1;7;3.1;3.9;2.3;1.6;213;37;19;21;124;5;6;1;17.4;8.9;9.9;58.2;2.3;2.8;0.5
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3199;1176;Municipio/TIOC;Santa Cruz;Obispo Santisteban;General Saavedra;Rural;222;123;61;5;5;2;12;14;55.4;27.5;2.3;2.3;0.9;5.4;6.3;294;76;12;25;166;3;11;1;25.9;4.1;8.5;56.5;1;3.7;0.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3200;1177;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Mineros;Mineros;662;213;332;28;28;8;37;16;32.2;50.2;4.2;4.2;1.2;5.6;2.4;1,040;112;60;50;760;15;30;13;10.8;5.8;4.8;73.1;1.4;2.9;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3201;1178;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Mineros;Urbana;596;176;316;19;28;8;34;15;29.5;53;3.2;4.7;1.3;5.7;2.5;910;91;56;47;664;15;25;12;10;6.2;5.2;73;1.6;2.7;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3202;1179;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Mineros;Rural;66;37;16;9;0;0;3;1;56.1;24.2;13.6;0;0;4.5;1.5;130;21;4;3;96;0;5;1;16.2;3.1;2.3;73.8;0;3.8;0.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3203;1180;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Fernández Alonso;Fernández Alonso;459;170;209;11;36;5;12;16;37;45.5;2.4;7.8;1.1;2.6;3.5;489;78;104;19;268;7;10;3;16;21.3;3.9;54.8;1.4;2;0.6
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3204;1181;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Fernández Alonso;Urbana;395;142;182;9;35;2;10;15;35.9;46.1;2.3;8.9;0.5;2.5;3.8;457;75;97;19;249;6;9;2;16.4;21.2;4.2;54.5;1.3;2;0.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3205;1182;Municipio/TIOC;Santa Cruz;Obispo Santisteban;Fernández Alonso;Rural;64;28;27;2;1;3;2;1;43.8;42.2;3.1;1.6;4.7;3.1;1.6;32;3;7;0;19;1;1;1;9.4;21.9;0;59.4;3.1;3.1;3.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3206;1183;Municipio/TIOC;Santa Cruz;Obispo Santisteban;San Pedro;San Pedro;482;161;164;28;67;4;24;34;33.4;34;5.8;13.9;0.8;5;7.1;400;67;32;25;268;2;4;2;16.8;8;6.3;67;0.5;1;0.5
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3207;1184;Municipio/TIOC;Santa Cruz;Obispo Santisteban;San Pedro;Urbana;208;57;75;14;40;2;10;10;27.4;36.1;6.7;19.2;1;4.8;4.8;267;41;20;16;186;1;2;1;15.4;7.5;6;69.7;0.4;0.7;0.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3208;1185;Municipio/TIOC;Santa Cruz;Obispo Santisteban;San Pedro;Rural;274;104;89;14;27;2;14;24;38;32.5;5.1;9.9;0.7;5.1;8.8;133;26;12;9;82;1;2;1;19.5;9;6.8;61.7;0.8;1.5;0.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3209;1186;Provincia;Santa Cruz;Ñuflo de Chávez;;Ñuflo de Chávez;2,265;1,125;584;168;83;34;213;58;49.7;25.8;7.4;3.7;1.5;9.4;2.6;2,860;528;128;460;1,511;58;144;31;18.5;4.5;16.1;52.8;2;5;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3210;1187;Provincia;Santa Cruz;Ñuflo de Chávez;;Urbana;1,077;486;339;87;46;14;82;23;45.1;31.5;8.1;4.3;1.3;7.6;2.1;1,594;278;84;256;890;29;41;16;17.4;5.3;16.1;55.8;1.8;2.6;1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3211;1188;Provincia;Santa Cruz;Ñuflo de Chávez;;Rural;1,188;639;245;81;37;20;131;35;53.8;20.6;6.8;3.1;1.7;11;2.9;1,266;250;44;204;621;29;103;15;19.7;3.5;16.1;49.1;2.3;8.1;1.2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3212;1189;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Concepción;Concepción;243;81;107;11;13;7;19;5;33.3;44;4.5;5.3;2.9;7.8;2.1;375;43;15;84;193;13;18;9;11.5;4;22.4;51.5;3.5;4.8;2.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3213;1190;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Concepción;Urbana;154;27;89;5;9;5;15;4;17.5;57.8;3.2;5.8;3.2;9.7;2.6;188;14;11;35;108;6;10;4;7.4;5.9;18.6;57.4;3.2;5.3;2.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3214;1191;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Concepción;Rural;89;54;18;6;4;2;4;1;60.7;20.2;6.7;4.5;2.2;4.5;1.1;187;29;4;49;85;7;8;5;15.5;2.1;26.2;45.5;3.7;4.3;2.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3215;1192;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Javier;San Javier;158;50;63;9;9;4;18;5;31.6;39.9;5.7;5.7;2.5;11.4;3.2;221;35;17;48;104;4;12;1;15.8;7.7;21.7;47.1;1.8;5.4;0.5
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3216;1193;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Javier;Urbana;106;25;50;6;2;3;15;5;23.6;47.2;5.7;1.9;2.8;14.2;4.7;128;9;9;31;69;2;7;1;7;7;24.2;53.9;1.6;5.5;0.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3217;1194;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Javier;Rural;52;25;13;3;7;1;3;0;48.1;25;5.8;13.5;1.9;5.8;0;93;26;8;17;35;2;5;0;28;8.6;18.3;37.6;2.2;5.4;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3218;1195;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Julián;San Julián;1,298;757;243;98;45;14;104;37;58.3;18.7;7.6;3.5;1.1;8;2.9;1,492;315;60;208;842;24;32;11;21.1;4;13.9;56.4;1.6;2.1;0.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3219;1196;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Julián;Urbana;533;308;103;40;27;3;40;12;57.8;19.3;7.5;5.1;0.6;7.5;2.3;891;181;41;129;513;11;10;6;20.3;4.6;14.5;57.6;1.2;1.1;0.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3220;1197;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Julián;Rural;765;449;140;58;18;11;64;25;58.7;18.3;7.6;2.4;1.4;8.4;3.3;601;134;19;79;329;13;22;5;22.3;3.2;13.1;54.7;2.2;3.7;0.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3221;1198;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;San Antonio de Lomerio;61;30;20;2;2;0;7;0;49.2;32.8;3.3;3.3;0;11.5;0;125;19;2;31;64;1;5;3;15.2;1.6;24.8;51.2;0.8;4;2.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3222;1199;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3223;1200;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;Rural;61;30;20;2;2;0;7;0;49.2;32.8;3.3;3.3;0;11.5;0;125;19;2;31;64;1;5;3;15.2;1.6;24.8;51.2;0.8;4;2.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3224;1201;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;San Ramón;119;41;44;24;3;1;6;0;34.5;37;20.2;2.5;0.8;5;0;165;26;8;33;75;7;12;4;15.8;4.8;20;45.5;4.2;7.3;2.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3225;1202;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;Urbana;104;37;40;20;2;0;5;0;35.6;38.5;19.2;1.9;0;4.8;0;149;24;7;31;67;7;11;2;16.1;4.7;20.8;45;4.7;7.4;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3226;1203;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;San Ramón;Rural;15;4;4;4;1;1;1;0;26.7;26.7;26.7;6.7;6.7;6.7;0;16;2;1;2;8;0;1;2;12.5;6.3;12.5;50;0;6.3;12.5
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3227;1204;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Cuatro Cañadas;386;166;107;24;11;8;59;11;43;27.7;6.2;2.8;2.1;15.3;2.8;482;90;26;56;233;9;65;3;18.7;5.4;11.6;48.3;1.9;13.5;0.6
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3228;1205;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Urbana;180;89;57;16;6;3;7;2;49.4;31.7;8.9;3.3;1.7;3.9;1.1;238;50;16;30;133;3;3;3;21;6.7;12.6;55.9;1.3;1.3;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3229;1206;Municipio/TIOC;Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Rural;206;77;50;8;5;5;52;9;37.4;24.3;3.9;2.4;2.4;25.2;4.4;244;40;10;26;100;6;62;0;16.4;4.1;10.7;41;2.5;25.4;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3230;1207;Provincia;Santa Cruz;Ángel Sandoval;;Ángel Sandoval;387;7;34;293;10;1;16;26;1.8;8.8;75.7;2.6;0.3;4.1;6.7;406;14;4;333;34;2;11;8;3.4;1;82;8.4;0.5;2.7;2
