cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;numero_total_total;numero_total_hombres;numero_total_mujeres;numero_agricultura,_ganaderia,_silvicultura_total;numero_agricultura,_ganaderia,_silvicultura_hombres;numero_agricultura,_ganaderia,_silvicultura_mujeres;numero_pesca_total;numero_pesca_hombres;numero_pesca_mujeres;numero_explotacion_de_minas_y_canteras_total;numero_explotacion_de_minas_y_canteras_hombres;numero_explotacion_de_minas_y_canteras_mujeres;numero_industria_manufacturera_total;numero_industria_manufacturera_hombres;numero_industria_manufacturera_mujeres;numero__electricidad,_gas_y_agua_total;numero__electricidad,_gas_y_agua_hombres;numero__electricidad,_gas_y_agua_mujeres;numero_construccion_total;numero_construccion_hombres;numero_construccion_mujeres;numero_comercio_al_por_mayor_y_menor_total;numero_comercio_al_por_mayor_y_menor_hombres;numero_comercio_al_por_mayor_y_menor_mujeres;numero_transporte,_almacenamiento_y_comunicacion_total;numero_transporte,_almacenamiento_y_comunicacion_hombres;numero_transporte,_almacenamiento_y_comunicacion_mujeres;numero_hoteles_y_restaurantes_total;numero_hoteles_y_restaurantes_hombres;numero_hoteles_y_restaurantes_mujeres;numero_intermedicion_financiera_total;numero_intermedicion_financiera_hombres;numero_intermedicion_financiera_mujeres;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_total;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_hombres;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_mujeres;numero_administracion,_publica,_defensa_y_seguridad_social_total;numero_administracion,_publica,_defensa_y_seguridad_social_hombres;numero_administracion,_publica,_defensa_y_seguridad_social_mujeres;numero_educacion_total;numero_educacion_hombres;numero_educacion_mujeres;numero_servicios_sociales_y_de_salud_total;numero_servicios_sociales_y_de_salud_hombres;numero_servicios_sociales_y_de_salud_mujeres;numero_servicios_comunitarios,_sociales_y_personales_total;numero_servicios_comunitarios,_sociales_y_personales_hombres;numero_servicios_comunitarios,_sociales_y_personales_mujeres;numero_servicios_a_los_hogares_y_servicios_domesticos_total;numero_servicios_a_los_hogares_y_servicios_domesticos_hombres;numero_servicios_a_los_hogares_y_servicios_domesticos_mujeres;numero_servicios_de_organizaciones_extraterritoriales_total;numero_servicios_de_organizaciones_extraterritoriales_hombres;numero_servicios_de_organizaciones_extraterritoriales_mujeres;numero_sin_especificar_total;numero_sin_especificar_hombres;numero_sin_especificar_mujeres
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10656;9893;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;30 a 39;1,284;915;369;607;558;49;1;1;0;8;8;0;137;71;66;2;2;0;68;67;1;116;54;62;56;56;0;32;4;28;0;0;0;18;16;2;13;9;4;66;27;39;19;6;13;22;8;14;71;1;70;0;0;0;48;27;21
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10657;9894;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;40 a 49;869;632;237;469;427;42;0;0;0;1;1;0;71;50;21;0;0;0;31;31;0;63;28;35;26;25;1;45;5;40;0;0;0;6;5;1;10;9;1;36;16;20;11;5;6;20;5;15;33;2;31;0;0;0;47;23;24
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10658;9895;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;50 a 59;638;486;152;393;351;42;0;0;0;1;1;0;46;28;18;2;1;1;24;23;1;43;24;19;21;21;0;19;2;17;0;0;0;3;3;0;4;4;0;11;5;6;5;5;0;6;3;3;25;0;25;0;0;0;35;15;20
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10659;9896;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;60 o más;408;302;106;266;234;32;0;0;0;1;1;0;38;21;17;0;0;0;10;10;0;19;12;7;6;5;1;9;0;9;0;0;0;2;2;0;5;2;3;2;0;2;3;3;0;13;3;10;21;3;18;0;0;0;13;6;7
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10660;9897;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Urbana;3,341;2,216;1,125;1,312;1,215;97;1;1;0;12;12;0;338;165;173;6;5;1;193;188;5;349;172;177;164;163;1;128;16;112;1;0;1;31;25;6;44;27;17;164;64;100;48;22;26;100;36;64;255;6;249;0;0;0;195;99;96
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10661;9899;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;14 a 19;385;256;129;111;107;4;0;0;0;1;1;0;35;23;12;1;1;0;33;31;2;50;31;19;20;20;0;19;4;15;0;0;0;2;2;0;3;2;1;8;3;5;0;0;0;16;8;8;51;1;50;0;0;0;35;22;13
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10662;9900;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;20 a 29;829;513;316;248;235;13;1;1;0;4;4;0;84;34;50;1;1;0;60;59;1;83;37;46;64;63;1;28;2;26;1;0;1;7;4;3;12;4;8;51;19;32;14;5;9;30;13;17;73;0;73;0;0;0;68;32;36
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10663;9901;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;30 a 39;863;558;305;304;283;21;0;0;0;5;5;0;105;44;61;2;2;0;53;52;1;107;51;56;42;42;0;25;4;21;0;0;0;14;12;2;12;8;4;61;23;38;16;5;11;20;7;13;62;1;61;0;0;0;35;19;16
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10664;9902;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;40 a 49;563;380;183;257;237;20;0;0;0;0;0;0;48;30;18;0;0;0;22;22;0;57;24;33;19;19;0;33;4;29;0;0;0;5;4;1;9;8;1;33;15;18;10;4;6;16;2;14;29;2;27;0;0;0;25;9;16
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10665;9903;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;50 a 59;418;308;110;228;208;20;0;0;0;1;1;0;34;17;17;2;1;1;16;15;1;36;20;16;16;16;0;17;2;15;0;0;0;2;2;0;3;3;0;9;4;5;5;5;0;5;3;2;22;0;22;0;0;0;22;11;11
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10666;9904;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;60 o más;283;201;82;164;145;19;0;0;0;1;1;0;32;17;15;0;0;0;9;9;0;16;9;7;3;3;0;6;0;6;0;0;0;1;1;0;5;2;3;2;0;2;3;3;0;13;3;10;18;2;16;0;0;0;10;6;4
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10667;9905;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Rural;1,892;1,551;341;1,310;1,172;138;1;1;0;6;6;0;142;126;16;0;0;0;76;76;0;44;24;20;44;41;3;54;3;51;0;0;0;7;7;0;4;4;0;28;15;13;5;2;3;10;5;5;36;2;34;0;0;0;125;67;58
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10668;9907;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;14 a 19;256;215;41;171;162;9;0;0;0;0;0;0;20;19;1;0;0;0;9;9;0;3;0;3;2;2;0;9;2;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;11;1;10;0;0;0;29;18;11
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10669;9908;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;20 a 29;564;448;116;357;313;44;0;0;0;2;2;0;49;45;4;0;0;0;34;34;0;16;10;6;13;12;1;21;0;21;0;0;0;0;0;0;1;1;0;17;8;9;1;0;1;2;0;2;6;0;6;0;0;0;45;23;22
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10670;9909;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;30 a 39;421;357;64;303;275;28;1;1;0;3;3;0;32;27;5;0;0;0;15;15;0;9;3;6;14;14;0;7;0;7;0;0;0;4;4;0;1;1;0;5;4;1;3;1;2;2;1;1;9;0;9;0;0;0;13;8;5
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10671;9910;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;40 a 49;306;252;54;212;190;22;0;0;0;1;1;0;23;20;3;0;0;0;9;9;0;6;4;2;7;6;1;12;1;11;0;0;0;1;1;0;1;1;0;3;1;2;1;1;0;4;3;1;4;0;4;0;0;0;22;14;8
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10672;9911;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;50 a 59;220;178;42;165;143;22;0;0;0;0;0;0;12;11;1;0;0;0;8;8;0;7;4;3;5;5;0;2;0;2;0;0;0;1;1;0;1;1;0;2;1;1;0;0;0;1;0;1;3;0;3;0;0;0;13;4;9
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10673;9912;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;60 o más;125;101;24;102;89;13;0;0;0;0;0;0;6;4;2;0;0;0;1;1;0;3;3;0;3;2;1;3;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;3;0;3
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10674;9913;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urubichá;1,718;1,088;630;879;826;53;1;1;0;1;1;0;426;56;370;0;0;0;53;52;1;29;12;17;14;13;1;11;1;10;0;0;0;5;4;1;9;5;4;92;51;41;9;1;8;38;13;25;24;1;23;0;0;0;127;51;76
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10675;9915;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;14 a 19;153;79;74;47;44;3;0;0;0;0;0;0;43;4;39;0;0;0;3;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;3;0;0;0;0;4;1;3;6;0;6;0;0;0;45;24;21
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10676;9916;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;20 a 29;470;287;183;207;191;16;0;0;0;0;0;0;122;22;100;0;0;0;19;19;0;9;5;4;7;6;1;5;0;5;0;0;0;4;3;1;4;3;1;36;18;18;5;1;4;10;4;6;8;1;7;0;0;0;34;14;20
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10677;9917;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;30 a 39;397;262;135;207;198;9;0;0;0;1;1;0;94;12;82;0;0;0;14;14;0;6;2;4;4;4;0;2;1;1;0;0;0;0;0;0;1;0;1;42;21;21;2;0;2;5;3;2;4;0;4;0;0;0;15;6;9
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10678;9918;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;40 a 49;330;225;105;190;181;9;0;0;0;0;0;0;78;13;65;0;0;0;14;13;1;5;2;3;3;3;0;3;0;3;0;0;0;0;0;0;3;2;1;7;5;2;0;0;0;9;3;6;2;0;2;0;0;0;16;3;13
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10679;9919;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;50 a 59;220;144;76;136;130;6;0;0;0;0;0;0;51;3;48;0;0;0;3;3;0;7;3;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;3;0;2;0;2;3;0;3;3;0;3;0;0;0;11;1;10
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10680;9920;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;60 o más;148;91;57;92;82;10;1;1;0;0;0;0;38;2;36;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;7;2;5;1;0;1;0;0;0;6;3;3
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10681;9921;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urbana;1,061;599;462;452;443;9;0;0;0;0;0;0;403;45;358;0;0;0;27;27;0;17;8;9;7;6;1;2;0;2;0;0;0;2;1;1;9;5;4;59;32;27;6;1;5;18;12;6;9;0;9;0;0;0;50;19;31
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10682;9923;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;14 a 19;92;39;53;21;20;1;0;0;0;0;0;0;42;3;39;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;3;0;0;0;0;1;1;0;3;0;3;0;0;0;19;11;8
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10683;9924;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;20 a 29;302;166;136;113;107;6;0;0;0;0;0;0;115;17;98;0;0;0;11;11;0;6;4;2;5;4;1;0;0;0;0;0;0;2;1;1;4;3;1;20;9;11;4;1;3;7;4;3;1;0;1;0;0;0;14;5;9
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10684;9925;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;30 a 39;244;140;104;105;104;1;0;0;0;0;0;0;88;10;78;0;0;0;7;7;0;5;1;4;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;26;12;14;1;0;1;3;3;0;1;0;1;0;0;0;6;2;4
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10685;9926;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;40 a 49;207;129;78;101;101;0;0;0;0;0;0;0;74;10;64;0;0;0;5;5;0;4;2;2;1;1;0;2;0;2;0;0;0;0;0;0;3;2;1;7;5;2;0;0;0;5;3;2;1;0;1;0;0;0;4;0;4
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10686;9927;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;50 a 59;134;80;54;70;70;0;0;0;0;0;0;0;49;3;46;0;0;0;3;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;1;0;1;2;0;2;0;0;0;5;1;4
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10687;9928;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;60 o más;82;45;37;42;41;1;0;0;0;0;0;0;35;2;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;2;0;2
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10688;9929;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Rural;657;489;168;427;383;44;1;1;0;1;1;0;23;11;12;0;0;0;26;25;1;12;4;8;7;7;0;9;1;8;0;0;0;3;3;0;0;0;0;33;19;14;3;0;3;20;1;19;15;1;14;0;0;0;77;32;45
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10689;9931;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;14 a 19;61;40;21;26;24;2;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;3;0;0;0;26;13;13
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10690;9932;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;20 a 29;168;121;47;94;84;10;0;0;0;0;0;0;7;5;2;0;0;0;8;8;0;3;1;2;2;2;0;5;0;5;0;0;0;2;2;0;0;0;0;16;9;7;1;0;1;3;0;3;7;1;6;0;0;0;20;9;11
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10691;9933;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;30 a 39;153;122;31;102;94;8;0;0;0;1;1;0;6;2;4;0;0;0;7;7;0;1;1;0;3;3;0;2;1;1;0;0;0;0;0;0;0;0;0;16;9;7;1;0;1;2;0;2;3;0;3;0;0;0;9;4;5
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10692;9934;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;40 a 49;123;96;27;89;80;9;0;0;0;0;0;0;4;3;1;0;0;0;9;8;1;1;0;1;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;1;0;1;0;0;0;12;3;9
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10693;9935;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;50 a 59;86;64;22;66;60;6;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;2;0;2;1;0;1;0;0;0;6;0;6
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 10694;9936;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;60 o más;66;46;20;50;41;9;1;1;0;0;0;0;3;0;3;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;5;0;0;0;0;0;0;4;3;1
