cuadro;descripcion;nivel;departamento;provincia;municipio/tioc;area;total;afroboliviano;araona;aymara;ayoreo;baure;canichana;cavinenho;cayubaba;chacobo;charka_qhara_qhara;chichas;chiquitano;chuwi;ese_ejja;guarani;guarasu_we;gwarayu;itonama;jach'a_carangas;jalq'a;joaquiniano;kallawaya;killacas;leco;lipez;lupaca;machineri;maropa;mojenho;mojenho_ignaciano;mojenho_trinitario;more;moseten;movima;pacahuara;pakajaqi;paunaca;puquina;quechua;qullas;raqaypampa;siriono;sora;tacana;tapiete;toromona;tsimane_;uru-chipaya;weenhayek;yaminawa;yampara;yuqui;yurakare;quechua_-_aymara;mas_de_una_descripcion;otras_declaraciones;otros_pueblos_indigenas_extranjeros
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3009;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Arce;;Urbana;2,779;65;0;429;0;0;0;0;0;0;2;6;5;0;0;347;0;3;0;0;0;0;0;3;3;0;0;0;0;2;2;0;0;0;1;0;2;0;0;1,049;0;0;0;0;1;1;0;1;1;5;0;1;0;2;0;0;848;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3010;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Arce;;Rural;1,682;26;0;37;0;0;0;0;0;0;0;1;2;0;0;167;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;474;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;964;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3011;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Arce;Padcaya;Padcaya;1,064;19;0;28;0;0;0;0;0;0;0;1;2;0;0;108;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;789;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3012;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Arce;Padcaya;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3013;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Arce;Padcaya;Rural;1,064;19;0;28;0;0;0;0;0;0;0;1;2;0;0;108;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;789;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3014;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Arce;Bermejo;Bermejo;3,397;72;0;438;0;0;0;0;0;0;2;6;5;0;0;406;0;4;0;0;0;0;0;3;3;1;0;0;0;2;2;0;0;0;1;0;2;0;0;1,409;0;0;0;0;1;1;0;1;1;6;0;1;0;2;5;0;1,023;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3015;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Arce;Bermejo;Urbana;2,779;65;0;429;0;0;0;0;0;0;2;6;5;0;0;347;0;3;0;0;0;0;0;3;3;0;0;0;0;2;2;0;0;0;1;0;2;0;0;1,049;0;0;0;0;1;1;0;1;1;5;0;1;0;2;0;0;848;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3016;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Arce;Bermejo;Rural;618;7;0;9;0;0;0;0;0;0;0;0;0;0;0;59;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;360;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;175;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3017;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Gran Chaco;;Gran Chaco;29,463;172;0;1,364;1;0;0;3;0;0;7;36;55;4;0;8,108;0;21;3;1;1;0;2;0;2;1;0;0;5;7;0;7;0;1;7;0;0;0;0;8,600;0;1;0;0;5;95;0;3;0;5,336;0;7;0;0;19;17;5,554;18
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3018;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Gran Chaco;;Urbana;12,723;144;0;1,178;1;0;0;3;0;0;6;28;44;4;0;3,622;0;16;3;1;1;0;2;0;1;0;0;0;5;6;0;5;0;1;5;0;0;0;0;4,806;0;0;0;0;5;21;0;1;0;932;0;6;0;0;18;12;1,845;1
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3019;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Gran Chaco;;Rural;16,740;28;0;186;0;0;0;0;0;0;1;8;11;0;0;4,486;0;5;0;0;0;0;0;0;1;1;0;0;0;1;0;2;0;0;2;0;0;0;0;3,794;0;1;0;0;0;74;0;2;0;4,404;0;1;0;0;1;5;3,709;17
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3020;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Gran Chaco;Yacuiba;Yacuiba;17,194;113;0;978;1;0;0;0;0;0;5;21;31;0;0;3,402;0;11;2;1;0;0;2;0;1;0;0;0;5;3;0;5;0;0;5;0;0;0;0;6,670;0;0;0;0;3;12;0;0;0;2,496;0;6;0;0;12;8;3,393;8
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3021;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Gran Chaco;Yacuiba;Urbana;7,972;99;0;876;1;0;0;0;0;0;5;19;29;0;0;1,801;0;9;2;1;0;0;2;0;0;0;0;0;5;3;0;3;0;0;4;0;0;0;0;3,783;0;0;0;0;3;1;0;0;0;81;0;6;0;0;12;8;1,219;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3022;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Gran Chaco;Yacuiba;Rural;9,222;14;0;102;0;0;0;0;0;0;0;2;2;0;0;1,601;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;2,887;0;0;0;0;0;11;0;0;0;2,415;0;0;0;0;0;0;2,174;8
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3023;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Gran Chaco;Caraparí;Caraparí;2,678;10;0;36;0;0;0;0;0;0;0;6;3;0;0;1,217;0;2;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;735;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;3;659;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3024;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Gran Chaco;Caraparí;Urbana;530;3;0;21;0;0;0;0;0;0;0;2;0;0;0;249;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3025;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Gran Chaco;Caraparí;Rural;2,148;7;0;15;0;0;0;0;0;0;0;4;3;0;0;968;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;517;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;3;624;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3026;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Gran Chaco;Villa Montes;Villa Montes;9,591;49;0;350;0;0;0;3;0;0;2;9;21;4;0;3,489;0;8;1;0;1;0;0;0;0;0;0;0;0;3;0;2;0;1;2;0;0;0;0;1,195;0;1;0;0;2;83;0;2;0;2,839;0;0;0;0;6;6;1,502;10
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3027;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Gran Chaco;Villa Montes;Urbana;4,221;42;0;281;0;0;0;3;0;0;1;7;15;4;0;1,572;0;7;1;0;1;0;0;0;0;0;0;0;0;2;0;2;0;1;1;0;0;0;0;805;0;0;0;0;2;20;0;1;0;851;0;0;0;0;6;4;591;1
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3028;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Gran Chaco;Villa Montes;Rural;5,370;7;0;69;0;0;0;0;0;0;1;2;6;0;0;1,917;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;390;0;1;0;0;0;63;0;1;0;1,988;0;0;0;0;0;2;911;9
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3029;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Avilez;;Avilez;1,384;5;0;15;0;0;0;0;0;0;0;0;1;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1,127;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3030;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Avilez;;Urbana;132;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3031;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Avilez;;Rural;1,252;4;0;15;0;0;0;0;0;0;0;0;1;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1,024;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3032;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Avilez;Uriondo;Uriondo;926;4;0;9;0;0;0;0;0;0;0;0;1;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;133;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;709;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3033;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Avilez;Uriondo;Urbana;132;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3034;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Avilez;Uriondo;Rural;794;3;0;9;0;0;0;0;0;0;0;0;1;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;606;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3035;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Avilez;Yunchará;Yunchará;458;1;0;6;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;418;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3036;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Avilez;Yunchará;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3037;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Avilez;Yunchará;Rural;458;1;0;6;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;418;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3038;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Méndez;;Méndez;3,571;34;0;174;0;0;0;0;0;0;0;18;1;0;0;129;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;865;0;0;0;0;2;0;0;0;0;1;0;0;0;0;3;1;2,342;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3039;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Méndez;;Urbana;271;0;0;28;0;0;0;0;0;0;0;3;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3040;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; Tarija;Méndez;;Rural;3,300;34;0;146;0;0;0;0;0;0;0;15;1;0;0;103;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;784;0;0;0;0;2;0;0;0;0;1;0;0;0;0;3;1;2,209;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3041;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; Tarija;Méndez;San Lorenzo;San Lorenzo;2,916;34;0;150;0;0;0;0;0;0;0;17;1;0;0;113;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;751;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;1,844;0
